;Cidades;YEAR_MONTH;YEAR;MONTH;QUARTER;Temp_Median_Max;Temp_Median_Min;Temp_Mean_Max;Temp_Mean_Min
400;Angra do Heroismo;202105;2021;05;2;18,0;15,0;17,42;14,35
401;Angra do Heroismo;202106;2021;06;2;20,0;17,0;19,6;16,2
402;Angra do Heroismo;202107;2021;07;3;22,0;19,0;21,68;18,42
403;Angra do Heroismo;202108;2021;08;3;23,0;20,0;23,19;20,03
404;Angra do Heroismo;202109;2021;09;3;22,0;19,0;22,23;18,8
405;Angra do Heroismo;202110;2021;10;4;21,0;19,0;21,48;18,61
406;Angra do Heroismo;202111;2021;11;4;19,0;17,0;18,73;16,67
407;Angra do Heroismo;202112;2021;12;4;17,0;14,0;16,5;14,03
408;Arcos de Valdevez;202101;2021;01;1;12,0;3,0;11,97;3,71
409;Arcos de Valdevez;202102;2021;02;1;13,0;7,0;13,71;6,39
410;Arcos de Valdevez;202103;2021;03;1;17,0;6,0;18,19;6,68
411;Arcos de Valdevez;202104;2021;04;2;19,0;9,5;19,17;9,07
412;Arcos de Valdevez;202105;2021;05;2;20,0;9,0;20,29;8,77
413;Arcos de Valdevez;202106;2021;06;2;25,0;11,5;24,53;11,93
414;Arcos de Valdevez;202107;2021;07;3;28,0;13,0;27,58;13,06
415;Arcos de Valdevez;202108;2021;08;3;31,0;14,0;30,13;14,1
416;Arcos de Valdevez;202109;2021;09;3;27,0;13,5;26,5;13,37
417;Arcos de Valdevez;202110;2021;10;4;22,0;13,0;22,87;12,1
418;Arcos de Valdevez;202111;2021;11;4;17,5;7,0;16,9;7,17
419;Arcos de Valdevez;202112;2021;12;4;15,0;9,0;14,43;8,67
420;Area Metropolitana de Lisboa;202101;2021;01;1;14,0;8,0;13,13;8,52
421;Area Metropolitana de Lisboa;202102;2021;02;1;16,0;11,5;15,57;10,79
422;Area Metropolitana de Lisboa;202103;2021;03;1;17,0;10,0;17,81;10,52
423;Area Metropolitana de Lisboa;202104;2021;04;2;19,0;13,0;19,07;12,63
424;Area Metropolitana de Lisboa;202105;2021;05;2;22,0;14,0;21,65;13,71
425;Area Metropolitana de Lisboa;202106;2021;06;2;24,0;16,0;23,73;16,0
426;Area Metropolitana de Lisboa;202107;2021;07;3;25,0;17,0;25,81;17,35
427;Area Metropolitana de Lisboa;202108;2021;08;3;27,0;18,0;27,13;17,81
428;Area Metropolitana de Lisboa;202109;2021;09;3;27,0;18,0;26,93;18,13
429;Area Metropolitana de Lisboa;202110;2021;10;4;25,0;17,0;24,68;16,97
430;Area Metropolitana de Lisboa;202111;2021;11;4;20,0;12,0;18,7;11,6
431;Area Metropolitana de Lisboa;202112;2021;12;4;17,0;12,0;17,2;12,17
432;Area Metropolitana do Porto;202101;2021;01;1;13,0;7,0;12,65;8,29
433;Area Metropolitana do Porto;202102;2021;02;1;14,0;11,0;14,5;10,04
434;Area Metropolitana do Porto;202103;2021;03;1;17,0;12,0;16,94;11,13
435;Area Metropolitana do Porto;202104;2021;04;2;18,0;13,0;18,1;12,43
436;Area Metropolitana do Porto;202105;2021;05;2;18,0;12,0;18,26;12,9
437;Area Metropolitana do Porto;202106;2021;06;2;20,5;15,0;20,8;15,37
438;Area Metropolitana do Porto;202107;2021;07;3;22,0;17,0;22,61;17,19
439;Area Metropolitana do Porto;202108;2021;08;3;23,0;17,0;23,58;17,94
440;Area Metropolitana do Porto;202109;2021;09;3;23,0;17,0;23,37;16,83
441;Area Metropolitana do Porto;202110;2021;10;4;22,0;16,0;21,55;15,74
442;Area Metropolitana do Porto;202111;2021;11;4;17,0;11,0;16,87;10,8
443;Area Metropolitana do Porto;202112;2021;12;4;15,0;11,5;15,63;11,4
444;Arganil;202101;2021;01;1;12,0;3,0;12,45;4,35
445;Arganil;202102;2021;02;1;16,0;8,0;15,0;8,0
446;Arganil;202103;2021;03;1;19,0;7,0;19,35;7,52
447;Arganil;202104;2021;04;2;20,0;10,0;20,33;10,1
448;Arganil;202105;2021;05;2;25,0;11,0;24,42;10,61
449;Arganil;202106;2021;06;2;30,0;13,0;28,73;13,07
450;Arganil;202107;2021;07;3;31,0;14,0;31,97;14,71
451;Arganil;202108;2021;08;3;33,0;14,0;34,19;14,55
452;Arganil;202109;2021;09;3;29,0;15,0;28,6;15,43
453;Arganil;202110;2021;10;4;27,0;14,0;26,16;14,26
454;Arganil;202111;2021;11;4;18,0;9,0;17,7;8,2
455;Arganil;202112;2021;12;4;17,0;9,0;16,63;9,17
456;Armamar;202101;2021;01;1;9,0;2,0;8,77;3,03
457;Armamar;202102;2021;02;1;12,0;7,0;11,43;6,11
458;Armamar;202103;2021;03;1;16,0;6,0;16,13;6,39
459;Armamar;202104;2021;04;2;17,0;9,0;17,47;8,67
460;Armamar;202105;2021;05;2;20,0;9,0;20,03;9,68
461;Armamar;202106;2021;06;2;26,0;14,0;25,07;13,97
462;Armamar;202107;2021;07;3;29,0;16,0;28,9;15,81
463;Armamar;202108;2021;08;3;31,0;16,0;30,9;16,61
464;Armamar;202109;2021;09;3;25,0;15,0;25,0;15,17
465;Armamar;202110;2021;10;4;20,0;13,0;21,06;12,55
466;Armamar;202111;2021;11;4;14,0;6,0;13,77;6,4
467;Armamar;202112;2021;12;4;12,0;7,0;11,9;6,97
468;Arouca;202101;2021;01;1;14,0;8,0;13,68;9,06
469;Arouca;202102;2021;02;1;16,0;12,0;15,68;12,0
470;Arouca;202103;2021;03;1;17,0;9,0;17,68;9,77
471;Arouca;202104;2021;04;2;19,0;13,0;18,77;13,3
472;Arouca;202105;2021;05;2;23,0;15,0;23,03;14,77
473;Arouca;202106;2021;06;2;25,0;17,0;24,37;17,07
474;Arouca;202107;2021;07;3;28,0;16,0;28,0;16,26
475;Arouca;202108;2021;08;3;28,0;20,0;28,42;20,1
476;Arouca;202109;2021;09;3;28,0;19,0;27,5;19,4
477;Arouca;202110;2021;10;4;25,0;18,0;25,1;17,61
478;Arouca;202111;2021;11;4;20,0;12,0;19,33;12,03
479;Arouca;202112;2021;12;4;18,0;11,0;17,57;11,53
480;Arraiolos;202101;2021;01;1;13,0;3,0;12,52;4,58
481;Arraiolos;202102;2021;02;1;16,0;8,0;15,21;7,93
482;Arraiolos;202103;2021;03;1;18,0;7,0;18,39;7,03
483;Arraiolos;202104;2021;04;2;21,0;10,0;20,6;10,0
484;Arraiolos;202105;2021;05;2;25,0;10,0;25,13;10,32
485;Arraiolos;202106;2021;06;2;30,0;13,0;29,13;13,07
486;Arraiolos;202107;2021;07;3;33,0;14,0;33,48;14,32
487;Arraiolos;202108;2021;08;3;34,0;15,0;35,03;14,97
488;Arraiolos;202109;2021;09;3;30,0;16,0;29,93;15,87
489;Arraiolos;202110;2021;10;4;28,0;14,0;27,68;14,55
490;Arraiolos;202111;2021;11;4;19,0;8,0;18,63;8,0
491;Arraiolos;202112;2021;12;4;17,0;9,0;17,57;9,03
492;Arronches;202101;2021;01;1;10,0;3,0;9,29;3,39
493;Arronches;202102;2021;02;1;12,5;7,0;12,11;6,46
494;Arronches;202103;2021;03;1;15,0;7,0;15,81;7,13
495;Arronches;202104;2021;04;2;17,5;10,0;17,57;9,93
496;Arronches;202105;2021;05;2;23,0;11,0;22,42;11,58
497;Arronches;202106;2021;06;2;28,5;15,5;27,63;15,23
498;Arronches;202107;2021;07;3;32,0;15,0;31,77;16,61
499;Arronches;202108;2021;08;3;33,0;18,0;33,29;18,03
500;Arronches;202109;2021;09;3;27,0;16,0;26,83;16,83
501;Arronches;202110;2021;10;4;25,0;15,0;24,1;14,97
502;Arronches;202111;2021;11;4;15,0;8,0;15,2;7,73
503;Arronches;202112;2021;12;4;14,0;8,0;14,33;7,7
504;Arruda dos Vinhos;202101;2021;01;1;13,0;5,0;12,61;6,23
505;Arruda dos Vinhos;202102;2021;02;1;16,0;9,0;15,14;8,93
506;Arruda dos Vinhos;202103;2021;03;1;17,0;8,0;17,58;8,52
507;Arruda dos Vinhos;202104;2021;04;2;20,0;11,0;19,6;11,3
508;Arruda dos Vinhos;202105;2021;05;2;22,0;12,0;22,13;12,32
509;Arruda dos Vinhos;202106;2021;06;2;26,0;14,0;25,17;14,57
510;Arruda dos Vinhos;202107;2021;07;3;27,0;16,0;27,61;16,29
511;Arruda dos Vinhos;202108;2021;08;3;29,0;16,0;29,45;16,52
512;Arruda dos Vinhos;202109;2021;09;3;28,5;17,0;27,77;16,93
513;Arruda dos Vinhos;202110;2021;10;4;25,0;16,0;25,68;15,48
514;Arruda dos Vinhos;202111;2021;11;4;19,0;10,0;18,53;9,67
515;Arruda dos Vinhos;202112;2021;12;4;17,0;11,0;17,23;10,63
516;Aveiro;202101;2021;01;1;13,0;6,0;12,52;6,74
517;Aveiro;202102;2021;02;1;14,5;10,0;14,71;9,25
518;Aveiro;202103;2021;03;1;17,0;9,0;17,23;9,48
519;Aveiro;202104;2021;04;2;19,0;12,0;18,57;11,5
520;Aveiro;202105;2021;05;2;19,0;12,0;18,65;12,23
521;Aveiro;202106;2021;06;2;21,5;15,0;21,1;14,9
522;Aveiro;202107;2021;07;3;22,0;16,0;23,0;15,9
523;Aveiro;202108;2021;08;3;24,0;16,0;24,0;16,16
524;Aveiro;202109;2021;09;3;24,5;16,0;24,37;16,13
525;Aveiro;202110;2021;10;4;22,0;15,0;21,97;14,71
526;Aveiro;202111;2021;11;4;17,5;10,0;17,23;9,9
527;Aveiro;202112;2021;12;4;16,0;11,0;16,37;11,07
528;Avis;202101;2021;01;1;26,0;19,0;26,19;18,52
529;Avis;202102;2021;02;1;27,0;18,0;26,86;17,93
530;Avis;202103;2021;03;1;25,0;16,0;25,29;15,97
531;Avis;202104;2021;04;2;25,0;15,0;24,53;14,83
532;Avis;202105;2021;05;2;22,0;12,0;22,03;11,81
533;Avis;202106;2021;06;2;20,0;8,0;20,0;7,87
534;Avis;202107;2021;07;3;19,0;7,0;19,65;6,58
535;Avis;202108;2021;08;3;25,0;11,0;24,45;9,81
536;Avis;202109;2021;09;3;31,0;13,0;31,07;13,47
537;Avis;202110;2021;10;4;31,0;15,0;31,32;14,23
538;Avis;202111;2021;11;4;33,0;17,0;32,73;17,03
539;Avis;202112;2021;12;4;32,0;18,0;31,83;16,77
540;Azambuja;202101;2021;01;1;13,0;5,0;12,61;6,23
541;Azambuja;202102;2021;02;1;16,0;9,0;15,14;8,93
542;Azambuja;202103;2021;03;1;17,0;8,0;17,58;8,52
543;Azambuja;202104;2021;04;2;20,0;11,0;19,6;11,3
544;Azambuja;202105;2021;05;2;22,0;12,0;22,13;12,32
545;Azambuja;202106;2021;06;2;26,0;14,0;25,17;14,57
546;Azambuja;202107;2021;07;3;27,0;16,0;27,61;16,29
547;Azambuja;202108;2021;08;3;29,0;16,0;29,45;16,52
548;Azambuja;202109;2021;09;3;28,5;17,0;27,77;16,93
549;Azambuja;202110;2021;10;4;25,0;16,0;25,68;15,48
550;Azambuja;202111;2021;11;4;19,0;10,0;18,53;9,67
551;Azambuja;202112;2021;12;4;17,0;11,0;17,23;10,63
552;Baiao;202101;2021;01;1;12,0;6,0;11,52;6,16
553;Baiao;202102;2021;02;1;14,5;10,0;13,89;9,39
554;Baiao;202103;2021;03;1;16,0;10,0;16,39;9,42
555;Baiao;202104;2021;04;2;18,0;12,0;18,2;11,87
556;Baiao;202105;2021;05;2;22,0;12,0;22,61;12,16
557;Baiao;202106;2021;06;2;24,5;14,5;24,6;14,33
558;Baiao;202107;2021;07;3;28,0;16,0;28,71;16,71
559;Baiao;202108;2021;08;3;29,0;17,0;29,94;17,61
560;Baiao;202109;2021;09;3;28,0;17,0;27,07;16,63
561;Baiao;202110;2021;10;4;25,0;17,0;24,77;15,84
562;Baiao;202111;2021;11;4;18,0;11,0;17,63;9,8
563;Baiao;202112;2021;12;4;16,0;10,5;16,3;10,47
564;Baixo Alentejo;202101;2021;01;1;10,0;1,0;9,55;2,48
565;Baixo Alentejo;202102;2021;02;1;12,0;6,0;11,5;4,86
566;Baixo Alentejo;202103;2021;03;1;16,0;6,0;16,9;6,16
567;Baixo Alentejo;202104;2021;04;2;19,0;8,0;18,13;7,93
568;Baixo Alentejo;202105;2021;05;2;21,0;9,0;20,65;9,52
569;Baixo Alentejo;202106;2021;06;2;26,5;11,5;26,07;11,53
570;Baixo Alentejo;202107;2021;07;3;29,0;16,0;28,71;15,61
571;Baixo Alentejo;202108;2021;08;3;33,0;14,0;33,0;14,23
572;Baixo Alentejo;202109;2021;09;3;25,0;14,0;25,8;14,07
573;Baixo Alentejo;202110;2021;10;4;21,0;12,0;20,97;11,45
574;Baixo Alentejo;202111;2021;11;4;15,0;4,0;14,5;3,4
575;Baixo Alentejo;202112;2021;12;4;12,5;6,0;12,23;6,03
576;Barcelos;202101;2021;01;1;13,0;5,0;12,32;5,45
577;Barcelos;202102;2021;02;1;13,5;9,0;14,07;7,93
578;Barcelos;202103;2021;03;1;17,0;8,0;17,94;8,39
579;Barcelos;202104;2021;04;2;19,0;11,0;18,7;10,4
580;Barcelos;202105;2021;05;2;19,0;11,0;19,45;10,84
581;Barcelos;202106;2021;06;2;22,5;14,5;23,0;13,8
582;Barcelos;202107;2021;07;3;25,0;15,0;25,52;15,06
583;Barcelos;202108;2021;08;3;27,0;16,0;26,97;16,0
584;Barcelos;202109;2021;09;3;25,0;15,0;25,07;14,93
585;Barcelos;202110;2021;10;4;22,0;14,0;22,29;13,52
586;Barcelos;202111;2021;11;4;17,5;8,0;17,07;8,37
587;Barcelos;202112;2021;12;4;15,0;10,0;15,27;9,73
588;Barrancos;202101;2021;01;1;12,0;3,0;11,94;3,35
589;Barrancos;202102;2021;02;1;16,0;8,0;15,07;7,32
590;Barrancos;202103;2021;03;1;18,0;6,0;18,39;6,74
591;Barrancos;202104;2021;04;2;21,0;10,0;20,6;9,4
592;Barrancos;202105;2021;05;2;27,0;10,0;26,68;10,71
593;Barrancos;202106;2021;06;2;31,5;14,5;30,8;14,03
594;Barrancos;202107;2021;07;3;35,0;16,0;35,29;15,81
595;Barrancos;202108;2021;08;3;35,0;17,0;35,94;16,87
596;Barrancos;202109;2021;09;3;30,5;16,0;30,33;16,03
597;Barrancos;202110;2021;10;4;29,0;15,0;27,45;14,03
598;Barrancos;202111;2021;11;4;18,0;7,0;17,3;6,47
599;Barrancos;202112;2021;12;4;16,0;7,5;16,93;7,37
600;Barreiro;202101;2021;01;1;13,0;4,0;12,77;4,87
601;Barreiro;202102;2021;02;1;14,5;8,0;14,79;8,07
602;Barreiro;202103;2021;03;1;18,0;7,0;18,81;7,06
603;Barreiro;202104;2021;04;2;20,0;10,0;19,83;9,93
604;Barreiro;202105;2021;05;2;22,0;11,0;21,61;10,19
605;Barreiro;202106;2021;06;2;25,5;13,0;24,63;12,9
606;Barreiro;202107;2021;07;3;26,0;14,0;27,03;14,61
607;Barreiro;202108;2021;08;3;28,0;14,0;28,9;13,9
608;Barreiro;202109;2021;09;3;27,5;14,0;27,33;14,23
609;Barreiro;202110;2021;10;4;24,0;13,0;24,58;13,13
610;Barreiro;202111;2021;11;4;19,0;7,5;17,9;7,27
611;Barreiro;202112;2021;12;4;17,0;9,0;16,67;9,17
612;Batalha;202101;2021;01;1;12,0;5,0;12,19;5,48
613;Batalha;202102;2021;02;1;15,0;9,0;14,68;8,71
614;Batalha;202103;2021;03;1;16,0;8,0;17,39;8,23
615;Batalha;202104;2021;04;2;19,0;11,0;18,8;10,43
616;Batalha;202105;2021;05;2;20,0;11,0;19,87;10,74
617;Batalha;202106;2021;06;2;22,5;13,0;22,57;13,1
618;Batalha;202107;2021;07;3;24,0;15,0;24,61;15,06
619;Batalha;202108;2021;08;3;26,0;15,0;26,29;15,16
620;Batalha;202109;2021;09;3;26,0;15,0;25,83;15,43
621;Batalha;202110;2021;10;4;23,0;14,0;23,48;14,35
622;Batalha;202111;2021;11;4;18,0;9,0;17,43;9,07
623;Batalha;202112;2021;12;4;16,5;11,0;16,2;10,37
624;Beira Baixa;202101;2021;01;1;26,0;19,0;25,97;18,42
625;Beira Baixa;202102;2021;02;1;27,0;19,0;26,71;18,96
626;Beira Baixa;202103;2021;03;1;27,0;19,0;26,81;18,9
627;Beira Baixa;202104;2021;04;2;27,0;19,0;26,63;18,73
628;Beira Baixa;202105;2021;05;2;30,0;18,0;28,87;18,48
629;Beira Baixa;202106;2021;06;2;32,5;16,0;32,5;16,27
630;Beira Baixa;202107;2021;07;3;34,0;15,0;33,87;14,9
631;Beira Baixa;202108;2021;08;3;32,0;17,0;32,06;16,71
632;Beira Baixa;202109;2021;09;3;31,0;18,0;31,2;18,23
633;Beira Baixa;202110;2021;10;4;30,0;19,0;29,74;18,74
634;Beira Baixa;202111;2021;11;4;27,0;19,0;27,1;18,93
635;Beira Baixa;202112;2021;12;4;26,0;19,0;26,63;18,73
636;Beiras e Serra da Estrela;202101;2021;01;1;12,0;3,0;12,35;4,42
637;Beiras e Serra da Estrela;202102;2021;02;1;14,5;8,0;14,79;8,07
638;Beiras e Serra da Estrela;202103;2021;03;1;18,0;7,0;18,71;7,19
639;Beiras e Serra da Estrela;202104;2021;04;2;21,0;10,0;20,03;9,73
640;Beiras e Serra da Estrela;202105;2021;05;2;22,0;11,0;21,61;10,19
641;Beiras e Serra da Estrela;202106;2021;06;2;26,5;13,0;25,4;12,93
642;Beiras e Serra da Estrela;202107;2021;07;3;29,0;16,0;28,9;15,81
643;Beiras e Serra da Estrela;202108;2021;08;3;31,0;16,0;30,9;16,61
644;Beiras e Serra da Estrela;202109;2021;09;3;25,0;15,0;25,0;15,17
645;Beiras e Serra da Estrela;202110;2021;10;4;25,0;13,0;24,74;13,03
646;Beiras e Serra da Estrela;202111;2021;11;4;19,0;7,5;17,9;7,27
647;Beiras e Serra da Estrela;202112;2021;12;4;16,0;9,0;16,17;8,9
648;Beja;202101;2021;01;1;13,0;4,0;12,52;5,26
649;Beja;202102;2021;02;1;16,5;9,0;15,43;9,04
650;Beja;202103;2021;03;1;18,0;8,0;18,23;7,81
651;Beja;202104;2021;04;2;21,0;11,0;20,93;10,9
652;Beja;202105;2021;05;2;27,0;12,0;26,74;12,23
653;Beja;202106;2021;06;2;31,0;15,5;30,2;15,27
654;Beja;202107;2021;07;3;34,0;16,0;34,19;17,03
655;Beja;202108;2021;08;3;35,0;18,0;35,13;18,0
656;Beja;202109;2021;09;3;30,0;18,0;29,87;18,03
657;Beja;202110;2021;10;4;28,0;16,0;27,58;16,32
658;Beja;202111;2021;11;4;19,0;10,0;18,5;9,33
659;Beja;202112;2021;12;4;17,0;10,0;17,7;9,77
660;Belmonte;202101;2021;01;1;14,0;9,0;13,74;9,26
661;Belmonte;202102;2021;02;1;16,0;13,0;15,89;12,46
662;Belmonte;202103;2021;03;1;17,0;12,0;16,9;12,16
663;Belmonte;202104;2021;04;2;18,0;14,0;18,23;13,6
664;Belmonte;202105;2021;05;2;22,0;15,0;22,03;14,81
665;Belmonte;202106;2021;06;2;23,0;16,0;23,07;16,03
666;Belmonte;202107;2021;07;3;26,0;19,0;25,97;18,19
667;Belmonte;202108;2021;08;3;26,0;18,0;26,58;19,61
668;Belmonte;202109;2021;09;3;26,0;20,0;26,1;19,87
669;Belmonte;202110;2021;10;4;25,0;19,0;24,29;18,55
670;Belmonte;202111;2021;11;4;20,0;13,5;19,33;12,83
671;Belmonte;202112;2021;12;4;18,0;13,0;18,17;13,0
672;Benavente;202101;2021;01;1;13,0;5,0;12,61;6,23
673;Benavente;202102;2021;02;1;16,0;9,0;15,14;8,93
674;Benavente;202103;2021;03;1;14,0;4,0;13,81;3,9
675;Benavente;202104;2021;04;2;20,0;11,0;19,6;11,3
676;Benavente;202105;2021;05;2;19,0;7,0;18,87;7,29
677;Benavente;202106;2021;06;2;26,0;14,0;25,17;14,57
678;Benavente;202107;2021;07;3;27,0;16,0;27,61;16,29
679;Benavente;202108;2021;08;3;29,0;16,0;29,45;16,52
680;Benavente;202109;2021;09;3;24,0;13,0;23,77;13,43
681;Benavente;202110;2021;10;4;21,0;10,0;19,97;10,03
682;Benavente;202111;2021;11;4;12,5;3,0;11,4;3,5
683;Benavente;202112;2021;12;4;17,0;11,0;17,23;10,63
684;Bombarral;202101;2021;01;1;13,0;6,0;12,58;7,26
685;Bombarral;202102;2021;02;1;15,0;10,5;14,86;9,61
686;Bombarral;202103;2021;03;1;16,0;9,0;16,55;9,71
687;Bombarral;202104;2021;04;2;18,0;12,0;18,37;11,83
688;Bombarral;202105;2021;05;2;19,0;13,0;19,0;12,94
689;Bombarral;202106;2021;06;2;20,5;15,0;20,97;14,87
690;Bombarral;202107;2021;07;3;22,0;16,0;22,68;16,16
691;Bombarral;202108;2021;08;3;23,0;16,0;23,94;16,26
692;Bombarral;202109;2021;09;3;25,0;17,0;24,97;16,97
693;Bombarral;202110;2021;10;4;22,0;16,0;23,13;15,68
694;Bombarral;202111;2021;11;4;18,0;11,0;17,73;10,6
695;Bombarral;202112;2021;12;4;17,0;12,0;16,73;11,5
696;Borba;202101;2021;01;1;12,0;3,0;11,9;4,48
697;Borba;202102;2021;02;1;15,5;8,0;14,61;7,86
698;Borba;202103;2021;03;1;17,0;7,0;17,52;7,03
699;Borba;202104;2021;04;2;20,5;10,0;19,97;9,5
700;Borba;202105;2021;05;2;25,0;10,0;25,39;10,68
701;Borba;202106;2021;06;2;30,5;14,0;29,67;13,93
702;Borba;202107;2021;07;3;34,0;15,0;34,1;15,55
703;Borba;202108;2021;08;3;34,0;16,0;35,26;16,1
704;Borba;202109;2021;09;3;29,5;16,0;29,4;16,47
705;Borba;202110;2021;10;4;27,0;15,0;26,9;15,0
706;Borba;202111;2021;11;4;18,0;9,0;17,6;8,13
707;Borba;202112;2021;12;4;16,5;9,0;16,9;8,73
708;Boticas;202101;2021;01;1;9,0;-1,0;9,74;0,19
709;Boticas;202102;2021;02;1;12,0;4,0;11,86;3,46
710;Boticas;202103;2021;03;1;17,0;2,0;16,68;2,19
711;Boticas;202104;2021;04;2;18,0;5,5;17,97;5,6
712;Boticas;202105;2021;05;2;21,0;7,0;20,87;6,52
713;Boticas;202106;2021;06;2;26,5;11,0;26,03;10,53
714;Boticas;202107;2021;07;3;30,0;11,0;30,45;11,9
715;Boticas;202108;2021;08;3;34,0;12,0;33,48;11,77
716;Boticas;202109;2021;09;3;26,0;12,0;25,97;11,57
717;Boticas;202110;2021;10;4;21,0;9,0;21,77;8,84
718;Boticas;202111;2021;11;4;15,0;3,0;14,57;3,23
719;Boticas;202112;2021;12;4;12,5;4,5;12,37;4,53
720;Braga;202101;2021;01;1;12,0;3,0;11,58;4,13
721;Braga;202102;2021;02;1;13,0;7,0;13,57;7,21
722;Braga;202103;2021;03;1;18,0;7,0;18,13;6,9
723;Braga;202104;2021;04;2;19,0;9,0;18,87;9,47
724;Braga;202105;2021;05;2;20,0;10,0;20,35;9,48
725;Braga;202106;2021;06;2;25,5;13,5;24,8;13,2
726;Braga;202107;2021;07;3;29,0;14,0;28,23;14,42
727;Braga;202108;2021;08;3;30,0;15,0;30,19;14,94
728;Braga;202109;2021;09;3;27,0;14,0;26,5;14,2
729;Braga;202110;2021;10;4;23,0;13,0;23,0;12,55
730;Braga;202111;2021;11;4;17,0;7,0;16,4;7,0
731;Braga;202112;2021;12;4;14,5;8,0;14,33;8,4
732;Braganca;202101;2021;01;1;8,0;-2,0;8,29;-0,61
733;Braganca;202102;2021;02;1;10,5;3,0;10,5;2,79
734;Braganca;202103;2021;03;1;15,0;2,0;15,29;1,94
735;Braganca;202104;2021;04;2;16,0;6,0;16,47;5,03
736;Braganca;202105;2021;05;2;20,0;6,0;19,39;6,39
737;Braganca;202106;2021;06;2;25,0;11,0;24,87;10,77
738;Braganca;202107;2021;07;3;30,0;13,0;29,87;12,58
739;Braganca;202108;2021;08;3;32,0;13,0;31,84;13,19
740;Braganca;202109;2021;09;3;24,0;12,0;23,93;12,17
741;Braganca;202110;2021;10;4;20,0;9,0;20,13;8,71
742;Braganca;202111;2021;11;4;13,5;3,0;12,83;2,83
743;Braganca;202112;2021;12;4;11,0;3,5;10,87;3,67
744;Cabeceiras de Basto;202101;2021;01;1;11,0;2,0;10,48;3,1
745;Cabeceiras de Basto;202102;2021;02;1;12,0;6,5;12,14;6,18
746;Cabeceiras de Basto;202103;2021;03;1;16,0;6,0;16,87;5,94
747;Cabeceiras de Basto;202104;2021;04;2;18,0;8,5;17,57;8,17
748;Cabeceiras de Basto;202105;2021;05;2;19,0;9,0;19,52;9,06
749;Cabeceiras de Basto;202106;2021;06;2;25,0;13,0;24,2;13,03
750;Cabeceiras de Basto;202107;2021;07;3;29,0;14,0;28,06;14,32
751;Cabeceiras de Basto;202108;2021;08;3;31,0;14,0;30,61;14,58
752;Cabeceiras de Basto;202109;2021;09;3;25,5;14,0;25,3;13,67
753;Cabeceiras de Basto;202110;2021;10;4;21,0;12,0;21,87;11,74
754;Cabeceiras de Basto;202111;2021;11;4;16,0;6,0;15,3;6,03
755;Cabeceiras de Basto;202112;2021;12;4;13,5;7,0;13,1;7,33
756;Cadaval;202101;2021;01;1;13,0;5,0;12,87;5,39
757;Cadaval;202102;2021;02;1;14,0;9,0;14,75;7,96
758;Cadaval;202103;2021;03;1;18,0;7,0;18,65;7,94
759;Cadaval;202104;2021;04;2;21,0;10,0;20,1;10,13
760;Cadaval;202105;2021;05;2;22,0;10,0;21,23;10,03
761;Cadaval;202106;2021;06;2;26,0;12,0;24,77;12,87
762;Cadaval;202107;2021;07;3;27,0;14,0;27,71;14,74
763;Cadaval;202108;2021;08;3;30,0;15,0;29,97;14,97
764;Cadaval;202109;2021;09;3;28,0;15,0;27,6;14,97
765;Cadaval;202110;2021;10;4;23,0;14,0;24,29;13,52
766;Cadaval;202111;2021;11;4;18,5;8,5;18,13;8,43
767;Cadaval;202112;2021;12;4;16,0;10,0;16,37;9,63
768;Caldas da Rainha;202101;2021;01;1;13,0;6,0;12,58;7,26
769;Caldas da Rainha;202102;2021;02;1;15,0;10,5;14,86;9,61
770;Caldas da Rainha;202103;2021;03;1;16,0;9,0;16,55;9,71
771;Caldas da Rainha;202104;2021;04;2;18,0;12,0;18,37;11,83
772;Caldas da Rainha;202105;2021;05;2;19,0;13,0;19,0;12,94
773;Caldas da Rainha;202106;2021;06;2;20,5;15,0;20,97;14,87
774;Caldas da Rainha;202107;2021;07;3;22,0;16,0;22,68;16,16
775;Caldas da Rainha;202108;2021;08;3;23,0;16,0;23,94;16,26
776;Caldas da Rainha;202109;2021;09;3;25,0;17,0;24,97;16,97
777;Caldas da Rainha;202110;2021;10;4;22,0;16,0;23,13;15,68
778;Caldas da Rainha;202111;2021;11;4;18,0;11,0;17,73;10,6
779;Caldas da Rainha;202112;2021;12;4;17,0;12,0;16,73;11,5
780;Calheta [R.A.A.];202101;2021;01;1;13,0;8,0;13,0;8,35
781;Calheta [R.A.A.];202102;2021;02;1;14,5;9,0;13,57;9,25
782;Calheta [R.A.A.];202103;2021;03;1;13,0;9,0;13,19;8,65
783;Calheta [R.A.A.];202104;2021;04;2;15,0;11,0;15,33;10,83
784;Calheta [R.A.A.];202105;2021;05;2;17,0;12,0;18,03;12,23
785;Calheta [R.A.A.];202106;2021;06;2;19,0;13,0;19,0;12,5
786;Calheta [R.A.A.];202107;2021;07;3;25,0;18,0;24,19;17,65
787;Calheta [R.A.A.];202108;2021;08;3;23,0;16,0;23,39;17,0
788;Calheta [R.A.A.];202109;2021;09;3;22,0;16,0;21,93;16,2
789;Calheta [R.A.A.];202110;2021;10;4;21,0;15,0;21,13;15,68
790;Calheta [R.A.A.];202111;2021;11;4;17,0;13,0;16,4;13,13
791;Calheta [R.A.A.];202112;2021;12;4;15,0;12,0;15,43;12,3
792;Calheta [R.A.M.];202101;2021;01;1;13,0;8,0;13,0;8,35
