RowId;RowId;Id_do_imovel;Url_da_Pagina_do_imovel;Url_do_Imovel;Preco;Tipo_de_Imovel;Valor_Area_util_do_imovel;Numero_Andar_do_imovel;Indicador_de_Elevador;Distrito_do_imovel;Preco_por_metro_quadrado;Latitude_imovel;Longitude_imovel;Tipo_de_Construcao;Numero_de_Banheiros;Possui_Jardim;Possui_Elevador;Possui_Estacionamento;Possui_Piscina;Possui_Terraco;Numero_de_Quartos;Nivel_de_eficiencia_Energetica;Tipo_de_Certificacao_Energetica;Indicador_Anuncio_possui_planta_baixa;Numero_de_fotos_do_anuncio;Numero_de_videos_do_anuncio;Numero_de_recomendacoes_recebidas;Tipo_de_Operacao;Tipo_de_origem_de_anuncio_recomendada;Id_do_proprietario;Nome_do_proprietario_ou_corretor;Tipo_de_proprietario;ad_recommendationId;Nome_Regiao;Nome_Cidade;Numero_Faixa_Etaria_0-14;Numero_Faixa_Etaria_15-64;Numero_Faixa_Etaria_>65;Percentual_Faixa_Etaria_0-14;Percentual_Faixa_Etaria_15-64;Percentual_Faixa_Etaria_>65;Densidade_populacional_por_Km;Densidade_populacional_Estrangeiros;Quantidade_Hospitais_(Particulares_e_Publicos);Quantidade_Farmacias;Quantidade_Construcoes_Novas;Quantidade_Escolas_Pre-Escolar_(4-6_anos);Quantidade_Escolas_Ciclo_1_(6-10_anos);Quantidade_Escolas_Ciclo_2_(10-12_anos);Quantidade_Escolas_Ciclo_3_(13-15_anos);Quantidade_Shows_Exibicoes_Teatro;Quantidade_Cinemas;Renda_Media_Mensal;Percentual_Desempregados;Percentual_Poder_de_Compra;Percentual_Crimes;Quantidade_Bancos;Latitude_Municipio;Longitude_Municipio;Endereco_Municipio;Distancia_dirigindo_de_Lisboa_Portugal;Distancia_dirigindo_de_Porto_Portugal;Clima_Ranking;Ranking_Geral;Ranking_Regional;Faixa_Area_util;Faixa_fotos;faixa_area_construida;faixa_preco;geometry
4149;4149;31074714;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31074714/;1000,0;T2;75;1;sem elevador;LISBOA;13,333333333333334;38,7096317;-9,1712206;3;1;-1,0;0,0;-1,0;-1,0;-1,0;2;portugalDefault;d;0,0;27;0;;2;;;medipred;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;851-965;POINT (38.7096317 -9.1712206)
4150;4150;28397993;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/28397993/;900,0;T2;87;0;sem elevador;LISBOA;10,344827586206897;38,7133598;-9,1627744;3;1;0,0;0,0;0,0;0,0;0,0;2;portugalDefault;d;0,0;26;0;;2;;;domsenhorio;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;701-850;POINT (38.7133598 -9.1627744)
4151;4151;30972373;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/30972373/;1000,0;T2;80;0;Não Informado;LISBOA;12,5;38,7116735;-9,1678333;3;2;-1,0;-1,0;-1,0;-1,0;-1,0;2;portugalDefault;d;0,0;21;0;;2;;;villa-palace;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;851-965;POINT (38.7116735 -9.1678333)
4152;4152;30939776;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/30939776/;1350,0;T3;95;0;Não Informado;LISBOA;14,210526315789474;38,7035747;-9,1654102;3;2;-1,0;-1,0;-1,0;-1,0;-1,0;3;;desconhecido;0,0;23;0;;2;;;rb-real-estate;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;966-1200;POINT (38.7035747 -9.1654102)
4153;4153;31399049;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31399049/;1850,0;T4;162;0;Não Informado;LISBOA;11,419753086419753;38,7084103;-9,1671855;3;2;-1,0;-1,0;-1,0;-1,0;-1,0;4;portugalDefault;c;0,0;28;0;;2;;;latina-ii;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;151-200;20-30;151-200;966-1200;POINT (38.7084103 -9.1671855)
4154;4154;31390726;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31390726/;900,0;T2;82;0;Não Informado;LISBOA;10,975609756097562;38,7058867;-9,1724673;3;1;-1,0;-1,0;-1,0;-1,0;-1,0;2;;desconhecido;0,0;27;0;;2;;;remax-alpha-campo-de-ourique;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;701-850;POINT (38.7058867 -9.1724673)
4155;4155;31346127;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31346127/;825,0;T2;42;0;Não Informado;LISBOA;19,642857142857142;38,7089549;-9,1565302;3;1;-1,0;-1,0;-1,0;-1,0;-1,0;2;portugalDefault;d;0,0;12;0;;2;;;remax-rio;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;26-50;10-20;26-50;396-700;POINT (38.7089549 -9.1565302)
4156;4156;30983181;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/30983181/;1100,0;T2;70;2;sem elevador;LISBOA;15,714285714285714;38,7094881;-9,1703959;3;2;-1,0;0,0;-1,0;-1,0;-1,0;2;portugalDefault;c;0,0;14;0;;2;;;casa-in;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;10-20;51-75;851-965;POINT (38.7094881 -9.1703959)
4157;4157;30982434;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/30982434/;1900,0;T3;170;5;com elevador;LISBOA;11,176470588235293;38,7099212;-9,158381;3;3;-1,0;1,0;-1,0;-1,0;-1,0;3;portugalDefault;c;0,0;20;0;;2;;;casa-in;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;151-200;20-30;151-200;966-1200;POINT (38.7099212 -9.158381)
4158;4158;30907527;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/30907527/;1000,0;T1;68;3;com elevador;LISBOA;14,705882352941176;38,7096796;-9,1520926;3;1;-1,0;1,0;1,0;-1,0;-1,0;1;;c;0,0;10;0;;2;;;scalla-prime-properties;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;10-20;51-75;851-965;POINT (38.7096796 -9.1520926)
4159;4159;29929732;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/29929732/;630,0;T0;42;1;com elevador;LISBOA;15,0;38,7073159;-9,1655051;3;1;-1,0;1,0;0,0;-1,0;-1,0;0;;c;0,0;10;0;;2;;;domsenhorio;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;26-50;10-20;26-50;176-395;POINT (38.7073159 -9.1655051)
4160;4160;31432855;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31432855/;1300,0;T1;105;2;com elevador;LISBOA;12,380952380952381;38,7126168;-9,1672311;3;1;-1,0;1,0;-1,0;-1,0;-1,0;1;;e;0,0;15;0;;2;;;rita-botelho-kw;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;101-125;10-20;101-125;966-1200;POINT (38.7126168 -9.1672311)
4162;4162;31389390;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31389390/;1450,0;T2;85;0;com elevador;LISBOA;17,058823529411764;38,7065462;-9,1690747;3;1;1,0;1,0;1,0;1,0;0,0;2;portugalDefault;d;1,0;28;1;;2;;;zomepr1me-cascais;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;966-1200;POINT (38.7065462 -9.1690747)
4163;4163;31467107;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31467107/;2000,0;T3;135;0;com elevador;LISBOA;14,814814814814815;38,7037082;-9,1742383;3;2;-1,0;1,0;-1,0;-1,0;-1,0;3;portugalDefault;b;0,0;7;0;;2;;;worldland;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;126-150;0-10;126-150;966-1200;POINT (38.7037082 -9.1742383)
4164;4164;31449622;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31449622/;1100,0;T3;100;4;Não Informado;LISBOA;11,0;38,7119216;-9,1575149;3;2;-1,0;-1,0;-1,0;-1,0;-1,0;3;;desconhecido;0,0;8;0;;2;;;fenaluimo;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;101-125;0-10;101-125;851-965;POINT (38.7119216 -9.1575149)
4165;4165;31463522;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31463522/;1950,0;T2;119;2;com elevador;LISBOA;16,386554621848738;38,7069462;-9,1704747;3;1;1,0;1,0;1,0;-1,0;-1,0;2;portugalDefault;c;0,0;27;0;;2;;;home-tailors;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;101-125;20-30;101-125;966-1200;POINT (38.7069462 -9.1704747)
4166;4166;31401525;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/31401525/;1200,0;T1;98;2;com elevador;LISBOA;12,244897959183673;38,71112;-9,1657611;3;1;-1,0;1,0;-1,0;-1,0;-1,0;1;portugalDefault;c;0,0;20;0;;2;;;century-21-colombo;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;966-1200;POINT (38.71112 -9.1657611)
4167;4167;28220724;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-4;/imovel/28220724/;650,0;T1;46;0;sem elevador;LISBOA;14,130434782608695;38,7084271;-9,169147;3;1;0,0;0,0;0,0;0,0;0,0;1;portugalDefault;e;0,0;8;0;;2;;;domsenhorio;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;26-50;0-10;26-50;176-395;POINT (38.7084271 -9.169147)
4169;4169;31302175;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31302175/;1150,0;T3;86;1;sem elevador;LISBOA;13,372093023255815;38,7057128;-9,161643;3;2;-1,0;0,0;-1,0;-1,0;-1,0;3;portugalDefault;c;1,0;17;1;;2;;;lisbon-immo;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;10-20;76-100;851-965;POINT (38.7057128 -9.161643)
4170;4170;31180749;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31180749/;825,0;T2;66;3;sem elevador;LISBOA;12,5;38,7143871;-9,1642401;3;1;-1,0;0,0;-1,0;-1,0;-1,0;2;;c;1,0;19;1;;2;;;andreia-miguel-remax;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;10-20;51-75;396-700;POINT (38.7143871 -9.1642401)
4172;4172;31424359;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31424359/;950,0;T1;56;0;sem elevador;LISBOA;16,964285714285715;38,7066363;-9,1563256;3;1;-1,0;0,0;-1,0;-1,0;-1,0;1;;desconhecido;0,0;29;0;;2;;;century21realtyartmj;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;20-30;51-75;701-850;POINT (38.7066363 -9.1563256)
4173;4173;31424358;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31424358/;900,0;T1;56;0;sem elevador;LISBOA;16,071428571428573;38,7092363;-9,1554256;3;1;-1,0;0,0;-1,0;-1,0;-1,0;1;;desconhecido;0,0;26;0;;2;;;century21realtyartmj;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;20-30;51-75;701-850;POINT (38.7092363 -9.1554256)
4174;4174;31167166;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31167166/;825,0;T2;66;0;Não Informado;LISBOA;12,5;38,7117641;-9,1641871;3;1;-1,0;-1,0;-1,0;-1,0;-1,0;2;portugalDefault;c;1,0;20;0;;2;;;remax-expo;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;20-30;51-75;396-700;POINT (38.7117641 -9.1641871)
4175;4175;31426979;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31426979/;1950,0;T2;125;0;Não Informado;LISBOA;15,6;38,709848;-9,1608157;3;2;-1,0;-1,0;-1,0;-1,0;-1,0;2;portugalDefault;e;0,0;27;0;;2;;;remax-expo;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;126-150;20-30;126-150;966-1200;POINT (38.709848 -9.1608157)
4176;4176;31425946;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31425946/;1300,0;T1;95;0;com elevador;LISBOA;13,68421052631579;38,7121168;-9,1659311;3;1;-1,0;1,0;-1,0;-1,0;-1,0;1;portugalDefault;e;0,0;13;1;;2;;;kwabaco;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;10-20;76-100;966-1200;POINT (38.7121168 -9.1659311)
4177;4177;31319656;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31319656/;1399,0;T3;118;4;com elevador;LISBOA;11,85593220338983;38,71183;-9,1635155;3;2;-1,0;1,0;-1,0;-1,0;-1,0;3;;d;1,0;34;1;;2;;;take-me-home;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;101-125;30-40;101-125;966-1200;POINT (38.71183 -9.1635155)
4178;4178;31427041;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31427041/;1000,0;T2;88;1;sem elevador;LISBOA;11,363636363636363;38,7072528;-9,157311;3;2;0,0;0,0;0,0;0,0;0,0;2;;c;1,0;35;0;;2;;;kw-pro;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;30-40;76-100;851-965;POINT (38.7072528 -9.157311)
4179;4179;31409523;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31409523/;1200,0;T2;80;1;Não Informado;LISBOA;15,0;38,7042764;-9,1668722;3;1;-1,0;-1,0;-1,0;-1,0;-1,0;2;;inProcess;0,0;29;1;;2;;;metodopre;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;966-1200;POINT (38.7042764 -9.1668722)
4180;4180;28870983;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/28870983/;910,0;T1;70;1;Não Informado;LISBOA;13,0;38,7100921;-9,159241;3;2;-1,0;-1,0;-1,0;-1,0;-1,0;1;portugalDefault;c;0,0;39;0;;2;;;metodopre;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;30-40;51-75;701-850;POINT (38.7100921 -9.159241)
4181;4181;31064838;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31064838/;2000,0;T3;150;0;Não Informado;LISBOA;13,333333333333334;38,7098429;-9,1594051;3;2;-1,0;-1,0;-1,0;-1,0;-1,0;3;;inProcess;0,0;21;0;;2;;;metodopre;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;151-200;20-30;151-200;966-1200;POINT (38.7098429 -9.1594051)
4182;4182;31461327;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31461327/;1500,0;T4;160;2;com elevador;LISBOA;9,375;38,707862;-9,1678806;3;2;-1,0;1,0;-1,0;-1,0;-1,0;4;;inProcess;0,0;30;0;;2;;;loft2;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;151-200;30-40;151-200;966-1200;POINT (38.707862 -9.1678806)
4183;4183;29363467;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/29363467/;1900,0;T2;120;4;com elevador;LISBOA;15,833333333333334;38,7137178;-9,158451;3;2;-1,0;1,0;1,0;-1,0;-1,0;2;portugalDefault;b;0,0;31;1;;2;;;afinest;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;101-125;30-40;101-125;966-1200;POINT (38.7137178 -9.158451)
4184;4184;30126980;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/30126980/;1200,0;T3;110;1;sem elevador;LISBOA;10,909090909090908;38,7096639;-9,1604733;3;2;-1,0;0,0;-1,0;-1,0;-1,0;3;;inProcess;0,0;24;1;;2;;;rehab;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;101-125;20-30;101-125;966-1200;POINT (38.7096639 -9.1604733)
4186;4186;31317369;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31317369/;1200,0;T2;54;0;Não Informado;LISBOA;22,22222222222222;38,7051113;-9,1631693;3;1;-1,0;-1,0;-1,0;-1,0;-1,0;2;portugalDefault;b;1,0;24;0;;2;;;remax-siimgroup-capital;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;20-30;51-75;966-1200;POINT (38.7051113 -9.1631693)
4187;4187;31317368;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31317368/;1200,0;T2;54;0;Não Informado;LISBOA;22,22222222222222;38,7021113;-9,1613693;3;1;-1,0;-1,0;-1,0;-1,0;-1,0;2;portugalDefault;b;1,0;24;0;;2;;;remax-siimgroup-capital;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;20-30;51-75;966-1200;POINT (38.7021113 -9.1613693)
4188;4188;31317367;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-3;/imovel/31317367/;1200,0;T2;54;0;Não Informado;LISBOA;22,22222222222222;38,7021113;-9,1602693;3;1;-1,0;-1,0;-1,0;-1,0;-1,0;2;portugalDefault;b;1,0;24;0;;2;;;remax-siimgroup-capital;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;51-75;20-30;51-75;966-1200;POINT (38.7021113 -9.1602693)
4189;4189;31432787;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-2;/imovel/31432787/;1700,0;T3;155;0;Não Informado;LISBOA;10,96774193548387;38,7086559;-9,1595429;3;2;-1,0;-1,0;-1,0;-1,0;-1,0;3;portugalDefault;d;1,0;30;0;;2;;;janelas-de-lisboa;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;151-200;30-40;151-200;966-1200;POINT (38.7086559 -9.1595429)
4191;4191;31419954;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-2;/imovel/31419954/;1200,0;T2;100;0;sem elevador;LISBOA;12,0;38,7132836;-9,1652323;3;1;0,0;0,0;0,0;0,0;0,0;2;portugalDefault;d;0,0;18;0;;2;;;zomepr1me-restelo;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;101-125;10-20;101-125;966-1200;POINT (38.7132836 -9.1652323)
4192;4192;31469569;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-2;/imovel/31469569/;1250,0;T2;90;1;com elevador;LISBOA;13,88888888888889;38,7067064;-9,1647925;3;1;-1,0;1,0;-1,0;-1,0;-1,0;2;;a;1,0;22;1;;2;;;miperinvest;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;76-100;20-30;76-100;966-1200;POINT (38.7067064 -9.1647925)
4193;4193;31421526;https://www.idealista.pt/arrendar-casas/lisboa/estrela/pagina-2;/imovel/31421526/;1950,0;T2;129;3;sem elevador;LISBOA;15,116279069767442;38,7119548;-9,1626346;3;2;-1,0;0,0;-1,0;-1,0;-1,0;2;portugalDefault;e;1,0;35;1;;2;;;porta-da-frente-christies-international-real-estate;2;;Area Metropolitana de Lisboa;LISBOA;85452;280124;143990;16,8;55,0;28,3;5093,1;21,0;33;256;10;283;189;88;102;3914;67;1669,4;7,2;205,6;49,7;460;38,7077507;-9,1365919;Lisboa, Portugal;0,0;274,8;26;1,0;1;126-150;30-40;126-150;966-1200;POINT (38.7119548 -9.1626346)
