date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min
2024-07-17 00:00:00+00:00,19.567003,26.254501,14.1045,18.94199,26.160067,13.178034
2024-07-18 00:00:00+00:00,20.133669,26.4545,15.1545,19.078985,25.452484,13.887213
2024-07-19 00:00:00+00:00,19.76075,26.7045,14.1545,18.274086,26.21405,12.695543
2024-07-20 00:00:00+00:00,19.106583,26.254501,13.254499,17.306227,25.139578,10.905858
2024-07-21 00:00:00+00:00,19.5795,27.3045,13.504499,17.379572,25.993914,11.286999
2024-07-22 00:00:00+00:00,20.710749,27.8545,14.504499,19.050814,27.193083,12.607006
2024-07-23 00:00:00+00:00,20.608667,27.3045,15.0545,18.548931,25.78078,12.6428795
2024-07-24 00:00:00+00:00,20.846169,27.8545,15.1045,18.078562,25.853485,11.987492
2024-07-25 00:00:00+00:00,21.07325,28.5545,14.954499,18.807436,27.176111,12.154303
2024-07-26 00:00:00+00:00,21.164919,27.3545,16.254501,18.765963,25.057415,13.574951
2024-07-27 00:00:00+00:00,21.952417,28.7045,16.6045,19.66315,26.935846,14.306942
2024-07-28 00:00:00+00:00,22.721169,30.404501,16.754501,20.631319,28.411179,14.245308
2024-07-29 00:00:00+00:00,22.946169,31.1045,16.254501,21.146006,28.661522,14.549438
2024-07-30 00:00:00+00:00,18.83575,22.5545,15.354499,17.253332,20.831284,13.3822365
2024-07-31 00:00:00+00:00,19.146166,27.504501,13.4045,17.781015,26.778772,11.327957
2024-08-01 00:00:00+00:00,21.812834,28.8045,16.404501,20.278833,27.131748,14.8082695
2024-08-02 00:00:00+00:00,22.05242,28.154501,16.8545,19.620878,26.047367,13.99012
2024-08-03 00:00:00+00:00,22.904501,29.2045,17.7045,20.731647,26.90196,15.241106
2024-08-04 00:00:00+00:00,23.194082,29.7045,17.504501,21.26983,27.229446,16.309961
2024-08-05 00:00:00+00:00,22.952417,29.654501,17.5545,21.649408,28.07719,16.684372
2024-08-06 00:00:00+00:00,22.92742,30.254501,16.9545,20.98451,27.692577,15.095413
2024-08-07 00:00:00+00:00,24.198256,30.8545,17.754501,21.953737,28.003021,15.952414
2024-08-08 00:00:00+00:00,23.266998,30.4545,17.6045,21.012218,27.496033,15.32251
2024-08-09 00:00:00+00:00,18.381582,22.3045,12.8545,18.712309,21.354172,10.488697
2024-08-10 00:00:00+00:00,12.077415,17.7045,6.8045,10.354812,17.554993,4.4047146
2024-08-11 00:00:00+00:00,13.156583,20.2045,7.4045005,11.66261,19.63063,5.40456
2024-08-12 00:00:00+00:00,14.006583,21.3545,7.9544997,11.812739,18.84816,5.4678392
2024-08-13 00:00:00+00:00,13.975334,21.254501,8.6545,11.238412,19.393402,5.040391
2024-08-14 00:00:00+00:00,15.458667,24.0545,8.4045,13.202176,22.796652,5.4264374
2024-08-15 00:00:00+00:00,20.060751,29.5545,13.754499,18.40794,28.688541,11.509156
2024-08-16 00:00:00+00:00,23.056581,32.1045,16.7045,22.049965,32.110462,14.85619
2024-08-17 00:00:00+00:00,24.39617,32.4045,17.6045,23.024336,32.03331,15.67824
2024-08-18 00:00:00+00:00,24.612837,32.454502,18.2045,22.7145,31.428112,15.818499
2024-08-19 00:00:00+00:00,24.875336,33.0545,18.2045,22.936012,31.961033,15.764528
2024-08-20 00:00:00+00:00,24.84617,33.0045,18.004501,23.124678,32.275616,15.790045
2024-08-21 00:00:00+00:00,24.081583,31.504501,17.5545,22.00879,29.360085,15.435993
2024-08-22 00:00:00+00:00,24.573252,32.8045,17.004501,22.035463,29.579937,14.878754
2024-08-23 00:00:00+00:00,25.28367,34.2545,18.504501,22.214449,29.989922,15.404486
2024-08-24 00:00:00+00:00,21.039919,28.154501,15.9045,20.894106,28.33197,15.259457
2024-08-25 00:00:00+00:00,15.298251,18.7045,12.6545,14.452252,18.245832,11.30006
2024-08-26 00:00:00+00:00,12.948247,19.654501,7.6545005,10.89011,18.936901,5.0289965
2024-08-27 00:00:00+00:00,14.804498,24.004501,7.8045,11.4513855,21.784718,3.5924377
2024-08-28 00:00:00+00:00,17.77117,27.754501,10.0545,15.57941,27.97284,6.4842997
2024-08-29 00:00:00+00:00,21.558668,29.904501,15.4045,20.098677,29.423176,13.163794
2024-08-30 00:00:00+00:00,23.498253,30.504501,17.6045,22.077116,30.391224,15.8046665
2024-08-31 00:00:00+00:00,23.889917,31.6045,17.5545,22.174894,31.089443,15.424753
2024-09-01 00:00:00+00:00,24.306587,33.3545,16.7045,22.625456,32.269447,14.265835
2024-09-02 00:00:00+00:00,24.498253,33.1545,16.6045,23.796698,32.519802,15.942703
2024-09-03 00:00:00+00:00,25.719084,34.6045,18.404501,25.121397,34.053562,17.69936
2024-09-04 00:00:00+00:00,26.150337,35.6545,19.504501,24.03654,33.844307,17.095818
2024-09-05 00:00:00+00:00,25.756584,33.9045,18.504501,24.397217,33.336983,16.386082
2024-09-06 00:00:00+00:00,22.787834,31.0545,15.854499,22.315748,31.669083,14.052912
2024-09-07 00:00:00+00:00,25.133667,34.8545,17.6045,24.293104,33.71883,17.010002
2024-09-08 00:00:00+00:00,27.69825,34.9045,22.004501,26.029947,34.200413,20.511745
2024-09-09 00:00:00+00:00,26.946167,33.9045,20.4545,25.595457,33.292473,18.765242
2024-09-10 00:00:00+00:00,26.250336,33.454502,19.5545,24.769117,32.4499,17.672308
2024-09-11 00:00:00+00:00,26.010756,34.3545,18.8045,23.783487,32.59762,16.39563
2024-09-12 00:00:00+00:00,26.262833,34.704502,19.3545,23.97486,33.138817,16.54543
2024-09-13 00:00:00+00:00,27.156586,36.2545,20.154501,24.734388,34.150745,17.101353
2024-09-14 00:00:00+00:00,27.116999,34.704502,20.654501,25.483652,33.274433,18.196327
2024-09-15 00:00:00+00:00,23.867004,30.4545,18.7045,22.908285,30.439934,17.989313
2024-09-16 00:00:00+00:00,18.881584,22.0545,16.4545,19.391298,23.531273,15.937281
2024-09-17 00:00:00+00:00,18.806585,25.504501,13.204499,17.306423,24.617096,11.167221
2024-09-18 00:00:00+00:00,19.542,26.654501,14.1045,18.663828,27.939056,11.585324
2024-09-19 00:00:00+00:00,24.654503,33.3045,18.4545,24.701508,33.8028,17.87761
2024-09-20 00:00:00+00:00,26.444082,33.9045,20.904501,25.629227,33.27774,19.843637
2024-09-21 00:00:00+00:00,23.116999,28.654501,19.254501,23.850958,31.536217,19.807476
2024-09-22 00:00:00+00:00,25.296167,32.3045,19.1045,26.191414,35.043972,19.255295
2024-09-23 00:00:00+00:00,27.492006,34.8045,21.654501,27.764442,36.442577,21.190191
2024-09-24 00:00:00+00:00,27.960752,36.454502,21.404501,27.320978,36.98681,19.807364
2024-09-25 00:00:00+00:00,28.710752,37.0045,22.8545,27.49719,36.718014,21.033298
2024-09-26 00:00:00+00:00,29.644087,37.6045,22.3545,27.758154,35.510666,20.881453
2024-09-27 00:00:00+00:00,24.714918,29.3045,21.5545,26.04776,31.818455,22.200493
2024-09-28 00:00:00+00:00,23.200333,30.6045,16.154501,22.282755,30.549458,14.207172
2024-09-29 00:00:00+00:00,23.2045,32.6045,15.254499,22.699295,34.281704,13.671736
2024-09-30 00:00:00+00:00,26.55867,34.3545,19.8045,25.638708,34.480354,18.68859
2024-10-01 00:00:00+00:00,28.685753,36.6545,22.3045,27.596,36.26389,20.74444
2024-10-02 00:00:00+00:00,28.948252,36.3045,21.654501,27.739576,34.17637,20.253508
2024-10-03 00:00:00+00:00,25.706587,33.2545,19.904501,26.748093,36.45768,20.780954
2024-10-04 00:00:00+00:00,22.435747,30.9545,16.654501,21.516245,32.587097,15.131559
2024-10-05 00:00:00+00:00,22.254501,31.8545,14.6545,21.129932,32.70293,12.770983
2024-10-06 00:00:00+00:00,23.821167,33.8545,14.754499,22.71688,34.22516,12.98028
2024-10-07 00:00:00+00:00,26.014915,35.3545,17.8045,24.040535,34.57405,15.03063
2024-10-08 00:00:00+00:00,27.850334,38.1045,19.254501,26.58185,37.92165,17.395546
2024-10-09 00:00:00+00:00,25.450335,30.2045,21.654501,25.686602,33.327976,20.813507
2024-10-10 00:00:00+00:00,21.673254,26.504501,18.4545,22.907974,28.122173,18.319195
2024-10-11 00:00:00+00:00,22.914917,27.654501,20.0545,24.963554,29.270004,21.837736
2024-10-12 00:00:00+00:00,22.67742,28.254501,17.5545,24.5934,30.213299,19.376038
2024-10-13 00:00:00+00:00,23.77117,31.254501,17.7045,23.560936,33.07986,16.20441
2024-10-14 00:00:00+00:00,23.906584,32.1545,17.3545,23.78153,34.128834,16.052832
2024-10-15 00:00:00+00:00,23.546167,31.1045,18.254501,24.451912,34.07277,17.792366
2024-10-16 00:00:00+00:00,24.873253,31.5545,18.7045,26.553946,33.405,20.744446
2024-10-17 00:00:00+00:00,26.706583,33.204502,20.8045,28.603884,35.940556,22.075863
2024-10-18 00:00:00+00:00,24.967001,29.504501,20.8545,26.054115,32.222343,20.93072
2024-10-19 00:00:00+00:00,22.394083,25.754501,18.654501,23.345245,26.603874,18.361279
2024-10-20 00:00:00+00:00,19.917,25.1045,16.404501,19.889694,26.10041,15.728718
2024-10-21 00:00:00+00:00,22.712835,28.8045,18.654501,23.863388,32.29291,18.55842
2024-10-22 00:00:00+00:00,24.433668,28.154501,20.9545,26.791145,31.021702,22.924105
2024-10-23 00:00:00+00:00,24.510756,30.904501,21.3045,27.96853,34.196632,24.348202
2024-10-24 00:00:00+00:00,25.23992,32.1545,20.5545,27.115349,34.03717,22.413902
2024-10-25 00:00:00+00:00,24.192,27.8045,21.504501,26.545382,31.152538,23.336233
2024-10-26 00:00:00+00:00,24.104502,28.2045,19.9545,27.380402,31.729961,23.17724
2024-10-27 00:00:00+00:00,23.648249,27.8545,19.6045,25.101381,30.64759,19.728958
2024-10-28 00:00:00+00:00,22.2295,27.3545,17.654501,22.87732,29.506168,17.05798
2024-10-29 00:00:00+00:00,24.281586,30.154501,18.6045,26.05155,34.29373,19.436665
2024-10-30 00:00:00+00:00,24.400331,31.2045,17.4545,24.753805,33.352535,17.105408
2024-10-31 00:00:00+00:00,23.808664,30.254501,17.8545,23.939575,32.295513,16.797598
2024-11-01 00:00:00+00:00,24.696167,31.154501,19.0545,24.692064,32.767265,18.066076
2024-11-02 00:00:00+00:00,21.842001,25.8545,19.6045,23.545214,28.774296,20.69835
2024-11-03 00:00:00+00:00,22.194086,27.8545,20.0545,24.603256,30.676498,21.926752
2024-11-04 00:00:00+00:00,21.204502,25.0545,19.6045,23.454638,27.5077,20.931185
2024-11-05 00:00:00+00:00,21.792,25.004501,19.5545,23.892996,28.714642,20.937708
2024-11-06 00:00:00+00:00,22.327417,26.8545,19.504501,24.671892,29.282608,20.80463
2024-11-07 00:00:00+00:00,21.446167,23.9545,20.1045,23.599823,25.94917,21.911
2024-11-08 00:00:00+00:00,21.660751,24.5545,20.0545,24.126509,27.478104,21.540562
2024-11-09 00:00:00+00:00,22.479502,27.8545,18.3545,24.443785,31.31691,19.000162
2024-11-10 00:00:00+00:00,22.656586,29.5545,16.6045,23.162477,32.60726,15.663296
2024-11-11 00:00:00+00:00,23.987833,30.4545,17.004501,24.702072,32.9545,16.898066
2024-11-12 00:00:00+00:00,25.360748,32.1545,19.2045,26.683136,35.080746,19.417698
2024-11-13 00:00:00+00:00,22.102417,26.154501,18.9545,24.566086,30.928837,20.968296
2024-11-14 00:00:00+00:00,22.069084,27.6045,16.4545,22.992735,30.924034,15.171621
2024-11-15 00:00:00+00:00,22.287836,28.8045,17.5545,23.283997,33.13808,16.809002
2024-11-16 00:00:00+00:00,22.108667,26.3045,19.3545,23.99604,31.803818,20.554058
2024-11-17 00:00:00+00:00,23.569082,28.3545,18.9545,25.974785,32.526558,20.744337
2024-11-18 00:00:00+00:00,25.196169,31.0545,19.2045,26.953852,34.75198,20.441433
2024-11-19 00:00:00+00:00,27.244085,33.5045,21.7045,27.330961,35.043488,20.720928
2024-11-20 00:00:00+00:00,27.51075,33.5045,20.904501,28.945925,37.31976,21.814548
2024-11-21 00:00:00+00:00,25.769083,29.9545,21.754501,27.879957,33.04295,22.407799
2024-11-22 00:00:00+00:00,23.825338,27.7045,20.404501,24.848808,29.696247,21.248293
2024-11-23 00:00:00+00:00,24.637835,31.1045,18.4545,25.192345,33.91861,18.255
2024-11-24 00:00:00+00:00,24.279503,31.5545,17.754501,23.428604,32.856747,16.242033
2024-11-25 00:00:00+00:00,24.254501,31.3545,17.004501,23.76977,33.266277,15.630392
2024-11-26 00:00:00+00:00,26.671165,32.8045,21.5545,27.156416,33.690235,21.547272
2024-11-27 00:00:00+00:00,27.394087,33.6545,21.4545,28.474152,35.753464,22.013079
2024-11-28 00:00:00+00:00,26.887838,32.6045,22.404501,29.206041,34.62926,25.462366
2024-11-29 00:00:00+00:00,23.289919,27.154501,20.8045,26.571482,32.12431,23.117064
2024-11-30 00:00:00+00:00,24.742004,29.754501,20.3045,28.7778,34.681595,23.950079
2024-12-01 00:00:00+00:00,26.023249,31.2045,21.154501,29.019602,35.7023,22.65194
2024-12-02 00:00:00+00:00,24.687836,27.7045,22.654501,27.65893,30.03762,25.894123
2024-12-03 00:00:00+00:00,22.475334,26.654501,20.7045,25.260202,29.89256,23.133606
2024-12-04 00:00:00+00:00,22.194086,26.0545,19.6045,24.23561,29.706196,20.58193
2024-12-05 00:00:00+00:00,22.054502,27.404501,18.2045,24.033201,32.091454,18.352537
2024-12-06 00:00:00+00:00,23.950333,29.0545,20.3545,27.620415,33.84944,23.434622
2024-12-07 00:00:00+00:00,25.387833,30.3045,21.254501,28.681631,33.82762,24.107737
2024-12-08 00:00:00+00:00,24.056585,26.904501,20.904501,27.305124,31.844532,23.270649
2024-12-09 00:00:00+00:00,23.035751,26.0545,20.8545,26.836517,30.27885,24.221474
2024-12-10 00:00:00+00:00,23.362833,28.0545,20.654501,27.001444,32.496754,23.535126
2024-12-11 00:00:00+00:00,22.725336,28.0545,17.654501,24.626013,31.96659,18.15466
2024-12-12 00:00:00+00:00,22.817,28.8545,16.8545,24.156372,33.32418,15.910263
2024-12-13 00:00:00+00:00,23.406586,28.9545,18.6045,25.03774,32.38675,19.054537
2024-12-14 00:00:00+00:00,21.594084,24.004501,20.004501,23.515387,26.113518,22.13056
2024-12-15 00:00:00+00:00,22.492002,27.404501,18.9545,24.590227,30.564175,20.433374
2024-12-16 00:00:00+00:00,22.519081,27.3545,17.404501,23.947123,28.598843,18.448893
2024-12-17 00:00:00+00:00,22.904501,28.7045,16.404501,24.281324,31.82299,16.932167
2024-12-18 00:00:00+00:00,23.312836,29.6045,17.7045,24.847273,33.876328,17.552664
2024-12-19 00:00:00+00:00,24.558668,30.3045,19.0545,26.42523,33.709064,19.41808
2024-12-20 00:00:00+00:00,23.492002,29.254501,19.7045,26.631056,32.754097,22.303791
2024-12-21 00:00:00+00:00,22.779503,27.9545,20.404501,26.165472,32.7072,22.299091
2024-12-22 00:00:00+00:00,23.023252,26.8045,19.904501,26.153936,30.30452,22.148014
2024-12-23 00:00:00+00:00,24.046167,28.4545,20.7045,27.540369,35.20249,22.988377
2024-12-24 00:00:00+00:00,23.685753,29.154501,18.4545,25.635115,33.81499,18.55558
2024-12-25 00:00:00+00:00,23.598251,27.904501,20.254501,25.87581,33.40493,21.141363
2024-12-26 00:00:00+00:00,22.108665,25.6045,20.2045,24.95476,28.988659,22.631325
2024-12-27 00:00:00+00:00,22.206587,27.254501,20.0545,25.473806,31.330181,23.060343
2024-12-28 00:00:00+00:00,23.458666,27.904501,20.4545,27.30427,33.61792,23.422407
2024-12-29 00:00:00+00:00,22.569086,27.504501,19.404501,25.899254,34.605797,21.824718
2024-12-30 00:00:00+00:00,22.881584,28.3045,18.004501,25.599451,34.127804,19.364954
2024-12-31 00:00:00+00:00,23.45867,28.404501,19.6045,26.129784,33.722744,21.28305
2025-01-01 00:00:00+00:00,24.08367,29.3045,19.154501,26.582916,33.28534,21.103706
2025-01-02 00:00:00+00:00,24.598251,30.8045,18.8045,27.05642,34.218674,20.685001
2025-01-03 00:00:00+00:00,25.194084,29.904501,21.5545,28.031675,33.71907,24.874262
2025-01-04 00:00:00+00:00,25.131582,31.704502,19.504501,27.74109,34.744556,22.60878
2025-01-05 00:00:00+00:00,26.227417,33.204502,18.504501,27.471277,33.97922,21.1064
2025-01-06 00:00:00+00:00,26.702415,34.3045,19.254501,27.015413,34.015152,19.893412
2025-01-07 00:00:00+00:00,26.577417,33.0045,20.404501,28.239311,34.261513,23.31546
2025-01-08 00:00:00+00:00,26.08367,32.7545,21.1045,27.463987,35.672115,22.501017
2025-01-09 00:00:00+00:00,24.985754,30.754501,19.8545,26.635317,34.762363,21.013155
2025-01-10 00:00:00+00:00,25.05242,31.2045,18.654501,26.088648,34.446663,18.8423
2025-01-11 00:00:00+00:00,25.712835,32.4045,19.3545,26.827127,35.88622,19.442074
2025-01-12 00:00:00+00:00,24.756582,29.154501,19.8545,26.957718,32.794292,21.261404
2025-01-13 00:00:00+00:00,24.481585,30.8045,18.3045,24.774157,33.010155,17.58623
2025-01-14 00:00:00+00:00,24.944082,31.9045,17.754501,24.26034,33.49192,16.577984
2025-01-15 00:00:00+00:00,25.219084,33.454502,17.6045,25.390862,35.493176,17.345066
2025-01-16 00:00:00+00:00,24.167002,29.5545,21.404501,26.028177,31.280285,23.056133
2025-01-17 00:00:00+00:00,22.52742,25.904501,20.8045,24.942629,29.32206,22.431885
2025-01-18 00:00:00+00:00,24.025337,28.1045,21.0545,26.811224,32.173435,23.400978
2025-01-19 00:00:00+00:00,24.97117,29.1045,21.004501,28.70813,33.76519,23.99444
2025-01-20 00:00:00+00:00,24.842003,29.404501,20.654501,27.922934,33.243713,23.304834
2025-01-21 00:00:00+00:00,25.662834,30.504501,20.8045,28.742868,34.284092,23.369833
2025-01-22 00:00:00+00:00,25.914917,31.4045,21.404501,29.31164,36.974747,24.163418
2025-01-23 00:00:00+00:00,25.894083,32.1545,20.2045,29.085022,37.536453,22.714193
2025-01-24 00:00:00+00:00,24.867002,30.6045,20.2045,28.592478,36.285183,22.940195
2025-01-25 00:00:00+00:00,26.289917,32.2545,21.504501,29.448824,36.834423,23.657934
2025-01-26 00:00:00+00:00,24.683664,31.254501,21.4545,28.110426,35.836105,24.972412
2025-01-27 00:00:00+00:00,23.65242,28.254501,20.654501,26.641623,32.19277,23.501545
2025-01-28 00:00:00+00:00,23.667,28.3545,20.004501,26.674385,32.86735,23.073917
2025-01-29 00:00:00+00:00,24.619085,29.9545,21.004501,27.585176,32.407776,24.302748
2025-01-30 00:00:00+00:00,24.125336,30.4545,19.504501,27.486502,33.621677,22.424406
2025-01-31 00:00:00+00:00,22.106583,26.7045,20.3545,24.836412,30.84998,22.677979
2025-02-01 00:00:00+00:00,21.721167,24.8045,19.4545,24.870264,29.703892,22.197773
2025-02-02 00:00:00+00:00,22.298254,26.254501,19.0545,25.175377,30.206581,21.81565
2025-02-03 00:00:00+00:00,21.494085,24.904501,19.8045,23.773146,27.737679,21.723734
2025-02-04 00:00:00+00:00,22.298254,25.004501,20.754501,24.724627,27.2977,22.845106
2025-02-05 00:00:00+00:00,22.33367,24.7045,20.7045,25.09126,28.138336,23.455181
2025-02-06 00:00:00+00:00,23.087835,28.1045,19.5545,26.158401,33.127354,21.878857
2025-02-07 00:00:00+00:00,23.587831,29.3545,18.2045,27.43338,36.016197,20.568537
2025-02-08 00:00:00+00:00,23.781584,29.0545,19.3545,26.490158,34.333916,20.391365
2025-02-09 00:00:00+00:00,24.627419,29.3045,19.8545,27.136505,33.119667,21.642603
2025-02-10 00:00:00+00:00,24.446167,30.1045,20.1045,26.811562,34.03287,22.005993
2025-02-11 00:00:00+00:00,24.827417,30.404501,20.404501,27.282476,33.987495,22.201462
2025-02-12 00:00:00+00:00,24.2045,30.3045,19.3045,27.130758,33.661438,21.833145
2025-02-13 00:00:00+00:00,24.598251,31.4045,20.154501,27.710701,34.89561,23.66759
2025-02-14 00:00:00+00:00,24.019083,30.404501,19.4545,27.23181,35.216583,22.255766
2025-02-15 00:00:00+00:00,25.398254,30.4545,20.904501,28.465044,35.08185,24.201914
2025-02-16 00:00:00+00:00,27.198252,33.2545,21.4545,29.706068,35.890858,24.239733
2025-02-17 00:00:00+00:00,27.725332,33.6045,21.3045,29.794954,34.874226,24.120504
2025-02-18 00:00:00+00:00,26.79825,32.1545,21.7045,29.21946,34.82894,24.712368
2025-02-19 00:00:00+00:00,25.464918,32.1545,21.2045,28.341516,36.042553,23.799408
2025-02-20 00:00:00+00:00,26.094084,32.704502,20.0545,29.402542,37.195633,22.895905
2025-02-21 00:00:00+00:00,27.273249,34.6545,22.504501,30.171381,39.68996,25.309282
2025-02-22 00:00:00+00:00,25.319084,31.8545,21.6045,28.076082,36.14062,23.608074
2025-02-23 00:00:00+00:00,25.810753,32.704502,20.7045,27.746367,35.650383,22.37284
2025-02-24 00:00:00+00:00,26.287834,32.0045,21.5545,27.944008,34.941654,22.986887
2025-02-25 00:00:00+00:00,25.167002,29.9545,20.8045,27.456915,32.929783,23.019773
2025-02-26 00:00:00+00:00,26.96492,32.9045,21.404501,29.508215,35.886375,23.607244
2025-02-27 00:00:00+00:00,26.921171,32.5045,20.8045,29.249807,35.352657,23.217777
2025-02-28 00:00:00+00:00,26.952415,32.454502,21.6045,28.923288,35.06505,23.092354
2025-03-01 00:00:00+00:00,26.960754,31.954502,22.5545,28.460283,34.180206,23.47035
2025-03-02 00:00:00+00:00,27.175331,31.754501,22.254501,28.465097,33.828766,23.984352
2025-03-03 00:00:00+00:00,26.733671,31.454502,22.8545,28.489222,34.06614,24.10973
2025-03-04 00:00:00+00:00,26.317003,31.5545,21.5545,27.146494,33.670372,21.911026
2025-03-05 00:00:00+00:00,25.837835,30.4545,21.9545,27.127218,33.532143,22.455357
2025-03-06 00:00:00+00:00,26.496168,32.3045,21.8045,27.078222,33.02889,23.127836
2025-03-07 00:00:00+00:00,26.379501,32.6045,20.8545,26.088724,32.557552,20.896
2025-03-08 00:00:00+00:00,26.369081,32.4045,20.7045,27.131674,34.678375,21.753492
2025-03-09 00:00:00+00:00,27.869085,33.7545,21.9545,28.812078,35.92769,23.24266
2025-03-10 00:00:00+00:00,26.871168,33.3045,22.2045,28.339613,37.039898,23.069891
2025-03-11 00:00:00+00:00,23.917,28.3545,21.0545,26.444733,31.061695,23.418388
2025-03-12 00:00:00+00:00,25.410751,32.3545,20.8045,28.049196,35.202408,23.140938
2025-03-13 00:00:00+00:00,24.685751,31.154501,19.8045,27.268639,34.01283,22.94933
2025-03-14 00:00:00+00:00,26.469086,33.5545,21.0545,28.850721,36.756886,24.092083
2025-03-15 00:00:00+00:00,26.185751,34.1045,21.3045,28.994843,37.476765,24.128853
2025-03-16 00:00:00+00:00,24.43992,31.4045,20.6045,26.376188,35.192444,21.719517
2025-03-17 00:00:00+00:00,24.135752,29.5545,19.2045,26.23095,33.38822,20.467009
2025-03-18 00:00:00+00:00,23.67325,27.8545,20.6045,26.280846,31.926105,22.840446
2025-03-19 00:00:00+00:00,22.581587,27.154501,18.754501,25.202042,31.221199,20.868818
2025-03-20 00:00:00+00:00,23.081583,29.504501,17.3045,23.375929,31.25428,17.035408
2025-03-21 00:00:00+00:00,23.462837,31.004501,16.8545,23.230377,33.45581,15.90369
2025-03-22 00:00:00+00:00,23.289919,31.454502,18.3045,24.25479,33.698494,18.596977
