date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min
2025-03-23 00:00:00+00:00,23.900337,30.404501,20.2045,26.290361,33.78399,21.021757
2025-03-24 00:00:00+00:00,23.425333,29.154501,19.3545,26.426752,33.652523,22.077192
2025-03-25 00:00:00+00:00,24.731583,31.154501,18.8545,27.857729,35.20234,21.697754
2025-03-26 00:00:00+00:00,24.450335,29.654501,20.154501,26.734894,32.628414,21.812796
2025-03-27 00:00:00+00:00,24.554502,30.154501,19.5545,26.561384,33.56926,20.999462
2025-03-28 00:00:00+00:00,25.83367,31.254501,21.3045,27.625626,34.288094,22.813936
2025-03-29 00:00:00+00:00,25.23575,30.904501,20.654501,27.678833,35.67479,22.867859
2025-03-30 00:00:00+00:00,24.558668,30.8045,21.154501,27.235367,34.369244,22.864681
2025-03-31 00:00:00+00:00,23.056585,25.7045,20.8045,25.802767,28.251064,23.814577
2025-04-01 00:00:00+00:00,23.967001,29.4545,20.8545,27.6029,34.626022,24.343334
2025-04-02 00:00:00+00:00,25.550333,31.6545,20.654501,28.12587,35.111816,23.143137
2025-04-03 00:00:00+00:00,24.51075,29.6045,20.4545,27.885948,34.127754,22.596085
2025-04-04 00:00:00+00:00,23.89617,29.654501,20.0545,27.08413,33.82722,22.921597
2025-04-05 00:00:00+00:00,22.054499,27.8545,17.8045,21.116003,27.926697,16.166433
2025-04-06 00:00:00+00:00,21.554502,27.504501,16.8045,20.077278,27.484552,14.795765
2025-04-07 00:00:00+00:00,21.719086,27.9545,16.754501,21.241224,29.44648,15.36311
2025-04-08 00:00:00+00:00,22.827417,28.3045,17.654501,23.267776,30.088348,17.470503
2025-04-09 00:00:00+00:00,22.852417,28.0545,19.2045,25.265905,30.514637,22.024515
2025-04-10 00:00:00+00:00,22.425333,28.5545,18.0545,25.056526,31.426521,20.315134
2025-04-11 00:00:00+00:00,22.892,29.254501,17.7045,24.746536,32.969612,19.247309
2025-04-12 00:00:00+00:00,23.827417,29.904501,18.0545,24.331831,31.185616,17.980387
2025-04-13 00:00:00+00:00,22.875334,27.9545,19.8045,24.349154,30.646278,21.132734
2025-04-14 00:00:00+00:00,22.560753,28.504501,17.754501,25.166985,32.03155,19.822456
2025-04-15 00:00:00+00:00,20.444084,24.904501,17.3045,21.240366,26.472195,16.85635
2025-04-16 00:00:00+00:00,21.244085,25.254501,18.404501,23.061974,27.64481,19.79409
2025-04-17 00:00:00+00:00,20.771166,26.6045,17.2045,23.180458,29.62405,18.745914
2025-04-18 00:00:00+00:00,21.1295,25.4545,19.7045,23.409086,27.140196,21.332458
2025-04-19 00:00:00+00:00,21.637835,26.754501,19.004501,24.147078,29.251083,21.516619
2025-04-20 00:00:00+00:00,22.019083,27.154501,17.904501,23.51544,28.365253,19.062626
2025-04-21 00:00:00+00:00,21.714918,27.504501,16.654501,22.114656,29.164349,16.64621
2025-04-22 00:00:00+00:00,21.131584,27.504501,15.5545,20.7342,27.743467,14.651758
2025-04-23 00:00:00+00:00,21.592003,28.8045,16.2045,21.594183,30.752682,15.317608
2025-04-24 00:00:00+00:00,21.579504,25.904501,19.2045,22.94061,27.604256,19.724142
2025-04-25 00:00:00+00:00,20.185753,23.254501,18.254501,22.79973,25.607782,20.741028
2025-04-26 00:00:00+00:00,20.962835,24.8045,18.4545,23.488039,27.460796,20.530216
2025-04-27 00:00:00+00:00,21.394087,26.4545,17.5545,24.184797,30.1348,19.745132
2025-04-28 00:00:00+00:00,21.108667,23.904501,19.1045,23.542175,25.52262,21.388067
2025-04-29 00:00:00+00:00,20.58575,24.3045,18.1045,23.127176,27.758171,20.333515
2025-04-30 00:00:00+00:00,19.662834,24.1045,15.4045,20.171371,26.16035,14.573532
2025-05-01 00:00:00+00:00,18.737833,24.7045,13.504499,18.427687,26.606796,12.140022
2025-05-02 00:00:00+00:00,19.964918,26.254501,14.754499,20.123194,28.111702,14.14292
2025-05-03 00:00:00+00:00,21.331583,27.7045,15.954499,21.657724,29.671349,15.62818
2025-05-04 00:00:00+00:00,21.598251,27.3545,17.154501,21.838942,28.224705,16.91029
2025-05-05 00:00:00+00:00,21.200333,26.504501,16.5545,21.184599,26.803137,16.470222
2025-05-06 00:00:00+00:00,20.823248,26.7045,15.854499,20.707497,27.373466,15.476437
2025-05-07 00:00:00+00:00,21.631586,28.1045,16.504501,21.745758,28.817509,15.980286
2025-05-08 00:00:00+00:00,23.039919,29.904501,17.754501,23.666773,30.505905,17.88412
2025-05-09 00:00:00+00:00,23.625334,30.254501,17.654501,24.261766,30.447578,18.651165
2025-05-10 00:00:00+00:00,22.237833,26.9545,19.3545,23.913254,28.22218,20.577559
2025-05-11 00:00:00+00:00,20.219084,24.1045,17.4545,20.786434,24.39768,17.645882
2025-05-12 00:00:00+00:00,18.583666,24.754501,15.0545,17.968058,25.686142,12.980684
2025-05-13 00:00:00+00:00,20.32325,24.9545,16.5545,20.307234,25.410275,16.337927
2025-05-14 00:00:00+00:00,20.110754,25.404501,15.604499,19.874384,25.464825,14.963533
2025-05-15 00:00:00+00:00,19.439917,25.8045,14.4045,18.37779,25.18886,13.369749
2025-05-16 00:00:00+00:00,20.077415,26.3545,15.1545,19.320738,26.360409,14.295572
2025-05-17 00:00:00+00:00,20.731583,27.3545,15.8045,20.15818,27.112906,15.136503
2025-05-18 00:00:00+00:00,21.733667,27.654501,17.154501,21.10507,26.774504,16.99327
2025-05-19 00:00:00+00:00,21.425337,28.2045,15.604499,21.046724,27.49576,15.72736
2025-05-20 00:00:00+00:00,21.244085,27.8545,15.354499,21.075026,27.763508,15.149286
2025-05-21 00:00:00+00:00,21.714918,28.654501,16.254501,21.470392,28.821735,16.15229
2025-05-22 00:00:00+00:00,21.431585,28.3045,14.6545,21.381075,27.975712,14.612787
2025-05-23 00:00:00+00:00,20.875334,27.2045,15.6545,20.774786,27.43959,15.880707
2025-05-24 00:00:00+00:00,21.09825,27.904501,15.5545,20.56272,27.094814,15.01322
2025-05-25 00:00:00+00:00,21.519083,28.0545,16.1045,20.867949,27.2131,15.90806
2025-05-26 00:00:00+00:00,21.814919,28.4545,16.004501,20.976862,27.137522,15.748297
2025-05-27 00:00:00+00:00,21.933668,28.7045,16.504501,20.430307,25.96231,15.601236
2025-05-28 00:00:00+00:00,18.519083,21.9545,14.504499,17.97592,21.079924,13.068016
2025-05-29 00:00:00+00:00,12.087833,15.854499,7.9045005,10.167257,14.426212,5.587038
2025-05-30 00:00:00+00:00,11.38575,18.754501,4.6545,9.86295,17.67396,2.690134
2025-05-31 00:00:00+00:00,14.402415,23.8045,6.4545,12.660621,21.910753,4.55037
2025-06-01 00:00:00+00:00,18.064917,27.654501,9.8045,16.659672,26.309061,8.516957
2025-06-02 00:00:00+00:00,20.152418,28.2045,13.6545,18.958143,26.541254,12.639811
2025-06-03 00:00:00+00:00,18.900335,23.6045,15.954499,19.202135,23.843185,15.553061
2025-06-04 00:00:00+00:00,19.777416,27.504501,14.454499,20.017296,28.04443,14.150444
2025-06-05 00:00:00+00:00,21.146168,27.2045,17.2045,21.942438,26.352104,17.654348
2025-06-06 00:00:00+00:00,19.831583,25.4545,15.454499,21.388565,26.794132,16.590288
2025-06-07 00:00:00+00:00,19.831583,24.9545,16.4545,21.339607,26.690695,17.023733
2025-06-08 00:00:00+00:00,18.350334,24.654501,14.8545,19.653246,25.805983,15.472895
2025-06-09 00:00:00+00:00,17.842001,21.4545,15.0545,19.204542,21.934597,16.01811
2025-06-10 00:00:00+00:00,16.569082,21.154501,12.1545,16.61332,21.362795,11.9291935
2025-06-11 00:00:00+00:00,14.467,19.654501,10.1545,13.220866,18.374449,8.745252
2025-06-12 00:00:00+00:00,13.344083,19.1045,8.454499,10.333964,16.37144,4.9796686
2025-06-13 00:00:00+00:00,15.1545,22.8545,10.0545,12.433392,20.332851,6.9642534
2025-06-14 00:00:00+00:00,17.1295,23.2045,12.4045,14.632615,21.319004,9.159119
2025-06-15 00:00:00+00:00,16.877419,20.0545,14.754499,15.760882,19.119675,12.76033
2025-06-16 00:00:00+00:00,18.235748,25.254501,13.6045,18.086159,24.815905,13.336824
2025-06-17 00:00:00+00:00,19.079502,25.3045,14.204499,18.274294,23.750235,13.084717
2025-06-18 00:00:00+00:00,18.425333,25.504501,12.754499,17.15329,23.510178,11.537708
2025-06-19 00:00:00+00:00,19.392,27.4545,13.1045,18.399393,26.264698,12.143326
2025-06-20 00:00:00+00:00,20.08575,27.654501,13.454499,18.810335,25.776176,12.442535
2025-06-21 00:00:00+00:00,19.489918,26.004501,14.1545,19.961674,26.30805,14.96504
2025-06-22 00:00:00+00:00,19.712835,25.904501,16.004501,19.945856,24.142677,16.629894
2025-06-23 00:00:00+00:00,17.950335,19.004501,17.004501,17.713444,18.642292,16.631388
2025-06-24 00:00:00+00:00,11.273248,16.1045,7.0045,8.725878,14.909098,3.2615933
2025-06-25 00:00:00+00:00,10.017,19.0545,3.7045002,7.3208976,16.833155,0.43553638
2025-06-26 00:00:00+00:00,18.656584,27.3045,12.3045,17.58226,26.624437,10.078907
2025-06-27 00:00:00+00:00,19.5545,26.1045,15.454499,21.081045,27.780792,16.648373
2025-06-28 00:00:00+00:00,20.633669,27.254501,16.404501,20.977274,26.011934,16.629057
2025-06-29 00:00:00+00:00,20.487833,27.7045,14.754499,20.459942,27.336742,14.250341
2025-06-30 00:00:00+00:00,19.262835,22.504501,16.3545,20.226147,23.388372,16.86074
