"IdImovel";"UrlPesquisa";"Url";"Nome";"Preco";"PrecoDesconto";"tipo";"metros";"andar";"elevador";"Detalhes";"Status";"Page"
"31059038";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-7";"/imovel/31059038/";"Andar de moradia na estrada N337, 2045, Espariz e Sinde, Tábua";"500";"";"T5";"293 ";"";"";"T5 , 293 m² construídos";"OK";"7"
"30129138";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-7";"/imovel/30129138/";"Apartamento T3 na rua Doutor José dos Santos Bessa, 2, Carapinheira, Montemor-o-Velho";"480";"";"T3";"117 ";"1  ";"sem elevador";"T3 , 117 m² construídos, 1º andar  sem elevador";"OK";"7"
"31258954";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-7";"/imovel/31258954/";"Apartamento T1 na rua Miguel Torga, 25, Solum, Santo António dos Olivais";"590";"";"T1";"65 ";"0";"com elevador";"T1 , 65 m² construídos, Rés do chão  com elevador";"OK";"7"
"31351985";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-7";"/imovel/31351985/";"Apartamento T3 na rua Carlos Seixas, 125, Vale das Flores, Santo António dos Olivais";"630";"";"T3";"110 ";"4  ";"com elevador";"T3 , 110 m² construídos, 4º andar  com elevador";"OK";"7"
"31291096";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-7";"/imovel/31291096/";"Apartamento T4 na rua Doutor Luís Carriço, s/n, Bairro Novo - Sotto Mayor, Cidade da Figueira da Foz, Buarcos e São Julião";"850";"";"T4";"120 ";"-1";"com elevador";"T4 , 120 m² construídos, Cave  com elevador";"OK";"7"
"31116137";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-7";"/imovel/31116137/";"Apartamento T0 na rua das Esteirinhas, 18, Coimbra";"350";"";"T0";"25 ";"1  ";"sem elevador";"T0 , 25 m² construídos, 1º andar  sem elevador";"OK";"7"
"30612463";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-7";"/imovel/30612463/";"Apartamento T1 no beco Montarroio, 16, Coimbra";"450";"";"T1";"50 ";"0";"sem elevador";"T1 , 50 m² construídos, Rés do chão  sem elevador";"OK";"7"
"30955825";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-7";"/imovel/30955825/";"Apartamento T0 na rua Saragoça, Coimbra";"350";"";"T0";"50 ";"0";"com elevador";"T0 , 50 m² construídos, Rés do chão  com elevador";"OK";"7"
"31585139";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31585139/";"Apartamento T2 na avenida Fernando Namora, 238, Casa Branca, Santo António dos Olivais";"625";"";"T2";"90 ";"3  ";"com elevador";"T2 , 90 m² construídos, 3º andar  com elevador";"OK";"6"
"31548224";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31548224/";"Apartamento T1 em Vila de Buarcos, Buarcos e São Julião";"350";"";"T1";"50 ";"";"";"T1 , 50 m² construídos";"OK";"6"
"31550898";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31550898/";"Apartamento T1 na alameda Calouste Gulbenkian, Celas, Santo António dos Olivais";"550";"";"T1";"35 ";"7  ";"com elevador";"T1 , 35 m² construídos, 7º andar  com elevador";"OK";"6"
"87400";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/87400/";"Apartamento T1 na rua da rua Dr. João José Bugalho, 3, Abadias, Cidade da Figueira da Foz, Buarcos e São Julião";"375";"";"T1";"45 ";"4  ";"com elevador";"T1 , 45 m² construídos, 4º andar  com elevador, 15 nov ";"OK";"6"
"27542090";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/27542090/";"Apartamento T1 na rua doutor antónio josé de almeida, 18, Coimbra";"490";"";"T1";"57 ";"2  ";"com elevador";"T1 , 57 m² construídos, 2º andar  com elevador";"OK";"6"
"31497201";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31497201/";"Apartamento T0 na rua Dom Manuel I, 126, Solum, Santo António dos Olivais";"500";"";"T0";"40 ";"4  ";"com elevador";"T0 , 40 m² construídos, 4º andar  com elevador";"OK";"6"
"31489267";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31489267/";"Apartamento T5 na rua Teodoro, 70, Coimbra";"800";"";"T5";"125 ";"3  ";"sem elevador";"T5 , 125 m² construídos, 3º andar  sem elevador";"OK";"6"
"31302327";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31302327/";"Apartamento T3 na avenida 25 de Abril, 42, Bairro Novo - Sotto Mayor, Cidade da Figueira da Foz, Buarcos e São Julião";"700";"";"T3";"100 ";"3  ";"com elevador";"T3 , 100 m² construídos, 3º andar  com elevador";"OK";"6"
"30867890";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/30867890/";"Quinta na rua da ribeira, 6, Lourosa, Oliveira do Hospital";"500";"";"T4";"350 ";"";"";"T4 , 350 m² construídos";"OK";"6"
"108924";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/108924/";"Apartamento T0 na rua Palácios, 14, Coimbra";"495";"";"T0";"50 ";"3  ";"sem elevador";"T0 , 50 m² construídos, 3º andar  sem elevador";"OK";"6"
"27050643";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/27050643/";"Apartamento T2 na rua Pescadores, 7, Praia de Buarcos, Buarcos e São Julião";"450";"";"T2";"100 ";"0";"sem elevador";"T2 , 100 m² construídos, Rés do chão  sem elevador";"OK";"6"
"29870544";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/29870544/";"Apartamento T4 na praceta Zeca Afonso nº3, bloco I, 1º Dto, 3, Bairro Novo - Sotto Mayor, Cidade da Figueira da Foz, Buarcos e São Julião";"600";"";"T4";"160 ";"1  ";"com elevador";"T4 , 160 m² construídos, 1º andar  com elevador";"OK";"6"
"28758624";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/28758624/";"Apartamento T3 na rua Alto do Forno, 3080, Alto do Forno - Alto da Fonte, Buarcos e São Julião";"750";"";"T3";"140 ";"1  ";"sem elevador";"T3 , 140 m² construídos, 1º andar  sem elevador";"OK";"6"
"30962207";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/30962207/";"Andar de moradia na estrada N337, 2055, Espariz e Sinde, Tábua";"600";"";"T6";"390 ";"";"";"T6 , 390 m² construídos";"OK";"6"
"31510684";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31510684/";"Apartamento T3 em Olivais, Santo António dos Olivais";"550";"";"T3";"115 ";"";"sem elevador";"T3 , 115 m² construídos,   sem elevador";"OK";"6"
"31491529";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31491529/";"Apartamento T4 na praceta Doutor Marques Viana, 3080, Bairro Novo - Sotto Mayor, Cidade da Figueira da Foz, Buarcos e São Julião";"600";"";"T4";"150 ";"1  ";"com elevador";"T4 , 150 m² construídos, 1º andar  com elevador";"OK";"6"
"30914964";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/30914964/";"Apartamento T1,  N109-8, 74, Centro, Cidade da Figueira da Foz, Buarcos e São Julião";"516";"";"T1";"77 ";"3  ";"com elevador";"T1 , 77 m² construídos, 3º andar  com elevador";"OK";"6"
"31545170";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31545170/";"Apartamento T0 no largo da Maracha, 7, Coimbra";"500";"";"T0";"32 ";"1  ";"sem elevador";"T0 , 32 m² construídos, 1º andar  sem elevador";"OK";"6"
"31614534";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31614534/";"Apartamento T2 na avenida Cidade de Coimbra, 19, Praia de Mira, Mira";"300";"";"T2";"80 ";"0";"sem elevador";"T2 , 80 m² construídos, Rés do chão  sem elevador, 15 nov ";"OK";"6"
"31613631";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31613631/";"Apartamento T1 na rua Aveiro, 3, Coimbra";"550";"";"T1";"60 ";"2  ";"com elevador";"T1 , 60 m² construídos, 2º andar  com elevador, 15 nov ";"OK";"6"
"31581149";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31581149/";"Andar de moradia,  N337, 2055, Espariz e Sinde, Tábua";"600";"";"T9";"390 ";"";"";"T9 , 390 m² construídos";"OK";"6"
"31106439";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31106439/";"Apartamento T1 no largo Quintal do Prior, 11, Coimbra";"380";"";"T1";"55 ";"1  ";"sem elevador";"T1 , 55 m² construídos, 1º andar  sem elevador";"OK";"6"
"31566662";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31566662/";"Apartamento T1 na rua Professor Doutor Antunes Varela, 2, Oliveira do Hospital e São Paio de Gramaços, Oliveira do Hospital";"215";"";"T1";"100 ";"2  ";"sem elevador";"T1 , 100 m² construídos, 2º andar  sem elevador";"OK";"6"
"31538860";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31538860/";"Andar de moradia,  N337, 2055, Espariz e Sinde, Tábua";"600";"";"T6";"360 ";"";"";"T6 , 360 m² construídos";"OK";"6"
"31492911";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31492911/";"Apartamento T4 na rua Infanta Dona Tereza, 29, Celas, Santo António dos Olivais";"850";"";"T4";"150 ";"1  ";"sem elevador";"T4 , 150 m² construídos, 1º andar  sem elevador";"OK";"6"
"31484126";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31484126/";"Apartamento T3 na rua Pedro Álvares Cabral, 25, Vale das Flores, Santo António dos Olivais";"650";"";"T3";"120 ";"-1";"sem elevador";"T3 , 120 m² construídos, Cave  sem elevador";"OK";"6"
"31443700";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31443700/";"Apartamento T3 na rua Bombeiros Voluntários, 70, Centro, Cidade da Figueira da Foz, Buarcos e São Julião";"550";"";"T3";"80 ";"1  ";"sem elevador";"T3 , 80 m² construídos, 1º andar  sem elevador";"OK";"6"
"31277857";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31277857/";"Andar de moradia na rua Bela Vista, 8, Seixo da Beira, Oliveira do Hospital";"250";"";"T2";"100 ";"";"";"T2 , 100 m² construídos";"OK";"6"
"31277866";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31277866/";"Andar de moradia na rua Bela Vista, 8, Seixo da Beira, Oliveira do Hospital";"350";"";"T5";"165 ";"";"";"T5 , 165 m² construídos";"OK";"6"
"31254945";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-6";"/imovel/31254945/";"Apartamento T3 na praça Prof. Dr. António Castanheira Neves, 4, Tábua";"400";"";"T3";"150 ";"1  ";"com elevador";"T3 , 150 m² construídos, 1º andar  com elevador";"OK";"6"
"30512989";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-5";"/imovel/30512989/";"Apartamento T2 na praceta Doutor António Sotero, 1, Bairro Novo - Sotto Mayor, Cidade da Figueira da Foz, Buarcos e São Julião";"450";"";"T2";"70 ";"2  ";"sem elevador";"T2 , 70 m² construídos, 2º andar  sem elevador";"OK";"5"
"31612141";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-5";"/imovel/31612141/";"Apartamento T1 na rua António Bentes, 30, Solum, Santo António dos Olivais";"500";"";"T1";"70 ";"2  ";"com elevador";"T1 , 70 m² construídos, 2º andar  com elevador";"OK";"5"
"31583928";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-5";"/imovel/31583928/";"Apartamento T2 na rua Câmara Pestana, 33, Alto de S. João - Portela - Pinhal de Marrocos, Santo António dos Olivais";"725";"";"T2";"70 ";"3  ";"com elevador";"T2 , 70 m² construídos, 3º andar  com elevador";"OK";"5"
"29843604";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-5";"/imovel/29843604/";"Moradia geminada na rua Alto da Relva, 12, São Martinho do Bispo e Ribeira de Frades, Coimbra";"380";"";"T1";"70 ";"";"";"T1 , 70 m² construídos";"OK";"5"
"31582991";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-5";"/imovel/31582991/";"Apartamento T2 na rua José Castilho, 12, Quinta da Maia, Santo António dos Olivais";"575";"";"T2";"90 ";"7  ";"com elevador";"T2 , 90 m² construídos, 7º andar  com elevador";"OK";"5"
"31519782";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-5";"/imovel/31519782/";"Apartamento T1 em Bairro Novo - Sotto Mayor, Cidade da Figueira da Foz, Buarcos e São Julião";"400";"";"T1";"66 ";"";"";"T1 , 66 m² construídos";"OK";"5"
"31514766";"https://www.idealista.pt/arrendar-casas/coimbra-distrito/pagina-5";"/imovel/31514766/";"Apartamento T2 em Santa Clara e Castelo Viegas, Coimbra";"650";"";"T2";"80 ";"";"com elevador";"T2 , 80 m² construídos,   com elevador";"OK";"5"
