"IdImovel";"UrlPesquisa";"Url";"Nome";"Preco";"PrecoDesconto";"tipo";"metros";"andar";"elevador";"Detalhes";"Status";"Page"
"30619634";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/30619634/";"Apartamento T2 na rua Joaquim Bastinhas, 11, Caia - São Pedro - Alcáçova, Elvas";"450";"";"T2";"90 ";"1  ";"sem elevador";"T2 , 90 m² construídos, 1º andar  sem elevador, 47 minutos";"OK";"1"
"31600781";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31600781/";"Duplex na rua Soeiro Pereira Gomes, 7, Ponte de Sor";"400";"";"T2";"130 ";"1  ";"sem elevador";"T2 , 130 m² construídos, 1º andar  sem elevador";"OK";"1"
"31482050";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31482050/";"Casa rústica em Alcórrego, Avis";"1.400";"";"T3";"379 ";"";"";"T3 , 379 m² construídos";"OK";"1"
"28630014";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/28630014/";"Casa de aldeia na rua Direita, 13, Santa Maria da Devesa, Castelo de Vide";"500";"";"T3";"114 ";"";"";"T3 , 114 m² construídos";"OK";"1"
"31584487";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31584487/";"Apartamento T3 na avenida Doutor João Luís Malato Correia, 6, Sé e São Lourenço, Portalegre";"480";"";"T3";"101 ";"1  ";"com elevador";"T3 , 101 m² construídos, 1º andar  com elevador";"OK";"1"
"31321907";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31321907/";"Monte alentejano,  Azinhal Velho, 370, Alcórrego, Avis";"1.490";"";"T2";"190 ";"";"";"T2 , 190 m² construídos";"OK";"1"
"31405004";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31405004/";"Casa de aldeia na estrada de Montargil, 78, Foros de Arrão, Ponte de Sor";"270";"300";"T2";"75 ";"";"";"T2 , 75 m² construídos";"OK";"1"
"30539923";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/30539923/";"Apartamento T4 em Ponte de Sor";"600";"";"T4";"245 ";"";"";"T4 , 245 m² construídos";"OK";"1"
"31361347";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31361347/";"Monte alentejano,  Pereiro, 359, Beirã, Marvão";"1.000";"";"T6";"580 ";"";"";"T6 , 580 m² construídos";"OK";"1"
"31324601";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31324601/";"Casa de aldeia na rua Fernando Namora, 8, Beirã, Marvão";"1.200";"";"T3";"150 ";"";"";"T3 , 150 m² construídos";"OK";"1"
"31193479";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31193479/";"Andar de moradia,  Telhal do Quico, 9, Caia - São Pedro - Alcáçova, Elvas";"325";"";"T1";"50 ";"";"";"T1 , 50 m² construídos";"OK";"1"
"31501467";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31501467/";"Apartamento T0 na rua 31 de Janeiro, 2, Sé e São Lourenço, Portalegre";"360";"";"T0";"70 ";"0";"sem elevador";"T0 , 70 m² construídos, Rés do chão  sem elevador";"OK";"1"
"31492220";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31492220/";"Casa de aldeia na rua de Vale do Milho, 6, Beirã, Marvão";"950";"";"T2";"110 ";"";"";"T2 , 110 m² construídos";"OK";"1"
"31479989";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31479989/";"Moradia independente na avenida António Rodrigues Carrusca, 20, Ponte de Sor";"1.460";"";"T4";"250 ";"";"";"T4 , 250 m² construídos";"OK";"1"
"31432695";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31432695/";"Moradia em banda na rua Nova, 14, Sousel";"600";"";"T4";"140 ";"";"";"T4 , 140 m² construídos";"OK";"1"
"31370290";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31370290/";"Apartamento T3 na travessa da Rua de Elvas, 16, Sé e São Lourenço, Portalegre";"550";"";"T3";"91 ";"1  ";"sem elevador";"T3 , 91 m² construídos, 1º andar  sem elevador";"OK";"1"
"29800028";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/29800028/";"Moradia independente,  EM1088, 5, Santa Maria de Marvão, Marvão";"3.000";"";"T5";"519 ";"";"";"T5 , 519 m² construídos";"OK";"1"
"28260919";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/28260919/";"Moradia geminada em Cabeço de Vide, Fronteira";"500";"";"T2";"100 ";"";"";"T2 , 100 m² construídos";"OK";"1"
"31560046";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31560046/";"Quinta,  N359, 20, São Salvador da Aramenha, Marvão";"800";"";"T3";"170 ";"";"";"T3 , 170 m² construídos";"OK";"1"
"27007683";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/27007683/";"Apartamento T2 na rua da Alagoa, 7, Assunção - Ajuda - Salvador - Santo Ildefonso, Elvas";"220";"";"T2";"90 ";"0";"sem elevador";"T2 , 90 m² construídos, Rés do chão  sem elevador";"OK";"1"
"29777635";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/29777635/";"Apartamento T4 na avenida da Liberdade, 66, Ponte de Sor";"600";"";"T4";"135 ";"2  ";"com elevador";"T4 , 135 m² construídos, 2º andar  com elevador";"OK";"1"
"29777629";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/29777629/";"Apartamento T2 na avenida da Liberdade, 66, Ponte de Sor";"350";"";"T2";"80 ";"2  ";"com elevador";"T2 , 80 m² construídos, 2º andar  com elevador";"OK";"1"
"31193563";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/31193563/";"Apartamento T1 na rua dos Bombeiros Voluntários n 2, 2, Alter do Chão";"350";"";"T1";"62 ";"0";"sem elevador";"T1 , 62 m² construídos, Rés do chão  sem elevador";"OK";"1"
"30730244";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/30730244/";"Moradia independente na estrada da Tramaga, 37, Ponte de Sor";"600";"";"T3";"150 ";"";"";"T3 , 150 m² construídos";"OK";"1"
"30713168";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/30713168/";"Apartamento T4 na rua Cardeal Dom António Ribeiro, 4, Ponte de Sor";"800";"";"T4";"300 ";"1  ";"com elevador";"T4 , 300 m² construídos, 1º andar  com elevador";"OK";"1"
"30044645";"https://www.idealista.pt/arrendar-casas/portalegre-distrito/";"/imovel/30044645/";"Apartamento T2 na rua de Vila Viçosa, 14, Terrugem e Vila Boim, Elvas";"250";"";"T2";"60 ";"0";"sem elevador";"T2 , 60 m² construídos, Rés do chão  sem elevador";"OK";"1"
