"IdImovel";"UrlPesquisa";"Url";"Nome";"Preco";"PrecoDesconto";"tipo";"metros";"andar";"elevador";"Detalhes";"Status";"Page"
"31580348";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31580348/";"Apartamento T2 em Centro, Viseu";"500";"";"T2";"90 ";"";"sem elevador";"T2 , 90 m² construídos,   sem elevador";"OK";"2"
"31067334";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31067334/";"Casa de aldeia na rua Cancela, 3, Mouraz e Vila Nova da Rainha, Tondela";"200";"";"T1";"40 ";"";"";"T1 , 40 m² construídos";"OK";"2"
"31566027";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31566027/";"Apartamento T3 na rua Doutor Álvaro Monteiro, 34, Marzovelos - Jugueiros, Viseu";"550";"";"T3";"110 ";"0";"com elevador";"T3 , 110 m² construídos, Rés do chão  com elevador";"OK";"2"
"31591493";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31591493/";"Moradia independente na rua Correia de Oliveira, 593, São Pedro do Sul - Várzea - Baiões, São Pedro do Sul";"1.500";"";"T4";"600 ";"";"";"T4 , 600 m² construídos";"OK";"2"
"30789900";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/30789900/";"Apartamento T2 na rua da Fonte do Castanheiro, 2, Nelas";"320";"";"T2";"110 ";"2  ";"sem elevador";"T2 , 110 m² construídos, 2º andar  sem elevador";"OK";"2"
"31596429";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31596429/";"Moradia em Santa Cruz da Trapa e São Cristóvão de Lafões, São Pedro do Sul";"285";"";"T1";"158 ";"";"";"T1 , 158 m² construídos";"OK";"2"
"31527924";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31527924/";"Casa de aldeia na travessa da Paz, 71, Silvã de Cima, Sátão";"590";"";"T3";"130 ";"";"";"T3 , 130 m² construídos";"OK";"2"
"31548283";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31548283/";"Apartamento T3 em Santa Comba Dão";"500";"";"T3";"159 ";"";"";"T3 , 159 m² construídos";"OK";"2"
"30421535";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/30421535/";"Andar de moradia na rua Serra, 6, Marmeleira, Mortágua";"300";"";"T2";"100 ";"";"";"T2 , 100 m² construídos";"OK";"2"
"31526931";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31526931/";"Apartamento T1 em Oliveira de Frades";"350";"";"T1";"75 ";"";"";"T1 , 75 m² construídos";"OK";"2"
"28626884";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/28626884/";"Apartamento T3 na avenida João Xxiii, 6, Nelas";"350";"";"T3";"90 ";"4  ";"com elevador";"T3 , 90 m² construídos, 4º andar  com elevador";"OK";"2"
"31590702";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31590702/";"Apartamento T1 na rua 1º de Dezembro, 110, Insua, Penalva do Castelo";"180";"";"T1";"30 ";"3  ";"sem elevador";"T1 , 30 m² construídos, 3º andar  sem elevador";"OK";"2"
"31486530";"https://www.idealista.pt/arrendar-casas/viseu-distrito/pagina-2";"/imovel/31486530/";"Andar de moradia na rua Alexandre Herculano, 17, Mangualde";"390";"";"T1";"65 ";"";"";"T1 , 65 m² construídos";"OK";"2"
