municipio,ano,mes,tci,tci_anual,tempC_media,humidity_media,maxtempC_media,humidity_max_media,precipMM_total,sunHour_media,windspeedKmph_media
"('Centro', 'Viseu')","2.025,00","4,00","41,50","41,96","17,47","77,97","17,47","77,97","153,40","8,10","8,50"
"('Centro', 'Viseu')","2.025,00","5,00","57,50","41,96","21,94","69,29","21,94","69,29","67,20","10,55","7,55"
"('Centro', 'Viseu')","2.025,00","6,00","40,00","41,96","30,20","57,40","30,20","57,40","6,00","13,80","7,07"
"('Centro', 'Vouzela')","2.024,00","6,00","45,50","41,12","19,00","79,00","19,00","79,00","2,90","5,00","7,00"
"('Centro', 'Vouzela')","2.024,00","7,00","48,00","41,12","27,94","61,94","27,94","61,94","20,60","13,29","7,52"
"('Centro', 'Vouzela')","2.024,00","8,00","48,00","41,12","29,61","59,81","29,61","59,81","1,00","13,77","7,55"
"('Centro', 'Vouzela')","2.024,00","9,00","57,50","41,12","23,67","61,73","23,67","61,73","78,80","9,93","9,07"
"('Centro', 'Vouzela')","2.024,00","10,00","40,50","41,12","18,42","82,94","18,42","82,94","374,90","5,71","8,84"
"('Centro', 'Vouzela')","2.024,00","11,00","43,00","41,12","16,63","77,70","16,63","77,70","118,00","7,80","9,03"
"('Centro', 'Vouzela')","2.024,00","12,00","29,00","41,12","12,71","74,61","12,71","74,61","31,00","8,94","7,84"
"('Centro', 'Vouzela')","2.025,00","1,00","24,50","41,12","11,71","80,65","11,71","80,65","376,90","5,16","10,16"
"('Centro', 'Vouzela')","2.025,00","2,00","27,00","41,12","12,75","81,54","12,75","81,54","79,40","6,07","6,93"
"('Centro', 'Vouzela')","2.025,00","3,00","24,50","41,12","12,74","81,35","12,74","81,35","267,30","6,10","11,03"
"('Centro', 'Vouzela')","2.025,00","4,00","41,50","41,12","16,83","79,00","16,83","79,00","209,80","7,47","9,00"
"('Centro', 'Vouzela')","2.025,00","5,00","57,50","41,12","21,06","71,00","21,06","71,00","78,70","10,35","7,39"
"('Centro', 'Vouzela')","2.025,00","6,00","48,00","41,12","29,20","60,73","29,20","60,73","6,80","13,77","7,57"
"('Norte', 'Alfandega da Fe')","2.024,00","6,00","60,00","40,19","23,00","66,00","23,00","66,00","0,30","12,00","7,00"
"('Norte', 'Alfandega da Fe')","2.024,00","7,00","40,00","40,19","31,03","44,39","31,03","44,39","12,60","13,71","10,32"
"('Norte', 'Alfandega da Fe')","2.024,00","8,00","40,00","40,19","32,58","38,68","32,58","38,68","0,00","13,84","9,55"
"('Norte', 'Alfandega da Fe')","2.024,00","9,00","58,50","40,19","23,73","51,93","23,73","51,93","37,10","10,70","11,97"
"('Norte', 'Alfandega da Fe')","2.024,00","10,00","41,50","40,19","18,16","76,52","18,16","76,52","148,00","7,03","13,00"
"('Norte', 'Alfandega da Fe')","2.024,00","11,00","36,00","40,19","15,73","74,30","15,73","74,30","62,90","7,90","10,53"
"('Norte', 'Alfandega da Fe')","2.024,00","12,00","30,50","40,19","10,65","75,77","10,65","75,77","10,50","8,42","6,71"
"('Norte', 'Alfandega da Fe')","2.025,00","1,00","12,50","40,19","9,97","79,65","9,97","79,65","154,20","5,06","12,48"
"('Norte', 'Alfandega da Fe')","2.025,00","2,00","28,00","40,19","11,96","78,96","11,96","78,96","30,90","6,57","7,68"
"('Norte', 'Alfandega da Fe')","2.025,00","3,00","26,00","40,19","11,90","77,06","11,90","77,06","103,90","6,32","13,29"
"('Norte', 'Alfandega da Fe')","2.025,00","4,00","43,00","40,19","16,97","73,83","16,97","73,83","92,60","8,57","10,40"
"('Norte', 'Alfandega da Fe')","2.025,00","5,00","58,50","40,19","20,81","65,71","20,81","65,71","58,60","10,58","9,52"
"('Norte', 'Alfandega da Fe')","2.025,00","6,00","48,00","40,19","29,87","50,57","29,87","50,57","20,80","14,57","9,83"
"('Norte', 'Alijo')","2.024,00","6,00","58,50","41,27","21,00","71,00","21,00","71,00","1,20","8,00","7,00"
"('Norte', 'Alijo')","2.024,00","7,00","40,00","41,27","30,19","48,42","30,19","48,42","4,80","13,48","7,45"
"('Norte', 'Alijo')","2.024,00","8,00","40,00","41,27","32,42","43,55","32,42","43,55","0,10","13,87","7,42"
"('Norte', 'Alijo')","2.024,00","9,00","57,50","41,27","24,13","52,87","24,13","52,87","60,20","10,33","8,70"
"('Norte', 'Alijo')","2.024,00","10,00","40,50","41,27","18,65","77,35","18,65","77,35","191,70","5,97","8,48"
"('Norte', 'Alijo')","2.024,00","11,00","44,00","41,27","16,07","74,10","16,07","74,10","87,80","7,53","7,40"
"('Norte', 'Alijo')","2.024,00","12,00","30,50","41,27","11,03","72,61","11,03","72,61","16,60","8,74","6,13"
"('Norte', 'Alijo')","2.025,00","1,00","24,50","41,27","10,87","78,77","10,87","78,77","245,90","5,26","8,35"
"('Norte', 'Alijo')","2.025,00","2,00","28,00","41,27","12,79","77,32","12,79","77,32","58,70","5,64","5,43"
"('Norte', 'Alijo')","2.025,00","3,00","24,50","41,27","12,77","76,52","12,77","76,52","161,20","5,19","8,55"
"('Norte', 'Alijo')","2.025,00","4,00","43,00","41,27","17,40","72,80","17,40","72,80","112,60","7,67","7,70"
"('Norte', 'Alijo')","2.025,00","5,00","57,50","41,27","21,48","63,16","21,48","63,16","61,50","10,55","7,16"
"('Norte', 'Alijo')","2.025,00","6,00","48,00","41,27","29,53","51,03","29,53","51,03","10,60","14,40","7,27"
"('Norte', 'Amarante')","2.024,00","6,00","57,50","43,35","22,00","79,00","22,00","79,00","1,50","6,00","5,00"
"('Norte', 'Amarante')","2.024,00","7,00","38,50","43,35","30,48","58,94","30,48","58,94","44,70","12,77","6,87"
"('Norte', 'Amarante')","2.024,00","8,00","40,00","43,35","32,13","54,65","32,13","54,65","0,20","13,81","6,97"
"('Norte', 'Amarante')","2.024,00","9,00","56,50","43,35","25,70","60,03","25,70","60,03","94,90","9,90","8,57"
"('Norte', 'Amarante')","2.024,00","10,00","52,50","43,35","20,42","83,10","20,42","83,10","346,60","5,55","8,87"
"('Norte', 'Amarante')","2.024,00","11,00","43,00","43,35","18,70","78,70","18,70","78,70","112,20","7,13","7,97"
"('Norte', 'Amarante')","2.024,00","12,00","38,50","43,35","14,16","78,23","14,16","78,23","28,50","8,77","6,55"
"('Norte', 'Amarante')","2.025,00","1,00","32,50","43,35","13,65","82,45","13,65","82,45","368,30","5,35","10,32"
"('Norte', 'Amarante')","2.025,00","2,00","34,00","43,35","15,00","82,04","15,00","82,04","102,60","5,68","6,04"
"('Norte', 'Amarante')","2.025,00","3,00","32,50","43,35","15,42","79,61","15,42","79,61","212,70","6,52","9,45"
"('Norte', 'Amarante')","2.025,00","4,00","41,50","43,35","19,37","78,97","19,37","78,97","183,60","7,50","8,20"
"('Norte', 'Amarante')","2.025,00","5,00","56,50","43,35","23,19","70,71","23,19","70,71","111,60","10,42","6,39"
"('Norte', 'Amarante')","2.025,00","6,00","40,00","43,35","30,80","59,83","30,80","59,83","5,50","14,10","6,60"
"('Norte', 'Amares')","2.024,00","6,00","60,00","42,62","22,00","78,00","22,00","78,00","4,40","10,00","5,00"
"('Norte', 'Amares')","2.024,00","7,00","45,50","42,62","29,48","62,39","29,48","62,39","61,20","12,94","7,32"
"('Norte', 'Amares')","2.024,00","8,00","40,00","42,62","31,48","56,81","31,48","56,81","1,00","13,84","7,74"
"('Norte', 'Amares')","2.024,00","9,00","55,00","42,62","24,63","62,17","24,63","62,17","158,80","9,87","8,47"
"('Norte', 'Amares')","2.024,00","10,00","40,50","42,62","19,10","84,10","19,10","84,10","397,90","5,81","8,29"
"('Norte', 'Amares')","2.024,00","11,00","43,00","42,62","17,67","77,40","17,67","77,40","103,30","7,77","7,27"
"('Norte', 'Amares')","2.024,00","12,00","36,00","42,62","13,16","78,55","13,16","78,55","75,00","8,26","6,29"
"('Norte', 'Amares')","2.025,00","1,00","23,50","42,62","12,68","82,16","12,68","82,16","431,30","4,65","9,81"
"('Norte', 'Amares')","2.025,00","2,00","32,50","42,62","14,39","81,93","14,39","81,93","140,50","5,46","5,96"
"('Norte', 'Amares')","2.025,00","3,00","33,50","42,62","15,32","78,58","15,32","78,58","154,40","7,23","9,77"
"('Norte', 'Amares')","2.025,00","4,00","41,50","42,62","18,87","78,97","18,87","78,97","201,20","7,93","7,67"
"('Norte', 'Amares')","2.025,00","5,00","55,00","42,62","22,42","71,48","22,42","71,48","120,40","10,84","6,81"
"('Norte', 'Amares')","2.025,00","6,00","48,00","42,62","29,30","62,73","29,30","62,73","10,20","13,60","7,03"
"('Norte', 'Arcos de Valdevez')","2.024,00","6,00","60,00","43,96","22,00","78,00","22,00","78,00","1,60","12,00","5,00"
"('Norte', 'Arcos de Valdevez')","2.024,00","7,00","46,50","43,96","27,77","65,48","27,77","65,48","52,50","12,71","7,90"
"('Norte', 'Arcos de Valdevez')","2.024,00","8,00","48,00","43,96","29,16","60,81","29,16","60,81","2,20","13,77","8,84"
"('Norte', 'Arcos de Valdevez')","2.024,00","9,00","55,00","43,96","24,57","64,93","24,57","64,93","140,20","9,97","9,03"
"('Norte', 'Arcos de Valdevez')","2.024,00","10,00","40,50","43,96","19,97","84,94","19,97","84,94","337,50","5,77","8,81"
"('Norte', 'Arcos de Valdevez')","2.024,00","11,00","43,00","43,96","18,90","78,33","18,90","78,33","118,30","7,27","7,67"
"('Norte', 'Arcos de Valdevez')","2.024,00","12,00","36,00","43,96","14,68","79,97","14,68","79,97","86,80","8,29","7,29"
"('Norte', 'Arcos de Valdevez')","2.025,00","1,00","31,50","43,96","13,71","82,58","13,71","82,58","462,80","4,61","11,58"
"('Norte', 'Arcos de Valdevez')","2.025,00","2,00","31,50","43,96","14,61","82,36","14,61","82,36","140,20","4,96","7,29"
"('Norte', 'Arcos de Valdevez')","2.025,00","3,00","32,50","43,96","15,71","79,06","15,71","79,06","161,20","6,81","10,35"
"('Norte', 'Arcos de Valdevez')","2.025,00","4,00","41,50","43,96","18,97","79,70","18,97","79,70","234,20","7,67","8,57"
"('Norte', 'Arcos de Valdevez')","2.025,00","5,00","57,50","43,96","22,13","72,71","22,13","72,71","83,60","10,58","7,42"
"('Norte', 'Arcos de Valdevez')","2.025,00","6,00","48,00","43,96","28,10","65,80","28,10","65,80","11,40","13,53","7,47"
"('Norte', 'Armamar')","2.024,00","6,00","58,50","41,27","21,00","71,00","21,00","71,00","1,20","8,00","7,00"
"('Norte', 'Armamar')","2.024,00","7,00","40,00","41,27","30,19","48,42","30,19","48,42","4,80","13,48","7,45"
"('Norte', 'Armamar')","2.024,00","8,00","40,00","41,27","32,42","43,55","32,42","43,55","0,10","13,87","7,42"
"('Norte', 'Armamar')","2.024,00","9,00","57,50","41,27","24,13","52,87","24,13","52,87","60,20","10,33","8,70"
"('Norte', 'Armamar')","2.024,00","10,00","40,50","41,27","18,65","77,35","18,65","77,35","191,70","5,94","8,48"
"('Norte', 'Armamar')","2.024,00","11,00","44,00","41,27","16,07","74,10","16,07","74,10","87,80","7,53","7,40"
"('Norte', 'Armamar')","2.024,00","12,00","30,50","41,27","11,03","72,61","11,03","72,61","16,60","8,74","6,13"
"('Norte', 'Armamar')","2.025,00","1,00","24,50","41,27","10,87","78,77","10,87","78,77","245,90","5,26","8,35"
"('Norte', 'Armamar')","2.025,00","2,00","28,00","41,27","12,79","77,32","12,79","77,32","58,70","5,64","5,43"
"('Norte', 'Armamar')","2.025,00","3,00","24,50","41,27","12,77","76,52","12,77","76,52","161,20","5,19","8,55"
"('Norte', 'Armamar')","2.025,00","4,00","43,00","41,27","17,40","72,80","17,40","72,80","112,60","7,67","7,70"
"('Norte', 'Armamar')","2.025,00","5,00","57,50","41,27","21,48","63,16","21,48","63,16","61,50","10,55","7,16"
"('Norte', 'Armamar')","2.025,00","6,00","48,00","41,27","29,53","51,03","29,53","51,03","10,60","14,23","7,27"
"('Norte', 'Arouca')","2.024,00","6,00","57,00","48,15","25,00","67,00","25,00","67,00","0,90","11,00","16,00"
"('Norte', 'Arouca')","2.024,00","7,00","48,00","48,15","29,03","56,87","29,03","56,87","0,30","13,81","12,77"
"('Norte', 'Arouca')","2.024,00","8,00","48,00","48,15","29,39","57,87","29,39","57,87","0,50","13,74","11,52"
"('Norte', 'Arouca')","2.024,00","9,00","60,00","48,15","25,77","63,70","25,77","63,70","6,70","11,03","12,60"
"('Norte', 'Arouca')","2.024,00","10,00","56,50","48,15","22,39","74,35","22,39","74,35","111,70","9,29","14,61"
"('Norte', 'Arouca')","2.024,00","11,00","41,50","48,15","19,63","75,43","19,63","75,43","141,00","8,37","12,77"
"('Norte', 'Arouca')","2.024,00","12,00","46,50","48,15","16,32","68,16","16,32","68,16","20,80","8,77","13,87"
"('Norte', 'Arouca')","2.025,00","1,00","37,50","48,15","16,06","74,58","16,06","74,58","150,40","6,94","17,13"
"('Norte', 'Arouca')","2.025,00","2,00","44,00","48,15","16,14","75,89","16,14","75,89","84,00","7,96","11,39"
"('Norte', 'Arouca')","2.025,00","3,00","37,50","48,15","16,10","77,97","16,10","77,97","164,70","6,74","18,03"
"('Norte', 'Arouca')","2.025,00","4,00","41,50","48,15","18,87","75,40","18,87","75,40","98,70","9,63","16,07"
"('Norte', 'Arouca')","2.025,00","5,00","60,00","48,15","22,74","64,71","22,74","64,71","23,90","11,97","14,00"
"('Norte', 'Arouca')","2.025,00","6,00","48,00","48,15","27,53","57,73","27,53","57,73","6,70","13,33","13,20"
"('Norte', 'Baiao')","2.024,00","6,00","60,00","45,04","23,00","74,00","23,00","74,00","0,00","13,00","14,00"
"('Norte', 'Baiao')","2.024,00","7,00","48,00","45,04","29,77","58,52","29,77","58,52","6,50","13,74","12,16"
"('Norte', 'Baiao')","2.024,00","8,00","40,00","45,04","30,06","59,61","30,06","59,61","0,00","13,58","12,90"
"('Norte', 'Baiao')","2.024,00","9,00","60,00","45,04","25,60","65,23","25,60","65,23","14,90","10,93","11,33"
"('Norte', 'Baiao')","2.024,00","10,00","53,50","45,04","21,19","75,65","21,19","75,65","137,00","8,77","11,45"
"('Norte', 'Baiao')","2.024,00","11,00","44,00","45,04","18,37","76,23","18,37","76,23","78,80","8,20","10,00"
"('Norte', 'Baiao')","2.024,00","12,00","38,50","45,04","15,06","71,00","15,06","71,00","7,40","8,84","8,87"
"('Norte', 'Baiao')","2.025,00","1,00","32,50","45,04","14,45","78,58","14,45","78,58","195,40","6,32","12,23"
"('Norte', 'Baiao')","2.025,00","2,00","35,00","45,04","14,82","80,00","14,82","80,00","107,60","7,46","8,79"
"('Norte', 'Baiao')","2.025,00","3,00","32,50","45,04","14,32","82,00","14,32","82,00","237,50","6,77","13,35"
"('Norte', 'Baiao')","2.025,00","4,00","43,00","45,04","17,93","76,23","17,93","76,23","100,60","8,20","12,77"
"('Norte', 'Baiao')","2.025,00","5,00","58,50","45,04","22,61","65,77","22,61","65,77","39,80","12,06","11,35"
"('Norte', 'Baiao')","2.025,00","6,00","40,00","45,04","30,03","57,00","30,03","57,00","1,30","13,40","11,07"
"('Norte', 'Barcelos')","2.024,00","6,00","60,00","46,88","21,00","81,00","21,00","81,00","2,20","11,00","7,00"
"('Norte', 'Barcelos')","2.024,00","7,00","58,50","46,88","26,87","70,19","26,87","70,19","57,20","12,90","8,55"
"('Norte', 'Barcelos')","2.024,00","8,00","48,00","46,88","28,39","67,52","28,39","67,52","1,50","13,71","9,26"
"('Norte', 'Barcelos')","2.024,00","9,00","55,00","46,88","24,33","65,87","24,33","65,87","134,20","9,93","10,77"
"('Norte', 'Barcelos')","2.024,00","10,00","52,50","46,88","20,26","83,03","20,26","83,03","285,00","5,84","10,55"
"('Norte', 'Barcelos')","2.024,00","11,00","44,00","46,88","19,10","76,30","19,10","76,30","87,40","7,80","9,37"
"('Norte', 'Barcelos')","2.024,00","12,00","35,00","46,88","14,68","76,87","14,68","76,87","102,00","8,45","8,61"
"('Norte', 'Barcelos')","2.025,00","1,00","32,50","46,88","13,87","80,00","13,87","80,00","390,20","5,10","13,71"
"('Norte', 'Barcelos')","2.025,00","2,00","32,50","46,88","14,82","81,04","14,82","81,04","141,40","5,68","8,00"
"('Norte', 'Barcelos')","2.025,00","3,00","33,50","46,88","15,52","77,23","15,52","77,23","151,90","7,45","11,90"
"('Norte', 'Barcelos')","2.025,00","4,00","41,50","46,88","19,00","78,77","19,00","78,77","203,90","8,17","10,00"
"('Norte', 'Barcelos')","2.025,00","5,00","56,50","46,88","21,48","73,23","21,48","73,23","117,00","10,39","8,68"
"('Norte', 'Barcelos')","2.025,00","6,00","60,00","46,88","25,83","69,27","25,83","69,27","12,30","13,00","8,73"
"('Norte', 'Boticas')","2.024,00","6,00","60,00","41,58","24,00","73,00","24,00","73,00","2,40","9,00","6,00"
"('Norte', 'Boticas')","2.024,00","7,00","40,00","41,58","31,52","53,10","31,52","53,10","11,10","13,77","8,45"
"('Norte', 'Boticas')","2.024,00","8,00","32,00","41,58","34,03","48,65","34,03","48,65","1,90","13,81","8,26"
"('Norte', 'Boticas')","2.024,00","9,00","58,50","41,58","25,03","58,93","25,03","58,93","55,80","10,40","9,00"
"('Norte', 'Boticas')","2.024,00","10,00","40,50","41,58","19,52","80,19","19,52","80,19","121,00","5,32","8,90"
"('Norte', 'Boticas')","2.024,00","11,00","45,00","41,58","17,13","78,33","17,13","78,33","55,70","7,23","5,97"
"('Norte', 'Boticas')","2.024,00","12,00","30,50","41,58","11,87","79,61","11,87","79,61","14,20","8,16","5,58"
"('Norte', 'Boticas')","2.025,00","1,00","23,50","41,58","11,32","82,81","11,32","82,81","247,30","4,97","8,19"
"('Norte', 'Boticas')","2.025,00","2,00","36,00","41,58","13,46","82,43","13,46","82,43","47,20","5,36","5,50"
"('Norte', 'Boticas')","2.025,00","3,00","34,00","41,58","13,71","80,16","13,71","80,16","99,50","5,87","8,97"
"('Norte', 'Boticas')","2.025,00","4,00","43,00","41,58","18,17","77,07","18,17","77,07","94,20","7,97","7,40"
"('Norte', 'Boticas')","2.025,00","5,00","57,50","41,58","21,90","70,42","21,90","70,42","63,20","10,32","7,10"
"('Norte', 'Boticas')","2.025,00","6,00","40,00","41,58","30,53","57,57","30,53","57,57","17,60","14,57","7,57"
"('Norte', 'Braga')","2.024,00","6,00","60,00","43,50","22,00","78,00","22,00","78,00","3,20","9,00","6,00"
"('Norte', 'Braga')","2.024,00","7,00","46,50","43,50","28,74","62,65","28,74","62,65","56,80","12,81","7,23"
"('Norte', 'Braga')","2.024,00","8,00","40,00","43,50","30,58","57,90","30,58","57,90","2,90","13,81","7,52"
"('Norte', 'Braga')","2.024,00","9,00","55,00","43,50","24,87","61,40","24,87","61,40","131,80","9,93","8,87"
"('Norte', 'Braga')","2.024,00","10,00","40,50","43,50","19,87","82,74","19,87","82,74","347,80","5,45","8,65"
"('Norte', 'Braga')","2.024,00","11,00","44,00","43,50","18,63","76,60","18,63","76,60","82,60","7,73","7,70"
"('Norte', 'Braga')","2.024,00","12,00","36,00","43,50","14,19","77,61","14,19","77,61","73,40","8,32","6,29"
"('Norte', 'Braga')","2.025,00","1,00","31,50","43,50","13,13","81,68","13,13","81,68","395,30","4,84","10,39"
"('Norte', 'Braga')","2.025,00","2,00","32,50","43,50","14,39","81,50","14,39","81,50","133,90","5,50","6,07"
"('Norte', 'Braga')","2.025,00","3,00","33,50","43,50","15,35","78,00","15,35","78,00","149,20","7,35","10,23"
"('Norte', 'Braga')","2.025,00","4,00","41,50","43,50","18,73","78,60","18,73","78,60","188,10","7,80","8,03"
"('Norte', 'Braga')","2.025,00","5,00","56,50","43,50","22,35","71,06","22,35","71,06","106,20","10,77","6,84"
"('Norte', 'Braga')","2.025,00","6,00","48,00","43,50","28,87","62,70","28,87","62,70","10,50","13,63","7,00"
"('Norte', 'Braganca')","2.024,00","6,00","60,00","40,04","23,00","68,00","23,00","68,00","0,60","9,00","7,00"
"('Norte', 'Braganca')","2.024,00","7,00","40,00","40,04","30,42","49,13","30,42","49,13","14,80","14,06","9,32"
"('Norte', 'Braganca')","2.024,00","8,00","40,00","40,04","32,61","41,68","32,61","41,68","0,70","13,74","8,68"
"('Norte', 'Braganca')","2.024,00","9,00","58,50","40,04","23,83","55,63","23,83","55,63","33,70","10,40","10,23"
"('Norte', 'Braganca')","2.024,00","10,00","40,50","40,04","18,06","79,55","18,06","79,55","142,10","6,26","11,39"
"('Norte', 'Braganca')","2.024,00","11,00","36,00","40,04","15,67","77,20","15,67","77,20","76,00","7,20","9,37"
"('Norte', 'Braganca')","2.024,00","12,00","30,50","40,04","10,90","76,29","10,90","76,29","14,80","8,23","6,13"
"('Norte', 'Braganca')","2.025,00","1,00","12,50","40,04","9,97","80,97","9,97","80,97","172,20","5,48","10,52"
"('Norte', 'Braganca')","2.025,00","2,00","28,00","40,04","12,04","79,89","12,04","79,89","47,30","6,68","6,89"
"('Norte', 'Braganca')","2.025,00","3,00","26,00","40,04","12,32","80,16","12,32","80,16","92,60","5,19","10,97"
"('Norte', 'Braganca')","2.025,00","4,00","43,00","40,04","16,87","75,63","16,87","75,63","98,40","7,87","9,50"
"('Norte', 'Braganca')","2.025,00","5,00","57,50","40,04","20,35","68,74","20,35","68,74","71,50","10,29","8,39"
"('Norte', 'Braganca')","2.025,00","6,00","48,00","40,04","28,97","53,73","28,97","53,73","29,80","14,03","9,30"
"('Norte', 'Cabeceiras de Basto')","2.024,00","6,00","58,50","42,15","21,00","79,00","21,00","79,00","3,00","7,00","6,00"
"('Norte', 'Cabeceiras de Basto')","2.024,00","7,00","46,50","42,15","28,71","59,94","28,71","59,94","39,30","12,81","7,06"
"('Norte', 'Cabeceiras de Basto')","2.024,00","8,00","40,00","42,15","30,81","54,06","30,81","54,06","0,40","13,84","7,42"
"('Norte', 'Cabeceiras de Basto')","2.024,00","9,00","55,00","42,15","24,03","60,53","24,03","60,53","120,00","9,80","8,73"
"('Norte', 'Cabeceiras de Basto')","2.024,00","10,00","40,50","42,15","18,55","83,77","18,55","83,77","352,90","5,65","8,77"
"('Norte', 'Cabeceiras de Basto')","2.024,00","11,00","43,00","42,15","17,10","78,77","17,10","78,77","100,70","7,50","8,10"
"('Norte', 'Cabeceiras de Basto')","2.024,00","12,00","29,00","42,15","12,84","78,13","12,84","78,13","42,90","8,55","6,81"
"('Norte', 'Cabeceiras de Basto')","2.025,00","1,00","24,50","42,15","11,84","82,74","11,84","82,74","402,10","5,19","10,03"
"('Norte', 'Cabeceiras de Basto')","2.025,00","2,00","34,00","42,15","13,25","81,89","13,25","81,89","110,90","5,89","6,04"
"('Norte', 'Cabeceiras de Basto')","2.025,00","3,00","32,50","42,15","13,71","79,16","13,71","79,16","189,50","6,74","9,77"
"('Norte', 'Cabeceiras de Basto')","2.025,00","4,00","41,50","42,15","17,47","79,03","17,47","79,03","175,60","7,10","8,23"
"('Norte', 'Cabeceiras de Basto')","2.025,00","5,00","55,00","42,15","21,19","71,26","21,19","71,26","153,30","10,55","6,87"
"('Norte', 'Cabeceiras de Basto')","2.025,00","6,00","48,00","42,15","28,80","60,67","28,80","60,67","8,20","13,87","6,90"
"('Norte', 'Caminha')","2.024,00","6,00","60,00","45,54","20,00","82,00","20,00","82,00","1,40","12,00","9,00"
"('Norte', 'Caminha')","2.024,00","7,00","58,50","45,54","22,94","76,94","22,94","76,94","56,70","12,55","14,23"
"('Norte', 'Caminha')","2.024,00","8,00","57,00","45,54","23,58","75,42","23,58","75,42","3,30","13,42","16,71"
"('Norte', 'Caminha')","2.024,00","9,00","55,00","45,54","21,33","72,13","21,33","72,13","137,00","10,23","14,90"
"('Norte', 'Caminha')","2.024,00","10,00","40,50","45,54","19,19","84,29","19,19","84,29","239,30","5,71","14,26"
"('Norte', 'Caminha')","2.024,00","11,00","43,00","45,54","18,33","77,60","18,33","77,60","115,20","7,33","12,97"
"('Norte', 'Caminha')","2.024,00","12,00","37,00","45,54","14,52","76,26","14,52","76,26","56,10","8,61","12,84"
"('Norte', 'Caminha')","2.025,00","1,00","29,50","45,54","13,84","79,23","13,84","79,23","368,00","5,45","20,26"
"('Norte', 'Caminha')","2.025,00","2,00","34,00","45,54","14,07","80,36","14,07","80,36","102,50","5,50","12,93"
"('Norte', 'Caminha')","2.025,00","3,00","30,50","45,54","14,97","76,90","14,97","76,90","155,80","7,39","16,58"
"('Norte', 'Caminha')","2.025,00","4,00","41,50","45,54","17,43","79,27","17,43","79,27","222,10","8,53","14,60"
"('Norte', 'Caminha')","2.025,00","5,00","45,50","45,54","19,48","75,58","19,48","75,58","78,50","10,61","13,65"
"('Norte', 'Caminha')","2.025,00","6,00","60,00","45,54","22,73","75,90","22,73","75,90","14,60","13,00","12,90"
"('Norte', 'Carrazeda de Ansiaes')","2.024,00","6,00","58,50","41,27","21,00","71,00","21,00","71,00","1,20","8,00","7,00"
"('Norte', 'Carrazeda de Ansiaes')","2.024,00","7,00","40,00","41,27","30,19","48,42","30,19","48,42","4,80","13,45","7,45"
"('Norte', 'Carrazeda de Ansiaes')","2.024,00","8,00","40,00","41,27","32,42","43,55","32,42","43,55","0,10","13,87","7,42"
"('Norte', 'Carrazeda de Ansiaes')","2.024,00","9,00","57,50","41,27","24,13","52,87","24,13","52,87","60,20","10,37","8,70"
"('Norte', 'Carrazeda de Ansiaes')","2.024,00","10,00","40,50","41,27","18,65","77,35","18,65","77,35","191,70","5,97","8,48"
"('Norte', 'Carrazeda de Ansiaes')","2.024,00","11,00","44,00","41,27","16,07","74,10","16,07","74,10","87,80","7,53","7,40"
"('Norte', 'Carrazeda de Ansiaes')","2.024,00","12,00","30,50","41,27","11,03","72,61","11,03","72,61","16,60","8,42","6,13"
"('Norte', 'Carrazeda de Ansiaes')","2.025,00","1,00","24,50","41,27","10,87","78,77","10,87","78,77","245,90","5,26","8,35"
"('Norte', 'Carrazeda de Ansiaes')","2.025,00","2,00","28,00","41,27","12,79","77,32","12,79","77,32","58,70","5,64","5,43"
"('Norte', 'Carrazeda de Ansiaes')","2.025,00","3,00","24,50","41,27","12,77","76,52","12,77","76,52","161,20","5,19","8,55"
"('Norte', 'Carrazeda de Ansiaes')","2.025,00","4,00","43,00","41,27","17,40","72,80","17,40","72,80","112,60","7,63","7,70"
"('Norte', 'Carrazeda de Ansiaes')","2.025,00","5,00","57,50","41,27","21,48","63,16","21,48","63,16","61,50","10,58","7,16"
"('Norte', 'Carrazeda de Ansiaes')","2.025,00","6,00","48,00","41,27","29,53","51,03","29,53","51,03","10,60","14,40","7,27"
"('Norte', 'Castelo de Paiva')","2.024,00","6,00","58,50","42,42","21,00","79,00","21,00","79,00","0,70","7,00","5,00"
"('Norte', 'Castelo de Paiva')","2.024,00","7,00","48,00","42,42","29,90","59,29","29,90","59,29","29,70","12,94","6,84"
"('Norte', 'Castelo de Paiva')","2.024,00","8,00","40,00","42,42","31,16","55,90","31,16","55,90","0,50","13,71","6,84"
"('Norte', 'Castelo de Paiva')","2.024,00","9,00","57,50","42,42","24,77","60,37","24,77","60,37","62,20","10,13","8,67"
"('Norte', 'Castelo de Paiva')","2.024,00","10,00","40,50","42,42","18,94","82,65","18,94","82,65","313,20","5,65","8,52"
"('Norte', 'Castelo de Paiva')","2.024,00","11,00","41,50","42,42","17,00","77,93","17,00","77,93","135,10","7,33","7,93"
"('Norte', 'Castelo de Paiva')","2.024,00","12,00","29,00","42,42","12,48","77,19","12,48","77,19","35,00","8,74","6,55"
"('Norte', 'Castelo de Paiva')","2.025,00","1,00","24,50","42,42","12,13","81,68","12,13","81,68","337,10","5,48","9,97"
"('Norte', 'Castelo de Paiva')","2.025,00","2,00","35,00","42,42","13,89","81,68","13,89","81,68","78,60","5,96","5,96"
"('Norte', 'Castelo de Paiva')","2.025,00","3,00","32,50","42,42","14,39","79,68","14,39","79,68","226,30","6,71","9,19"
