Regiao,municipio,ano_mes,estacao,dias_no_mes,dias_bons,dias_aceitaveis,dias_marginais,extremos,percentual_extremos,media_score,score_max,score_min,score_std,media_maxtemp,maxtemp_max,media_mintemp,mintemp_min,media_totalSnow_cm,media_sunHour,media_uvIndex,media_FeelsLikeC,media_HeatIndexC,media_WindChillC,media_humidity,media_precipMM,media_tempC,calor_extremo,frio_extremo,chuva_extrema,neve,uv_extremo,class_mais_comum,classificacao_mes
Alentejo,Alvito,2024-09,Outono,"30,00","22,00","4,00","4,00","1,00","3,33","78,82","100,00","24,00","23,32","26,13","36,00","13,53","9,00","0,00","9,90","4,67","18,73","19,00","18,83","66,20","1,02","26,13","1,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Alvito,2024-10,Outono,"31,00","24,00","0,00","7,00","1,00","3,23","76,51","100,00","28,00","22,89","21,94","26,00","13,77","8,00","0,00","6,84","3,97","17,10","17,52","17,10","80,52","5,61","21,94","0,00","0,00","1,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Alvito,2024-11,Outono,"30,00","16,00","1,00","13,00","0,00","0,00","63,14","96,40","9,00","32,29","19,87","24,00","11,83","7,00","0,00","7,67","3,73","14,77","15,20","14,77","76,07","1,83","19,87","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Alvito,2024-12,Inverno,"31,00","1,00","0,00","30,00","0,00","0,00","29,18","96,40","18,00","13,12","15,87","21,00","6,65","3,00","0,00","8,81","3,06","9,29","10,23","9,29","73,35","0,63","15,87","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Alvito,2025-01,Inverno,"31,00","0,00","0,00","31,00","2,00","6,45","17,86","28,00","0,00","9,90","14,97","18,00","7,32","1,00","0,00","5,81","2,77","9,32","10,55","9,32","79,84","8,69","14,97","0,00","0,00","2,00","0,00","0,00",Marginal,Marginal
Alentejo,Alvito,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","20,91","36,00","9,00","7,62","15,82","19,00","7,29","3,00","0,00","5,96","2,89","10,32","10,89","10,32","81,00","2,69","15,82","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Alvito,2025-03,Primavera,"31,00","4,00","0,00","27,00","0,00","0,00","26,43","88,00","0,00","26,55","16,00","25,00","7,74","5,00","0,00","6,13","2,97","10,26","11,42","10,26","81,55","6,65","16,00","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Alvito,2025-04,Primavera,"30,00","13,00","0,00","17,00","0,00","0,00","50,49","96,40","9,00","36,94","19,63","28,00","9,83","5,00","0,00","7,47","3,53","13,60","14,37","13,60","79,57","5,91","19,63","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Alvito,2025-05,Primavera,"31,00","16,00","2,00","13,00","0,00","0,00","63,55","92,80","13,80","31,13","22,81","33,00","10,74","8,00","0,00","11,06","4,06","16,19","16,52","16,19","74,58","2,07","22,81","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Alvito,2025-06,Verão,"30,00","16,00","3,00","11,00","2,00","6,67","69,20","96,40","34,00","27,83","29,10","41,00","13,50","10,00","0,00","13,80","4,87","20,40","20,83","20,40","67,23","0,19","29,10","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Arraiolos,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"24,00","24,00","14,00","14,00","0,00","10,00","4,00","19,00","20,00","19,00","63,00","1,90","24,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Arraiolos,2024-07,Verão,"31,00","3,00","6,00","22,00","11,00","35,48","44,43","96,40","20,40","19,01","33,77","41,00","16,00","11,00","0,00","13,55","6,13","24,06","24,10","24,06","52,84","0,08","33,77","11,00","0,00","0,00","0,00","1,00",Marginal,Marginal
Alentejo,Arraiolos,2024-08,Verão,"31,00","0,00","4,00","27,00","10,00","32,26","38,44","58,00","24,00","7,77","34,48","40,00","16,06","14,00","0,00","13,84","5,94","24,39","24,39","24,23","53,55","0,00","34,48","10,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arraiolos,2024-09,Outono,"30,00","13,00","9,00","8,00","2,00","6,67","65,61","100,00","20,40","25,54","28,80","36,00","14,70","10,00","0,00","10,53","5,23","20,60","20,80","20,70","56,67","0,56","28,80","2,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Arraiolos,2024-10,Outono,"31,00","26,00","2,00","3,00","0,00","0,00","82,90","100,00","28,00","20,75","22,77","28,00","14,16","9,00","0,00","7,13","4,16","17,74","18,42","17,74","74,06","3,76","22,77","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Arraiolos,2024-11,Outono,"30,00","20,00","1,00","9,00","0,00","0,00","70,33","96,40","9,00","32,89","20,20","24,00","11,77","6,00","0,00","8,03","4,10","14,90","15,53","14,90","74,17","2,00","20,20","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Arraiolos,2024-12,Inverno,"31,00","3,00","0,00","28,00","0,00","0,00","32,50","92,80","9,00","20,18","15,97","22,00","6,68","3,00","0,00","8,52","3,10","9,16","10,39","9,16","71,13","0,22","15,97","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arraiolos,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","20,12","31,80","0,00","8,57","15,19","19,00","7,42","2,00","0,00","5,68","2,84","9,39","10,77","9,39","79,55","5,72","15,19","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arraiolos,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","19,33","36,00","9,00","8,00","15,89","19,00","7,32","4,00","0,00","6,61","2,86","10,04","11,07","10,04","82,14","1,61","15,89","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arraiolos,2025-03,Primavera,"31,00","4,00","0,00","27,00","0,00","0,00","21,43","88,00","0,00","27,44","15,42","22,00","7,32","4,00","0,00","5,13","2,84","9,45","11,00","9,45","85,87","8,28","15,42","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arraiolos,2025-04,Primavera,"30,00","14,00","0,00","16,00","0,00","0,00","52,40","96,40","4,80","37,63","19,40","26,00","9,60","5,00","0,00","7,50","3,50","13,37","14,30","13,37","80,20","4,21","19,40","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Arraiolos,2025-05,Primavera,"31,00","16,00","4,00","11,00","3,00","9,68","64,98","96,40","13,80","27,08","24,42","37,00","11,00","7,00","0,00","11,16","4,29","17,00","17,26","17,00","67,68","1,42","24,42","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Arraiolos,2025-06,Verão,"30,00","6,00","7,00","17,00","10,00","33,33","49,93","96,40","16,80","25,25","33,40","44,00","15,27","10,00","0,00","13,20","5,73","23,33","23,40","23,33","53,37","0,07","33,40","10,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Arronches,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","92,80","92,80","92,80",nan,"24,00","24,00","11,00","11,00","0,00","12,00","4,00","18,00","19,00","18,00","63,00","0,70","24,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Arronches,2024-07,Verão,"31,00","4,00","7,00","20,00","10,00","32,26","45,87","96,40","12,00","22,61","33,26","40,00","18,16","12,00","0,00","13,52","6,45","25,26","25,26","25,29","43,23","0,06","33,26","10,00","0,00","0,00","0,00","3,00",Marginal,Marginal
Alentejo,Arronches,2024-08,Verão,"31,00","0,00","5,00","26,00","11,00","35,48","37,86","58,00","16,80","11,34","34,26","38,00","19,26","16,00","0,00","13,90","6,58","25,94","25,90","26,23","40,87","0,01","34,26","11,00","0,00","0,00","0,00","1,00",Marginal,Marginal
Alentejo,Arronches,2024-09,Outono,"30,00","16,00","10,00","4,00","0,00","0,00","74,77","100,00","30,00","24,08","26,80","33,00","15,17","10,00","0,00","10,67","5,17","20,43","20,47","20,53","49,97","0,57","26,80","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Arronches,2024-10,Outono,"31,00","16,00","0,00","15,00","0,00","0,00","61,52","100,00","8,40","35,58","20,06","27,00","13,32","8,00","0,00","6,87","3,94","15,97","16,48","15,97","75,13","4,67","20,06","0,00","0,00","0,00","0,00","0,00",Marginal,Bom
Alentejo,Arronches,2024-11,Outono,"30,00","4,00","3,00","23,00","0,00","0,00","38,45","96,40","9,00","25,09","17,13","21,00","10,93","6,00","0,00","7,77","3,50","13,00","13,40","13,00","77,73","1,93","17,13","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arronches,2024-12,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","27,00","45,40","9,00","6,43","12,90","19,00","5,94","2,00","0,00","9,13","3,03","7,74","8,81","7,74","73,90","0,37","12,90","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arronches,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","17,59","28,00","0,00","10,24","11,97","16,00","5,90","1,00","0,00","5,81","2,68","7,29","8,65","7,29","81,13","5,55","11,97","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arronches,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","18,64","28,00","9,00","7,54","13,07","16,00","6,68","5,00","0,00","6,86","2,50","8,86","9,64","8,86","82,89","1,44","13,07","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arronches,2025-03,Primavera,"31,00","1,00","0,00","30,00","0,00","0,00","17,84","88,00","9,00","15,87","12,77","20,00","6,35","2,00","0,00","4,87","2,58","7,71","9,39","7,71","85,97","5,17","12,77","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arronches,2025-04,Primavera,"30,00","10,00","1,00","19,00","0,00","0,00","43,89","96,40","4,80","37,04","17,30","24,00","9,17","3,00","0,00","8,03","3,37","12,13","13,07","12,13","80,17","3,66","17,30","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Arronches,2025-05,Primavera,"31,00","11,00","2,00","18,00","0,00","0,00","54,69","100,00","4,80","32,05","22,58","35,00","12,13","6,00","0,00","11,29","4,32","16,84","17,16","16,94","64,90","1,77","22,58","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Arronches,2025-06,Verão,"30,00","7,00","7,00","16,00","9,00","30,00","51,56","100,00","12,00","27,51","32,20","41,00","17,70","9,00","0,00","13,30","5,97","24,40","24,37","24,50","45,90","0,49","32,20","9,00","0,00","0,00","0,00","2,00",Marginal,Aceitável
Alentejo,Avis,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","88,00","88,00","88,00",nan,"21,00","21,00","9,00","9,00","0,00","11,00","4,00","14,00","14,00","14,00","40,00","0,00","21,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Avis,2024-07,Verão,"31,00","30,00","0,00","1,00","0,00","0,00","77,17","88,00","18,00","11,33","22,48","25,00","6,87","3,00","0,00","11,00","4,16","13,39","13,81","13,39","18,81","0,00","22,48","0,00","0,00","0,00","0,00","0,00",Muito Bom,Muito Bom
Alentejo,Avis,2024-08,Verão,"31,00","31,00","0,00","0,00","0,00","0,00","81,25","82,80","78,00","2,28","25,84","27,00","10,03","4,00","0,00","11,00","4,94","17,55","17,42","17,55","14,61","0,00","25,84","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Avis,2024-09,Outono,"30,00","21,00","1,00","8,00","0,00","0,00","74,03","100,00","40,80","19,97","27,73","31,00","12,60","8,00","0,00","11,43","5,37","19,63","19,47","19,70","19,13","0,04","27,73","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Avis,2024-10,Outono,"31,00","7,00","1,00","23,00","0,00","0,00","49,56","90,00","26,40","19,94","30,06","34,00","14,58","7,00","0,00","12,03","5,87","21,61","21,52","22,23","17,10","0,06","30,06","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Avis,2024-11,Outono,"30,00","4,00","4,00","22,00","0,00","0,00","44,68","100,00","26,40","22,01","31,40","34,00","17,80","13,00","0,00","11,67","5,90","23,83","23,83","24,37","21,83","0,26","31,40","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Avis,2024-12,Inverno,"31,00","4,00","4,00","23,00","1,00","3,23","44,43","100,00","16,80","23,74","31,87","36,00","19,29","16,00","0,00","11,94","6,00","24,71","24,71","25,26","26,84","1,32","31,87","1,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Avis,2025-01,Inverno,"31,00","7,00","7,00","17,00","0,00","0,00","55,88","100,00","26,40","25,65","30,29","33,00","18,71","14,00","0,00","11,39","5,77","23,74","23,84","24,03","34,03","2,48","30,29","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Avis,2025-02,Inverno,"28,00","14,00","11,00","3,00","0,00","0,00","75,26","100,00","26,40","25,59","28,89","34,00","17,61","13,00","0,00","9,68","5,29","22,61","22,75","22,61","52,25","1,53","28,89","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Avis,2025-03,Primavera,"31,00","26,00","5,00","0,00","0,00","0,00","90,69","100,00","58,00","15,73","26,29","30,00","16,35","15,00","0,00","9,00","4,84","20,74","21,00","20,71","56,97","4,03","26,29","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Avis,2025-04,Primavera,"30,00","29,00","0,00","1,00","0,00","0,00","90,48","100,00","35,40","12,49","24,27","26,00","13,33","10,00","0,00","8,83","4,50","18,13","18,37","18,13","51,33","2,33","24,27","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Avis,2025-05,Primavera,"31,00","29,00","0,00","2,00","0,00","0,00","86,54","92,80","28,00","13,87","21,61","24,00","9,32","3,00","0,00","10,84","4,45","14,68","15,23","14,68","37,81","0,05","21,61","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Avis,2025-06,Verão,"30,00","19,00","0,00","11,00","3,00","10,00","63,65","92,80","18,00","29,13","19,27","22,00","5,67","-1,00","0,00","11,00","3,83","10,83","11,77","10,83","33,40","0,00","19,27","0,00","3,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Azambuja,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","100,00","100,00","100,00",nan,"25,00","25,00","16,00","16,00","0,00","9,00","4,00","20,00","21,00","20,00","67,00","2,80","25,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Azambuja,2024-07,Verão,"31,00","13,00","9,00","9,00","3,00","9,68","68,53","100,00","30,40","27,12","29,84","38,00","16,74","14,00","0,00","13,84","5,77","22,32","22,58","22,10","64,23","0,34","29,84","3,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Azambuja,2024-08,Verão,"31,00","10,00","13,00","8,00","2,00","6,45","66,17","100,00","34,00","25,06","29,84","37,00","17,29","14,00","0,00","13,55","5,90","22,16","22,39","22,06","66,71","0,00","29,84","2,00","0,00","0,00","0,00","0,00",Aceitável,Bom
Alentejo,Azambuja,2024-09,Outono,"30,00","24,00","2,00","4,00","0,00","0,00","85,53","100,00","30,00","22,93","26,47","35,00","15,80","12,00","0,00","10,97","4,87","20,10","20,40","20,17","62,83","0,73","26,47","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Azambuja,2024-10,Outono,"31,00","28,00","1,00","2,00","1,00","3,23","90,22","100,00","32,80","18,03","22,65","27,00","15,55","10,00","0,00","8,03","4,32","18,45","19,03","18,45","74,84","3,71","22,65","0,00","0,00","1,00","0,00","0,00",Excelente,Excelente
Alentejo,Azambuja,2024-11,Outono,"30,00","19,00","2,00","9,00","0,00","0,00","70,31","100,00","13,80","30,44","19,87","24,00","12,43","6,00","0,00","7,97","4,00","15,27","15,67","15,27","76,43","2,52","19,87","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Azambuja,2024-12,Inverno,"31,00","1,00","0,00","30,00","0,00","0,00","29,92","96,40","9,00","14,08","15,68","20,00","7,71","3,00","0,00","8,55","3,19","9,81","11,00","9,81","72,94","0,29","15,68","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Azambuja,2025-01,Inverno,"31,00","0,00","0,00","31,00","0,00","0,00","20,98","32,80","4,80","8,46","15,26","18,00","8,71","2,00","0,00","5,97","3,03","10,61","11,74","10,61","78,65","5,68","15,26","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Azambuja,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","20,80","32,80","9,00","6,66","15,89","18,00","8,71","5,00","0,00","6,71","3,11","11,11","11,89","11,11","80,21","1,95","15,89","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Azambuja,2025-03,Primavera,"31,00","4,00","0,00","27,00","1,00","3,23","26,95","92,80","0,80","26,05","15,81","22,00","9,19","7,00","0,00","5,81","3,19","10,61","11,97","10,61","80,65","6,71","15,81","0,00","0,00","1,00","0,00","0,00",Marginal,Marginal
Alentejo,Azambuja,2025-04,Primavera,"30,00","10,00","3,00","17,00","0,00","0,00","51,58","96,40","9,00","31,60","18,97","25,00","11,30","8,00","0,00","8,37","3,57","14,17","15,03","14,17","77,97","3,72","18,97","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Azambuja,2025-05,Primavera,"31,00","18,00","5,00","8,00","0,00","0,00","72,43","96,40","26,40","26,33","22,84","33,00","12,65","9,00","0,00","11,58","4,23","16,81","17,23","16,81","70,16","1,08","22,84","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Azambuja,2025-06,Verão,"30,00","18,00","2,00","10,00","3,00","10,00","74,56","100,00","30,40","28,50","28,87","41,00","16,07","14,00","0,00","13,70","5,33","21,47","21,77","21,40","63,23","0,14","28,87","3,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Barrancos,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"27,00","27,00","13,00","13,00","0,00","13,00","4,00","20,00","20,00","20,00","58,00","0,00","27,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
Alentejo,Barrancos,2024-07,Verão,"31,00","1,00","3,00","27,00","16,00","51,61","35,88","96,40","16,80","14,81","35,65","42,00","17,42","11,00","0,00","13,71","6,71","26,52","26,45","26,48","39,35","0,03","35,65","16,00","0,00","0,00","0,00","4,00",Marginal,Marginal
Alentejo,Barrancos,2024-08,Verão,"31,00","0,00","0,00","31,00","21,00","67,74","35,03","40,00","20,40","4,17","36,55","40,00","18,58","14,00","0,00","13,74","6,74","27,32","27,32","27,42","39,84","0,00","36,55","21,00","0,00","0,00","0,00","1,00",Marginal,Marginal
Alentejo,Barrancos,2024-09,Outono,"30,00","13,00","5,00","12,00","1,00","3,33","65,21","100,00","34,00","26,19","29,70","37,00","14,77","9,00","0,00","10,77","5,53","21,37","21,50","21,50","52,27","0,25","29,70","1,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Barrancos,2024-10,Outono,"31,00","23,00","3,00","5,00","0,00","0,00","77,11","100,00","13,80","26,75","22,74","30,00","13,52","7,00","0,00","7,81","4,23","17,42","17,74","17,42","72,35","4,29","22,74","0,00","0,00","0,00","0,00","0,00",Excelente,Muito Bom
Alentejo,Barrancos,2024-11,Outono,"30,00","19,00","1,00","10,00","0,00","0,00","68,12","96,40","4,80","34,28","19,63","24,00","11,13","6,00","0,00","8,30","3,90","14,30","14,73","14,30","73,80","2,00","19,63","0,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Barrancos,2024-12,Inverno,"31,00","2,00","0,00","29,00","0,00","0,00","31,55","96,40","9,00","18,16","16,03","22,00","5,77","1,00","0,00","9,06","3,06","8,87","9,74","8,87","69,81","0,11","16,03","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Barrancos,2025-01,Inverno,"31,00","0,00","0,00","31,00","3,00","9,68","19,12","28,00","0,00","8,77","14,58","18,00","5,97","0,00","0,00","6,35","2,77","8,52","9,74","8,52","79,06","5,08","14,58","0,00","1,00","2,00","0,00","0,00",Marginal,Marginal
Alentejo,Barrancos,2025-02,Inverno,"28,00","0,00","0,00","28,00","0,00","0,00","21,02","46,00","9,00","9,11","15,68","19,00","6,39","3,00","0,00","7,21","2,86","9,82","10,43","9,82","80,14","1,53","15,68","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Barrancos,2025-03,Primavera,"31,00","3,00","0,00","28,00","0,00","0,00","23,01","88,00","9,00","23,05","15,39","23,00","6,97","2,00","0,00","5,61","2,77","9,61","10,87","9,61","85,10","7,73","15,39","0,00","0,00","0,00","0,00","0,00",Marginal,Marginal
Alentejo,Barrancos,2025-04,Primavera,"30,00","13,00","0,00","17,00","0,00","0,00","50,41","96,40","0,00","38,08","19,63","27,00","9,47","3,00","0,00","8,17","3,53","13,83","14,43","13,83","77,43","3,95","19,63","0,00","0,00","0,00","0,00","0,00",Marginal,Aceitável
Alentejo,Barrancos,2025-05,Primavera,"31,00","17,00","4,00","10,00","4,00","12,90","66,27","96,40","13,80","27,31","25,06","37,00","11,81","7,00","0,00","11,68","4,68","18,29","18,42","18,32","60,81","0,70","25,06","4,00","0,00","0,00","0,00","0,00",Excelente,Bom
Alentejo,Barrancos,2025-06,Verão,"30,00","2,00","7,00","21,00","15,00","50,00","40,23","92,80","12,00","18,38","34,63","43,00","16,63","10,00","0,00","13,17","6,33","25,30","25,23","25,53","43,10","0,27","34,63","15,00","0,00","0,00","0,00","4,00",Marginal,Marginal
Alentejo,Beja,2024-06,Verão,"1,00","1,00","0,00","0,00","0,00","0,00","96,40","96,40","96,40",nan,"28,00","28,00","15,00","15,00","0,00","11,00","5,00","20,00","21,00","20,00","62,00","0,00","28,00","0,00","0,00","0,00","0,00","0,00",Excelente,Excelente
