01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2016,Portugal,,05. Secundário,,,,,1067.8
2016,Portugal,,06. Curso técnico superior profissional,,,,x,
2016,Portugal,,07. Bacharelato,,,,,1805.6
2016,Portugal,,08. Licenciatura,,,,,1812.9
2016,Portugal,,09. Mestrado,,,,,1763.1
2016,Portugal,,10. Doutoramento,,,,,2567.9
2016,Portugal,,Total,,,,,1105.6
2017,Portugal,,01. Inferior ao 1.º ciclo,,,,,736.0
2017,Portugal,,02. Básico - 1º Ciclo,,,,,815.0
2017,Portugal,,03. Básico - 2º Ciclo,,,,,847.5
2017,Portugal,,04. Básico - 3º Ciclo,,,,,892.6
2017,Portugal,,05. Secundário,,,,,1077.6
2017,Portugal,,06. Curso técnico superior profissional,,,,,1031.6
2017,Portugal,,07. Bacharelato,,,,,1821.9
2017,Portugal,,08. Licenciatura,,,,,1820.7
2017,Portugal,,09. Mestrado,,,,,1779.7
2017,Portugal,,10. Doutoramento,,,,,2534.0
2017,Portugal,,Total,,,,,1130.8
2018,Portugal,,01. Inferior ao 1.º ciclo,,,,,771.8
2018,Portugal,,02. Básico - 1º Ciclo,,,,,845.3
2018,Portugal,,03. Básico - 2º Ciclo,,,,,882.7
2018,Portugal,,04. Básico - 3º Ciclo,,,,,920.3
2018,Portugal,,05. Secundário,,,,,1095.7
2018,Portugal,,06. Curso técnico superior profissional,,,,,1049.9
2018,Portugal,,07. Bacharelato,,,,,1841.8
2018,Portugal,,08. Licenciatura,,,,,1850.1
2018,Portugal,,09. Mestrado,,,,,1825.6
2018,Portugal,,10. Doutoramento,,,,,2605.4
2018,Portugal,,Total,,,,,1166.9
2019,Portugal,,01. Inferior ao 1.º ciclo,,,,,793.6
2019,Portugal,,02. Básico - 1º Ciclo,,,,,873.7
2019,Portugal,,03. Básico - 2º Ciclo,,,,,915.2
2019,Portugal,,04. Básico - 3º Ciclo,,,,,950.1
2019,Portugal,,05. Secundário,,,,,1115.6
2019,Portugal,,06. Curso técnico superior profissional,,,,,1072.0
2019,Portugal,,07. Bacharelato,,,,,1859.7
2019,Portugal,,08. Licenciatura,,,,,1877.0
2019,Portugal,,09. Mestrado,,,,,1905.6
2019,Portugal,,10. Doutoramento,,,,,2571.3
2019,Portugal,,Total,,,,,1206.3
2020,Portugal,,01. Inferior ao 1.º ciclo,,,,,820.4
2020,Portugal,,02. Básico - 1º Ciclo,,,,,894.4
2020,Portugal,,03. Básico - 2º Ciclo,,,,,944.5
2020,Portugal,,04. Básico - 3º Ciclo,,,,,980.0
2020,Portugal,,05. Secundário,,,,,1137.0
2020,Portugal,,06. Curso técnico superior profissional,,,,,1141.9
2020,Portugal,,07. Bacharelato,,,,,1900.9
2020,Portugal,,08. Licenciatura,,,,,1907.4
2020,Portugal,,09. Mestrado,,,,,1964.2
2020,Portugal,,10. Doutoramento,,,,,2692.5
2020,Portugal,,Total,,,,,1247.2
2021,Portugal,,01. Inferior ao 1.º ciclo,,,,,854.7
2021,Portugal,,02. Básico - 1º Ciclo,,,,,931.6
2021,Portugal,,03. Básico - 2º Ciclo,,,,,980.2
2021,Portugal,,04. Básico - 3º Ciclo,,,,,1012.1
2021,Portugal,,05. Secundário,,,,,1160.9
2021,Portugal,,06. Curso técnico superior profissional,,,,,1205.0
2021,Portugal,,07. Bacharelato,,,,,1956.5
2021,Portugal,,08. Licenciatura,,,,,1936.7
2021,Portugal,,09. Mestrado,,,,,2064.3
2021,Portugal,,10. Doutoramento,,,,,2790.9
2021,Portugal,,Total,,,,,1289.5
2022,Portugal,,01. Inferior ao 1.º ciclo,,,,,896.5
2022,Portugal,,02. Básico - 1º Ciclo,,,,,976.8
2022,Portugal,,03. Básico - 2º Ciclo,,,,,1032.3
2022,Portugal,,04. Básico - 3º Ciclo,,,,,1066.8
2022,Portugal,,05. Secundário,,,,,1214.4
2022,Portugal,,06. Curso técnico superior profissional,,,,,1291.5
2022,Portugal,,07. Bacharelato,,,,,2067.6
2022,Portugal,,08. Licenciatura,,,,,2031.9
2022,Portugal,,09. Mestrado,,,,,2199.4
2022,Portugal,,10. Doutoramento,,,,,2886.2
2022,Portugal,,Total,,,,,1362.4
2023,Portugal,,01. Inferior ao 1.º ciclo,,,,,970.2
2023,Portugal,,02. Básico - 1º Ciclo,,,,,1051.2
2023,Portugal,,03. Básico - 2º Ciclo,,,,,1114.1
2023,Portugal,,04. Básico - 3º Ciclo,,,,,1142.3
2023,Portugal,,05. Secundário,,,,,1295.1
2023,Portugal,,06. Curso técnico superior profissional,,,,,1413.2
2023,Portugal,,07. Bacharelato,,,,,2190.5
2023,Portugal,,08. Licenciatura,,,,,2152.3
2023,Portugal,,09. Mestrado,,,,,2379.8
2023,Portugal,,10. Doutoramento,,,,,3062.2
2023,Portugal,,Total,,,,,1460.8
2013,Abrantes,Município,01. Inferior ao 1.º ciclo,,,,,612.4
2013,Abrantes,Município,02. Básico - 1º Ciclo,,,,,750.0
2013,Abrantes,Município,03. Básico - 2º Ciclo,,,,,811.3
2013,Abrantes,Município,04. Básico - 3º Ciclo,,,,,832.4
2013,Abrantes,Município,05. Secundário,,,,,1011.4
2013,Abrantes,Município,06. Curso técnico superior profissional,,,,x,
2013,Abrantes,Município,07. Bacharelato,,,,,1830.2
2013,Abrantes,Município,08. Licenciatura,,,,,1626.6
2013,Abrantes,Município,09. Mestrado,,,,,1446.4
2013,Abrantes,Município,10. Doutoramento,,,,,1093.6
2013,Abrantes,Município,Total,,,,,1000.8
2013,Águeda,Município,01. Inferior ao 1.º ciclo,,,,,692.1
2013,Águeda,Município,02. Básico - 1º Ciclo,,,,,780.4
2013,Águeda,Município,03. Básico - 2º Ciclo,,,,,790.1
2013,Águeda,Município,04. Básico - 3º Ciclo,,,,,826.7
2013,Águeda,Município,05. Secundário,,,,,954.1
2013,Águeda,Município,06. Curso técnico superior profissional,,,,x,
2013,Águeda,Município,07. Bacharelato,,,,,1459.8
2013,Águeda,Município,08. Licenciatura,,,,,1460.8
2013,Águeda,Município,09. Mestrado,,,,,1394.0
2013,Águeda,Município,10. Doutoramento,,,,,2096.2
2013,Águeda,Município,Total,,,,,931.4
2013,Aguiar da Beira,Município,01. Inferior ao 1.º ciclo,,,,,696.8
2013,Aguiar da Beira,Município,02. Básico - 1º Ciclo,,,,,637.9
2013,Aguiar da Beira,Município,03. Básico - 2º Ciclo,,,,,621.4
2013,Aguiar da Beira,Município,04. Básico - 3º Ciclo,,,,,682.9
2013,Aguiar da Beira,Município,05. Secundário,,,,,783.6
2013,Aguiar da Beira,Município,06. Curso técnico superior profissional,,,,x,
2013,Aguiar da Beira,Município,07. Bacharelato,,,,,947.2
2013,Aguiar da Beira,Município,08. Licenciatura,,,,,1033.2
2013,Aguiar da Beira,Município,09. Mestrado,,,,,736.5
2013,Aguiar da Beira,Município,10. Doutoramento,,,,...,
2013,Aguiar da Beira,Município,Total,,,,,703.5
2013,Alandroal,Município,01. Inferior ao 1.º ciclo,,,,,710.9
2013,Alandroal,Município,02. Básico - 1º Ciclo,,,,,748.2
2013,Alandroal,Município,03. Básico - 2º Ciclo,,,,,832.6
2013,Alandroal,Município,04. Básico - 3º Ciclo,,,,,733.6
2013,Alandroal,Município,05. Secundário,,,,,1009.8
2013,Alandroal,Município,06. Curso técnico superior profissional,,,,x,
2013,Alandroal,Município,07. Bacharelato,,,,,1073.0
2013,Alandroal,Município,08. Licenciatura,,,,,1409.9
2013,Alandroal,Município,09. Mestrado,,,,...,
2013,Alandroal,Município,10. Doutoramento,,,,-,
2013,Alandroal,Município,Total,,,,,837.4
2013,Albergaria-a-Velha,Município,01. Inferior ao 1.º ciclo,,,,,667.3
2013,Albergaria-a-Velha,Município,02. Básico - 1º Ciclo,,,,,775.3
2013,Albergaria-a-Velha,Município,03. Básico - 2º Ciclo,,,,,829.5
2013,Albergaria-a-Velha,Município,04. Básico - 3º Ciclo,,,,,837.9
2013,Albergaria-a-Velha,Município,05. Secundário,,,,,978.0
2013,Albergaria-a-Velha,Município,06. Curso técnico superior profissional,,,,x,
2013,Albergaria-a-Velha,Município,07. Bacharelato,,,,,1563.0
2013,Albergaria-a-Velha,Município,08. Licenciatura,,,,,1556.1
2013,Albergaria-a-Velha,Município,09. Mestrado,,,,,1407.4
2013,Albergaria-a-Velha,Município,10. Doutoramento,,,,,1642.9
2013,Albergaria-a-Velha,Município,Total,,,,,949.4
2013,Albufeira,Município,01. Inferior ao 1.º ciclo,,,,,627.0
2013,Albufeira,Município,02. Básico - 1º Ciclo,,,,,759.7
2013,Albufeira,Município,03. Básico - 2º Ciclo,,,,,795.8
2013,Albufeira,Município,04. Básico - 3º Ciclo,,,,,801.5
2013,Albufeira,Município,05. Secundário,,,,,952.4
2013,Albufeira,Município,06. Curso técnico superior profissional,,,,x,
2013,Albufeira,Município,07. Bacharelato,,,,,1474.8
2013,Albufeira,Município,08. Licenciatura,,,,,1255.0
2013,Albufeira,Município,09. Mestrado,,,,,1486.8
2013,Albufeira,Município,10. Doutoramento,,,,...,
2013,Albufeira,Município,Total,,,,,878.1
2013,Alcácer do Sal,Município,01. Inferior ao 1.º ciclo,,,,,728.6
2013,Alcácer do Sal,Município,02. Básico - 1º Ciclo,,,,,757.1
2013,Alcácer do Sal,Município,03. Básico - 2º Ciclo,,,,,815.0
2013,Alcácer do Sal,Município,04. Básico - 3º Ciclo,,,,,799.7
2013,Alcácer do Sal,Município,05. Secundário,,,,,934.4
2013,Alcácer do Sal,Município,06. Curso técnico superior profissional,,,,x,
2013,Alcácer do Sal,Município,07. Bacharelato,,,,,1357.5
2013,Alcácer do Sal,Município,08. Licenciatura,,,,,1550.0
2013,Alcácer do Sal,Município,09. Mestrado,,,,,3465.4
2013,Alcácer do Sal,Município,10. Doutoramento,,,,-,
2013,Alcácer do Sal,Município,Total,,,,,900.5
2013,Alcanena,Município,01. Inferior ao 1.º ciclo,,,,,865.3
2013,Alcanena,Município,02. Básico - 1º Ciclo,,,,,777.8
2013,Alcanena,Município,03. Básico - 2º Ciclo,,,,,833.9
2013,Alcanena,Município,04. Básico - 3º Ciclo,,,,,873.2
2013,Alcanena,Município,05. Secundário,,,,,1011.5
2013,Alcanena,Município,06. Curso técnico superior profissional,,,,x,
2013,Alcanena,Município,07. Bacharelato,,,,,1497.2
2013,Alcanena,Município,08. Licenciatura,,,,,1637.3
2013,Alcanena,Município,09. Mestrado,,,,,1386.9
2013,Alcanena,Município,10. Doutoramento,,,,...,
2013,Alcanena,Município,Total,,,,,985.2
2013,Alcobaça,Município,01. Inferior ao 1.º ciclo,,,,,714.3
2013,Alcobaça,Município,02. Básico - 1º Ciclo,,,,,765.1
2013,Alcobaça,Município,03. Básico - 2º Ciclo,,,,,782.0
2013,Alcobaça,Município,04. Básico - 3º Ciclo,,,,,790.7
2013,Alcobaça,Município,05. Secundário,,,,,883.5
2013,Alcobaça,Município,06. Curso técnico superior profissional,,,,x,
2013,Alcobaça,Município,07. Bacharelato,,,,,1298.5
2013,Alcobaça,Município,08. Licenciatura,,,,,1381.4
2013,Alcobaça,Município,09. Mestrado,,,,,1100.6
2013,Alcobaça,Município,10. Doutoramento,,,,,1105.0
2013,Alcobaça,Município,Total,,,,,866.7
2013,Alcochete,Município,01. Inferior ao 1.º ciclo,,,,,660.0
2013,Alcochete,Município,02. Básico - 1º Ciclo,,,,,1462.3
2013,Alcochete,Município,03. Básico - 2º Ciclo,,,,,913.5
2013,Alcochete,Município,04. Básico - 3º Ciclo,,,,,1120.1
2013,Alcochete,Município,05. Secundário,,,,,1957.1
2013,Alcochete,Município,06. Curso técnico superior profissional,,,,x,
2013,Alcochete,Município,07. Bacharelato,,,,,2081.0
2013,Alcochete,Município,08. Licenciatura,,,,,2177.8
2013,Alcochete,Município,09. Mestrado,,,,,1594.0
2013,Alcochete,Município,10. Doutoramento,,,,...,
2013,Alcochete,Município,Total,,,,,1542.2
2013,Alcoutim,Município,01. Inferior ao 1.º ciclo,,,,...,
2013,Alcoutim,Município,02. Básico - 1º Ciclo,,,,,627.0
2013,Alcoutim,Município,03. Básico - 2º Ciclo,,,,,624.6
2013,Alcoutim,Município,04. Básico - 3º Ciclo,,,,,734.3
2013,Alcoutim,Município,05. Secundário,,,,,857.9
2013,Alcoutim,Município,06. Curso técnico superior profissional,,,,x,
2013,Alcoutim,Município,07. Bacharelato,,,,...,
2013,Alcoutim,Município,08. Licenciatura,,,,,1354.6
2013,Alcoutim,Município,09. Mestrado,,,,-,
2013,Alcoutim,Município,10. Doutoramento,,,,-,
2013,Alcoutim,Município,Total,,,,,768.1
2013,Alenquer,Município,01. Inferior ao 1.º ciclo,,,,,777.2
2013,Alenquer,Município,02. Básico - 1º Ciclo,,,,,840.6
2013,Alenquer,Município,03. Básico - 2º Ciclo,,,,,879.5
2013,Alenquer,Município,04. Básico - 3º Ciclo,,,,,920.3
2013,Alenquer,Município,05. Secundário,,,,,1070.9
2013,Alenquer,Município,06. Curso técnico superior profissional,,,,x,
2013,Alenquer,Município,07. Bacharelato,,,,,2134.7
2013,Alenquer,Município,08. Licenciatura,,,,,1994.3
2013,Alenquer,Município,09. Mestrado,,,,,1986.8
2013,Alenquer,Município,10. Doutoramento,,,,,1919.8
2013,Alenquer,Município,Total,,,,,1058.5
2013,Alfândega da Fé,Município,01. Inferior ao 1.º ciclo,,,,...,
2013,Alfândega da Fé,Município,02. Básico - 1º Ciclo,,,,,624.3
2013,Alfândega da Fé,Município,03. Básico - 2º Ciclo,,,,,679.6
2013,Alfândega da Fé,Município,04. Básico - 3º Ciclo,,,,,726.1
2013,Alfândega da Fé,Município,05. Secundário,,,,,716.5
2013,Alfândega da Fé,Município,06. Curso técnico superior profissional,,,,x,
2013,Alfândega da Fé,Município,07. Bacharelato,,,,,1322.8
2013,Alfândega da Fé,Município,08. Licenciatura,,,,,993.3
2013,Alfândega da Fé,Município,09. Mestrado,,,,,1396.0
2013,Alfândega da Fé,Município,10. Doutoramento,,,,-,
2013,Alfândega da Fé,Município,Total,,,,,751.1
2013,Alijó,Município,01. Inferior ao 1.º ciclo,,,,,842.2
2013,Alijó,Município,02. Básico - 1º Ciclo,,,,,787.7
2013,Alijó,Município,03. Básico - 2º Ciclo,,,,,765.3
2013,Alijó,Município,04. Básico - 3º Ciclo,,,,,737.4
2013,Alijó,Município,05. Secundário,,,,,886.9
2013,Alijó,Município,06. Curso técnico superior profissional,,,,x,
2013,Alijó,Município,07. Bacharelato,,,,,1549.2
2013,Alijó,Município,08. Licenciatura,,,,,1484.4
2013,Alijó,Município,09. Mestrado,,,,,1532.9
2013,Alijó,Município,10. Doutoramento,,,,-,
2013,Alijó,Município,Total,,,,,885.5
2013,Aljezur,Município,01. Inferior ao 1.º ciclo,,,,...,
2013,Aljezur,Município,02. Básico - 1º Ciclo,,,,,659.2
2013,Aljezur,Município,03. Básico - 2º Ciclo,,,,,698.0
2013,Aljezur,Município,04. Básico - 3º Ciclo,,,,,828.8
2013,Aljezur,Município,05. Secundário,,,,,842.7
2013,Aljezur,Município,06. Curso técnico superior profissional,,,,x,
2013,Aljezur,Município,07. Bacharelato,,,,,1009.7
2013,Aljezur,Município,08. Licenciatura,,,,,1072.8
2013,Aljezur,Município,09. Mestrado,,,,...,
2013,Aljezur,Município,10. Doutoramento,,,,...,
2013,Aljezur,Município,Total,,,,,808.8
2013,Aljustrel,Município,01. Inferior ao 1.º ciclo,,,,,759.6
2013,Aljustrel,Município,02. Básico - 1º Ciclo,,,,,922.0
2013,Aljustrel,Município,03. Básico - 2º Ciclo,,,,,939.0
2013,Aljustrel,Município,04. Básico - 3º Ciclo,,,,,953.9
2013,Aljustrel,Município,05. Secundário,,,,,963.6
2013,Aljustrel,Município,06. Curso técnico superior profissional,,,,x,
2013,Aljustrel,Município,07. Bacharelato,,,,,1602.5
2013,Aljustrel,Município,08. Licenciatura,,,,,1652.1
2013,Aljustrel,Município,09. Mestrado,,,,,1452.5
2013,Aljustrel,Município,10. Doutoramento,,,,-,
2013,Aljustrel,Município,Total,,,,,1038.8
2013,Almada,Município,01. Inferior ao 1.º ciclo,,,,,652.7
2013,Almada,Município,02. Básico - 1º Ciclo,,,,,746.6
2013,Almada,Município,03. Básico - 2º Ciclo,,,,,778.2
2013,Almada,Município,04. Básico - 3º Ciclo,,,,,825.2
2013,Almada,Município,05. Secundário,,,,,986.2
2013,Almada,Município,06. Curso técnico superior profissional,,,,x,
2013,Almada,Município,07. Bacharelato,,,,,1421.0
2013,Almada,Município,08. Licenciatura,,,,,1696.3
2013,Almada,Município,09. Mestrado,,,,,1776.9
2013,Almada,Município,10. Doutoramento,,,,,2026.0
2013,Almada,Município,Total,,,,,1029.1
2013,Almeida,Município,01. Inferior ao 1.º ciclo,,,,,632.4
2013,Almeida,Município,02. Básico - 1º Ciclo,,,,,643.6
2013,Almeida,Município,03. Básico - 2º Ciclo,,,,,713.6
2013,Almeida,Município,04. Básico - 3º Ciclo,,,,,717.6
2013,Almeida,Município,05. Secundário,,,,,845.8
2013,Almeida,Município,06. Curso técnico superior profissional,,,,x,
2013,Almeida,Município,07. Bacharelato,,,,,1246.5
2013,Almeida,Município,08. Licenciatura,,,,,1100.2
2013,Almeida,Município,09. Mestrado,,,,-,
2013,Almeida,Município,10. Doutoramento,,,,-,
2013,Almeida,Município,Total,,,,,764.7
2013,Almeirim,Município,01. Inferior ao 1.º ciclo,,,,,766.2
2013,Almeirim,Município,02. Básico - 1º Ciclo,,,,,757.2
2013,Almeirim,Município,03. Básico - 2º Ciclo,,,,,754.9
2013,Almeirim,Município,04. Básico - 3º Ciclo,,,,,806.3
2013,Almeirim,Município,05. Secundário,,,,,944.1
2013,Almeirim,Município,06. Curso técnico superior profissional,,,,x,
2013,Almeirim,Município,07. Bacharelato,,,,,1243.9
2013,Almeirim,Município,08. Licenciatura,,,,,1427.2
2013,Almeirim,Município,09. Mestrado,,,,,1183.2
2013,Almeirim,Município,10. Doutoramento,,,,-,
2013,Almeirim,Município,Total,,,,,889.8
2013,Almodôvar,Município,01. Inferior ao 1.º ciclo,,,,,580.1
2013,Almodôvar,Município,02. Básico - 1º Ciclo,,,,,632.2
2013,Almodôvar,Município,03. Básico - 2º Ciclo,,,,,743.2
2013,Almodôvar,Município,04. Básico - 3º Ciclo,,,,,734.3
2013,Almodôvar,Município,05. Secundário,,,,,900.5
2013,Almodôvar,Município,06. Curso técnico superior profissional,,,,x,
2013,Almodôvar,Município,07. Bacharelato,,,,,981.5
2013,Almodôvar,Município,08. Licenciatura,,,,,1344.4
2013,Almodôvar,Município,09. Mestrado,,,,,1591.3
2013,Almodôvar,Município,10. Doutoramento,,,,-,
2013,Almodôvar,Município,Total,,,,,799.1
2013,Alpiarça,Município,01. Inferior ao 1.º ciclo,,,,,755.6
2013,Alpiarça,Município,02. Básico - 1º Ciclo,,,,,707.5
2013,Alpiarça,Município,03. Básico - 2º Ciclo,,,,,735.5
2013,Alpiarça,Município,04. Básico - 3º Ciclo,,,,,757.4
2013,Alpiarça,Município,05. Secundário,,,,,893.9
2013,Alpiarça,Município,06. Curso técnico superior profissional,,,,x,
2013,Alpiarça,Município,07. Bacharelato,,,,,1603.0
2013,Alpiarça,Município,08. Licenciatura,,,,,1642.7
2013,Alpiarça,Município,09. Mestrado,,,,,926.9
2013,Alpiarça,Município,10. Doutoramento,,,,-,
2013,Alpiarça,Município,Total,,,,,897.4
2013,Alter do Chão,Município,01. Inferior ao 1.º ciclo,,,,,718.9
2013,Alter do Chão,Município,02. Básico - 1º Ciclo,,,,,761.2
2013,Alter do Chão,Município,03. Básico - 2º Ciclo,,,,,717.6
2013,Alter do Chão,Município,04. Básico - 3º Ciclo,,,,,668.9
2013,Alter do Chão,Município,05. Secundário,,,,,831.1
2013,Alter do Chão,Município,06. Curso técnico superior profissional,,,,x,
2013,Alter do Chão,Município,07. Bacharelato,,,,,1834.3
2013,Alter do Chão,Município,08. Licenciatura,,,,,1209.2
2013,Alter do Chão,Município,09. Mestrado,,,,...,
2013,Alter do Chão,Município,10. Doutoramento,,,,-,
2013,Alter do Chão,Município,Total,,,,,790.8
2013,Alvaiázere,Município,01. Inferior ao 1.º ciclo,,,,,562.7
2013,Alvaiázere,Município,02. Básico - 1º Ciclo,,,,,709.8
2013,Alvaiázere,Município,03. Básico - 2º Ciclo,,,,,809.5
2013,Alvaiázere,Município,04. Básico - 3º Ciclo,,,,,763.7
2013,Alvaiázere,Município,05. Secundário,,,,,799.3
2013,Alvaiázere,Município,06. Curso técnico superior profissional,,,,x,
2013,Alvaiázere,Município,07. Bacharelato,,,,,965.1
2013,Alvaiázere,Município,08. Licenciatura,,,,,1104.1
2013,Alvaiázere,Município,09. Mestrado,,,,...,
2013,Alvaiázere,Município,10. Doutoramento,,,,...,
2013,Alvaiázere,Município,Total,,,,,793.2
2013,Alvito,Município,01. Inferior ao 1.º ciclo,,,,...,
2013,Alvito,Município,02. Básico - 1º Ciclo,,,,,835.7
2013,Alvito,Município,03. Básico - 2º Ciclo,,,,,828.5
2013,Alvito,Município,04. Básico - 3º Ciclo,,,,,854.5
2013,Alvito,Município,05. Secundário,,,,,992.7
2013,Alvito,Município,06. Curso técnico superior profissional,,,,x,
2013,Alvito,Município,07. Bacharelato,,,,-,
2013,Alvito,Município,08. Licenciatura,,,,,1570.3
2013,Alvito,Município,09. Mestrado,,,,-,
2013,Alvito,Município,10. Doutoramento,,,,-,
2013,Alvito,Município,Total,,,,,970.5
2013,Amadora,Município,01. Inferior ao 1.º ciclo,,,,,668.3
2013,Amadora,Município,02. Básico - 1º Ciclo,,,,,713.4
2013,Amadora,Município,03. Básico - 2º Ciclo,,,,,780.4
2013,Amadora,Município,04. Básico - 3º Ciclo,,,,,857.2
2013,Amadora,Município,05. Secundário,,,,,1190.2
2013,Amadora,Município,06. Curso técnico superior profissional,,,,x,
2013,Amadora,Município,07. Bacharelato,,,,,2041.1
2013,Amadora,Município,08. Licenciatura,,,,,2131.3
2013,Amadora,Município,09. Mestrado,,,,,2414.6
2013,Amadora,Município,10. Doutoramento,,,,,2176.6
2013,Amadora,Município,Total,,,,,1270.3
2013,Amarante,Município,01. Inferior ao 1.º ciclo,,,,,658.0
2013,Amarante,Município,02. Básico - 1º Ciclo,,,,,749.0
2013,Amarante,Município,03. Básico - 2º Ciclo,,,,,727.2
2013,Amarante,Município,04. Básico - 3º Ciclo,,,,,740.1
2013,Amarante,Município,05. Secundário,,,,,848.1
2013,Amarante,Município,06. Curso técnico superior profissional,,,,x,
2013,Amarante,Município,07. Bacharelato,,,,,1355.8
2013,Amarante,Município,08. Licenciatura,,,,,1551.3
2013,Amarante,Município,09. Mestrado,,,,,1248.1
2013,Amarante,Município,10. Doutoramento,,,,,883.0
2013,Amarante,Município,Total,,,,,845.7
2013,Amares,Município,01. Inferior ao 1.º ciclo,,,,,622.3
2013,Amares,Município,02. Básico - 1º Ciclo,,,,,725.8
2013,Amares,Município,03. Básico - 2º Ciclo,,,,,750.1
2013,Amares,Município,04. Básico - 3º Ciclo,,,,,820.9
2013,Amares,Município,05. Secundário,,,,,907.9
2013,Amares,Município,06. Curso técnico superior profissional,,,,x,
2013,Amares,Município,07. Bacharelato,,,,,981.1
2013,Amares,Município,08. Licenciatura,,,,,1164.3
2013,Amares,Município,09. Mestrado,,,,,1128.5
2013,Amares,Município,10. Doutoramento,,,,...,
2013,Amares,Município,Total,,,,,826.1
2013,Anadia,Município,01. Inferior ao 1.º ciclo,,,,,747.9
2013,Anadia,Município,02. Básico - 1º Ciclo,,,,,784.5
2013,Anadia,Município,03. Básico - 2º Ciclo,,,,,827.5
2013,Anadia,Município,04. Básico - 3º Ciclo,,,,,792.3
2013,Anadia,Município,05. Secundário,,,,,897.8
2013,Anadia,Município,06. Curso técnico superior profissional,,,,x,
2013,Anadia,Município,07. Bacharelato,,,,,1399.3
2013,Anadia,Município,08. Licenciatura,,,,,1580.1
2013,Anadia,Município,09. Mestrado,,,,,1339.7
2013,Anadia,Município,10. Doutoramento,,,,,1525.7
2013,Anadia,Município,Total,,,,,925.7
2013,Angra do Heroísmo,Município,01. Inferior ao 1.º ciclo,,,,x,
2013,Angra do Heroísmo,Município,02. Básico - 1º Ciclo,,,,x,
2013,Angra do Heroísmo,Município,03. Básico - 2º Ciclo,,,,x,
2013,Angra do Heroísmo,Município,04. Básico - 3º Ciclo,,,,x,
2013,Angra do Heroísmo,Município,05. Secundário,,,,x,
2013,Angra do Heroísmo,Município,06. Curso técnico superior profissional,,,,x,
2013,Angra do Heroísmo,Município,07. Bacharelato,,,,x,
2013,Angra do Heroísmo,Município,08. Licenciatura,,,,x,
2013,Angra do Heroísmo,Município,09. Mestrado,,,,x,
2013,Angra do Heroísmo,Município,10. Doutoramento,,,,x,
2013,Angra do Heroísmo,Município,Total,,,,x,
2013,Ansião,Município,01. Inferior ao 1.º ciclo,,,,,667.8
2013,Ansião,Município,02. Básico - 1º Ciclo,,,,,707.9
2013,Ansião,Município,03. Básico - 2º Ciclo,,,,,711.0
2013,Ansião,Município,04. Básico - 3º Ciclo,,,,,742.2
2013,Ansião,Município,05. Secundário,,,,,841.6
2013,Ansião,Município,06. Curso técnico superior profissional,,,,x,
2013,Ansião,Município,07. Bacharelato,,,,,1423.4
2013,Ansião,Município,08. Licenciatura,,,,,1336.3
2013,Ansião,Município,09. Mestrado,,,,,1025.3
2013,Ansião,Município,10. Doutoramento,,,,...,
2013,Ansião,Município,Total,,,,,817.0
