01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,08. Símbolo,07. Escala,09. Valor
2011,Seixal,Município,T3,,,, fogos,242
2011,Seixal,Município,T4 ou mais,,,, fogos,119
2011,Seixal,Município,Total,,,, fogos,657
2011,Sernancelhe,Município,T0 ou T1,,,, fogos,0
2011,Sernancelhe,Município,T2,,,, fogos,1
2011,Sernancelhe,Município,T3,,,, fogos,6
2011,Sernancelhe,Município,T4 ou mais,,,, fogos,4
2011,Sernancelhe,Município,Total,,,, fogos,11
2011,Serpa,Município,T0 ou T1,,,, fogos,0
2011,Serpa,Município,T2,,,, fogos,1
2011,Serpa,Município,T3,,,, fogos,6
2011,Serpa,Município,T4 ou mais,,,, fogos,6
2011,Serpa,Município,Total,,,, fogos,13
2011,Sertã,Município,T0 ou T1,,,, fogos,3
2011,Sertã,Município,T2,,,, fogos,17
2011,Sertã,Município,T3,,,, fogos,35
2011,Sertã,Município,T4 ou mais,,,, fogos,22
2011,Sertã,Município,Total,,,, fogos,77
2011,Sesimbra,Município,T0 ou T1,,,, fogos,12
2011,Sesimbra,Município,T2,,,, fogos,54
2011,Sesimbra,Município,T3,,,, fogos,86
2011,Sesimbra,Município,T4 ou mais,,,, fogos,23
2011,Sesimbra,Município,Total,,,, fogos,175
2011,Setúbal,Município,T0 ou T1,,,, fogos,12
2011,Setúbal,Município,T2,,,, fogos,85
2011,Setúbal,Município,T3,,,, fogos,132
2011,Setúbal,Município,T4 ou mais,,,, fogos,84
2011,Setúbal,Município,Total,,,, fogos,313
2011,Sever do Vouga,Município,T0 ou T1,,,, fogos,2
2011,Sever do Vouga,Município,T2,,,, fogos,8
2011,Sever do Vouga,Município,T3,,,, fogos,29
2011,Sever do Vouga,Município,T4 ou mais,,,, fogos,6
2011,Sever do Vouga,Município,Total,,,, fogos,45
2011,Silves,Município,T0 ou T1,,,, fogos,49
2011,Silves,Município,T2,,,, fogos,109
2011,Silves,Município,T3,,,, fogos,26
2011,Silves,Município,T4 ou mais,,,, fogos,19
2011,Silves,Município,Total,,,, fogos,203
2011,Sines,Município,T0 ou T1,,,, fogos,6
2011,Sines,Município,T2,,,, fogos,22
2011,Sines,Município,T3,,,, fogos,25
2011,Sines,Município,T4 ou mais,,,, fogos,5
2011,Sines,Município,Total,,,, fogos,58
2011,Sintra,Município,T0 ou T1,,,, fogos,30
2011,Sintra,Município,T2,,,, fogos,68
2011,Sintra,Município,T3,,,, fogos,190
2011,Sintra,Município,T4 ou mais,,,, fogos,117
2011,Sintra,Município,Total,,,, fogos,405
2011,Sobral de Monte Agraço,Município,T0 ou T1,,,, fogos,0
2011,Sobral de Monte Agraço,Município,T2,,,, fogos,3
2011,Sobral de Monte Agraço,Município,T3,,,, fogos,23
2011,Sobral de Monte Agraço,Município,T4 ou mais,,,, fogos,10
2011,Sobral de Monte Agraço,Município,Total,,,, fogos,36
2011,Soure,Município,T0 ou T1,,,, fogos,1
2011,Soure,Município,T2,,,, fogos,6
2011,Soure,Município,T3,,,, fogos,12
2011,Soure,Município,T4 ou mais,,,, fogos,3
2011,Soure,Município,Total,,,, fogos,22
2011,Sousel,Município,T0 ou T1,,,, fogos,0
2011,Sousel,Município,T2,,,, fogos,0
2011,Sousel,Município,T3,,,, fogos,3
2011,Sousel,Município,T4 ou mais,,,, fogos,2
2011,Sousel,Município,Total,,,, fogos,5
2011,Tábua,Município,T0 ou T1,,,, fogos,0
2011,Tábua,Município,T2,,,, fogos,2
2011,Tábua,Município,T3,,,, fogos,10
2011,Tábua,Município,T4 ou mais,,,, fogos,5
2011,Tábua,Município,Total,,,, fogos,17
2011,Tabuaço,Município,T0 ou T1,,,, fogos,0
2011,Tabuaço,Município,T2,,,, fogos,0
2011,Tabuaço,Município,T3,,,, fogos,1
2011,Tabuaço,Município,T4 ou mais,,,, fogos,5
2011,Tabuaço,Município,Total,,,, fogos,6
2011,Tarouca,Município,T0 ou T1,,,, fogos,0
2011,Tarouca,Município,T2,,,, fogos,0
2011,Tarouca,Município,T3,,,, fogos,36
2011,Tarouca,Município,T4 ou mais,,,, fogos,6
2011,Tarouca,Município,Total,,,, fogos,42
2011,Tavira,Município,T0 ou T1,,,, fogos,12
2011,Tavira,Município,T2,,,, fogos,65
2011,Tavira,Município,T3,,,, fogos,47
2011,Tavira,Município,T4 ou mais,,,, fogos,16
2011,Tavira,Município,Total,,,, fogos,140
2011,Terras de Bouro,Município,T0 ou T1,,,, fogos,0
2011,Terras de Bouro,Município,T2,,,, fogos,9
2011,Terras de Bouro,Município,T3,,,, fogos,25
2011,Terras de Bouro,Município,T4 ou mais,,,, fogos,6
2011,Terras de Bouro,Município,Total,,,, fogos,40
2011,Tomar,Município,T0 ou T1,,,, fogos,0
2011,Tomar,Município,T2,,,, fogos,6
2011,Tomar,Município,T3,,,, fogos,26
2011,Tomar,Município,T4 ou mais,,,, fogos,9
2011,Tomar,Município,Total,,,, fogos,41
2011,Tondela,Município,T0 ou T1,,,, fogos,13
2011,Tondela,Município,T2,,,, fogos,20
2011,Tondela,Município,T3,,,, fogos,40
2011,Tondela,Município,T4 ou mais,,,, fogos,20
2011,Tondela,Município,Total,,,, fogos,93
2011,Torre de Moncorvo,Município,T0 ou T1,,,, fogos,1
2011,Torre de Moncorvo,Município,T2,,,, fogos,2
2011,Torre de Moncorvo,Município,T3,,,, fogos,6
2011,Torre de Moncorvo,Município,T4 ou mais,,,, fogos,4
2011,Torre de Moncorvo,Município,Total,,,, fogos,13
2011,Torres Novas,Município,T0 ou T1,,,, fogos,6
2011,Torres Novas,Município,T2,,,, fogos,20
2011,Torres Novas,Município,T3,,,, fogos,54
2011,Torres Novas,Município,T4 ou mais,,,, fogos,34
2011,Torres Novas,Município,Total,,,, fogos,114
2011,Torres Vedras,Município,T0 ou T1,,,, fogos,22
2011,Torres Vedras,Município,T2,,,, fogos,63
2011,Torres Vedras,Município,T3,,,, fogos,91
2011,Torres Vedras,Município,T4 ou mais,,,, fogos,55
2011,Torres Vedras,Município,Total,,,, fogos,231
2011,Trancoso,Município,T0 ou T1,,,, fogos,0
2011,Trancoso,Município,T2,,,, fogos,0
2011,Trancoso,Município,T3,,,, fogos,18
2011,Trancoso,Município,T4 ou mais,,,, fogos,15
2011,Trancoso,Município,Total,,,, fogos,33
2011,Trofa,Município,T0 ou T1,,,, fogos,5
2011,Trofa,Município,T2,,,, fogos,19
2011,Trofa,Município,T3,,,, fogos,48
2011,Trofa,Município,T4 ou mais,,,, fogos,13
2011,Trofa,Município,Total,,,, fogos,85
2011,Vagos,Município,T0 ou T1,,,, fogos,15
2011,Vagos,Município,T2,,,, fogos,32
2011,Vagos,Município,T3,,,, fogos,43
2011,Vagos,Município,T4 ou mais,,,, fogos,32
2011,Vagos,Município,Total,,,, fogos,122
2011,Vale de Cambra,Município,T0 ou T1,,,, fogos,0
2011,Vale de Cambra,Município,T2,,,, fogos,19
2011,Vale de Cambra,Município,T3,,,, fogos,22
2011,Vale de Cambra,Município,T4 ou mais,,,, fogos,4
2011,Vale de Cambra,Município,Total,,,, fogos,45
2011,Valença,Município,T0 ou T1,,,, fogos,1
2011,Valença,Município,T2,,,, fogos,18
2011,Valença,Município,T3,,,, fogos,17
2011,Valença,Município,T4 ou mais,,,, fogos,3
2011,Valença,Município,Total,,,, fogos,39
2011,Valongo,Município,T0 ou T1,,,, fogos,7
2011,Valongo,Município,T2,,,, fogos,73
2011,Valongo,Município,T3,,,, fogos,120
2011,Valongo,Município,T4 ou mais,,,, fogos,22
2011,Valongo,Município,Total,,,, fogos,222
2011,Valpaços,Município,T0 ou T1,,,, fogos,0
2011,Valpaços,Município,T2,,,, fogos,6
2011,Valpaços,Município,T3,,,, fogos,18
2011,Valpaços,Município,T4 ou mais,,,, fogos,20
2011,Valpaços,Município,Total,,,, fogos,44
2011,Velas,Município,T0 ou T1,,,, fogos,0
2011,Velas,Município,T2,,,, fogos,3
2011,Velas,Município,T3,,,, fogos,3
2011,Velas,Município,T4 ou mais,,,, fogos,2
2011,Velas,Município,Total,,,, fogos,8
2011,Vendas Novas,Município,T0 ou T1,,,, fogos,8
2011,Vendas Novas,Município,T2,,,, fogos,5
2011,Vendas Novas,Município,T3,,,, fogos,30
2011,Vendas Novas,Município,T4 ou mais,,,, fogos,4
2011,Vendas Novas,Município,Total,,,, fogos,47
2011,Viana do Alentejo,Município,T0 ou T1,,,, fogos,0
2011,Viana do Alentejo,Município,T2,,,, fogos,3
2011,Viana do Alentejo,Município,T3,,,, fogos,8
2011,Viana do Alentejo,Município,T4 ou mais,,,, fogos,1
2011,Viana do Alentejo,Município,Total,,,, fogos,12
2011,Viana do Castelo,Município,T0 ou T1,,,, fogos,16
2011,Viana do Castelo,Município,T2,,,, fogos,39
2011,Viana do Castelo,Município,T3,,,, fogos,109
2011,Viana do Castelo,Município,T4 ou mais,,,, fogos,26
2011,Viana do Castelo,Município,Total,,,, fogos,190
2011,Vidigueira,Município,T0 ou T1,,,, fogos,0
2011,Vidigueira,Município,T2,,,, fogos,1
2011,Vidigueira,Município,T3,,,, fogos,0
2011,Vidigueira,Município,T4 ou mais,,,, fogos,1
2011,Vidigueira,Município,Total,,,, fogos,2
2011,Vieira do Minho,Município,T0 ou T1,,,, fogos,0
2011,Vieira do Minho,Município,T2,,,, fogos,3
2011,Vieira do Minho,Município,T3,,,, fogos,23
2011,Vieira do Minho,Município,T4 ou mais,,,, fogos,7
2011,Vieira do Minho,Município,Total,,,, fogos,33
2011,Vila da Praia da Vitória,Município,T0 ou T1,,,, fogos,3
2011,Vila da Praia da Vitória,Município,T2,,,, fogos,25
2011,Vila da Praia da Vitória,Município,T3,,,, fogos,40
2011,Vila da Praia da Vitória,Município,T4 ou mais,,,, fogos,6
2011,Vila da Praia da Vitória,Município,Total,,,, fogos,74
2011,Vila de Rei,Município,T0 ou T1,,,, fogos,0
2011,Vila de Rei,Município,T2,,,, fogos,0
2011,Vila de Rei,Município,T3,,,, fogos,6
2011,Vila de Rei,Município,T4 ou mais,,,, fogos,0
2011,Vila de Rei,Município,Total,,,, fogos,6
2011,Vila do Bispo,Município,T0 ou T1,,,, fogos,24
2011,Vila do Bispo,Município,T2,,,, fogos,31
2011,Vila do Bispo,Município,T3,,,, fogos,12
2011,Vila do Bispo,Município,T4 ou mais,,,, fogos,13
2011,Vila do Bispo,Município,Total,,,, fogos,80
2011,Vila do Conde,Município,T0 ou T1,,,, fogos,12
2011,Vila do Conde,Município,T2,,,, fogos,132
2011,Vila do Conde,Município,T3,,,, fogos,125
2011,Vila do Conde,Município,T4 ou mais,,,, fogos,29
2011,Vila do Conde,Município,Total,,,, fogos,298
2011,Vila do Porto,Município,T0 ou T1,,,, fogos,2
2011,Vila do Porto,Município,T2,,,, fogos,3
2011,Vila do Porto,Município,T3,,,, fogos,8
2011,Vila do Porto,Município,T4 ou mais,,,, fogos,5
2011,Vila do Porto,Município,Total,,,, fogos,18
2011,Vila Flor,Município,T0 ou T1,,,, fogos,1
2011,Vila Flor,Município,T2,,,, fogos,1
2011,Vila Flor,Município,T3,,,, fogos,8
2011,Vila Flor,Município,T4 ou mais,,,, fogos,3
2011,Vila Flor,Município,Total,,,, fogos,13
2011,Vila Franca de Xira,Município,T0 ou T1,,,, fogos,14
2011,Vila Franca de Xira,Município,T2,,,, fogos,80
2011,Vila Franca de Xira,Município,T3,,,, fogos,151
2011,Vila Franca de Xira,Município,T4 ou mais,,,, fogos,52
2011,Vila Franca de Xira,Município,Total,,,, fogos,297
2011,Vila Franca do Campo,Município,T0 ou T1,,,, fogos,1
2011,Vila Franca do Campo,Município,T2,,,, fogos,3
2011,Vila Franca do Campo,Município,T3,,,, fogos,19
2011,Vila Franca do Campo,Município,T4 ou mais,,,, fogos,7
2011,Vila Franca do Campo,Município,Total,,,, fogos,30
2011,Vila Nova da Barquinha,Município,T0 ou T1,,,, fogos,0
2011,Vila Nova da Barquinha,Município,T2,,,, fogos,5
2011,Vila Nova da Barquinha,Município,T3,,,, fogos,24
2011,Vila Nova da Barquinha,Município,T4 ou mais,,,, fogos,8
2011,Vila Nova da Barquinha,Município,Total,,,, fogos,37
2011,Vila Nova de Cerveira,Município,T0 ou T1,,,, fogos,2
2011,Vila Nova de Cerveira,Município,T2,,,, fogos,4
2011,Vila Nova de Cerveira,Município,T3,,,, fogos,15
2011,Vila Nova de Cerveira,Município,T4 ou mais,,,, fogos,2
2011,Vila Nova de Cerveira,Município,Total,,,, fogos,23
2011,Vila Nova de Famalicão,Município,T0 ou T1,,,, fogos,6
2011,Vila Nova de Famalicão,Município,T2,,,, fogos,32
2011,Vila Nova de Famalicão,Município,T3,,,, fogos,215
2011,Vila Nova de Famalicão,Município,T4 ou mais,,,, fogos,38
2011,Vila Nova de Famalicão,Município,Total,,,, fogos,291
2011,Vila Nova de Foz Côa,Município,T0 ou T1,,,, fogos,0
2011,Vila Nova de Foz Côa,Município,T2,,,, fogos,0
2011,Vila Nova de Foz Côa,Município,T3,,,, fogos,0
2011,Vila Nova de Foz Côa,Município,T4 ou mais,,,, fogos,5
2011,Vila Nova de Foz Côa,Município,Total,,,, fogos,5
2011,Vila Nova de Gaia,Município,T0 ou T1,,,, fogos,18
2011,Vila Nova de Gaia,Município,T2,,,, fogos,168
2011,Vila Nova de Gaia,Município,T3,,,, fogos,198
2011,Vila Nova de Gaia,Município,T4 ou mais,,,, fogos,58
2011,Vila Nova de Gaia,Município,Total,,,, fogos,442
2011,Vila Nova de Paiva,Município,T0 ou T1,,,, fogos,0
2011,Vila Nova de Paiva,Município,T2,,,, fogos,1
2011,Vila Nova de Paiva,Município,T3,,,, fogos,9
2011,Vila Nova de Paiva,Município,T4 ou mais,,,, fogos,6
2011,Vila Nova de Paiva,Município,Total,,,, fogos,16
2011,Vila Nova de Poiares,Município,T0 ou T1,,,, fogos,0
2011,Vila Nova de Poiares,Município,T2,,,, fogos,2
2011,Vila Nova de Poiares,Município,T3,,,, fogos,12
2011,Vila Nova de Poiares,Município,T4 ou mais,,,, fogos,2
2011,Vila Nova de Poiares,Município,Total,,,, fogos,16
2011,Vila Pouca de Aguiar,Município,T0 ou T1,,,, fogos,0
2011,Vila Pouca de Aguiar,Município,T2,,,, fogos,3
2011,Vila Pouca de Aguiar,Município,T3,,,, fogos,13
2011,Vila Pouca de Aguiar,Município,T4 ou mais,,,, fogos,6
2011,Vila Pouca de Aguiar,Município,Total,,,, fogos,22
2011,Vila Real,Município,T0 ou T1,,,, fogos,11
2011,Vila Real,Município,T2,,,, fogos,34
2011,Vila Real,Município,T3,,,, fogos,56
2011,Vila Real,Município,T4 ou mais,,,, fogos,31
2011,Vila Real,Município,Total,,,, fogos,132
2011,Vila Real de Santo António,Município,T0 ou T1,,,, fogos,156
2011,Vila Real de Santo António,Município,T2,,,, fogos,59
2011,Vila Real de Santo António,Município,T3,,,, fogos,35
2011,Vila Real de Santo António,Município,T4 ou mais,,,, fogos,33
2011,Vila Real de Santo António,Município,Total,,,, fogos,283
2011,Vila Velha de Ródão,Município,T0 ou T1,,,, fogos,2
2011,Vila Velha de Ródão,Município,T2,,,, fogos,0
2011,Vila Velha de Ródão,Município,T3,,,, fogos,3
2011,Vila Velha de Ródão,Município,T4 ou mais,,,, fogos,1
2011,Vila Velha de Ródão,Município,Total,,,, fogos,6
2011,Vila Verde,Município,T0 ou T1,,,, fogos,3
2011,Vila Verde,Município,T2,,,, fogos,13
2011,Vila Verde,Município,T3,,,, fogos,119
2011,Vila Verde,Município,T4 ou mais,,,, fogos,35
2011,Vila Verde,Município,Total,,,, fogos,170
2011,Vila Viçosa,Município,T0 ou T1,,,, fogos,0
2011,Vila Viçosa,Município,T2,,,, fogos,3
2011,Vila Viçosa,Município,T3,,,, fogos,7
2011,Vila Viçosa,Município,T4 ou mais,,,, fogos,3
2011,Vila Viçosa,Município,Total,,,, fogos,13
2011,Vimioso,Município,T0 ou T1,,,, fogos,0
2011,Vimioso,Município,T2,,,, fogos,1
2011,Vimioso,Município,T3,,,, fogos,14
2011,Vimioso,Município,T4 ou mais,,,, fogos,1
2011,Vimioso,Município,Total,,,, fogos,16
2011,Vinhais,Município,T0 ou T1,,,, fogos,0
2011,Vinhais,Município,T2,,,, fogos,0
2011,Vinhais,Município,T3,,,, fogos,11
2011,Vinhais,Município,T4 ou mais,,,, fogos,5
2011,Vinhais,Município,Total,,,, fogos,16
2011,Viseu,Município,T0 ou T1,,,, fogos,33
2011,Viseu,Município,T2,,,, fogos,79
2011,Viseu,Município,T3,,,, fogos,228
2011,Viseu,Município,T4 ou mais,,,, fogos,134
2011,Viseu,Município,Total,,,, fogos,474
2011,Vizela,Município,T0 ou T1,,,, fogos,4
2011,Vizela,Município,T2,,,, fogos,16
2011,Vizela,Município,T3,,,, fogos,45
2011,Vizela,Município,T4 ou mais,,,, fogos,1
2011,Vizela,Município,Total,,,, fogos,66
2011,Vouzela,Município,T0 ou T1,,,, fogos,0
2011,Vouzela,Município,T2,,,, fogos,1
2011,Vouzela,Município,T3,,,, fogos,9
2011,Vouzela,Município,T4 ou mais,,,, fogos,6
2011,Vouzela,Município,Total,,,, fogos,16
2012,Abrantes,Município,T0 ou T1,,,, fogos,3
2012,Abrantes,Município,T2,,,, fogos,8
2012,Abrantes,Município,T3,,,, fogos,20
2012,Abrantes,Município,T4 ou mais,,,, fogos,5
2012,Abrantes,Município,Total,,,, fogos,36
2012,Águeda,Município,T0 ou T1,,,, fogos,4
2012,Águeda,Município,T2,,,, fogos,9
2012,Águeda,Município,T3,,,, fogos,36
2012,Águeda,Município,T4 ou mais,,,, fogos,13
2012,Águeda,Município,Total,,,, fogos,62
2012,Aguiar da Beira,Município,T0 ou T1,,,, fogos,2
2012,Aguiar da Beira,Município,T2,,,, fogos,1
2012,Aguiar da Beira,Município,T3,,,, fogos,9
2012,Aguiar da Beira,Município,T4 ou mais,,,, fogos,8
2012,Aguiar da Beira,Município,Total,,,, fogos,20
2012,Alandroal,Município,T0 ou T1,,,, fogos,1
2012,Alandroal,Município,T2,,,, fogos,0
2012,Alandroal,Município,T3,,,, fogos,3
2012,Alandroal,Município,T4 ou mais,,,, fogos,1
2012,Alandroal,Município,Total,,,, fogos,5
2012,Albergaria-a-Velha,Município,T0 ou T1,,,, fogos,3
2012,Albergaria-a-Velha,Município,T2,,,, fogos,7
2012,Albergaria-a-Velha,Município,T3,,,, fogos,18
2012,Albergaria-a-Velha,Município,T4 ou mais,,,, fogos,11
2012,Albergaria-a-Velha,Município,Total,,,, fogos,39
2012,Albufeira,Município,T0 ou T1,,,, fogos,3
2012,Albufeira,Município,T2,,,, fogos,42
2012,Albufeira,Município,T3,,,, fogos,23
2012,Albufeira,Município,T4 ou mais,,,, fogos,8
2012,Albufeira,Município,Total,,,, fogos,76
2012,Alcácer do Sal,Município,T0 ou T1,,,, fogos,2
2012,Alcácer do Sal,Município,T2,,,, fogos,1
2012,Alcácer do Sal,Município,T3,,,, fogos,7
2012,Alcácer do Sal,Município,T4 ou mais,,,, fogos,8
2012,Alcácer do Sal,Município,Total,,,, fogos,18
2012,Alcanena,Município,T0 ou T1,,,, fogos,1
2012,Alcanena,Município,T2,,,, fogos,9
2012,Alcanena,Município,T3,,,, fogos,5
2012,Alcanena,Município,T4 ou mais,,,, fogos,9
2012,Alcanena,Município,Total,,,, fogos,24
2012,Alcobaça,Município,T0 ou T1,,,, fogos,2
2012,Alcobaça,Município,T2,,,, fogos,36
2012,Alcobaça,Município,T3,,,, fogos,61
2012,Alcobaça,Município,T4 ou mais,,,, fogos,29
2012,Alcobaça,Município,Total,,,, fogos,128
2012,Alcochete,Município,T0 ou T1,,,, fogos,4
2012,Alcochete,Município,T2,,,, fogos,10
2012,Alcochete,Município,T3,,,, fogos,24
2012,Alcochete,Município,T4 ou mais,,,, fogos,5
2012,Alcochete,Município,Total,,,, fogos,43
2012,Alcoutim,Município,T0 ou T1,,,, fogos,1
2012,Alcoutim,Município,T2,,,, fogos,0
2012,Alcoutim,Município,T3,,,, fogos,5
2012,Alcoutim,Município,T4 ou mais,,,, fogos,2
2012,Alcoutim,Município,Total,,,, fogos,8
2012,Alenquer,Município,T0 ou T1,,,, fogos,3
2012,Alenquer,Município,T2,,,, fogos,10
2012,Alenquer,Município,T3,,,, fogos,25
2012,Alenquer,Município,T4 ou mais,,,, fogos,27
2012,Alenquer,Município,Total,,,, fogos,65
2012,Alfândega da Fé,Município,T0 ou T1,,,, fogos,0
2012,Alfândega da Fé,Município,T2,,,, fogos,1
2012,Alfândega da Fé,Município,T3,,,, fogos,4
2012,Alfândega da Fé,Município,T4 ou mais,,,, fogos,3
2012,Alfândega da Fé,Município,Total,,,, fogos,8
2012,Alijó,Município,T0 ou T1,,,, fogos,0
2012,Alijó,Município,T2,,,, fogos,1
2012,Alijó,Município,T3,,,, fogos,1
2012,Alijó,Município,T4 ou mais,,,, fogos,1
2012,Alijó,Município,Total,,,, fogos,3
2012,Aljezur,Município,T0 ou T1,,,, fogos,1
2012,Aljezur,Município,T2,,,, fogos,6
2012,Aljezur,Município,T3,,,, fogos,11
2012,Aljezur,Município,T4 ou mais,,,, fogos,2
2012,Aljezur,Município,Total,,,, fogos,20
2012,Aljustrel,Município,T0 ou T1,,,, fogos,0
2012,Aljustrel,Município,T2,,,, fogos,3
2012,Aljustrel,Município,T3,,,, fogos,6
2012,Aljustrel,Município,T4 ou mais,,,, fogos,5
2012,Aljustrel,Município,Total,,,, fogos,14
2012,Almada,Município,T0 ou T1,,,, fogos,12
2012,Almada,Município,T2,,,, fogos,18
2012,Almada,Município,T3,,,, fogos,45
2012,Almada,Município,T4 ou mais,,,, fogos,30
2012,Almada,Município,Total,,,, fogos,105
2012,Almeida,Município,T0 ou T1,,,, fogos,1
2012,Almeida,Município,T2,,,, fogos,2
2012,Almeida,Município,T3,,,, fogos,3
2012,Almeida,Município,T4 ou mais,,,, fogos,2
2012,Almeida,Município,Total,,,, fogos,8
2012,Almeirim,Município,T0 ou T1,,,, fogos,1
2012,Almeirim,Município,T2,,,, fogos,6
2012,Almeirim,Município,T3,,,, fogos,16
2012,Almeirim,Município,T4 ou mais,,,, fogos,4
2012,Almeirim,Município,Total,,,, fogos,27
2012,Almodôvar,Município,T0 ou T1,,,, fogos,8
2012,Almodôvar,Município,T2,,,, fogos,9
2012,Almodôvar,Município,T3,,,, fogos,4
2012,Almodôvar,Município,T4 ou mais,,,, fogos,4
2012,Almodôvar,Município,Total,,,, fogos,25
2012,Alpiarça,Município,T0 ou T1,,,, fogos,0
2012,Alpiarça,Município,T2,,,, fogos,2
2012,Alpiarça,Município,T3,,,, fogos,3
2012,Alpiarça,Município,T4 ou mais,,,, fogos,4
2012,Alpiarça,Município,Total,,,, fogos,9
2012,Alter do Chão,Município,T0 ou T1,,,, fogos,1
2012,Alter do Chão,Município,T2,,,, fogos,2
2012,Alter do Chão,Município,T3,,,, fogos,0
2012,Alter do Chão,Município,T4 ou mais,,,, fogos,0
2012,Alter do Chão,Município,Total,,,, fogos,3
2012,Alvaiázere,Município,T0 ou T1,,,, fogos,0
2012,Alvaiázere,Município,T2,,,, fogos,1
2012,Alvaiázere,Município,T3,,,, fogos,7
2012,Alvaiázere,Município,T4 ou mais,,,, fogos,3
2012,Alvaiázere,Município,Total,,,, fogos,11
2012,Alvito,Município,T0 ou T1,,,, fogos,0
2012,Alvito,Município,T2,,,, fogos,2
2012,Alvito,Município,T3,,,, fogos,4
2012,Alvito,Município,T4 ou mais,,,, fogos,1
2012,Alvito,Município,Total,,,, fogos,7
2012,Amadora,Município,T0 ou T1,,,, fogos,2
2012,Amadora,Município,T2,,,, fogos,17
2012,Amadora,Município,T3,,,, fogos,11
2012,Amadora,Município,T4 ou mais,,,, fogos,4
2012,Amadora,Município,Total,,,, fogos,34
2012,Amarante,Município,T0 ou T1,,,, fogos,0
2012,Amarante,Município,T2,,,, fogos,8
2012,Amarante,Município,T3,,,, fogos,92
2012,Amarante,Município,T4 ou mais,,,, fogos,21
2012,Amarante,Município,Total,,,, fogos,121
2012,Amares,Município,T0 ou T1,,,, fogos,0
2012,Amares,Município,T2,,,, fogos,0
2012,Amares,Município,T3,,,, fogos,38
2012,Amares,Município,T4 ou mais,,,, fogos,22
2012,Amares,Município,Total,,,, fogos,60
2012,Anadia,Município,T0 ou T1,,,, fogos,0
2012,Anadia,Município,T2,,,, fogos,9
2012,Anadia,Município,T3,,,, fogos,29
2012,Anadia,Município,T4 ou mais,,,, fogos,19
2012,Anadia,Município,Total,,,, fogos,57
2012,Angra do Heroísmo,Município,T0 ou T1,,,, fogos,2
2012,Angra do Heroísmo,Município,T2,,,, fogos,9
2012,Angra do Heroísmo,Município,T3,,,, fogos,28
2012,Angra do Heroísmo,Município,T4 ou mais,,,, fogos,6
2012,Angra do Heroísmo,Município,Total,,,, fogos,45
2012,Ansião,Município,T0 ou T1,,,, fogos,0
2012,Ansião,Município,T2,,,, fogos,6
2012,Ansião,Município,T3,,,, fogos,22
2012,Ansião,Município,T4 ou mais,,,, fogos,14
2012,Ansião,Município,Total,,,, fogos,42
2012,Arcos de Valdevez,Município,T0 ou T1,,,, fogos,0
2012,Arcos de Valdevez,Município,T2,,,, fogos,2
2012,Arcos de Valdevez,Município,T3,,,, fogos,37
2012,Arcos de Valdevez,Município,T4 ou mais,,,, fogos,15
2012,Arcos de Valdevez,Município,Total,,,, fogos,54
2012,Arganil,Município,T0 ou T1,,,, fogos,3
2012,Arganil,Município,T2,,,, fogos,13
2012,Arganil,Município,T3,,,, fogos,4
2012,Arganil,Município,T4 ou mais,,,, fogos,5
2012,Arganil,Município,Total,,,, fogos,25
2012,Armamar,Município,T0 ou T1,,,, fogos,2
2012,Armamar,Município,T2,,,, fogos,1
2012,Armamar,Município,T3,,,, fogos,2
2012,Armamar,Município,T4 ou mais,,,, fogos,5
2012,Armamar,Município,Total,,,, fogos,10
2012,Arouca,Município,T0 ou T1,,,, fogos,5
2012,Arouca,Município,T2,,,, fogos,18
2012,Arouca,Município,T3,,,, fogos,35
2012,Arouca,Município,T4 ou mais,,,, fogos,3
2012,Arouca,Município,Total,,,, fogos,61
2012,Arraiolos,Município,T0 ou T1,,,, fogos,3
2012,Arraiolos,Município,T2,,,, fogos,1
2012,Arraiolos,Município,T3,,,, fogos,8
2012,Arraiolos,Município,T4 ou mais,,,, fogos,3
2012,Arraiolos,Município,Total,,,, fogos,15
2012,Arronches,Município,T0 ou T1,,,, fogos,0
2012,Arronches,Município,T2,,,, fogos,0
2012,Arronches,Município,T3,,,, fogos,1
2012,Arronches,Município,T4 ou mais,,,, fogos,3
2012,Arronches,Município,Total,,,, fogos,4
2012,Arruda dos Vinhos,Município,T0 ou T1,,,, fogos,6
2012,Arruda dos Vinhos,Município,T2,,,, fogos,9
2012,Arruda dos Vinhos,Município,T3,,,, fogos,9
2012,Arruda dos Vinhos,Município,T4 ou mais,,,, fogos,11
2012,Arruda dos Vinhos,Município,Total,,,, fogos,35
2012,Aveiro,Município,T0 ou T1,,,, fogos,22
2012,Aveiro,Município,T2,,,, fogos,43
2012,Aveiro,Município,T3,,,, fogos,67
2012,Aveiro,Município,T4 ou mais,,,, fogos,81
2012,Aveiro,Município,Total,,,, fogos,213
2012,Avis,Município,T0 ou T1,,,, fogos,2
2012,Avis,Município,T2,,,, fogos,2
2012,Avis,Município,T3,,,, fogos,6
2012,Avis,Município,T4 ou mais,,,, fogos,2
2012,Avis,Município,Total,,,, fogos,12
2012,Azambuja,Município,T0 ou T1,,,, fogos,17
2012,Azambuja,Município,T2,,,, fogos,22
2012,Azambuja,Município,T3,,,, fogos,31
2012,Azambuja,Município,T4 ou mais,,,, fogos,2
2012,Azambuja,Município,Total,,,, fogos,72
