;Cidades;202101;202102;202103;202104;202105;202106;202107;202108;202109;202110;202111;202112
239;Povoacao;13,0;14,0;18,0;19,5;20,0;24,5;26,0;28,0;26,0;23,0;17,5;15,0
240;Proenca-a-Nova;11,0;13,5;18,0;19,0;25,0;30,5;34,0;35,0;29,0;25,0;17,0;15,0
241;Redondo;12,0;15,5;17,0;20,5;25,0;30,5;34,0;34,0;29,5;27,0;18,0;16,5
242;Regiao de Aveiro;13,0;14,5;17,0;19,0;19,0;21,5;22,0;24,0;24,5;22,0;17,5;16,0
243;Regiao de Coimbra;12,0;14,5;18,0;21,0;22,0;26,5;28,0;31,0;28,0;25,0;19,0;16,0
244;Regiao de Leiria;12,0;15,0;16,0;19,0;20,0;22,5;24,0;26,0;26,0;23,0;18,0;16,5
245;Reguengos de Monsaraz;12,0;15,5;17,0;20,5;25,0;30,5;34,0;34,0;29,5;27,0;18,0;16,5
246;Resende;10,0;12,0;16,0;19,0;21,0;26,5;29,0;31,0;25,0;21,0;13,5;12,5
247;Ribeira Brava;13,0;14,5;13,0;15,0;17,0;19,0;25,0;23,0;22,0;21,0;17,0;15,0
248;Ribeira Grande;17,0;15,0;16,0;16,0;17,0;20,0;22,0;23,0;22,0;22,0;20,0;18,0
249;Ribeira de Pena;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
250;Rio Maior;13,0;15,0;16,0;18,0;19,0;20,5;22,0;23,0;25,0;22,0;18,0;17,0
251;Sabrosa;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0;13,5
252;Sabugal;7,0;10,0;14,0;15,5;19,0;25,0;28,0;31,0;24,0;21,0;12,5;10,0
253;Salvaterra de Magos;13,0;16,0;17,0;20,0;22,0;26,0;27,0;29,0;28,5;25,0;19,0;17,0
254;Santa Comba Dao;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0;13,5
255;Santa Cruz;8,0;10,5;15,0;16,0;20,0;25,0;30,0;32,0;24,0;20,0;13,5;11,0
256;Santa Cruz da Graciosa;16,0;14,0;15,0;15,5;17,0;19,5;21,0;23,0;21,5;21,0;19,0;17,0
257;Santa Cruz das Flores;17,0;15,0;16,0;16,0;17,0;20,0;21,0;23,0;21,0;21,0;19,5;17,5
258;Santa Maria da Feira;10,0;11,0;16,0;17,5;21,0;26,5;31,0;33,0;27,0;23,0;15,0;13,0
259;Santa Marta de Penaguiao;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
260;Santana;13,0;14,5;13,0;15,0;17,0;19,0;25,0;23,0;22,0;21,0;17,0;15,0
261;Santarem;13,0;17,0;18,0;20,5;23,0;28,0;29,0;31,0;29,0;26,0;19,0;18,0
262;Santiago do Cacem;13,0;15,5;16,0;18,0;19,0;20,0;22,0;23,0;25,0;23,0;19,0;17,0
263;Santo Tirso;13,0;14,0;18,0;19,5;20,0;24,5;26,0;28,0;26,0;23,0;17,5;15,0
264;Sao Bras de Alportel;13,0;15,0;17,0;18,0;24,0;26,0;29,0;29,0;28,0;26,0;19,0;17,0
265;Sao Joao da Madeira;13,0;14,5;17,0;19,0;19,0;22,5;23,0;25,0;24,0;23,0;17,0;16,0
266;Sao Joao da Pesqueira;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
267;Sao Paulo;27,0;26,0;26,0;27,0;28,0;27,0;27,0;30,0;38,0;26,0;29,0;28,5
268;Sao Pedro do Sul;10,0;12,0;16,0;19,0;21,0;27,0;30,0;32,0;26,0;22,0;15,0;13,5
269;Sao Roque do Pico;16,0;14,0;15,0;15,5;17,0;19,5;21,0;23,0;21,5;21,0;19,0;17,0
270;Sao Vicente;12,0;13,0;18,0;19,0;20,0;25,5;29,0;30,0;27,0;23,0;17,0;14,5
271;Sardoal;12,0;16,0;19,0;20,0;25,0;30,0;31,0;33,0;29,0;27,0;18,0;17,0
272;Satao;10,0;12,0;16,0;19,0;21,0;27,0;30,0;32,0;26,0;22,0;15,0;13,5
273;Seia;10,0;11,0;16,0;17,5;21,0;26,5;31,0;33,0;27,0;23,0;15,0;13,0
274;Seixal;14,0;15,0;16,0;18,0;22,0;21,0;23,0;25,0;26,0;24,0;18,0;17,0
275;Sernancelhe;10,0;12,0;16,0;19,0;21,0;27,0;30,0;32,0;26,0;22,0;15,0;13,5
276;Serpa;13,0;16,5;18,0;21,0;27,0;31,0;34,0;35,0;30,0;28,0;19,0;17,0
277;Serta;13,0;15,0;18,0;20,5;23,0;28,0;29,0;32,0;29,0;25,0;18,0;16,5
278;Sesimbra;13,0;15,5;17,0;19,0;23,0;25,0;28,0;28,0;27,5;26,0;20,0;18,0
279;Setubal;14,0;16,0;17,0;19,5;23,0;25,0;27,0;28,0;28,0;25,0;20,0;18,0
280;Sever do Vouga;13,0;14,0;18,0;20,0;20,0;25,0;25,0;28,0;26,0;23,0;17,5;15,5
281;Silves;14,0;16,0;17,0;19,0;23,0;25,0;28,0;29,0;28,0;25,0;19,0;18,0
282;Sines;13,0;15,5;16,0;18,0;19,0;20,0;22,0;23,0;25,0;23,0;19,0;17,0
283;Sintra;14,0;15,0;17,0;18,0;20,0;21,0;23,0;24,0;26,0;23,0;19,0;17,0
284;Sobral de Monte Agraco;13,0;15,0;16,0;19,0;20,0;22,5;24,0;26,0;26,5;24,0;19,5;17,0
285;Soure;13,0;16,0;18,0;20,0;22,0;25,5;26,0;28,0;27,5;24,0;18,5;17,0
286;Sousel;12,0;15,5;17,0;20,5;25,0;30,5;34,0;34,0;29,5;27,0;18,0;16,5
287;Tabua;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0;13,5
288;Tabuaco;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
289;Tamega e Sousa;12,0;13,0;18,0;19,5;20,0;26,0;29,0;31,0;27,5;22,0;16,5;14,0
290;Tarouca;13,0;16,0;18,0;20,0;22,0;25,5;26,0;28,0;27,5;24,0;18,5;17,0
291;Tavira;14,0;16,0;18,0;19,0;24,0;26,0;29,0;29,0;29,0;26,0;20,0;18,0
292;Terras de Bouro;10,0;13,0;17,0;19,0;20,0;26,0;29,0;31,0;27,0;22,0;15,0;13,0
293;Terras de Tras-os-Montes;26,0;27,0;27,0;27,0;30,0;32,5;34,0;32,0;31,0;30,0;27,0;26,0
294;Tomar;13,0;15,0;18,0;20,5;23,0;28,0;29,0;32,0;29,0;25,0;18,0;16,5
295;Tondela;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0;13,5
296;Torre de Moncorvo;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
297;Torres Novas;13,0;16,0;18,0;20,5;23,0;28,0;30,0;32,0;30,0;25,0;19,0;17,0
298;Torres Vedras;13,0;15,0;16,0;19,0;20,0;22,5;24,0;26,0;26,5;24,0;19,5;17,0
299;Trancoso;10,0;12,0;16,0;19,0;21,0;26,5;29,0;31,0;25,0;21,0;13,5;12,5
300;Trofa;11,0;12,0;16,0;18,0;19,0;25,0;29,0;31,0;25,5;21,0;16,0;13,5
301;Vagos;13,0;14,5;17,0;19,0;19,0;21,5;22,0;24,0;24,5;22,0;17,5;16,0
302;Vale de Cambra;13,0;14,0;18,0;20,0;20,0;25,0;25,0;28,0;26,0;23,0;17,5;15,5
303;Valenca;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
304;Valongo;13,0;16,0;18,0;20,0;22,0;25,5;26,0;28,0;27,5;24,0;18,5;17,0
305;Valpacos;9,0;12,0;17,0;18,0;21,0;26,5;30,0;34,0;26,0;21,0;15,0;12,5
306;Velas;16,0;14,0;15,0;15,5;17,0;19,5;21,0;23,0;21,5;21,0;19,0;17,0
307;Vendas Novas;13,0;16,0;18,0;21,0;25,0;30,0;33,0;34,0;30,0;28,0;19,0;17,0
308;Viana do Alentejo;12,0;15,5;17,0;20,5;25,0;30,5;34,0;34,0;29,5;27,0;18,0;16,5
309;Viana do Castelo;12,0;13,0;16,0;17,5;17,0;20,0;22,0;23,0;23,0;21,0;17,0;15,0
310;Vidigueira;13,0;16,5;18,0;21,0;27,0;31,0;34,0;35,0;30,0;28,0;19,0;17,0
311;Vieira do Minho;11,0;12,0;16,0;18,0;19,0;25,0;29,0;31,0;25,5;21,0;16,0;13,5
312;Vila Flor;10,0;12,5;18,0;21,0;23,0;28,5;28,0;33,0;27,0;25,0;15,0;14,0
313;Vila Franca de Xira;13,0;16,0;17,0;20,0;22,0;26,0;27,0;29,0;28,5;25,0;19,0;17,0
314;Vila Franca do Campo;16,0;15,0;16,0;17,0;18,0;21,0;22,0;24,0;23,0;22,0;20,0;18,0
315;Vila Nova da Barquinha;13,0;16,0;18,0;20,5;23,0;28,0;30,0;32,0;30,0;25,0;19,0;17,0
316;Vila Nova de Cerveira;12,0;13,0;17,0;19,0;20,0;25,0;28,0;31,0;27,0;22,0;17,5;15,0
317;Vila Nova de Famalicao;13,0;14,0;18,0;19,5;20,0;24,5;26,0;28,0;26,0;23,0;17,5;15,0
318;Vila Nova de Foz Coa;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
319;Vila Nova de Gaia;13,0;14,0;17,0;18,0;18,0;20,5;22,0;23,0;23,0;22,0;17,0;15,0
320;Vila Nova de Paiva;10,0;12,0;16,0;19,0;21,0;27,0;30,0;32,0;26,0;22,0;15,0;13,5
321;Vila Nova de Poiares;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
322;Vila Pouca de Aguiar;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
323;Vila Real;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
324;Vila Real de Santo Antonio;9,0;12,0;17,0;18,0;21,0;26,5;30,0;34,0;26,0;21,0;15,0;12,5
325;Vila Velha de Rodao;11,0;13,5;18,0;19,0;25,0;30,5;34,0;35,0;29,0;25,0;17,0;15,0
326;Vila Verde;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0;12,0
327;Vila Vicosa;10,0;12,0;16,0;19,0;21,0;26,5;29,0;31,0;25,0;21,0;13,5;12,5
328;Vila da Praia da Vitoria;16,0;15,0;15,0;16,0;18,0;20,0;22,0;23,0;22,0;21,0;19,0;17,0
329;Vila de Rei;13,0;16,0;17,0;20,0;22,0;26,0;27,0;29,0;28,5;25,0;19,0;17,0
330;Vila do Bispo;14,0;15,0;16,0;17,0;18,0;19,0;20,0;21,0;23,0;22,0;19,0;17,0
331;Vila do Conde;9,0;12,0;17,0;18,0;21,0;26,5;30,0;34,0;26,0;21,0;15,0;12,5
332;Vila do Porto;13,0;14,0;15,0;16,0;16,0;18,5;19,0;21,0;22,0;20,0;17,0;15,0
333;Vimioso;8,0;11,5;15,0;17,0;21,0;25,5;30,0;32,0;24,0;21,0;14,0;12,0
334;Vinhais;8,0;10,5;15,0;16,0;20,0;25,0;30,0;32,0;24,0;20,0;13,5;11,0
335;Viseu;10,0;12,0;16,0;19,0;21,0;27,0;30,0;32,0;26,0;22,0;15,0;13,5
336;Viseu Dao Lafoes;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0;13,5
337;Vizela;12,0;13,0;18,0;19,5;20,0;26,0;29,0;31,0;27,5;22,0;16,5;14,0
338;Vouzela;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0;13,5
