Ano,Regiao,Qtd.Populacao.Homens,Qtd.Populacao.Mulheres,Qtd.Populacao.0_4_anos,Qtd.Populacao.5_9_anos,Qtd.Populacao.10_14_anos,Qtd.Populacao.15_19_anos,Qtd.Populacao.20_24_anos,Qtd.Populacao.25_29_anos,Qtd.Populacao.30_34_anos,Qtd.Populacao.35_39_anos,Qtd.Populacao.40_44_anos,Qtd.Populacao.45_49_anos,Qtd.Populacao.50_54_anos,Qtd.Populacao.55_59_anos,Qtd.Populacao.60_64_anos,Qtd.Populacao.65_69_anos,Qtd.Populacao.70_74_anos,Qtd.Populacao.75_79_anos,Qtd.Populacao.80_84_anos,Qtd.Populacao.85_ou_mais_anos,Qtd.Populacao.Total,Qtd.Populacao.Total.Criancas,Qtd.Populacao.Total.Adolescentes,Qtd.Populacao.Total.Jovens_Adultos,Qtd.Populacao.Total.Adultos,Qtd.Populacao.Total.Idosos,Qtd.Populacao.Proporcao.Criancas,Qtd.Populacao.Proporcao.Adolescentes,Qtd.Populacao.Proporcao.Jovens_Adultos,Qtd.Populacao.Proporcao.Adultos,Qtd.Populacao.Proporcao.Idosos,Qtd.Populacao.Densidade,Qtd.Populacao.Estrangeira.Africa,Qtd.Populacao.Estrangeira.Angola,Qtd.Populacao.Estrangeira.Cabo_Verde,Qtd.Populacao.Estrangeira.Guine_Bissau,Qtd.Populacao.Estrangeira.Mocambique,Qtd.Populacao.Estrangeira.Sao_Tome_e_Principe,Qtd.Populacao.Estrangeira.America,Qtd.Populacao.Estrangeira.Brasil,Qtd.Populacao.Estrangeira.Asia,Qtd.Populacao.Estrangeira.China,Qtd.Populacao.Estrangeira.India,Qtd.Populacao.Estrangeira.Nepal,Qtd.Populacao.Estrangeira.Europa,Qtd.Populacao.Estrangeira.Espanha,Qtd.Populacao.Estrangeira.Franca,Qtd.Populacao.Estrangeira.Italia,Qtd.Populacao.Estrangeira.Republica_da_Moldova,Qtd.Populacao.Estrangeira.Reino_Unido,Qtd.Populacao.Estrangeira.Romenia,Qtd.Populacao.Estrangeira.Ucrania,Qtd.Populacao.Estrangeira.Total,Qtd.Empregados.Inferior.1.Ciclo,Qtd.Empregados.Basico.1.Ciclo,Qtd.Empregados.Basico.2.Ciclo,Qtd.Empregados.Basico.3.Ciclo,Qtd.Empregados.Secundario,Qtd.Empregados.TecnicoSuperiorProfissional,Qtd.Empregados.Bacharelado,Qtd.Empregados.Licenciatura,Qtd.Empregados.Mestrado,Qtd.Empregados.Doutorado,Qtd.Empregados.Total,Qtd.Desempregados.Faixa.<25,Qtd.Desempregados.Faixa.25-34,Qtd.Desempregados.Faixa.35-44,Qtd.Desempregados.Faixa.45-54,Qtd.Desempregados.Faixa.>55,Qtd.Desempregados.Faixa.Total,Qtd.Empregos.Ramo.Agricultura_Caca_Floresta_Pesca,Qtd.Empregos.Ramo.Agricultura_Servicos_Relacionados,Qtd.Empregos.Ramo.Silvicultura_Exploracao_Florestal,Qtd.Empregos.Ramo.Pesca_Aquicultura,Qtd.Empregos.Ramo.Industrias_Extrativas,Qtd.Empregos.Ramo.Industrias_Transformadoras,Qtd.Empregos.Ramo.Energia_Eletricidade_Gas,Qtd.Empregos.Ramo.Saneamento_Agua_Residuos,Qtd.Empregos.Ramo.Construcao,Qtd.Empregos.Ramo.Promocao_Imobiliaria_Construcao,Qtd.Empregos.Ramo.Engenharia_Civil,Qtd.Empregos.Ramo.Construcao_Especializada,Qtd.Empregos.Ramo.Comercio_Manutencao_Veiculos,Qtd.Empregos.Ramo.Comercio_Reparacao_Veiculos,Qtd.Empregos.Ramo.Comercio_Por_Grosso,Qtd.Empregos.Ramo.Comercio_A_Retalho,Qtd.Empregos.Ramo.Transportes_Armazenagem,Qtd.Empregos.Ramo.Alojamento_Restauracao,Qtd.Empregos.Ramo.Alojamento,Qtd.Empregos.Ramo.Restauracao,Qtd.Empregos.Ramo.Informacao_Comunicacao,Qtd.Empregos.Ramo.Atividades_Imobiliarias,Qtd.Empregos.Ramo.Consultoria_Cientifica_Tecnica,Qtd.Empregos.Ramo.Juridico_Contabilidade,Qtd.Empregos.Ramo.Consultoria_Gestao,Qtd.Empregos.Ramo.Engenharia_Arquitetura_Analises,Qtd.Empregos.Ramo.Servicos_Administrativos_Apoio,Qtd.Empregos.Ramo.Educacao,Qtd.Empregos.Ramo.Saude_Apoio_Social,Qtd.Empregos.Ramo.Artes_Cultura,Qtd.Empregos.Ramo.Outros_Servicos,Qtd.Empregos.Ramo.Total,Qtd.Renda.Media.Mensal,Qtd.Renda.Escolaridade.Inferior.1.Ciclo,Qtd.Renda.Escolaridade.Basico.1.Ciclo,Qtd.Renda.Escolaridade.Basico.2.Ciclo,Qtd.Renda.Escolaridade.Basico.3.Ciclo,Qtd.Renda.Escolaridade.Secundario,Qtd.Renda.Escolaridade.TecnicoSuperiorProfissional,Qtd.Renda.Escolaridade.Bacharelado,Qtd.Renda.Escolaridade.Licenciatura,Qtd.Renda.Escolaridade.Mestrado,Qtd.Renda.Escolaridade.Doutorado,Qtd.Renda.Escolaridade.Total,Qtd.Renda.Poder_de_Compra,Qtd.Habitacao.Quartos.T0_T1,Qtd.Habitacao.Quartos.T2,Qtd.Habitacao.Quartos.T3,Qtd.Habitacao.Quartos.T4_ou_mais,Qtd.Habitacao.Quartos.Total,Qtd.Habitacao.Familiar,Qtd.Habitacao.Outros,Qtd.Habitacao.Ampliacoes_Alteracoes_Reconstrucoes,Qtd.Habitacao.Novas,Qtd.Habitacao.Total,Valor.Habitacao.Arendamento.m2,Valor.Habitacao.Arendamento.100m2,Valor.Habitacao.Arendamento.80m2,Qtd.Hospitais.Publico.Privado,Qtd.Hospitais.Privado,Qtd.Hospitais.Publico,Qtd.Hospitais.Total,Qtd.Farmacias,Qtd.Ensino.NSuperior.Privado,Qtd.Ensino.NSuperior.Publico,Qtd.Ensino.NSuperior.artistica,Qtd.Ensino.NSuperior.basica,Qtd.Ensino.NSuperior.basica.secundaria,Qtd.Ensino.NSuperior.profissional,Qtd.Ensino.NSuperior.secundaria,Qtd.Ensino.NSuperior.Jardim_de_infancia,Qtd.Ensino.NSuperior.Total,Qtd.Ensino.Superior.Privado,Qtd.Ensino.Superior.Publico,Qtd.Ensino.Superior.Total,Qtd.Estabelecimentos.Bancarios,Qtd.Depositos.De.Imigrantes,Qtd.Depositos.De.Outros.Clientes,Qtd.Depositos.Total,Qtd.Cinemas,Qtd.Sessoes
"2.023,00",Calheta [R.A.A.],"1.711,00","1.783,00","129,00","137,00","154,00","199,00","202,00","165,00","202,00","216,00","259,00","237,00","263,00","266,00","224,00","211,00","194,00","180,00","130,00","126,00","3.494,00","266,00","353,00","202,00","1.608,00","1.065,00","7,61","10,10","5,78","46,02","30,48","27,70","0,00","0,00","6,00","0,00","0,00","0,00","0,00","25,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","5,00","1,00","0,00","61,00","0,00","28,00","56,00","128,00","133,00","0,00","0,00","31,00","0,00","0,00","384,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","303,00","0,00","0,00","0,00","276,00","0,00","0,00","71,00","47,00","0,00","0,00","239,00","47,00","53,00","139,00","19,00","58,00","0,00","0,00","4,00","11,00","20,00","0,00","0,00","5,00","0,00","10,00","16,00","13,00","18,00","1.136,00","1.078,90","0,00","950,60","1.004,20","1.014,80","1.097,90","0,00","0,00","1.354,20","1.796,20","0,00","1.079,00","0,02","1,00","0,00","0,00","0,00","1,00","4,00","2,00","4,00","2,00","6,00",,,,"0,00","0,00","0,00","0,00","2,00","4,00","4,00","0,00","2,00","2,00","0,00","0,00","4,00","8,00","0,00","0,00","0,00","2,00","1.315,00","47.209,00","48.524,00","0,00","28,00"
"2.023,00",Calheta [R.A.M.],"5.181,00","5.981,00","370,00","401,00","478,00","592,00","608,00","513,00","545,00","600,00","698,00","867,00","849,00","926,00","857,00","759,00","672,00","556,00","455,00","416,00","11.162,00","771,00","1.070,00","608,00","4.998,00","3.715,00","6,91","9,59","5,45","44,78","33,28","100,10","0,00","1,00","0,00","1,00","0,00","0,00","0,00","23,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","275,00","6,00","7,00","1.324,00","8,00","323,00","260,00","723,00","729,00","0,00","12,00","185,00","20,00","0,00","2.260,00","0,00","0,00","0,00","0,00","0,00","0,00","522,00","513,00","0,00","0,00","0,00","196,00","17,00","0,00","2.156,00","222,00","0,00","0,00","274,00","25,00","60,00","189,00","37,00","1.051,00","715,00","336,00","33,00","66,00","95,00","38,00","19,00","23,00","216,00","37,00","56,00","108,00","54,00","4.918,00","1.321,50","1.093,30","1.306,10","1.282,60","1.187,90","1.199,70","0,00","1.437,10","2.386,40","1.523,00","0,00","1.321,50","0,07","1,00","7,00","24,00","5,00","37,00","74,00","0,00","0,00","74,00","74,00",,,,"0,00","0,00","0,00","0,00","4,00","4,00","10,00","0,00","10,00","2,00","0,00","0,00","2,00","14,00","0,00","0,00","0,00","5,00","14.839,00","267.264,00","282.103,00","0,00","38,00"
"2.023,00",Caminha,"7.702,00","8.740,00","537,00","592,00","665,00","682,00","763,00","785,00","802,00","916,00","1.048,00","1.148,00","1.134,00","1.175,00","1.234,00","1.247,00","1.168,00","997,00","764,00","785,00","16.442,00","1.129,00","1.347,00","763,00","7.008,00","6.195,00","6,87","8,19","4,64","42,62","37,68","120,40","0,00","12,00","41,00","4,00","0,00","14,00","0,00","448,00","0,00","21,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","43,00","4,00","6,00","1.086,00","4,00","71,00","191,00","548,00","903,00","3,00","19,00","258,00","42,00","5,00","2.044,00","28,30","67,10","50,30","70,20","87,60","303,30","411,00","150,00","9,00","252,00","0,00","304,00","0,00","0,00","680,00","312,00","40,00","328,00","969,00","88,00","240,00","641,00","66,00","843,00","288,00","555,00","52,00","97,00","306,00","111,00","37,00","100,00","397,00","214,00","224,00","107,00","142,00","4.819,00","1.069,70","937,40","1.024,20","1.012,90","993,00","994,50","1.010,70","1.301,40","1.431,40","1.606,20","1.959,60","1.069,70","0,13","5,00","7,00","22,00","3,00","37,00","56,00","10,00","2,00","64,00","66,00",5.83,583.0,466.4,"0,00","0,00","0,00","0,00","5,00","10,00","28,00","0,00","18,00","4,00","4,00","0,00","12,00","38,00","0,00","0,00","0,00","5,00","16.148,00","384.368,00","400.516,00","1,00","41,00"
"2.023,00",Campo Maior,"3.805,00","4.111,00","323,00","345,00","438,00","467,00","470,00","370,00","419,00","440,00","529,00","609,00","571,00","543,00","499,00","478,00","477,00","398,00","265,00","275,00","7.916,00","668,00","905,00","470,00","3.481,00","2.392,00","8,44","11,43","5,94","43,97","30,22","32,00","0,00","1,00","1,00","0,00","0,00","0,00","0,00","77,00","0,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","34,00","1,00","82,00","1,00","260,00","0,00","131,00","203,00","552,00","781,00","0,00","74,00","299,00","45,00","0,00","2.101,00","42,50","64,10","71,20","67,80","116,00","361,60","356,00","353,00","0,00","0,00","0,00","774,00","0,00","11,00","81,00","57,00","0,00","24,00","2.144,00","45,00","1.965,00","134,00","55,00","145,00","53,00","92,00","6,00","0,00","573,00","0,00","30,00","15,00","68,00","27,00","59,00","29,00","42,00","4.401,00","1.496,20","993,10","1.272,50","1.360,70","1.246,30","1.343,60","0,00","2.155,50","2.129,10","3.312,00","0,00","1.496,20","0,07","0,00","0,00","4,00","3,00","7,00","20,00","0,00","6,00","14,00","20,00",2.97,297.0,237.60000000000002,"0,00","0,00","0,00","0,00","3,00","4,00","4,00","0,00","2,00","0,00","0,00","2,00","4,00","8,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00","80,00"
"2.023,00",Cantanhede,"16.590,00","18.326,00","1.228,00","1.296,00","1.432,00","1.568,00","1.610,00","1.686,00","1.595,00","1.799,00","2.256,00","2.565,00","2.390,00","2.337,00","2.486,00","2.503,00","2.490,00","2.189,00","1.736,00","1.750,00","34.916,00","2.524,00","3.000,00","1.610,00","14.628,00","13.154,00","7,23","8,59","4,61","41,89","37,67","89,30","0,00","14,00","11,00","8,00","0,00","15,00","0,00","682,00","0,00","42,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","23,00","20,00","61,00","1.180,00","14,00","441,00","905,00","1.997,00","2.506,00","11,00","82,00","1.121,00","306,00","60,00","7.458,00","95,40","125,40","137,80","150,70","226,20","735,50","1.168,00","935,00","168,00","65,00","23,00","3.203,00","76,00","160,00","1.148,00","694,00","3,00","451,00","2.882,00","377,00","1.434,00","1.071,00","343,00","654,00","113,00","541,00","56,00","130,00","647,00","231,00","56,00","182,00","812,00","248,00","465,00","146,00","361,00","12.522,00","1.290,30","965,90","1.021,50","1.082,40","1.140,70","1.214,80","1.225,10","1.732,30","1.749,90","1.772,00","3.032,50","1.290,30","0,28","4,00","13,00","46,00","11,00","74,00","162,00","112,00","46,00","228,00","274,00",4.76,476.0,380.79999999999995,"0,00","0,00","2,00","2,00","16,00","24,00","52,00","2,00","38,00","2,00","2,00","2,00","30,00","76,00","0,00","0,00","0,00","10,00","62.623,00","709.711,00","772.334,00","0,00","157,00"
"2.023,00",Carrazeda de Ansiães,"2.606,00","2.784,00","120,00","162,00","183,00","201,00","206,00","207,00","227,00","234,00","308,00","324,00","348,00","365,00","431,00","497,00","484,00","416,00","314,00","363,00","5.390,00","282,00","384,00","206,00","2.013,00","2.505,00","5,23","7,12","3,82","37,35","46,47","19,30","0,00","0,00","1,00","2,00","0,00","0,00","0,00","56,00","0,00","9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","166,00","3,00","99,00","95,00","179,00","192,00","0,00","4,00","66,00","4,00","0,00","645,00","22,90","35,70","37,20","50,30","41,50","187,60","699,00","0,00","0,00","0,00","0,00","0,00","5,00","0,00","130,00","48,00","16,00","66,00","243,00","38,00","56,00","149,00","71,00","128,00","42,00","86,00","8,00","6,00","57,00","27,00","0,00","20,00","65,00","30,00","43,00","13,00","30,00","1.667,00","1.012,80","917,70","920,80","1.008,00","948,70","960,30","0,00","2.019,50","1.361,40","1.670,10","0,00","1.012,80","0,04","0,00","3,00","2,00","0,00","5,00","12,00","32,00","6,00","38,00","44,00",,,,"0,00","0,00","0,00","0,00","2,00","2,00","4,00","0,00","2,00","2,00","0,00","0,00","2,00","6,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00","51,00"
"2.023,00",Carregal do Sal,"4.318,00","4.859,00","296,00","334,00","379,00","441,00","454,00","447,00","386,00","438,00","554,00","608,00","561,00","672,00","655,00","682,00","690,00","649,00","461,00","470,00","9.177,00","630,00","820,00","454,00","3.666,00","3.607,00","6,86","8,94","4,95","39,95","39,30","78,50","0,00","3,00","0,00","0,00","0,00","0,00","0,00","178,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,00","9,00","6,00","328,00","0,00","198,00","277,00","678,00","668,00","3,00","23,00","452,00","76,00","0,00","2.379,00","29,30","53,10","46,20","40,60","79,50","248,60","175,00","144,00","31,00","0,00","0,00","1.134,00","3,00","0,00","319,00","186,00","14,00","119,00","431,00","56,00","117,00","258,00","27,00","253,00","24,00","229,00","10,00","38,00","578,00","48,00","14,00","490,00","147,00","25,00","92,00","16,00","66,00","3.320,00","1.207,80","1.181,90","994,80","1.059,20","1.147,90","1.172,80","1.119,30","1.497,70","1.455,10","1.589,20","0,00","1.207,80","0,06","0,00","2,00","3,00","1,00","6,00","18,00","76,00","20,00","74,00","94,00",3.79,379.0,303.2,"0,00","0,00","0,00","0,00","5,00","0,00","10,00","0,00","6,00","0,00","0,00","2,00","2,00","10,00","0,00","0,00","0,00","2,00","12.156,00","103.294,00","115.450,00","1,00","10,00"
"2.023,00",Cartaxo,"11.669,00","12.690,00","939,00","1.050,00","1.060,00","1.205,00","1.324,00","1.244,00","1.234,00","1.446,00","1.606,00","1.889,00","1.908,00","1.671,00","1.673,00","1.560,00","1.366,00","1.351,00","974,00","859,00","24.359,00","1.989,00","2.265,00","1.324,00","10.998,00","7.783,00","8,17","9,30","5,44","45,15","31,95","154,00","0,00","31,00","8,00","4,00","0,00","5,00","0,00","783,00","0,00","36,00","0,00","0,00","0,00","0,00","0,00","0,00","12,00","34,00","23,00","92,00","1.497,00","0,00","131,00","271,00","906,00","996,00","3,00","37,00","356,00","40,00","0,00","2.753,00","59,30","91,10","106,40","116,70","119,20","492,60","525,00","501,00","24,00","0,00","0,00","1.056,00","31,00","26,00","414,00","0,00","0,00","231,00","1.234,00","243,00","256,00","735,00","191,00","342,00","53,00","289,00","57,00","137,00","335,00","149,00","69,00","61,00","504,00","140,00","367,00","107,00","175,00","5.641,00","1.243,70","861,80","1.026,90","1.043,50","1.075,10","1.221,50","1.549,90","1.900,50","1.785,70","2.169,80","0,00","1.243,70","0,20","3,00","7,00","19,00","8,00","37,00","72,00","34,00","8,00","98,00","106,00",5.16,516.0,412.8,"0,00","0,00","0,00","0,00","8,00","6,00","32,00","0,00","22,00","0,00","0,00","2,00","14,00","38,00","0,00","0,00","0,00","8,00","3.994,00","332.685,00","336.679,00","0,00","36,00"
"2.023,00",Cascais,"102.400,00","117.236,00","8.732,00","10.177,00","11.785,00","12.578,00","12.183,00","10.881,00","10.727,00","11.587,00","14.484,00","18.195,00","17.033,00","15.535,00","14.614,00","13.143,00","12.558,00","10.882,00","7.280,00","7.262,00","219.636,00","18.909,00","24.363,00","12.183,00","98.442,00","65.739,00","8,61","11,09","5,55","44,82","29,93","2.255,00","0,00","805,00","976,00","1.184,00","0,00","118,00","0,00","14.615,00","0,00","1.123,00","0,00","0,00","0,00","0,00","0,00","0,00","306,00","2.631,00","800,00","929,00","42.824,00","106,00","1.528,00","2.407,00","9.657,00","15.510,00","46,00","993,00","7.867,00","1.275,00","153,00","39.649,00","487,20","967,80","1.079,80","1.294,70","1.759,80","5.589,20","0,00","504,00","87,00","0,00","0,00","4.155,00","101,00","1.460,00","6.956,00","3.532,00","1.037,00","2.387,00","15.282,00","2.708,00","4.802,00","7.772,00","3.911,00","12.988,00","3.687,00","9.301,00","3.363,00","4.151,00","9.562,00","2.087,00","3.282,00","1.716,00","14.289,00","3.568,00","7.223,00","3.207,00","2.592,00","93.517,00","1.449,80","924,90","1.050,00","1.104,30","1.093,00","1.248,60","1.409,10","2.809,10","2.121,90","2.269,20","4.039,60","1.449,80","2,50","20,00","104,00","140,00","76,00","340,00","426,00","12,00","12,00","426,00","438,00",15.31,1531.0,1224.8,"1,00","5,00","0,00","6,00","42,00","170,00","128,00","0,00","154,00","32,00","6,00","8,00","98,00","298,00","1,00","2,00","3,00","57,00","51.826,00","4.999.795,00","5.051.621,00","3,00","582,00"
"2.023,00",Castanheira de Pêra,"1.293,00","1.417,00","48,00","51,00","84,00","109,00","134,00","155,00","118,00","124,00","124,00","150,00","175,00","202,00","232,00","237,00","231,00","208,00","154,00","174,00","2.710,00","99,00","193,00","134,00","1.048,00","1.236,00","3,65","7,12","4,94","38,67","45,61","40,60","0,00","0,00","0,00","0,00","0,00","3,00","0,00","42,00","0,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","69,00","2,00","4,00","175,00","0,00","46,00","0,00","120,00","149,00","0,00","0,00","51,00","0,00","0,00","418,00","9,70","15,80","8,00","13,80","28,40","75,70","52,00","0,00","31,00","0,00","0,00","204,00","0,00","0,00","51,00","32,00","0,00","19,00","119,00","10,00","37,00","72,00","16,00","79,00","28,00","51,00","4,00","0,00","38,00","9,00","0,00","24,00","67,00","17,00","86,00","3,00","15,00","754,00","1.076,20","0,00","938,50","955,40","1.021,00","1.056,50","0,00","0,00","1.469,90","0,00","0,00","1.076,20","0,02","0,00","1,00","0,00","0,00","1,00","6,00","2,00","6,00","2,00","8,00",,,,"0,00","0,00","0,00","0,00","1,00","0,00","4,00","0,00","4,00","0,00","0,00","0,00","0,00","4,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00"
"2.023,00",Castelo Branco,"25.214,00","27.699,00","1.844,00","2.039,00","2.215,00","2.431,00","2.512,00","2.428,00","2.554,00","2.803,00","3.509,00","3.864,00","3.798,00","3.760,00","3.877,00","3.870,00","3.564,00","2.985,00","2.307,00","2.553,00","52.913,00","3.883,00","4.646,00","2.512,00","22.716,00","19.156,00","7,34","8,78","4,75","42,93","36,20","36,80","0,00","328,00","221,00","257,00","0,00","34,00","0,00","1.332,00","0,00","60,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","291,00","104,00","103,00","3.819,00","28,00","682,00","860,00","2.507,00","3.720,00","16,00","173,00","1.743,00","244,00","11,00","10.017,00","244,10","305,70","302,00","274,40","513,60","1.639,80","1.148,00","767,00","377,00","4,00","0,00","2.287,00","38,00","0,00","1.322,00","719,00","68,00","535,00","2.596,00","454,00","711,00","1.431,00","386,00","1.200,00","207,00","993,00","575,00","298,00","986,00","423,00","138,00","243,00","842,00","508,00","1.024,00","276,00","515,00","14.221,00","1.199,50","864,70","981,30","1.077,30","1.099,00","1.109,50","1.346,80","1.693,30","1.539,20","1.869,30","2.604,60","1.199,50","0,48","7,00","17,00","74,00","39,00","137,00","114,00","38,00","12,00","140,00","152,00",4.54,454.0,363.2,"0,00","0,00","1,00","1,00","18,00","26,00","64,00","0,00","46,00","2,00","6,00","4,00","32,00","90,00","0,00","5,00","5,00","15,00","41.872,00","1.264.928,00","1.306.800,00","2,00","120,00"
"2.023,00",Castelo de Paiva,"7.533,00","7.915,00","475,00","564,00","649,00","827,00","1.003,00","874,00","833,00","776,00","957,00","1.176,00","1.316,00","1.304,00","1.243,00","1.024,00","828,00","651,00","457,00","491,00","15.448,00","1.039,00","1.476,00","1.003,00","7.236,00","4.694,00","6,73","9,55","6,49","46,84","30,39","134,30","0,00","9,00","1,00","0,00","0,00","13,00","0,00","99,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","242,00","0,00","227,00","645,00","912,00","1.028,00","0,00","0,00","250,00","37,00","0,00","3.128,00","62,00","78,20","77,40","121,00","219,70","558,30","0,00","0,00","0,00","0,00","0,00","1.896,00","16,00","19,00","762,00","550,00","77,00","135,00","643,00","133,00","144,00","366,00","0,00","216,00","65,00","151,00","11,00","45,00","137,00","73,00","10,00","26,00","165,00","145,00","206,00","52,00","96,00","4.763,00","1.077,40","0,00","1.079,80","992,10","1.036,20","1.021,50","0,00","1.367,10","1.568,80","1.688,80","0,00","1.077,40","0,10","3,00","66,00","27,00","5,00","101,00","72,00","18,00","24,00","66,00","90,00",3.51,351.0,280.79999999999995,"0,00","0,00","0,00","0,00","4,00","4,00","44,00","0,00","24,00","2,00","0,00","0,00","22,00","48,00","0,00","0,00","0,00","2,00","5.450,00","195.904,00","201.354,00","0,00","12,00"
"2.023,00",Castelo de Vide,"1.514,00","1.683,00","92,00","110,00","103,00","125,00","115,00","161,00","120,00","172,00","179,00","215,00","229,00","237,00","239,00","239,00","224,00","212,00","165,00","260,00","3.197,00","202,00","228,00","115,00","1.313,00","1.339,00","6,32","7,13","3,60","41,07","41,88","12,10","0,00","2,00","0,00","0,00","0,00","0,00","0,00","16,00","0,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,00","2,00","10,00","154,00","0,00","36,00","58,00","156,00","130,00","0,00","0,00","50,00","3,00","0,00","439,00","4,70","10,90","10,80","7,10","17,50","50,90","114,00","109,00","5,00","0,00","0,00","51,00","0,00","0,00","71,00","65,00","0,00","6,00","122,00","9,00","29,00","84,00","3,00","72,00","29,00","43,00","0,00","11,00","41,00","0,00","8,00","10,00","54,00","19,00","25,00","14,00","18,00","624,00","1.102,90","0,00","950,00","1.011,70","1.042,10","1.108,80","0,00","1.245,60","1.414,90","2.178,80","0,00","1.102,90","0,02","0,00","2,00","2,00","0,00","4,00","34,00","2,00","34,00","2,00","36,00",,,,"0,00","0,00","0,00","0,00","3,00","2,00","6,00","0,00","4,00","0,00","0,00","0,00","4,00","8,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00","17,00"
"2.023,00",Castro Daire,"6.577,00","7.155,00","349,00","408,00","500,00","612,00","704,00","611,00","607,00","603,00","775,00","919,00","919,00","1.030,00","1.124,00","1.126,00","1.078,00","881,00","702,00","784,00","13.732,00","757,00","1.112,00","704,00","5.464,00","5.695,00","5,51","8,10","5,13","39,79","41,47","36,20","0,00","7,00","1,00","13,00","0,00","16,00","0,00","118,00","0,00","27,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","8,00","2,00","9,00","270,00","0,00","191,00","315,00","545,00","648,00","0,00","0,00","217,00","42,00","0,00","1.972,00","73,70","75,30","78,20","90,70","160,30","478,00","320,00","240,00","0,00","0,00","88,00","387,00","0,00","0,00","420,00","261,00","6,00","153,00","863,00","90,00","137,00","636,00","605,00","266,00","59,00","207,00","20,00","28,00","131,00","75,00","12,00","23,00","81,00","66,00","152,00","50,00","91,00","3.583,00","1.078,70","0,00","987,60","1.039,10","1.034,60","1.047,50","0,00","1.306,30","1.350,60","1.366,70","0,00","1.078,70","0,09","0,00","3,00","7,00","4,00","14,00","38,00","42,00","22,00","58,00","80,00",3.4,340.0,272.0,"0,00","0,00","0,00","0,00","5,00","4,00","38,00","0,00","24,00","0,00","2,00","2,00","14,00","42,00","0,00","0,00","0,00","5,00","30.858,00","241.576,00","272.434,00","1,00","37,00"
"2.023,00",Castro Marim,"3.342,00","3.477,00","265,00","263,00","265,00","295,00","332,00","333,00","315,00","361,00","353,00","430,00","477,00","481,00","489,00","503,00","577,00","433,00","292,00","355,00","6.819,00","528,00","560,00","332,00","2.750,00","2.649,00","7,74","8,21","4,87","40,33","38,85","22,70","0,00","2,00","7,00","4,00","0,00","5,00","0,00","97,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","178,00","24,00","25,00","1.170,00","21,00","0,00","123,00","333,00","434,00","5,00","11,00","109,00","5,00","0,00","1.130,00","19,50","39,20","34,30","28,80","37,50","159,20","0,00","116,00","3,00","0,00","12,00","101,00","0,00","0,00","240,00","170,00","0,00","0,00","349,00","26,00","52,00","271,00","13,00","648,00","210,00","438,00","15,00","131,00","98,00","23,00","21,00","33,00","164,00","18,00","64,00","105,00","58,00","2.155,00","1.088,50","850,00","968,40","976,00","1.012,40","1.070,10","1.244,60","1.325,50","1.622,20","1.020,90","0,00","1.088,50","0,05","5,00","9,00","6,00","4,00","24,00","52,00","6,00","12,00","46,00","58,00",7.51,751.0,600.8,"0,00","0,00","0,00","0,00","2,00","6,00","8,00","0,00","8,00","0,00","0,00","0,00","6,00","14,00","0,00","0,00","0,00","1,00","324,00","40.000,00","40.324,00","0,00","9,00"
