,Regiao,Cidades,latitude,longitude,place_id,country,administrative_area_level_1,administrative_area_level_2,formatted_address
167,Centro,Viseu,40.6565861,-7.9124712,ChIJzVzD6z42Iw0RmkTnIYjAv_Y,Portugal,Viseu District,Viseu,"Viseu, Portugal"
168,Centro,Vouzela,40.7229086,-8.1122167,ChIJfWCIebdBIw0RtOR-hS9CMuk,Portugal,Viseu District,Vouzela,"3670 Vouzela, Portugal"
170,Centro,Castelo Branco,39.8197117,-7.4964662,ChIJ23-QlShcPQ0RQB67VSpqcBw,Portugal,Castelo Branco District,Castelo Branco,"6000 Castelo Branco, Portugal"
171,Centro,Idanha-a-Nova,39.924752,-7.2415895,ChIJ9Uv6rXNwPQ0RfpybjroInDY,Portugal,Castelo Branco District,Idanha-a-Nova,"6060 Idanha-A-Nova, Portugal"
172,Centro,Oleiros,39.9201996,-7.9138535,ChIJuw1V0g6xIg0R43gkYawAq_Q,Portugal,Castelo Branco,Oleiros,"6160 Oleiros, Portugal"
173,Centro,Penamacor,40.169313,-7.171492499999999,ChIJT6ry9lUJPQ0RF7dZ40KfIsU,Portugal,Castelo Branco District,Penamacor,"6090 Penamacor, Portugal"
174,Centro,Proença-a-Nova,39.7494186,-7.9233898,ChIJ7_JGOlioIg0R3U5MT_AqYgA,Portugal,Castelo Branco,Proença-a-Nova,"6150 Proença-a-Nova, Portugal"
175,Centro,Vila Velha de Ródão,39.6545102,-7.6712121,ChIJAT5l9mv8Fw0RnjBHWxsOBn0,Portugal,Castelo Branco District,Vila Velha de Ródão,"6030 Vila Velha de Ródão, Portugal"
177,Centro,Abrantes,39.4621054,-8.1986484,ChIJ-7pMOrFtGA0RUvg6b6Flgk4,Portugal,Santarém District,Abrantes,"Abrantes, Portugal"
178,Centro,Alcanena,39.4595628,-8.666868899999999,ChIJY74vzyiQGA0RLzBWElwEto4,Portugal,Santarém District,Alcanena,"2380 Alcanena, Portugal"
179,Centro,Constância,39.4780719,-8.337225199999999,ChIJ1xK_5XNlGA0RxvPAcGmGpNs,Portugal,Santarém District,Constância,"2250 Constância, Portugal"
180,Centro,Entroncamento,39.4729822,-8.478759199999999,ChIJrXoh2H1iGA0R5BNm0z_FjGk,Portugal,Santarém District,Entroncamento,"2330 Entroncamento, Portugal"
181,Centro,Ferreira do Zêzere,39.6932144,-8.2905257,ChIJJyrInVudIg0Rw-lzar0QooE,Portugal,Santarém District,Ferreira do Zêzere,"2240 Ferreira do Zêzere, Portugal"
182,Centro,Mação,39.60433140000001,-7.981084500000001,ChIJZfEogfUFGA0RMDqQ5L3rAAQ,Portugal,Santarém District,Mação,"Mação, 6120, Portugal"
183,Centro,Ourém,39.6567985,-8.5796087,ChIJk1PsECSCGA0RUSQmFjtarzk,Portugal,Santarém District,Ourém,"2490 Ourém, Portugal"
184,Centro,Sardoal,39.5375181,-8.1612773,ChIJ0cfRY71yGA0RlacPN0VtCGY,Portugal,Santarém District,Sardoal,"2230 Sardoal, Portugal"
185,Centro,Sertã,39.801594,-8.0957844,ChIJ6x6eT8SjIg0RFjdFGgWn7cM,Portugal,Castelo Branco,Sertã,"6100 Sertã, Portugal"
186,Centro,Tomar,39.6053819,-8.4043125,ChIJK8leGat-GA0R6uUjP8gMizY,Portugal,Santarém District,Tomar,"2300 Tomar, Portugal"
187,Centro,Torres Novas,39.478072,-8.5404429,ChIJkSPra-2IGA0RiOboTNMH6GY,Portugal,Santarém District,Torres Novas,"2350 Torres Novas, Portugal"
188,Centro,Vila de Rei,39.6758453,-8.1457625,ChIJcSrdqEl1GA0R3RXdF9eP9Gk,Portugal,Castelo Branco,Vila de Rei,"6110 Vila de Rei, Portugal"
189,Centro,Vila Nova da Barquinha,39.45923880000001,-8.4313741,ChIJOe38zadjGA0RbwLMAP26cIU,Portugal,Santarém,Vila Nova da Barquinha,"2260 Vila Nova da Barquinha, Portugal"
191,Centro,Almeida,40.7254048,-6.905594199999999,ChIJ135TLcFCPA0RMbPPb09bDBo,Portugal,Guarda District,Almeida,"6350 Almeida, Portugal"
192,Centro,Belmonte,40.351063,-7.3408535,ChIJs83gXCMcPQ0RfFX4rCNPlCY,Portugal,Castelo Branco District,Belmonte,"Belmonte, 6250 Belmonte, Portugal"
193,Centro,Celorico da Beira,40.6335005,-7.3927217,ChIJUVEnAp3pPA0RTM5GDYVB-Uk,Portugal,Guarda District,Celorico da Beira,"6360 Celorico da Beira, Portugal"
194,Centro,Covilhã,40.2805633,-7.504327199999999,ChIJOXcFtrsjPQ0Ru5zEx4lIWKs,Portugal,Castelo Branco District,Covilhã,"6200 Covilhã, Portugal"
195,Centro,Figueira de Castelo Rodrigo,40.8946241,-6.963561299999999,ChIJQaI8d9lkPA0RFuc2BzPPfAQ,Portugal,Guarda District,Figueira de Castelo Rodrigo,"6440 Figueira de Castelo Rodrigo, Portugal"
196,Centro,Fornos de Algodres,40.6201957,-7.539550699999999,ChIJt-XRiEbEPA0RvedH4o4afjI,Portugal,Guarda District,Fornos de Algodres,"6370 Fornos de Algodres, Portugal"
197,Centro,Fundão,40.1137263,-7.394882000000001,ChIJYSdE4Tc5PQ0RMDGQ5L3rAAQ,Portugal,Castelo Branco District,Fundão,"Fundão, Portugal"
198,Centro,Gouveia,40.4923318,-7.5936526,ChIJ2cqOn27aPA0RV_1DC0eS1Eo,Portugal,Guarda District,Gouveia,"6290 Gouveia, Portugal"
199,Centro,Guarda,40.5308408,-7.2221421,ChIJU8b2j8T6PA0RADWQ5L3rAAQ,Portugal,Guarda District,Guarda,"Guarda, 6300, Portugal"
200,Centro,Manteigas,40.4022206,-7.538339300000001,ChIJm1mBj83YPA0Rajntt_psPZ4,Portugal,Guarda District,Manteigas,"6260 Manteigas, Portugal"
201,Centro,Mêda,40.965806,-7.2612127,ChIJZ5ilf66EPA0RySfYH9vljCQ,Portugal,Guarda District,Mêda,"6430 Mêda, Portugal"
202,Centro,Pinhel,40.7732736,-7.0685935,ChIJM6vZbUhgPA0RwD_03ouIPb4,Portugal,Distrito da Guarda,Pinhel,"6400 Pinhel, Portugal"
203,Centro,Sabugal,40.3516608,-7.089524099999999,ChIJT188yYCpPQ0R0M-Q5L3rAAU,Portugal,Distrito da Guarda,Sabugal,"6320 Sabugal, Portugal"
204,Centro,Seia,40.4148619,-7.707845000000001,ChIJaxhdbYjWPA0RoAjx9I6PihU,Portugal,Guarda District,Seia Municipality,"6270 Seia, Portugal"
205,Centro,Trancoso,40.7787604,-7.3491442,ChIJ_V9t8IuTPA0REdqgpe56zA0,Portugal,Guarda District,Trancoso,"6420 Trancoso, Portugal"
208,Área Metropolitana de Lisboa,Alcochete,38.7560205,-8.9603438,ChIJlTouDrk7GQ0Rflw-RNdd8Oc,Portugal,Setubal,Alcochete,"Alcochete, Portugal"
209,Área Metropolitana de Lisboa,Almada,38.6765238,-9.165104699999999,ChIJNRH_CRw1GQ0RetYqZOvcpvw,Portugal,Setubal,Almada,"Almada, Portugal"
210,Área Metropolitana de Lisboa,Amadora,38.7577603,-9.224547399999999,ChIJCdTnmgjNHg0Rvt33fIdAeq8,Portugal,Lisbon,Amadora,"Amadora, Portugal"
211,Área Metropolitana de Lisboa,Barreiro,38.6608149,-9.0790724,ChIJNVChMEE2GQ0R97WUXVzARvY,Portugal,Setubal,Barreiro,"Barreiro, Portugal"
212,Área Metropolitana de Lisboa,Cascais,38.6960614,-9.430364599999999,ChIJl5q3eXPEHg0RwrsHGH47DYc,Portugal,Lisbon,Cascais,"2750 Cascais, Portugal"
213,Área Metropolitana de Lisboa,Lisboa,38.7222524,-9.1393366,ChIJO_PkYRozGQ0R0DaQ5L3rAAQ,Portugal,Lisbon,Lisbon,"Lisbon, Portugal"
214,Área Metropolitana de Lisboa,Loures,38.8297603,-9.166369699999999,ChIJGcoPNC7THg0RzWHSw0rasJg,Portugal,Lisbon,Loures,"Loures, Portugal"
215,Área Metropolitana de Lisboa,Mafra,38.9443106,-9.3320856,ChIJ5aAHEzQoHw0RQOCQ5L3rAAU,Portugal,Lisbon,Mafra,"2640 Mafra, Portugal"
216,Área Metropolitana de Lisboa,Moita,38.653115,-8.993017199999999,ChIJ-cQZqIFHGQ0RQAiR5L3rAAU,Portugal,Setubal,Moita,"2860 Moita, Portugal"
217,Área Metropolitana de Lisboa,Montijo,38.7065326,-8.9765351,ChIJ1y3AOus5GQ0RBuQb0aeUzEI,Portugal,Setubal,Montijo,"Montijo, Portugal"
218,Área Metropolitana de Lisboa,Odivelas,38.7928952,-9.183161499999999,ChIJG8CGuqkyGQ0Rk6oQ9_w5PJ4,Portugal,Lisbon,Odivelas,"Odivelas, Portugal"
219,Área Metropolitana de Lisboa,Oeiras,38.69686069999999,-9.314601399999999,ChIJEYNl2y3JHg0R9zyZw3xCJ6A,Portugal,Lisbon,Oeiras,"2780 Oeiras, Portugal"
220,Área Metropolitana de Lisboa,Palmela,38.569441,-8.9016937,ChIJOyHNw5tBGQ0Rjoj5NCaEmEA,Portugal,Setubal,Palmela,"Palmela, Portugal"
221,Área Metropolitana de Lisboa,Seixal,38.6410676,-9.0975,ChIJj6MCcfNJGQ0RMWYtPME8rQw,Portugal,Setubal,Seixal,"2840 Seixal, Portugal"
222,Área Metropolitana de Lisboa,Sesimbra,38.44421699999999,-9.1014903,ChIJja9tSotRGQ0RiwZekB3GbdE,Portugal,Setubal,Sesimbra,"2970 Sesimbra, Portugal"
223,Área Metropolitana de Lisboa,Setúbal,38.5260437,-8.8909328,ChIJNXQCq_5CGQ0RVKq1m3Y_8p8,Portugal,Setubal,Setúbal,"Setúbal, Portugal"
224,Área Metropolitana de Lisboa,Sintra,38.8233416,-9.322921299999999,ChIJIzPS5ZvQHg0RIDeQ5L3rAAQ,Portugal,Lisbon,Sintra,"Sintra, Portugal"
225,Área Metropolitana de Lisboa,Vila Franca de Xira,38.9549979,-8.9888982,ChIJzY7T3O0nGQ0RmHTGQAKoiLI,Portugal,Lisbon,Vila Franca de Xira,"2600 Vila Franca de Xira, Portugal"
228,Alentejo,Alcácer do Sal,38.3706145,-8.5061998,ChIJqSKnhQh_GQ0RCnMpm2VUWVA,Portugal,Setubal,Alcácer do Sal,"7580 Alcácer do Sal, Portugal"
229,Alentejo,Grândola,38.1770597,-8.5669509,ChIJ7a3mGwHSGw0RZ3mbOGVyFZg,Portugal,Setubal,Grândola,"7570 Grândola, Portugal"
230,Alentejo,Odemira,37.6098303,-8.6270628,ChIJX3DcwBUGGw0R-rQ_kGtEg4U,Portugal,Beja District,Odemira,"7630-174 Odemira, Portugal"
231,Alentejo,Santiago do Cacém,38.0162314,-8.6956768,ChIJ4fanTRXHGw0RV266cmvlEaU,Portugal,Setúbal,Santiago do Cacém,"7540 Santiago do Cacém, Portugal"
232,Alentejo,Sines,37.9571555,-8.860890699999999,ChIJYfjgEgO_Gw0RHuATLf4j_WU,Portugal,Setubal,Sines,"Sines, Portugal"
234,Alentejo,Aljustrel,37.8760582,-8.1649833,ChIJ0yWVecVCGg0RG2Pnv6T_SfM,Portugal,Beja District,Aljustrel,"7600 Aljustrel, Portugal"
235,Alentejo,Almodôvar,37.4891809,-8.090174,ChIJ3cxwQKSTGg0RoC6Q5L3rAAQ,Portugal,Beja District,Almodôvar,"Almodôvar, 7700, Portugal"
236,Alentejo,Alvito,38.2558735,-7.991930099999999,ChIJgw0iUv0aGg0RPUWalX-gb-E,Portugal,Beja,Alvito,"7920 Alvito, Portugal"
237,Alentejo,Barrancos,38.1328809,-6.977312599999999,ChIJzxM3FUMiEQ0RKQ-ERyAtwoI,Portugal,Beja District,Barrancos,"7230 Barrancos, Portugal"
238,Alentejo,Beja,38.0153039,-7.8627308,ChIJh83fpXFzGg0Rk1HM5nDqWmo,Portugal,Beja District,Beja,"7800 Beja, Portugal"
239,Alentejo,Castro Verde,37.6991315,-8.085826299999999,ChIJMSZ-sdBhGg0RhC1KnWezgi4,Portugal,Beja District,Castro Verde,"7780 Castro Verde, Portugal"
240,Alentejo,Cuba,38.156574,-7.8939317,ChIJqTDeXMQOGg0Rvhaa77RAmw4,Portugal,Beja District,Cuba,"Cuba, 7940, Portugal"
241,Alentejo,Ferreira do Alentejo,38.0593873,-8.114071299999999,ChIJWePvDfE_Gg0RRBzPFH2NHsQ,Portugal,Beja District,Ferreira do Alentejo,"7900 Ferreira do Alentejo, Portugal"
242,Alentejo,Mértola,37.6415148,-7.6606665,ChIJq8xkRrt9EA0RmKY7gnJpwCQ,Portugal,Beja District,Mértola,"7750 Mértola, Portugal"
243,Alentejo,Moura,38.1426988,-7.4512581,ChIJCYqlfobAEA0RpIfEV3Xm3rs,Portugal,Beja District,Moura,"7860 Moura, Portugal"
244,Alentejo,Ourique,37.6521402,-8.224390399999999,ChIJiwXCl3j2Gg0Rds12p2UEtbo,Portugal,Beja District,Ourique,"7670 Ourique, Portugal"
245,Alentejo,Serpa,37.9469642,-7.602181900000001,ChIJR_VTc2KQEA0REPxXdwNQTKw,Portugal,Beja District,Serpa,"7830 Serpa, Portugal"
246,Alentejo,Vidigueira,38.2118842,-7.8005203,ChIJhzGAgREIGg0Rq6kyjRNDLmE,Portugal,Beja District,Vidigueira,"7960 Vidigueira, Portugal"
248,Alentejo,Almeirim,39.2075098,-8.6270969,ChIJ2wYm0kHwGA0Rm6QlouP8QhU,Portugal,Santarém District,Almeirim,"2080 Almeirim, Portugal"
249,Alentejo,Alpiarça,39.2591889,-8.5820055,ChIJnXp56eTzGA0RfXMk0fIZNqY,Portugal,Santarém District,Alpiarça,"2090 Alpiarça, Portugal"
250,Alentejo,Azambuja,39.0704397,-8.8730393,ChIJ178RVdfdGA0R-8CuBy7-IdI,Portugal,Lisbon,Azambuja,"2050 Azambuja, Portugal"
251,Alentejo,Benavente,38.980974,-8.809251399999999,ChIJH6Sd7lMeGQ0RFgAbpKNgBwo,Portugal,Santarém District,Benavente,"Benavente, Portugal"
252,Alentejo,Cartaxo,39.16181660000001,-8.7888254,ChIJsW_OUYboGA0RfJ4VNJu6W4g,Portugal,Santarém,Cartaxo,"2070 Cartaxo, Portugal"
253,Alentejo,Chamusca,39.3564086,-8.4786825,ChIJAYAsbP1fGA0RiuZTNdAUcWw,Portugal,Santarém,Chamusca,"2140 Chamusca, Portugal"
254,Alentejo,Coruche,38.9596619,-8.52473,ChIJLUrgjLsAGQ0RcVP9rctYbdk,Portugal,Santarém District,Coruche,"2100 Coruche, Portugal"
255,Alentejo,Golegã,39.4047966,-8.4880572,ChIJY_vIkeZhGA0RsX1qqLFWa8Y,Portugal,Santarém District,Golegã,"2150 Golegã, Portugal"
256,Alentejo,Rio Maior,39.3393698,-8.935573699999999,ChIJZSOw6MW4GA0RQAKR5L3rAAU,Portugal,Santarém District,Rio Maior,"Rio Maior, 2040 Rio Maior, Portugal"
257,Alentejo,Salvaterra de Magos,39.0272019,-8.794182,ChIJi0tjpgvhGA0RAxrOHTSWbYs,Portugal,Santarém District,Salvaterra de Magos,"Salvaterra de Magos, Portugal"
258,Alentejo,Santarém,39.2366618,-8.686011900000002,ChIJm9eOSHLuGA0Rkp3ZqNatBvQ,Portugal,Santarém District,Santarém,"Santarem, Portugal"
260,Alentejo,Alter do Chão,39.201007,-7.660334,ChIJFScF3KuFFw0RQVSJ86fQhgI,Portugal,Portalegre,Alter do Chão,"7440 Alter do Chão, Portugal"
261,Alentejo,Arronches,39.1218363,-7.2845731,ChIJvUzomcenFw0RV0AMw6tkVIw,Portugal,Portalegre District,Arronches,"7340 Arronches, Portugal"
262,Alentejo,Avis,39.07417119999999,-7.8939317,ChIJAX8w9RotGA0RkDeQ5L3rAAQ,Portugal,Portalegre District,Avis,"Avis, 7480, Portugal"
263,Alentejo,Campo Maior,39.0441326,-7.0713572,ChIJJah2dMP9Fg0RpNmhiEHDYws,Portugal,Portalegre District,Campo Maior,"Campo Maior, 7370, Portugal"
264,Alentejo,Castelo de Vide,39.4146181,-7.454066399999999,ChIJA5bHIk2VFw0RNwbmAyh8nv8,Portugal,Portalegre,Castelo de Vide,"7320 Castelo de Vide, Portugal"
265,Alentejo,Crato,39.28767440000001,-7.6456553,ChIJ5UZjKVuOFw0RDMJWzMHRHFg,Portugal,Portalegre District,Crato,"7430 Crato, Portugal"
266,Alentejo,Elvas,38.8802788,-7.1636637,ChIJ857MAg4dFw0Ryi_z1DAuCr0,Portugal,Portalegre District,Elvas,"7350 Elvas, Portugal"
267,Alentejo,Fronteira,39.05599730000001,-7.647754000000001,ChIJI20GCmV4Fw0RxAAD2AhhslM,Portugal,Portalegre District,Fronteira,"7460 Fronteira, Portugal"
268,Alentejo,Gavião,39.46528,-7.935946899999999,ChIJ53naffEZGA0RXZ9MzI2Nups,Portugal,Portalegre District,Gavião,"6040 Gavião, Portugal"
269,Alentejo,Marvão,39.3939447,-7.376536299999999,ChIJT4wkDxW_Fw0R1kDG6Lnwmr4,Portugal,Portalegre District,Marvão,"7330 Marvão, Portugal"
270,Alentejo,Monforte,39.0528283,-7.4377345,ChIJ8y2KutIKFw0RqOL7Y-2LBD8,Portugal,Portalegre,Monforte,"7450 Monforte, Portugal"
271,Alentejo,Nisa,39.5179524,-7.648376700000001,ChIJwyzkX6_xFw0RFsuiAvPjOAg,Portugal,Portalegre District,Nisa,"6050 Nisa, Portugal"
272,Alentejo,Ponte de Sor,39.2524027,-8.0093497,ChIJc89Gmk47GA0RWR5qLk6WgV0,Portugal,Portalegre District,Ponte de Sor,"7400 Ponte de Sor, Portugal"
273,Alentejo,Portalegre,39.2967086,-7.4284755,ChIJ3yw5BoK9Fw0RQFO9yvJNwb8,Portugal,Portalegre District,Portalegre,"7300 Portalegre, Portugal"
274,Alentejo,Sousel,38.9535932,-7.6764218,ChIJzY3yF-t7Fw0RSru5g8zyO8Y,Portugal,Portalegre District,Sousel,"7470 Sousel, Portugal"
276,Alentejo,Alandroal,38.7021331,-7.4036488,ChIJ0YLcwRo_Fw0RIvDvc7BGgEM,Portugal,Évora District,Alandroal,"7250 Alandroal, Portugal"
277,Alentejo,Arraiolos,38.7232208,-7.9867614,ChIJd8c89JnCGQ0RqmMmhp9yq08,Portugal,Évora District,Arraiolos,"7040 Arraiolos, Portugal"
278,Alentejo,Borba,38.8068177,-7.458405000000001,ChIJ6Qk31TVrFw0RidgXfhAjBZ8,Portugal,Évora District,Borba,"7150 Borba, Portugal"
279,Alentejo,Estremoz,38.8425123,-7.588837799999999,ChIJ21mj6kBvFw0R_RDEecWRv_U,Portugal,Évora District,Estremoz,"7100 Estremoz, Portugal"
280,Alentejo,Évora,38.571431,-7.913501999999999,ChIJnRODON_kGQ0RbO-9wzGKraY,Portugal,Évora District,Évora,"Evora, Portugal"
281,Alentejo,Montemor-o-Novo,38.64814,-8.211679799999999,ChIJnx4fHiyUGQ0R2An_EQt2Umc,Portugal,Évora District,Montemor-o-Novo,"7050 Montemor-o-Novo, Portugal"
282,Alentejo,Mora,38.9447445,-8.1653387,ChIJV9R153K2GQ0RJOI2kb5v7H8,Portugal,Évora District,Mora,"7490 Mora, Portugal"
283,Alentejo,Mourão,38.3637216,-7.286867999999999,ChIJtVnHXWLMEA0R30A9MEGLHrc,Portugal,Évora District,Mourão,"Mourão, 7240, Portugal"
284,Alentejo,Portel,38.3088689,-7.7047438,ChIJM8kXCVKpEA0Rjn4tBqnGDN8,Portugal,Distrito de Évora,Portel,"7220 Portel, Portugal"
285,Alentejo,Redondo,38.63714239999999,-7.589737200000001,ChIJ1ZOXfRREFw0RSH_Gs5BnUJc,Portugal,Évora District,Redondo,"Redondo, Portugal"
286,Alentejo,Reguengos de Monsaraz,38.42526549999999,-7.5344352,ChIJHRv_nLtMFw0RRnNI9G93zTA,Portugal,Évora District,Reguengos de Monsaraz,"7200 Reguengos de Monsaraz, Portugal"
287,Alentejo,Vendas Novas,38.6768924,-8.4633558,ChIJe_iOlvifGQ0ReyybnR5JII4,Portugal,Évora District,Vendas Novas,"7080 Vendas Novas, Portugal"
288,Alentejo,Viana do Alentejo,38.3341493,-8.0038406,ChIJ5eStrQEdGg0ReJzgnpAtxqM,Portugal,Évora District,Viana do Alentejo,"7090 Viana do Alentejo, Portugal"
289,Alentejo,Vila Viçosa,38.7754165,-7.416119999999999,ChIJOTaEmnIVFw0R7Ihw-npcbnM,Portugal,Distrito de Évora,Vila Viçosa,"7160 Vila Viçosa, Portugal"
292,Algarve,Albufeira,37.0890719,-8.2478796,ChIJH8TdOK7OGg0RRRBEYqXnIu0,Portugal,Faro District,Albufeira,"8200 Albufeira, Portugal"
293,Algarve,Alcoutim,37.4689817,-7.4735957,ChIJowm92zZqEA0RRYMQEvvWKmI,Portugal,Faro District,Alcoutim,"8970 Alcoutim, Portugal"
294,Algarve,Aljezur,37.31657,-8.7992645,ChIJw4QJoFMVGw0Rxg_DN39zeBA,Portugal,Faro District,Aljezur,"8670 Aljezur, Portugal"
295,Algarve,Castro Marim,37.2179422,-7.4423339,ChIJ_2ZrNQwYEA0RA0BkbDz2sBA,Portugal,Faro District,Castro Marim,"8950 Castro Marim, Portugal"
296,Algarve,Faro,37.0164626,-7.9351983,ChIJp_qQIudSBQ0RWv9KSdTCc40,Portugal,Faro District,Faro,"Faro, Portugal"
297,Algarve,Lagoa,37.1346084,-8.4513272,ChIJGcrqJ7DXGg0R8DOQ5L3rAAQ,Portugal,Faro District,Lagoa,"Lagoa, 8400, Portugal"
298,Algarve,Lagos,37.1027881,-8.6730275,ChIJjU0jUEkwGw0RV_waR6OqEFQ,Portugal,Faro District,Lagos,"8600 Lagos, Portugal"
299,Algarve,Loulé,37.1379187,-8.020216,ChIJkTRI3SmxGg0RY14FaR4uG6c,Portugal,Faro District,Loulé,"8100 Loulé, Portugal"
300,Algarve,Monchique,37.3179879,-8.5561706,ChIJQVpSze8hGw0RZgOBxAGMa2g,Portugal,Faro,Monchique,"8550 Monchique, Portugal"
301,Algarve,Olhão,37.02731929999999,-7.839969000000001,ChIJ-zTptzKrGg0RkokFGQYp9BQ,Portugal,Faro District,Olhão,"Olhão, Portugal"
302,Algarve,Portimão,37.13617,-8.5376926,ChIJYSkkqewoGw0R4RSAcSPJ_JM,Portugal,Faro District,Portimão,"8500 Portimão, Portugal"
303,Algarve,São Brás de Alportel,37.152576,-7.889052299999999,ChIJ7VmYUNuuGg0RAncYTvOHbW4,Portugal,Faro District,São Brás de Alportel,"8150 São Brás de Alportel, Portugal"
304,Algarve,Silves,37.1873255,-8.439477499999999,ChIJR7dMc_LZGg0RpqURX5Mg4s4,Portugal,Faro District,Silves,"Silves, Portugal"
305,Algarve,Tavira,37.1335906,-7.643001899999999,ChIJJWaO0HwDEA0RRd0tOcUDRdQ,Portugal,Faro District,Tavira,"8800 Tavira, Portugal"
306,Algarve,Vila do Bispo,37.0829204,-8.9121095,ChIJKy_0giVJGw0R93HidwDvK18,Portugal,Faro District,Vila do Bispo,"8650 Vila do Bispo, Portugal"
307,Algarve,Vila Real de Santo António,37.1937766,-7.420787899999999,ChIJNXz7_GMiEA0Rmh8-yQAVANw,Portugal,Faro District,Vila Real de Santo António,"Vila Real de Santo António, Portugal"
311,Região Autónoma dos Açores,Vila do Porto,36.9568069,-25.1412354,ChIJHfhIuDyRZwsRGyHa8fZRUAc,Portugal,Açores,Vila do Porto,"Vila do Porto, 9580, Portugal"
313,Região Autónoma dos Açores,Lagoa [R.A.A.],37.1346307,-8.451247,ChIJqdPvp_7WGg0RyuVyn1Lyvyc,Portugal,Faro District,Lagoa,"8400 Lagoa, Portugal"
314,Região Autónoma dos Açores,Nordeste,37.8324954,-25.1459445,ChIJISRqDcQdXQsRXdiGhMIPX4k,Portugal,Açores,Nordeste,"Nordeste, 9630, Portugal"
315,Região Autónoma dos Açores,Ponta Delgada,37.7394207,-25.6686725,ChIJlw6wdswqQwsRFsRvTvKAVXY,Portugal,Azores,São Miguel,"Ponta Delgada, Portugal"
316,Região Autónoma dos Açores,Povoação,37.7486524,-25.2390903,ChIJn9rFmA0fXQsRkD-Q5L3rAAQ,Portugal,Azores,Povoação,"9650 Povoacao, Portugal"
317,Região Autónoma dos Açores,Ribeira Grande,37.8226777,-25.5238789,ChIJjTB99cvZXAsRoD-Q5L3rAAQ,Portugal,Azores,Ribeira Grande,"9600 Ribeira Grande, Portugal"
318,Região Autónoma dos Açores,Vila Franca do Campo,37.7157269,-25.4345063,ChIJlz4wp10mXQsR8R4AhiKAubI,Portugal,Azores,Vila Franca do Campo,"9680 Vila Franca do Campo, Portugal"
320,Região Autónoma dos Açores,Angra do Heroísmo,38.6635375,-27.2293969,ChIJBTvkER5_RgsRBgaj9bnZ8sY,Portugal,Azores,Terceira,"9700 Angra do Heroísmo, Portugal"
321,Região Autónoma dos Açores,Vila da Praia da Vitória,38.7798819,-27.1529458,ChIJXQV3xCHYRQsRZPzYfxNzsKk,Portugal,Azores,Terceira,"9760 Vila Nova, Portugal"
323,Região Autónoma dos Açores,Santa Cruz da Graciosa,39.0862753,-28.0156811,ChIJv5sfSi5_SAsRkD6Q5L3rAAQ,Portugal,Azores,Graciosa,"Santa Cruz da Graciosa, Portugal"
325,Região Autónoma dos Açores,Calheta [R.A.A.],32.7331781,-17.1928035,ChIJrWR7uIVRYAwRPWwB6gaJt0U,Portugal,Madeira,Madeira,"9370 Estreito da Calheta, Portugal"
326,Região Autónoma dos Açores,Velas,38.6839843,-28.2131879,ChIJl9faFXPHRwsRsD6Q5L3rAAQ,Portugal,Azores,San Jorge,"9800 Velas, Portugal"
328,Região Autónoma dos Açores,Lajes do Pico,38.39976770000001,-28.2519641,ChIJgakZpP2jRwsRID-Q5L3rAAQ,Portugal,Azores,Pico,"9930 Lajes do Pico, Portugal"
329,Região Autónoma dos Açores,Madalena,41.10181,-8.647329,ChIJq7qhA1JlJA0RsEqQ5L3rAAU,Portugal,Porto District,Vila Nova de Gaia,"Madalena, 4405 Vila Nova de Gaia, Portugal"
330,Região Autónoma dos Açores,São Roque do Pico,38.5160544,-28.3140488,ChIJY-KOW0-9RwsRQD-Q5L3rAAQ,Portugal,Azores,Pico,"São Roque do Pico, Portugal"
332,Região Autónoma dos Açores,Horta,38.5348447,-28.6299812,ChIJXzht8NeKRwsRCeeNmTYc6DU,Portugal,Azores,Faial,"Horta, Portugal"
334,Região Autónoma dos Açores,Lajes das Flores,39.3782624,-31.1781975,ChIJwdj33NAjMgsRAD-Q5L3rAAQ,Portugal,Azores,Flores,"Lajes das Flores, Portugal"
335,Região Autónoma dos Açores,Santa Cruz das Flores,39.453672,-31.1275738,ChIJN4mG6zokMgsRcNGdRmokQMs,Portugal,Azores,Flores,"Santa Cruz das Flores, Portugal"
337,Região Autónoma dos Açores,Corvo,39.6729436,-31.1144706,ChIJr0OcnJVHMgsR4D6Q5L3rAAQ,Portugal,Azores,Corvo,"9980 Vila do Corvo, Portugal"
341,Região Autónoma da Madeira,Calheta [R.A.M.],32.7331781,-17.1928035,ChIJrWR7uIVRYAwRPWwB6gaJt0U,Portugal,Madeira,Madeira,"9370 Estreito da Calheta, Portugal"
342,Região Autónoma da Madeira,Câmara de Lobos,32.6607565,-16.9867462,ChIJyR0p1JleYAwR0D-Q5L3rAAQ,Portugal,Madeira,Madeira,"Câmara de Lobos, Portugal"
343,Região Autónoma da Madeira,Funchal,32.6506129,-16.9082357,ChIJq4sfUMNfYAwROaHNFSxN2P8,Portugal,Madeira,Madeira,"Funchal, Portugal"
344,Região Autónoma da Madeira,Machico,32.7318412,-16.791291,ChIJNWG5TApjYAwRsip0tQK8Kos,Portugal,Madeira,Madeira,"Machico, Portugal"
345,Região Autónoma da Madeira,Ponta do Sol,32.6814913,-17.1019871,ChIJ9ZNr2FhXYAwRXFkpnOOotnU,Portugal,Madeira,Ponta do Sol,"9360 Ponta do Sol, Portugal"
