"IdImovel";"UrlPesquisa";"Url";"Nome";"Preco";"PrecoDesconto";"tipo";"metros";"andar";"elevador";"Detalhes";"Status";"Page"
"30558105";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/30558105/";"Casa de aldeia,  bairro da EDP, s/n, Bemposta, Mogadouro";"1.400";"";"T3";"200 ";"";"";"T3 , 200 m² construídos";"OK";"1"
"31559365";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/31559365/";"Moradia independente na rua Dr. Carmona e Lima, Sé - Santa Maria - Meixedo, Bragança";"500";"";"T5";"150 ";"";"";"T5 , 150 m² construídos";"OK";"1"
"31302630";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/31302630/";"Casa de aldeia,  lugar do Cantinho, 5, Eucisia, Alfandega da Fé";"400";"";"T2";"80 ";"";"";"T2 , 80 m² construídos";"OK";"1"
"31597126";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/31597126/";"Apartamento T2 na rua Coronel Augusto Machado, 77, Sé - Santa Maria - Meixedo, Bragança";"420";"";"T2";"120 ";"2  ";"sem elevador";"T2 , 120 m² construídos, 2º andar  sem elevador";"OK";"1"
"30512882";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/30512882/";"Moradia independente na rua Central, 1, Izeda - Calvelhe - Paradinha Nova, Bragança";"500";"";"T3";"150 ";"";"";"T3 , 150 m² construídos";"OK";"1"
"26959063";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/26959063/";"Apartamento T1 na avenida cidade de Zamora, 77, Sé - Santa Maria - Meixedo, Bragança";"320";"";"T1";"90 ";"1  ";"sem elevador";"T1 , 90 m² construídos, 1º andar  sem elevador";"OK";"1"
"31435145";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/31435145/";"Apartamento T1 na avenida de Espanha, 63, Mogadouro";"250";"";"T1";"70 ";"1  ";"com elevador";"T1 , 70 m² construídos, 1º andar  com elevador";"OK";"1"
"30597643";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/30597643/";"Andar de moradia na rua Frei Casimiro, 6, Macedo de Cavaleiros";"400";"";"T3";"90 ";"";"";"T3 , 90 m² construídos";"OK";"1"
"31500247";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/31500247/";"Apartamento T2 na rua Ermelinda Ferreira, 10, Sé - Santa Maria - Meixedo, Bragança";"300";"";"T2";"130 ";"0";"sem elevador";"T2 , 130 m² construídos, Rés do chão  sem elevador";"OK";"1"
"31545695";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/31545695/";"Apartamento T1 na rua Frei Casimiro, Macedo de Cavaleiros";"175";"";"T1";"40 ";"0";"sem elevador";"T1 , 40 m² construídos, Rés do chão  sem elevador";"OK";"1"
"30516618";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/30516618/";"Andar de moradia no bairro do Calvário Rua a, 10, Felgar, Torre de Moncorvo";"490";"";"T3";"100 ";"";"";"T3 , 100 m² construídos";"OK";"1"
"31333299";"https://www.idealista.pt/arrendar-casas/braganca-distrito/";"/imovel/31333299/";"Apartamento T4 na travessa de Santa Luzia, 3, Mirandela";"350";"";"T4";"100 ";"3  ";"com elevador";"T4 , 100 m² construídos, 3º andar  com elevador";"OK";"1"
