01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
2015,,Porto Moniz,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,17
2015,,Porto Santo,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Porto Santo,Município,Furto em residência,,, crimes,,10
2015,,Porto Santo,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Porto Santo,Município,Total,,, crimes,,152
2015,,Porto Santo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,17
2015,,Póvoa de Lanhoso,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2015,,Póvoa de Lanhoso,Município,Furto em residência,,, crimes,,22
2015,,Póvoa de Lanhoso,Município,Furto em veículo motorizado,,, crimes,,13
2015,,Póvoa de Lanhoso,Município,Total,,, crimes,,581
2015,,Póvoa de Lanhoso,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,37
2015,,Póvoa de Varzim,Município,Furto em edifício comercial ou industrial,,, crimes,,61
2015,,Póvoa de Varzim,Município,Furto em residência,,, crimes,,75
2015,,Póvoa de Varzim,Município,Furto em veículo motorizado,,, crimes,,128
2015,,Póvoa de Varzim,Município,Total,,, crimes,,1699
2015,,Póvoa de Varzim,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,135
2015,,Povoação,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2015,,Povoação,Município,Furto em residência,,, crimes,,12
2015,,Povoação,Município,Furto em veículo motorizado,,, crimes,,4
2015,,Povoação,Município,Total,,, crimes,,169
2015,,Povoação,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,16
2015,,Proença-a-Nova,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Proença-a-Nova,Município,Furto em residência,,, crimes,-,
2015,,Proença-a-Nova,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Proença-a-Nova,Município,Total,,, crimes,,81
2015,,Proença-a-Nova,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,4
2015,,Redondo,Município,Furto em edifício comercial ou industrial,,, crimes,,5
2015,,Redondo,Município,Furto em residência,,, crimes,,4
2015,,Redondo,Município,Furto em veículo motorizado,,, crimes,,3
2015,,Redondo,Município,Total,,, crimes,,185
2015,,Redondo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,13
2015,,Reguengos de Monsaraz,Município,Furto em edifício comercial ou industrial,,, crimes,,29
2015,,Reguengos de Monsaraz,Município,Furto em residência,,, crimes,,7
2015,,Reguengos de Monsaraz,Município,Furto em veículo motorizado,,, crimes,,22
2015,,Reguengos de Monsaraz,Município,Total,,, crimes,,339
2015,,Reguengos de Monsaraz,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,33
2015,,Resende,Município,Furto em edifício comercial ou industrial,,, crimes,,10
2015,,Resende,Município,Furto em residência,,, crimes,,9
2015,,Resende,Município,Furto em veículo motorizado,,, crimes,,11
2015,,Resende,Município,Total,,, crimes,,289
2015,,Resende,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,27
2015,,Ribeira Brava,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2015,,Ribeira Brava,Município,Furto em residência,,, crimes,,14
2015,,Ribeira Brava,Município,Furto em veículo motorizado,,, crimes,,10
2015,,Ribeira Brava,Município,Total,,, crimes,,307
2015,,Ribeira Brava,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,58
2015,,Ribeira de Pena,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Ribeira de Pena,Município,Furto em residência,,, crimes,,10
2015,,Ribeira de Pena,Município,Furto em veículo motorizado,,, crimes,,3
2015,,Ribeira de Pena,Município,Total,,, crimes,,211
2015,,Ribeira de Pena,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,11
2015,,Ribeira Grande,Município,Furto em edifício comercial ou industrial,,, crimes,,44
2015,,Ribeira Grande,Município,Furto em residência,,, crimes,,61
2015,,Ribeira Grande,Município,Furto em veículo motorizado,,, crimes,,60
2015,,Ribeira Grande,Município,Total,,, crimes,,1516
2015,,Ribeira Grande,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,195
2015,,Rio Maior,Município,Furto em edifício comercial ou industrial,,, crimes,,29
2015,,Rio Maior,Município,Furto em residência,,, crimes,,43
2015,,Rio Maior,Município,Furto em veículo motorizado,,, crimes,,31
2015,,Rio Maior,Município,Total,,, crimes,,823
2015,,Rio Maior,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,51
2015,,Sabrosa,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2015,,Sabrosa,Município,Furto em residência,,, crimes,-,
2015,,Sabrosa,Município,Furto em veículo motorizado,,, crimes,,5
2015,,Sabrosa,Município,Total,,, crimes,,154
2015,,Sabrosa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,9
2015,,Sabugal,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2015,,Sabugal,Município,Furto em residência,,, crimes,,8
2015,,Sabugal,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Sabugal,Município,Total,,, crimes,,280
2015,,Sabugal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,13
2015,,Salvaterra de Magos,Município,Furto em edifício comercial ou industrial,,, crimes,,20
2015,,Salvaterra de Magos,Município,Furto em residência,,, crimes,,49
2015,,Salvaterra de Magos,Município,Furto em veículo motorizado,,, crimes,,15
2015,,Salvaterra de Magos,Município,Total,,, crimes,,759
2015,,Salvaterra de Magos,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,25
2015,,Santa Comba Dão,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2015,,Santa Comba Dão,Município,Furto em residência,,, crimes,,7
2015,,Santa Comba Dão,Município,Furto em veículo motorizado,,, crimes,,17
2015,,Santa Comba Dão,Município,Total,,, crimes,,224
2015,,Santa Comba Dão,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,28
2015,,Santa Cruz,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2015,,Santa Cruz,Município,Furto em residência,,, crimes,,18
2015,,Santa Cruz,Município,Furto em veículo motorizado,,, crimes,,16
2015,,Santa Cruz,Município,Total,,, crimes,,690
2015,,Santa Cruz,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,66
2015,,Santa Cruz da Graciosa,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2015,,Santa Cruz da Graciosa,Município,Furto em residência,,, crimes,,5
2015,,Santa Cruz da Graciosa,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Santa Cruz da Graciosa,Município,Total,,, crimes,,106
2015,,Santa Cruz da Graciosa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2015,,Santa Cruz das Flores,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Santa Cruz das Flores,Município,Furto em residência,,, crimes,,4
2015,,Santa Cruz das Flores,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Santa Cruz das Flores,Município,Total,,, crimes,,79
2015,,Santa Cruz das Flores,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,11
2015,,Santa Maria da Feira,Município,Furto em edifício comercial ou industrial,,, crimes,,164
2015,,Santa Maria da Feira,Município,Furto em residência,,, crimes,,211
2015,,Santa Maria da Feira,Município,Furto em veículo motorizado,,, crimes,,258
2015,,Santa Maria da Feira,Município,Total,,, crimes,,3664
2015,,Santa Maria da Feira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,323
2015,,Santa Marta de Penaguião,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Santa Marta de Penaguião,Município,Furto em residência,,, crimes,,7
2015,,Santa Marta de Penaguião,Município,Furto em veículo motorizado,,, crimes,,6
2015,,Santa Marta de Penaguião,Município,Total,,, crimes,,169
2015,,Santa Marta de Penaguião,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2015,,Santana,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Santana,Município,Furto em residência,,, crimes,,15
2015,,Santana,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Santana,Município,Total,,, crimes,,134
2015,,Santana,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,14
2015,,Santarém,Município,Furto em edifício comercial ou industrial,,, crimes,,64
2015,,Santarém,Município,Furto em residência,,, crimes,,173
2015,,Santarém,Município,Furto em veículo motorizado,,, crimes,,75
2015,,Santarém,Município,Total,,, crimes,,1975
2015,,Santarém,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,109
2015,,Santiago do Cacém,Município,Furto em edifício comercial ou industrial,,, crimes,,15
2015,,Santiago do Cacém,Município,Furto em residência,,, crimes,,32
2015,,Santiago do Cacém,Município,Furto em veículo motorizado,,, crimes,,31
2015,,Santiago do Cacém,Município,Total,,, crimes,,776
2015,,Santiago do Cacém,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,35
2015,,Santo Tirso,Município,Furto em edifício comercial ou industrial,,, crimes,,53
2015,,Santo Tirso,Município,Furto em residência,,, crimes,,70
2015,,Santo Tirso,Município,Furto em veículo motorizado,,, crimes,,75
2015,,Santo Tirso,Município,Total,,, crimes,,1573
2015,,Santo Tirso,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,131
2015,,São Brás de Alportel,Município,Furto em edifício comercial ou industrial,,, crimes,,8
2015,,São Brás de Alportel,Município,Furto em residência,,, crimes,,34
2015,,São Brás de Alportel,Município,Furto em veículo motorizado,,, crimes,,23
2015,,São Brás de Alportel,Município,Total,,, crimes,,344
2015,,São Brás de Alportel,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,33
2015,,São João da Madeira,Município,Furto em edifício comercial ou industrial,,, crimes,,8
2015,,São João da Madeira,Município,Furto em residência,,, crimes,,19
2015,,São João da Madeira,Município,Furto em veículo motorizado,,, crimes,,49
2015,,São João da Madeira,Município,Total,,, crimes,,837
2015,,São João da Madeira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,65
2015,,São João da Pesqueira,Município,Furto em edifício comercial ou industrial,,, crimes,,5
2015,,São João da Pesqueira,Município,Furto em residência,,, crimes,,15
2015,,São João da Pesqueira,Município,Furto em veículo motorizado,,, crimes,,4
2015,,São João da Pesqueira,Município,Total,,, crimes,,150
2015,,São João da Pesqueira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,14
2015,,São Pedro do Sul,Município,Furto em edifício comercial ou industrial,,, crimes,,10
2015,,São Pedro do Sul,Município,Furto em residência,,, crimes,,28
2015,,São Pedro do Sul,Município,Furto em veículo motorizado,,, crimes,,14
2015,,São Pedro do Sul,Município,Total,,, crimes,,352
2015,,São Pedro do Sul,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,21
2015,,São Roque do Pico,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2015,,São Roque do Pico,Município,Furto em residência,,, crimes,,3
2015,,São Roque do Pico,Município,Furto em veículo motorizado,,, crimes,,3
2015,,São Roque do Pico,Município,Total,,, crimes,,109
2015,,São Roque do Pico,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,9
2015,,São Vicente,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,São Vicente,Município,Furto em residência,,, crimes,,6
2015,,São Vicente,Município,Furto em veículo motorizado,,, crimes,-,
2015,,São Vicente,Município,Total,,, crimes,,143
2015,,São Vicente,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,18
2015,,Sardoal,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Sardoal,Município,Furto em residência,,, crimes,-,
2015,,Sardoal,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Sardoal,Município,Total,,, crimes,,96
2015,,Sardoal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,7
2015,,Sátão,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2015,,Sátão,Município,Furto em residência,,, crimes,,15
2015,,Sátão,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Sátão,Município,Total,,, crimes,,227
2015,,Sátão,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,10
2015,,Seia,Município,Furto em edifício comercial ou industrial,,, crimes,,16
2015,,Seia,Município,Furto em residência,,, crimes,,21
2015,,Seia,Município,Furto em veículo motorizado,,, crimes,,43
2015,,Seia,Município,Total,,, crimes,,750
2015,,Seia,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,76
2015,,Seixal,Município,Furto em edifício comercial ou industrial,,, crimes,,106
2015,,Seixal,Município,Furto em residência,,, crimes,,234
2015,,Seixal,Município,Furto em veículo motorizado,,, crimes,,289
2015,,Seixal,Município,Total,,, crimes,,4692
2015,,Seixal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,349
2015,,Sernancelhe,Município,Furto em edifício comercial ou industrial,,, crimes,,9
2015,,Sernancelhe,Município,Furto em residência,,, crimes,-,
2015,,Sernancelhe,Município,Furto em veículo motorizado,,, crimes,,4
2015,,Sernancelhe,Município,Total,,, crimes,,79
2015,,Sernancelhe,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,9
2015,,Serpa,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2015,,Serpa,Município,Furto em residência,,, crimes,,15
2015,,Serpa,Município,Furto em veículo motorizado,,, crimes,,11
2015,,Serpa,Município,Total,,, crimes,,342
2015,,Serpa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,10
2015,,Sertã,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2015,,Sertã,Município,Furto em residência,,, crimes,,13
2015,,Sertã,Município,Furto em veículo motorizado,,, crimes,,16
2015,,Sertã,Município,Total,,, crimes,,330
2015,,Sertã,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,17
2015,,Sesimbra,Município,Furto em edifício comercial ou industrial,,, crimes,,57
2015,,Sesimbra,Município,Furto em residência,,, crimes,,154
2015,,Sesimbra,Município,Furto em veículo motorizado,,, crimes,,191
2015,,Sesimbra,Município,Total,,, crimes,,2056
2015,,Sesimbra,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,101
2015,,Setúbal,Município,Furto em edifício comercial ou industrial,,, crimes,,111
2015,,Setúbal,Município,Furto em residência,,, crimes,,139
2015,,Setúbal,Município,Furto em veículo motorizado,,, crimes,,394
2015,,Setúbal,Município,Total,,, crimes,,4407
2015,,Setúbal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,261
2015,,Sever do Vouga,Município,Furto em edifício comercial ou industrial,,, crimes,,12
2015,,Sever do Vouga,Município,Furto em residência,,, crimes,,24
2015,,Sever do Vouga,Município,Furto em veículo motorizado,,, crimes,,5
2015,,Sever do Vouga,Município,Total,,, crimes,,333
2015,,Sever do Vouga,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,24
2015,,Silves,Município,Furto em edifício comercial ou industrial,,, crimes,,30
2015,,Silves,Município,Furto em residência,,, crimes,,95
2015,,Silves,Município,Furto em veículo motorizado,,, crimes,,97
2015,,Silves,Município,Total,,, crimes,,1481
2015,,Silves,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,83
2015,,Sines,Município,Furto em edifício comercial ou industrial,,, crimes,,8
2015,,Sines,Município,Furto em residência,,, crimes,,13
2015,,Sines,Município,Furto em veículo motorizado,,, crimes,,61
2015,,Sines,Município,Total,,, crimes,,640
2015,,Sines,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,33
2015,,Sintra,Município,Furto em edifício comercial ou industrial,,, crimes,,216
2015,,Sintra,Município,Furto em residência,,, crimes,,476
2015,,Sintra,Município,Furto em veículo motorizado,,, crimes,,1283
2015,,Sintra,Município,Total,,, crimes,,10829
2015,,Sintra,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,570
2015,,Sobral de Monte Agraço,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2015,,Sobral de Monte Agraço,Município,Furto em residência,,, crimes,,7
2015,,Sobral de Monte Agraço,Município,Furto em veículo motorizado,,, crimes,,19
2015,,Sobral de Monte Agraço,Município,Total,,, crimes,,237
2015,,Sobral de Monte Agraço,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,24
2015,,Soure,Município,Furto em edifício comercial ou industrial,,, crimes,,10
2015,,Soure,Município,Furto em residência,,, crimes,,40
2015,,Soure,Município,Furto em veículo motorizado,,, crimes,,23
2015,,Soure,Município,Total,,, crimes,,313
2015,,Soure,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,34
2015,,Sousel,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Sousel,Município,Furto em residência,,, crimes,,5
2015,,Sousel,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Sousel,Município,Total,,, crimes,,90
2015,,Sousel,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,6
2015,,Tábua,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2015,,Tábua,Município,Furto em residência,,, crimes,,28
2015,,Tábua,Município,Furto em veículo motorizado,,, crimes,,12
2015,,Tábua,Município,Total,,, crimes,,227
2015,,Tábua,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2015,,Tabuaço,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Tabuaço,Município,Furto em residência,,, crimes,,4
2015,,Tabuaço,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Tabuaço,Município,Total,,, crimes,,103
2015,,Tabuaço,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,19
2015,,Tarouca,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2015,,Tarouca,Município,Furto em residência,,, crimes,,12
2015,,Tarouca,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Tarouca,Município,Total,,, crimes,,123
2015,,Tarouca,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,11
2015,,Tavira,Município,Furto em edifício comercial ou industrial,,, crimes,,19
2015,,Tavira,Município,Furto em residência,,, crimes,,133
2015,,Tavira,Município,Furto em veículo motorizado,,, crimes,,93
2015,,Tavira,Município,Total,,, crimes,,961
2015,,Tavira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,53
2015,,Terras de Bouro,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2015,,Terras de Bouro,Município,Furto em residência,,, crimes,,7
2015,,Terras de Bouro,Município,Furto em veículo motorizado,,, crimes,,21
2015,,Terras de Bouro,Município,Total,,, crimes,,242
2015,,Terras de Bouro,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,11
2015,,Tomar,Município,Furto em edifício comercial ou industrial,,, crimes,,41
2015,,Tomar,Município,Furto em residência,,, crimes,,73
2015,,Tomar,Município,Furto em veículo motorizado,,, crimes,,59
2015,,Tomar,Município,Total,,, crimes,,1377
2015,,Tomar,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,98
2015,,Tondela,Município,Furto em edifício comercial ou industrial,,, crimes,,34
2015,,Tondela,Município,Furto em residência,,, crimes,,36
2015,,Tondela,Município,Furto em veículo motorizado,,, crimes,,25
2015,,Tondela,Município,Total,,, crimes,,669
2015,,Tondela,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,43
2015,,Torre de Moncorvo,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2015,,Torre de Moncorvo,Município,Furto em residência,,, crimes,,15
2015,,Torre de Moncorvo,Município,Furto em veículo motorizado,,, crimes,,5
2015,,Torre de Moncorvo,Município,Total,,, crimes,,422
2015,,Torre de Moncorvo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,11
2015,,Torres Novas,Município,Furto em edifício comercial ou industrial,,, crimes,,38
2015,,Torres Novas,Município,Furto em residência,,, crimes,,71
2015,,Torres Novas,Município,Furto em veículo motorizado,,, crimes,,55
2015,,Torres Novas,Município,Total,,, crimes,,1146
2015,,Torres Novas,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,88
2015,,Torres Vedras,Município,Furto em edifício comercial ou industrial,,, crimes,,63
2015,,Torres Vedras,Município,Furto em residência,,, crimes,,96
2015,,Torres Vedras,Município,Furto em veículo motorizado,,, crimes,,157
2015,,Torres Vedras,Município,Total,,, crimes,,2013
2015,,Torres Vedras,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,130
2015,,Trancoso,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Trancoso,Município,Furto em residência,,, crimes,,10
2015,,Trancoso,Município,Furto em veículo motorizado,,, crimes,,7
2015,,Trancoso,Município,Total,,, crimes,,254
2015,,Trancoso,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,23
2015,,Trofa,Município,Furto em edifício comercial ou industrial,,, crimes,,49
2015,,Trofa,Município,Furto em residência,,, crimes,,35
2015,,Trofa,Município,Furto em veículo motorizado,,, crimes,,119
2015,,Trofa,Município,Total,,, crimes,,965
2015,,Trofa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,62
2015,,Vagos,Município,Furto em edifício comercial ou industrial,,, crimes,,26
2015,,Vagos,Município,Furto em residência,,, crimes,,55
2015,,Vagos,Município,Furto em veículo motorizado,,, crimes,,16
2015,,Vagos,Município,Total,,, crimes,,445
2015,,Vagos,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,41
2015,,Vale de Cambra,Município,Furto em edifício comercial ou industrial,,, crimes,,12
2015,,Vale de Cambra,Município,Furto em residência,,, crimes,,25
2015,,Vale de Cambra,Município,Furto em veículo motorizado,,, crimes,,7
2015,,Vale de Cambra,Município,Total,,, crimes,,327
2015,,Vale de Cambra,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,19
2015,,Valença,Município,Furto em edifício comercial ou industrial,,, crimes,,27
2015,,Valença,Município,Furto em residência,,, crimes,,31
2015,,Valença,Município,Furto em veículo motorizado,,, crimes,,51
2015,,Valença,Município,Total,,, crimes,,798
2015,,Valença,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,52
2015,,Valongo,Município,Furto em edifício comercial ou industrial,,, crimes,,66
2015,,Valongo,Município,Furto em residência,,, crimes,,82
2015,,Valongo,Município,Furto em veículo motorizado,,, crimes,,229
2015,,Valongo,Município,Total,,, crimes,,2259
2015,,Valongo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,186
2015,,Valpaços,Município,Furto em edifício comercial ou industrial,,, crimes,,11
2015,,Valpaços,Município,Furto em residência,,, crimes,,19
2015,,Valpaços,Município,Furto em veículo motorizado,,, crimes,,7
2015,,Valpaços,Município,Total,,, crimes,,603
2015,,Valpaços,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,34
2015,,Velas,Município,Furto em edifício comercial ou industrial,,, crimes,,5
2015,,Velas,Município,Furto em residência,,, crimes,,3
2015,,Velas,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Velas,Município,Total,,, crimes,,180
2015,,Velas,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,8
2015,,Vendas Novas,Município,Furto em edifício comercial ou industrial,,, crimes,,19
2015,,Vendas Novas,Município,Furto em residência,,, crimes,,18
2015,,Vendas Novas,Município,Furto em veículo motorizado,,, crimes,,8
2015,,Vendas Novas,Município,Total,,, crimes,,325
2015,,Vendas Novas,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,40
2015,,Viana do Alentejo,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Viana do Alentejo,Município,Furto em residência,,, crimes,,7
2015,,Viana do Alentejo,Município,Furto em veículo motorizado,,, crimes,-,
2015,,Viana do Alentejo,Município,Total,,, crimes,,142
2015,,Viana do Alentejo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,13
2015,,Viana do Castelo,Município,Furto em edifício comercial ou industrial,,, crimes,,77
2015,,Viana do Castelo,Município,Furto em residência,,, crimes,,99
2015,,Viana do Castelo,Município,Furto em veículo motorizado,,, crimes,,198
2015,,Viana do Castelo,Município,Total,,, crimes,,2629
2015,,Viana do Castelo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,212
2015,,Vidigueira,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Vidigueira,Município,Furto em residência,,, crimes,,6
2015,,Vidigueira,Município,Furto em veículo motorizado,,, crimes,,6
2015,,Vidigueira,Município,Total,,, crimes,,217
2015,,Vidigueira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,17
2015,,Vieira do Minho,Município,Furto em edifício comercial ou industrial,,, crimes,,5
2015,,Vieira do Minho,Município,Furto em residência,,, crimes,,29
2015,,Vieira do Minho,Município,Furto em veículo motorizado,,, crimes,,9
2015,,Vieira do Minho,Município,Total,,, crimes,,345
2015,,Vieira do Minho,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,20
2015,,Vila da Praia da Vitória,Município,Furto em edifício comercial ou industrial,,, crimes,,13
2015,,Vila da Praia da Vitória,Município,Furto em residência,,, crimes,,30
2015,,Vila da Praia da Vitória,Município,Furto em veículo motorizado,,, crimes,,11
2015,,Vila da Praia da Vitória,Município,Total,,, crimes,,538
2015,,Vila da Praia da Vitória,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,69
2015,,Vila de Rei,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Vila de Rei,Município,Furto em residência,,, crimes,-,
2015,,Vila de Rei,Município,Furto em veículo motorizado,,, crimes,,13
2015,,Vila de Rei,Município,Total,,, crimes,,98
2015,,Vila de Rei,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,9
2015,,Vila do Bispo,Município,Furto em edifício comercial ou industrial,,, crimes,,7
2015,,Vila do Bispo,Município,Furto em residência,,, crimes,,18
2015,,Vila do Bispo,Município,Furto em veículo motorizado,,, crimes,,135
2015,,Vila do Bispo,Município,Total,,, crimes,,323
2015,,Vila do Bispo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,-,
2015,,Vila do Conde,Município,Furto em edifício comercial ou industrial,,, crimes,,79
2015,,Vila do Conde,Município,Furto em residência,,, crimes,,142
2015,,Vila do Conde,Município,Furto em veículo motorizado,,, crimes,,231
2015,,Vila do Conde,Município,Total,,, crimes,,2264
2015,,Vila do Conde,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,164
2015,,Vila do Porto,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2015,,Vila do Porto,Município,Furto em residência,,, crimes,,3
2015,,Vila do Porto,Município,Furto em veículo motorizado,,, crimes,,3
2015,,Vila do Porto,Município,Total,,, crimes,,185
2015,,Vila do Porto,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,15
2015,,Vila Flor,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2015,,Vila Flor,Município,Furto em residência,,, crimes,,11
2015,,Vila Flor,Município,Furto em veículo motorizado,,, crimes,,10
2015,,Vila Flor,Município,Total,,, crimes,,171
2015,,Vila Flor,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,11
2015,,Vila Franca de Xira,Município,Furto em edifício comercial ou industrial,,, crimes,,45
2015,,Vila Franca de Xira,Município,Furto em residência,,, crimes,,56
2015,,Vila Franca de Xira,Município,Furto em veículo motorizado,,, crimes,,228
2015,,Vila Franca de Xira,Município,Total,,, crimes,,3602
2015,,Vila Franca de Xira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,308
2015,,Vila Franca do Campo,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2015,,Vila Franca do Campo,Município,Furto em residência,,, crimes,,4
2015,,Vila Franca do Campo,Município,Furto em veículo motorizado,,, crimes,,16
2015,,Vila Franca do Campo,Município,Total,,, crimes,,283
2015,,Vila Franca do Campo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,30
2015,,Vila Nova da Barquinha,Município,Furto em edifício comercial ou industrial,,, crimes,,14
2015,,Vila Nova da Barquinha,Município,Furto em residência,,, crimes,,11
