01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
2009,,Porto Santo,Município,Furto em veículo motorizado,,, crimes,-,
2009,,Porto Santo,Município,Total,,, crimes,,171
2009,,Porto Santo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,8
2009,,Póvoa de Lanhoso,Município,Furto em edifício comercial ou industrial,,, crimes,,24
2009,,Póvoa de Lanhoso,Município,Furto em residência,,, crimes,,69
2009,,Póvoa de Lanhoso,Município,Furto em veículo motorizado,,, crimes,,50
2009,,Póvoa de Lanhoso,Município,Total,,, crimes,,647
2009,,Póvoa de Lanhoso,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,15
2009,,Póvoa de Varzim,Município,Furto em edifício comercial ou industrial,,, crimes,,155
2009,,Póvoa de Varzim,Município,Furto em residência,,, crimes,,153
2009,,Póvoa de Varzim,Município,Furto em veículo motorizado,,, crimes,,231
2009,,Póvoa de Varzim,Município,Total,,, crimes,,1863
2009,,Póvoa de Varzim,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,118
2009,,Povoação,Município,Furto em edifício comercial ou industrial,,, crimes,,16
2009,,Povoação,Município,Furto em residência,,, crimes,,29
2009,,Povoação,Município,Furto em veículo motorizado,,, crimes,,21
2009,,Povoação,Município,Total,,, crimes,,298
2009,,Povoação,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,36
2009,,Proença-a-Nova,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2009,,Proença-a-Nova,Município,Furto em residência,,, crimes,,10
2009,,Proença-a-Nova,Município,Furto em veículo motorizado,,, crimes,,8
2009,,Proença-a-Nova,Município,Total,,, crimes,,120
2009,,Proença-a-Nova,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,14
2009,,Redondo,Município,Furto em edifício comercial ou industrial,,, crimes,,12
2009,,Redondo,Município,Furto em residência,,, crimes,,5
2009,,Redondo,Município,Furto em veículo motorizado,,, crimes,,4
2009,,Redondo,Município,Total,,, crimes,,216
2009,,Redondo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,27
2009,,Reguengos de Monsaraz,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2009,,Reguengos de Monsaraz,Município,Furto em residência,,, crimes,,4
2009,,Reguengos de Monsaraz,Município,Furto em veículo motorizado,,, crimes,,11
2009,,Reguengos de Monsaraz,Município,Total,,, crimes,,180
2009,,Reguengos de Monsaraz,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,16
2009,,Resende,Município,Furto em edifício comercial ou industrial,,, crimes,,4
2009,,Resende,Município,Furto em residência,,, crimes,,6
2009,,Resende,Município,Furto em veículo motorizado,,, crimes,,8
2009,,Resende,Município,Total,,, crimes,,258
2009,,Resende,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,18
2009,,Ribeira Brava,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2009,,Ribeira Brava,Município,Furto em residência,,, crimes,,22
2009,,Ribeira Brava,Município,Furto em veículo motorizado,,, crimes,,6
2009,,Ribeira Brava,Município,Total,,, crimes,,414
2009,,Ribeira Brava,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,29
2009,,Ribeira de Pena,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Ribeira de Pena,Município,Furto em residência,,, crimes,,12
2009,,Ribeira de Pena,Município,Furto em veículo motorizado,,, crimes,,6
2009,,Ribeira de Pena,Município,Total,,, crimes,,285
2009,,Ribeira de Pena,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,13
2009,,Ribeira Grande,Município,Furto em edifício comercial ou industrial,,, crimes,,66
2009,,Ribeira Grande,Município,Furto em residência,,, crimes,,181
2009,,Ribeira Grande,Município,Furto em veículo motorizado,,, crimes,,142
2009,,Ribeira Grande,Município,Total,,, crimes,,1978
2009,,Ribeira Grande,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,181
2009,,Rio Maior,Município,Furto em edifício comercial ou industrial,,, crimes,,56
2009,,Rio Maior,Município,Furto em residência,,, crimes,,79
2009,,Rio Maior,Município,Furto em veículo motorizado,,, crimes,,78
2009,,Rio Maior,Município,Total,,, crimes,,838
2009,,Rio Maior,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,41
2009,,Sabrosa,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Sabrosa,Município,Furto em residência,,, crimes,,4
2009,,Sabrosa,Município,Furto em veículo motorizado,,, crimes,,5
2009,,Sabrosa,Município,Total,,, crimes,,172
2009,,Sabrosa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,3
2009,,Sabugal,Município,Furto em edifício comercial ou industrial,,, crimes,,8
2009,,Sabugal,Município,Furto em residência,,, crimes,,12
2009,,Sabugal,Município,Furto em veículo motorizado,,, crimes,,7
2009,,Sabugal,Município,Total,,, crimes,,260
2009,,Sabugal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,8
2009,,Salvaterra de Magos,Município,Furto em edifício comercial ou industrial,,, crimes,,51
2009,,Salvaterra de Magos,Município,Furto em residência,,, crimes,,58
2009,,Salvaterra de Magos,Município,Furto em veículo motorizado,,, crimes,,39
2009,,Salvaterra de Magos,Município,Total,,, crimes,,779
2009,,Salvaterra de Magos,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,60
2009,,Santa Comba Dão,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Santa Comba Dão,Município,Furto em residência,,, crimes,,7
2009,,Santa Comba Dão,Município,Furto em veículo motorizado,,, crimes,,12
2009,,Santa Comba Dão,Município,Total,,, crimes,,243
2009,,Santa Comba Dão,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2009,,Santa Cruz,Município,Furto em edifício comercial ou industrial,,, crimes,,33
2009,,Santa Cruz,Município,Furto em residência,,, crimes,,64
2009,,Santa Cruz,Município,Furto em veículo motorizado,,, crimes,,82
2009,,Santa Cruz,Município,Total,,, crimes,,1017
2009,,Santa Cruz,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,28
2009,,Santa Cruz da Graciosa,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Santa Cruz da Graciosa,Município,Furto em residência,,, crimes,,4
2009,,Santa Cruz da Graciosa,Município,Furto em veículo motorizado,,, crimes,-,
2009,,Santa Cruz da Graciosa,Município,Total,,, crimes,,84
2009,,Santa Cruz da Graciosa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,3
2009,,Santa Cruz das Flores,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Santa Cruz das Flores,Município,Furto em residência,,, crimes,,7
2009,,Santa Cruz das Flores,Município,Furto em veículo motorizado,,, crimes,-,
2009,,Santa Cruz das Flores,Município,Total,,, crimes,,82
2009,,Santa Cruz das Flores,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,6
2009,,Santa Maria da Feira,Município,Furto em edifício comercial ou industrial,,, crimes,,262
2009,,Santa Maria da Feira,Município,Furto em residência,,, crimes,,311
2009,,Santa Maria da Feira,Município,Furto em veículo motorizado,,, crimes,,292
2009,,Santa Maria da Feira,Município,Total,,, crimes,,4070
2009,,Santa Maria da Feira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,221
2009,,Santa Marta de Penaguião,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Santa Marta de Penaguião,Município,Furto em residência,,, crimes,,4
2009,,Santa Marta de Penaguião,Município,Furto em veículo motorizado,,, crimes,,6
2009,,Santa Marta de Penaguião,Município,Total,,, crimes,,142
2009,,Santa Marta de Penaguião,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,-,
2009,,Santana,Município,Furto em edifício comercial ou industrial,,, crimes,,14
2009,,Santana,Município,Furto em residência,,, crimes,,11
2009,,Santana,Município,Furto em veículo motorizado,,, crimes,-,
2009,,Santana,Município,Total,,, crimes,,198
2009,,Santana,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2009,,Santarém,Município,Furto em edifício comercial ou industrial,,, crimes,,98
2009,,Santarém,Município,Furto em residência,,, crimes,,205
2009,,Santarém,Município,Furto em veículo motorizado,,, crimes,,211
2009,,Santarém,Município,Total,,, crimes,,2273
2009,,Santarém,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,71
2009,,Santiago do Cacém,Município,Furto em edifício comercial ou industrial,,, crimes,,41
2009,,Santiago do Cacém,Município,Furto em residência,,, crimes,,44
2009,,Santiago do Cacém,Município,Furto em veículo motorizado,,, crimes,,69
2009,,Santiago do Cacém,Município,Total,,, crimes,,763
2009,,Santiago do Cacém,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,36
2009,,Santo Tirso,Município,Furto em edifício comercial ou industrial,,, crimes,,120
2009,,Santo Tirso,Município,Furto em residência,,, crimes,,189
2009,,Santo Tirso,Município,Furto em veículo motorizado,,, crimes,,230
2009,,Santo Tirso,Município,Total,,, crimes,,2017
2009,,Santo Tirso,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,139
2009,,São Brás de Alportel,Município,Furto em edifício comercial ou industrial,,, crimes,,29
2009,,São Brás de Alportel,Município,Furto em residência,,, crimes,,47
2009,,São Brás de Alportel,Município,Furto em veículo motorizado,,, crimes,,35
2009,,São Brás de Alportel,Município,Total,,, crimes,,341
2009,,São Brás de Alportel,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,13
2009,,São João da Madeira,Município,Furto em edifício comercial ou industrial,,, crimes,,52
2009,,São João da Madeira,Município,Furto em residência,,, crimes,,38
2009,,São João da Madeira,Município,Furto em veículo motorizado,,, crimes,,72
2009,,São João da Madeira,Município,Total,,, crimes,,1167
2009,,São João da Madeira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,46
2009,,São João da Pesqueira,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,São João da Pesqueira,Município,Furto em residência,,, crimes,,6
2009,,São João da Pesqueira,Município,Furto em veículo motorizado,,, crimes,,3
2009,,São João da Pesqueira,Município,Total,,, crimes,,142
2009,,São João da Pesqueira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,16
2009,,São Pedro do Sul,Município,Furto em edifício comercial ou industrial,,, crimes,,7
2009,,São Pedro do Sul,Município,Furto em residência,,, crimes,,33
2009,,São Pedro do Sul,Município,Furto em veículo motorizado,,, crimes,,28
2009,,São Pedro do Sul,Município,Total,,, crimes,,420
2009,,São Pedro do Sul,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,25
2009,,São Roque do Pico,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,São Roque do Pico,Município,Furto em residência,,, crimes,-,
2009,,São Roque do Pico,Município,Furto em veículo motorizado,,, crimes,,3
2009,,São Roque do Pico,Município,Total,,, crimes,,123
2009,,São Roque do Pico,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,14
2009,,São Vicente,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2009,,São Vicente,Município,Furto em residência,,, crimes,,4
2009,,São Vicente,Município,Furto em veículo motorizado,,, crimes,,3
2009,,São Vicente,Município,Total,,, crimes,,175
2009,,São Vicente,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,8
2009,,Sardoal,Município,Furto em edifício comercial ou industrial,,, crimes,,7
2009,,Sardoal,Município,Furto em residência,,, crimes,,5
2009,,Sardoal,Município,Furto em veículo motorizado,,, crimes,,7
2009,,Sardoal,Município,Total,,, crimes,,99
2009,,Sardoal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,3
2009,,Sátão,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2009,,Sátão,Município,Furto em residência,,, crimes,,29
2009,,Sátão,Município,Furto em veículo motorizado,,, crimes,,8
2009,,Sátão,Município,Total,,, crimes,,260
2009,,Sátão,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,11
2009,,Seia,Município,Furto em edifício comercial ou industrial,,, crimes,,16
2009,,Seia,Município,Furto em residência,,, crimes,,37
2009,,Seia,Município,Furto em veículo motorizado,,, crimes,,51
2009,,Seia,Município,Total,,, crimes,,753
2009,,Seia,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,39
2009,,Seixal,Município,Furto em edifício comercial ou industrial,,, crimes,,134
2009,,Seixal,Município,Furto em residência,,, crimes,,281
2009,,Seixal,Município,Furto em veículo motorizado,,, crimes,,579
2009,,Seixal,Município,Total,,, crimes,,6127
2009,,Seixal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,287
2009,,Sernancelhe,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Sernancelhe,Município,Furto em residência,,, crimes,,7
2009,,Sernancelhe,Município,Furto em veículo motorizado,,, crimes,,6
2009,,Sernancelhe,Município,Total,,, crimes,,122
2009,,Sernancelhe,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2009,,Serpa,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2009,,Serpa,Município,Furto em residência,,, crimes,,8
2009,,Serpa,Município,Furto em veículo motorizado,,, crimes,,20
2009,,Serpa,Município,Total,,, crimes,,251
2009,,Serpa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,7
2009,,Sertã,Município,Furto em edifício comercial ou industrial,,, crimes,,21
2009,,Sertã,Município,Furto em residência,,, crimes,,34
2009,,Sertã,Município,Furto em veículo motorizado,,, crimes,,25
2009,,Sertã,Município,Total,,, crimes,,395
2009,,Sertã,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,21
2009,,Sesimbra,Município,Furto em edifício comercial ou industrial,,, crimes,,82
2009,,Sesimbra,Município,Furto em residência,,, crimes,,179
2009,,Sesimbra,Município,Furto em veículo motorizado,,, crimes,,194
2009,,Sesimbra,Município,Total,,, crimes,,1875
2009,,Sesimbra,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,83
2009,,Setúbal,Município,Furto em edifício comercial ou industrial,,, crimes,,148
2009,,Setúbal,Município,Furto em residência,,, crimes,,318
2009,,Setúbal,Município,Furto em veículo motorizado,,, crimes,,553
2009,,Setúbal,Município,Total,,, crimes,,5813
2009,,Setúbal,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,252
2009,,Sever do Vouga,Município,Furto em edifício comercial ou industrial,,, crimes,,21
2009,,Sever do Vouga,Município,Furto em residência,,, crimes,,11
2009,,Sever do Vouga,Município,Furto em veículo motorizado,,, crimes,,24
2009,,Sever do Vouga,Município,Total,,, crimes,,365
2009,,Sever do Vouga,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,17
2009,,Silves,Município,Furto em edifício comercial ou industrial,,, crimes,,88
2009,,Silves,Município,Furto em residência,,, crimes,,295
2009,,Silves,Município,Furto em veículo motorizado,,, crimes,,177
2009,,Silves,Município,Total,,, crimes,,2126
2009,,Silves,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,91
2009,,Sines,Município,Furto em edifício comercial ou industrial,,, crimes,,29
2009,,Sines,Município,Furto em residência,,, crimes,,12
2009,,Sines,Município,Furto em veículo motorizado,,, crimes,,33
2009,,Sines,Município,Total,,, crimes,,432
2009,,Sines,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,17
2009,,Sintra,Município,Furto em edifício comercial ou industrial,,, crimes,,755
2009,,Sintra,Município,Furto em residência,,, crimes,,887
2009,,Sintra,Município,Furto em veículo motorizado,,, crimes,,2092
2009,,Sintra,Município,Total,,, crimes,,17187
2009,,Sintra,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,1209
2009,,Sobral de Monte Agraço,Município,Furto em edifício comercial ou industrial,,, crimes,,23
2009,,Sobral de Monte Agraço,Município,Furto em residência,,, crimes,,41
2009,,Sobral de Monte Agraço,Município,Furto em veículo motorizado,,, crimes,,26
2009,,Sobral de Monte Agraço,Município,Total,,, crimes,,367
2009,,Sobral de Monte Agraço,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,14
2009,,Soure,Município,Furto em edifício comercial ou industrial,,, crimes,,10
2009,,Soure,Município,Furto em residência,,, crimes,,13
2009,,Soure,Município,Furto em veículo motorizado,,, crimes,,25
2009,,Soure,Município,Total,,, crimes,,338
2009,,Soure,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,26
2009,,Sousel,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Sousel,Município,Furto em residência,,, crimes,-,
2009,,Sousel,Município,Furto em veículo motorizado,,, crimes,-,
2009,,Sousel,Município,Total,,, crimes,,71
2009,,Sousel,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,7
2009,,Tábua,Município,Furto em edifício comercial ou industrial,,, crimes,,10
2009,,Tábua,Município,Furto em residência,,, crimes,,11
2009,,Tábua,Município,Furto em veículo motorizado,,, crimes,,11
2009,,Tábua,Município,Total,,, crimes,,278
2009,,Tábua,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,21
2009,,Tabuaço,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Tabuaço,Município,Furto em residência,,, crimes,,5
2009,,Tabuaço,Município,Furto em veículo motorizado,,, crimes,-,
2009,,Tabuaço,Município,Total,,, crimes,,75
2009,,Tabuaço,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2009,,Tarouca,Município,Furto em edifício comercial ou industrial,,, crimes,,3
2009,,Tarouca,Município,Furto em residência,,, crimes,-,
2009,,Tarouca,Município,Furto em veículo motorizado,,, crimes,,4
2009,,Tarouca,Município,Total,,, crimes,,191
2009,,Tarouca,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,6
2009,,Tavira,Município,Furto em edifício comercial ou industrial,,, crimes,,56
2009,,Tavira,Município,Furto em residência,,, crimes,,101
2009,,Tavira,Município,Furto em veículo motorizado,,, crimes,,157
2009,,Tavira,Município,Total,,, crimes,,1106
2009,,Tavira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,33
2009,,Terras de Bouro,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2009,,Terras de Bouro,Município,Furto em residência,,, crimes,,25
2009,,Terras de Bouro,Município,Furto em veículo motorizado,,, crimes,,38
2009,,Terras de Bouro,Município,Total,,, crimes,,297
2009,,Terras de Bouro,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,10
2009,,Tomar,Município,Furto em edifício comercial ou industrial,,, crimes,,79
2009,,Tomar,Município,Furto em residência,,, crimes,,126
2009,,Tomar,Município,Furto em veículo motorizado,,, crimes,,128
2009,,Tomar,Município,Total,,, crimes,,1494
2009,,Tomar,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,94
2009,,Tondela,Município,Furto em edifício comercial ou industrial,,, crimes,,28
2009,,Tondela,Município,Furto em residência,,, crimes,,32
2009,,Tondela,Município,Furto em veículo motorizado,,, crimes,,40
2009,,Tondela,Município,Total,,, crimes,,624
2009,,Tondela,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,21
2009,,Torre de Moncorvo,Município,Furto em edifício comercial ou industrial,,, crimes,,15
2009,,Torre de Moncorvo,Município,Furto em residência,,, crimes,,4
2009,,Torre de Moncorvo,Município,Furto em veículo motorizado,,, crimes,,10
2009,,Torre de Moncorvo,Município,Total,,, crimes,,386
2009,,Torre de Moncorvo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,9
2009,,Torres Novas,Município,Furto em edifício comercial ou industrial,,, crimes,,73
2009,,Torres Novas,Município,Furto em residência,,, crimes,,64
2009,,Torres Novas,Município,Furto em veículo motorizado,,, crimes,,72
2009,,Torres Novas,Município,Total,,, crimes,,1052
2009,,Torres Novas,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,70
2009,,Torres Vedras,Município,Furto em edifício comercial ou industrial,,, crimes,,162
2009,,Torres Vedras,Município,Furto em residência,,, crimes,,194
2009,,Torres Vedras,Município,Furto em veículo motorizado,,, crimes,,242
2009,,Torres Vedras,Município,Total,,, crimes,,2386
2009,,Torres Vedras,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,113
2009,,Trancoso,Município,Furto em edifício comercial ou industrial,,, crimes,,12
2009,,Trancoso,Município,Furto em residência,,, crimes,,12
2009,,Trancoso,Município,Furto em veículo motorizado,,, crimes,,6
2009,,Trancoso,Município,Total,,, crimes,,269
2009,,Trancoso,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,24
2009,,Trofa,Município,Furto em edifício comercial ou industrial,,, crimes,,143
2009,,Trofa,Município,Furto em residência,,, crimes,,71
2009,,Trofa,Município,Furto em veículo motorizado,,, crimes,,146
2009,,Trofa,Município,Total,,, crimes,,1202
2009,,Trofa,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,69
2009,,Vagos,Município,Furto em edifício comercial ou industrial,,, crimes,,80
2009,,Vagos,Município,Furto em residência,,, crimes,,105
2009,,Vagos,Município,Furto em veículo motorizado,,, crimes,,131
2009,,Vagos,Município,Total,,, crimes,,936
2009,,Vagos,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,46
2009,,Vale de Cambra,Município,Furto em edifício comercial ou industrial,,, crimes,,18
2009,,Vale de Cambra,Município,Furto em residência,,, crimes,,24
2009,,Vale de Cambra,Município,Furto em veículo motorizado,,, crimes,,33
2009,,Vale de Cambra,Município,Total,,, crimes,,467
2009,,Vale de Cambra,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,40
2009,,Valença,Município,Furto em edifício comercial ou industrial,,, crimes,,31
2009,,Valença,Município,Furto em residência,,, crimes,,31
2009,,Valença,Município,Furto em veículo motorizado,,, crimes,,52
2009,,Valença,Município,Total,,, crimes,,790
2009,,Valença,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,32
2009,,Valongo,Município,Furto em edifício comercial ou industrial,,, crimes,,147
2009,,Valongo,Município,Furto em residência,,, crimes,,135
2009,,Valongo,Município,Furto em veículo motorizado,,, crimes,,330
2009,,Valongo,Município,Total,,, crimes,,3168
2009,,Valongo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,291
2009,,Valpaços,Município,Furto em edifício comercial ou industrial,,, crimes,,15
2009,,Valpaços,Município,Furto em residência,,, crimes,,34
2009,,Valpaços,Município,Furto em veículo motorizado,,, crimes,,19
2009,,Valpaços,Município,Total,,, crimes,,706
2009,,Valpaços,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,48
2009,,Velas,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Velas,Município,Furto em residência,,, crimes,,15
2009,,Velas,Município,Furto em veículo motorizado,,, crimes,-,
2009,,Velas,Município,Total,,, crimes,,196
2009,,Velas,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,3
2009,,Vendas Novas,Município,Furto em edifício comercial ou industrial,,, crimes,,8
2009,,Vendas Novas,Município,Furto em residência,,, crimes,,21
2009,,Vendas Novas,Município,Furto em veículo motorizado,,, crimes,,11
2009,,Vendas Novas,Município,Total,,, crimes,,318
2009,,Vendas Novas,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,17
2009,,Viana do Alentejo,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Viana do Alentejo,Município,Furto em residência,,, crimes,,3
2009,,Viana do Alentejo,Município,Furto em veículo motorizado,,, crimes,-,
2009,,Viana do Alentejo,Município,Total,,, crimes,,146
2009,,Viana do Alentejo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,17
2009,,Viana do Castelo,Município,Furto em edifício comercial ou industrial,,, crimes,,63
2009,,Viana do Castelo,Município,Furto em residência,,, crimes,,111
2009,,Viana do Castelo,Município,Furto em veículo motorizado,,, crimes,,145
2009,,Viana do Castelo,Município,Total,,, crimes,,2174
2009,,Viana do Castelo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,193
2009,,Vidigueira,Município,Furto em edifício comercial ou industrial,,, crimes,,8
2009,,Vidigueira,Município,Furto em residência,,, crimes,,10
2009,,Vidigueira,Município,Furto em veículo motorizado,,, crimes,,7
2009,,Vidigueira,Município,Total,,, crimes,,182
2009,,Vidigueira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,12
2009,,Vieira do Minho,Município,Furto em edifício comercial ou industrial,,, crimes,,15
2009,,Vieira do Minho,Município,Furto em residência,,, crimes,,69
2009,,Vieira do Minho,Município,Furto em veículo motorizado,,, crimes,,34
2009,,Vieira do Minho,Município,Total,,, crimes,,661
2009,,Vieira do Minho,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,14
2009,,Vila da Praia da Vitória,Município,Furto em edifício comercial ou industrial,,, crimes,,49
2009,,Vila da Praia da Vitória,Município,Furto em residência,,, crimes,,86
2009,,Vila da Praia da Vitória,Município,Furto em veículo motorizado,,, crimes,,31
2009,,Vila da Praia da Vitória,Município,Total,,, crimes,,757
2009,,Vila da Praia da Vitória,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,34
2009,,Vila de Rei,Município,Furto em edifício comercial ou industrial,,, crimes,,7
2009,,Vila de Rei,Município,Furto em residência,,, crimes,,6
2009,,Vila de Rei,Município,Furto em veículo motorizado,,, crimes,,13
2009,,Vila de Rei,Município,Total,,, crimes,,76
2009,,Vila de Rei,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,3
2009,,Vila do Bispo,Município,Furto em edifício comercial ou industrial,,, crimes,,6
2009,,Vila do Bispo,Município,Furto em residência,,, crimes,,66
2009,,Vila do Bispo,Município,Furto em veículo motorizado,,, crimes,,232
2009,,Vila do Bispo,Município,Total,,, crimes,,477
2009,,Vila do Bispo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,6
2009,,Vila do Conde,Município,Furto em edifício comercial ou industrial,,, crimes,,166
2009,,Vila do Conde,Município,Furto em residência,,, crimes,,226
2009,,Vila do Conde,Município,Furto em veículo motorizado,,, crimes,,322
2009,,Vila do Conde,Município,Total,,, crimes,,2713
2009,,Vila do Conde,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,182
2009,,Vila do Porto,Município,Furto em edifício comercial ou industrial,,, crimes,,7
2009,,Vila do Porto,Município,Furto em residência,,, crimes,,6
2009,,Vila do Porto,Município,Furto em veículo motorizado,,, crimes,,7
2009,,Vila do Porto,Município,Total,,, crimes,,199
2009,,Vila do Porto,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,16
2009,,Vila Flor,Município,Furto em edifício comercial ou industrial,,, crimes,,13
2009,,Vila Flor,Município,Furto em residência,,, crimes,,12
2009,,Vila Flor,Município,Furto em veículo motorizado,,, crimes,,4
2009,,Vila Flor,Município,Total,,, crimes,,231
2009,,Vila Flor,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,16
2009,,Vila Franca de Xira,Município,Furto em edifício comercial ou industrial,,, crimes,,160
2009,,Vila Franca de Xira,Município,Furto em residência,,, crimes,,216
2009,,Vila Franca de Xira,Município,Furto em veículo motorizado,,, crimes,,349
2009,,Vila Franca de Xira,Município,Total,,, crimes,,4121
2009,,Vila Franca de Xira,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,358
2009,,Vila Franca do Campo,Município,Furto em edifício comercial ou industrial,,, crimes,,17
2009,,Vila Franca do Campo,Município,Furto em residência,,, crimes,,35
2009,,Vila Franca do Campo,Município,Furto em veículo motorizado,,, crimes,,26
2009,,Vila Franca do Campo,Município,Total,,, crimes,,435
2009,,Vila Franca do Campo,Município,Violência doméstica contra cônjuge ou análogos,,, crimes,,54
2009,,Vila Nova da Barquinha,Município,Furto em edifício comercial ou industrial,,, crimes,-,
2009,,Vila Nova da Barquinha,Município,Furto em residência,,, crimes,,15
2009,,Vila Nova da Barquinha,Município,Furto em veículo motorizado,,, crimes,,11
2009,,Vila Nova da Barquinha,Município,Total,,, crimes,,167
