01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,08. Símbolo,07. Escala,09. Valor
1999,Portugal,,3. Contra a vida em sociedade,,,, crimes,37610
1999,Portugal,,4. Contra o Estado,,,, crimes,3318
1999,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
1999,Portugal,,6. Contra animais companhia,,,-, crimes,
1999,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,31960
1999,Portugal,,Total,,,, crimes,362589
2000,Portugal,,1. Contra as pessoas,,,, crimes,83050
2000,Portugal,,2. Contra o património,,,, crimes,213450
2000,Portugal,,3. Contra a vida em sociedade,,,, crimes,34248
2000,Portugal,,4. Contra o Estado,,,, crimes,3104
2000,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,3
2000,Portugal,,6. Contra animais companhia,,,-, crimes,
2000,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,29439
2000,Portugal,,Total,,,, crimes,363294
2001,Portugal,,1. Contra as pessoas,,,, crimes,84891
2001,Portugal,,2. Contra o património,,,, crimes,215528
2001,Portugal,,3. Contra a vida em sociedade,,,, crimes,35953
2001,Portugal,,4. Contra o Estado,,,, crimes,3663
2001,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2001,Portugal,,6. Contra animais companhia,,,-, crimes,
2001,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,32133
2001,Portugal,,Total,,,, crimes,372170
2002,Portugal,,1. Contra as pessoas,,,, crimes,89474
2002,Portugal,,2. Contra o património,,,, crimes,227618
2002,Portugal,,3. Contra a vida em sociedade,,,, crimes,36598
2002,Portugal,,4. Contra o Estado,,,, crimes,4337
2002,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,4
2002,Portugal,,6. Contra animais companhia,,,-, crimes,
2002,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,33568
2002,Portugal,,Total,,,, crimes,391599
2003,Portugal,,1. Contra as pessoas,,,, crimes,97496
2003,Portugal,,2. Contra o património,,,, crimes,234294
2003,Portugal,,3. Contra a vida em sociedade,,,, crimes,43126
2003,Portugal,,4. Contra o Estado,,,, crimes,5413
2003,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,3
2003,Portugal,,6. Contra animais companhia,,,-, crimes,
2003,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,37051
2003,Portugal,,Total,,,, crimes,417383
2004,Portugal,,1. Contra as pessoas,,,, crimes,91364
2004,Portugal,,2. Contra o património,,,, crimes,232610
2004,Portugal,,3. Contra a vida em sociedade,,,, crimes,45222
2004,Portugal,,4. Contra o Estado,,,, crimes,5563
2004,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,4
2004,Portugal,,6. Contra animais companhia,,,-, crimes,
2004,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,41657
2004,Portugal,,Total,,,, crimes,416420
2005,Portugal,,1. Contra as pessoas,,,, crimes,90922
2005,Portugal,,2. Contra o património,,,, crimes,215700
2005,Portugal,,3. Contra a vida em sociedade,,,, crimes,43083
2005,Portugal,,4. Contra o Estado,,,, crimes,5525
2005,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,10
2005,Portugal,,6. Contra animais companhia,,,-, crimes,
2005,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,39470
2005,Portugal,,Total,,,, crimes,394710
2006,Portugal,,1. Contra as pessoas,,,, crimes,96493
2006,Portugal,,2. Contra o património,,,, crimes,213798
2006,Portugal,,3. Contra a vida em sociedade,,,, crimes,41794
2006,Portugal,,4. Contra o Estado,,,, crimes,5895
2006,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,12
2006,Portugal,,6. Contra animais companhia,,,-, crimes,
2006,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,43223
2006,Portugal,,Total,,,, crimes,401215
2007,Portugal,,1. Contra as pessoas,,,, crimes,95156
2007,Portugal,,2. Contra o património,,,, crimes,211544
2007,Portugal,,3. Contra a vida em sociedade,,,, crimes,44511
2007,Portugal,,4. Contra o Estado,,,, crimes,6109
2007,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,10
2007,Portugal,,6. Contra animais companhia,,,-, crimes,
2007,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,43002
2007,Portugal,,Total,,,, crimes,400332
2008,Portugal,,1. Contra as pessoas,,,, crimes,96525
2008,Portugal,,2. Contra o património,,,, crimes,240738
2008,Portugal,,3. Contra a vida em sociedade,,,, crimes,47243
2008,Portugal,,4. Contra o Estado,,,, crimes,5501
2008,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2008,Portugal,,6. Contra animais companhia,,,-, crimes,
2008,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,41968
2008,Portugal,,Total,,,, crimes,431977
2009,Portugal,,1. Contra as pessoas,,,, crimes,97314
2009,Portugal,,2. Contra o património,,,, crimes,227697
2009,Portugal,,3. Contra a vida em sociedade,,,, crimes,52424
2009,Portugal,,4. Contra o Estado,,,, crimes,5343
2009,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,13
2009,Portugal,,6. Contra animais companhia,,,-, crimes,
2009,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,44996
2009,Portugal,,Total,,,, crimes,427787
2010,Portugal,,1. Contra as pessoas,,,, crimes,96729
2010,Portugal,,2. Contra o património,,,, crimes,224752
2010,Portugal,,3. Contra a vida em sociedade,,,, crimes,50800
2010,Portugal,,4. Contra o Estado,,,, crimes,6212
2010,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,16
2010,Portugal,,6. Contra animais companhia,,,-, crimes,
2010,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,45743
2010,Portugal,,Total,,,, crimes,424252
2011,Portugal,,1. Contra as pessoas,,,, crimes,91381
2011,Portugal,,2. Contra o património,,,, crimes,229078
2011,Portugal,,3. Contra a vida em sociedade,,,, crimes,46909
2011,Portugal,,4. Contra o Estado,,,, crimes,6383
2011,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,4
2011,Portugal,,6. Contra animais companhia,,,-, crimes,
2011,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,41570
2011,Portugal,,Total,,,, crimes,415325
2012,Portugal,,1. Contra as pessoas,,,, crimes,86847
2012,Portugal,,2. Contra o património,,,, crimes,219078
2012,Portugal,,3. Contra a vida em sociedade,,,, crimes,53228
2012,Portugal,,4. Contra o Estado,,,, crimes,6822
2012,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,7
2012,Portugal,,6. Contra animais companhia,,,-, crimes,
2012,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,38935
2012,Portugal,,Total,,,, crimes,404917
2013,Portugal,,1. Contra as pessoas,,,, crimes,84252
2013,Portugal,,2. Contra o património,,,, crimes,202015
2013,Portugal,,3. Contra a vida em sociedade,,,, crimes,50402
2013,Portugal,,4. Contra o Estado,,,, crimes,6799
2013,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,13
2013,Portugal,,6. Contra animais companhia,,,-, crimes,
2013,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,32922
2013,Portugal,,Total,,,, crimes,376403
2014,Portugal,,1. Contra as pessoas,,,, crimes,83207
2014,Portugal,,2. Contra o património,,,, crimes,192135
2014,Portugal,,3. Contra a vida em sociedade,,,, crimes,40234
2014,Portugal,,4. Contra o Estado,,,, crimes,6098
2014,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,21
2014,Portugal,,6. Contra animais companhia,,,-, crimes,
2014,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,29616
2014,Portugal,,Total,,,, crimes,351311
2015,Portugal,,1. Contra as pessoas,,,, crimes,81394
2015,Portugal,,2. Contra o património,,,, crimes,186102
2015,Portugal,,3. Contra a vida em sociedade,,,, crimes,49591
2015,Portugal,,4. Contra o Estado,,,, crimes,6275
2015,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,22
2015,Portugal,,6. Contra animais companhia,,,, crimes,1330
2015,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,31318
2015,Portugal,,Total,,,, crimes,356032
2016,Portugal,,1. Contra as pessoas,,,, crimes,80929
2016,Portugal,,2. Contra o património,,,, crimes,171738
2016,Portugal,,3. Contra a vida em sociedade,,,, crimes,43042
2016,Portugal,,4. Contra o Estado,,,, crimes,5829
2016,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,35
2016,Portugal,,6. Contra animais companhia,,,, crimes,1623
2016,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,27676
2016,Portugal,,Total,,,, crimes,330872
2017,Portugal,,1. Contra as pessoas,,,, crimes,81901
2017,Portugal,,2. Contra o património,,,, crimes,170832
2017,Portugal,,3. Contra a vida em sociedade,,,, crimes,52735
2017,Portugal,,4. Contra o Estado,,,, crimes,5682
2017,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,51
2017,Portugal,,6. Contra animais companhia,,,, crimes,1950
2017,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,28799
2017,Portugal,,Total,,,, crimes,341950
2018,Portugal,,1. Contra as pessoas,,,, crimes,81278
2018,Portugal,,2. Contra o património,,,, crimes,170383
2018,Portugal,,3. Contra a vida em sociedade,,,, crimes,44207
2018,Portugal,,4. Contra o Estado,,,, crimes,5497
2018,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,70
2018,Portugal,,6. Contra animais companhia,,,, crimes,1977
2018,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,29811
2018,Portugal,,Total,,,, crimes,333223
2019,Portugal,,1. Contra as pessoas,,,, crimes,86383
2019,Portugal,,2. Contra o património,,,, crimes,172357
2019,Portugal,,3. Contra a vida em sociedade,,,, crimes,42529
2019,Portugal,,4. Contra o Estado,,,, crimes,5269
2019,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,91
2019,Portugal,,6. Contra animais companhia,,,, crimes,2014
2019,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,26971
2019,Portugal,,Total,,,, crimes,335614
2020,Portugal,,1. Contra as pessoas,,,, crimes,77243
2020,Portugal,,2. Contra o património,,,, crimes,152704
2020,Portugal,,3. Contra a vida em sociedade,,,, crimes,34404
2020,Portugal,,4. Contra o Estado,,,, crimes,6795
2020,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,145
2020,Portugal,,6. Contra animais companhia,,,, crimes,1891
2020,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,25615
2020,Portugal,,Total,,,, crimes,298797
2021,Portugal,,1. Contra as pessoas,,,, crimes,77904
2021,Portugal,,2. Contra o património,,,, crimes,151288
2021,Portugal,,3. Contra a vida em sociedade,,,, crimes,34410
2021,Portugal,,4. Contra o Estado,,,, crimes,6744
2021,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,171
2021,Portugal,,6. Contra animais companhia,,,, crimes,1919
2021,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,28958
2021,Portugal,,Total,,,, crimes,301394
2022,Portugal,,1. Contra as pessoas,,,, crimes,85841
2022,Portugal,,2. Contra o património,,,, crimes,174268
2022,Portugal,,3. Contra a vida em sociedade,,,, crimes,44015
2022,Portugal,,4. Contra o Estado,,,, crimes,6593
2022,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,289
2022,Portugal,,6. Contra animais companhia,,,, crimes,2022
2022,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,30817
2022,Portugal,,Total,,,, crimes,343845
2023,Portugal,,1. Contra as pessoas,,,, crimes,90840
2023,Portugal,,2. Contra o património,,,, crimes,189657
2023,Portugal,,3. Contra a vida em sociedade,,,, crimes,44439
2023,Portugal,,4. Contra o Estado,,,, crimes,7713
2023,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,367
2023,Portugal,,6. Contra animais companhia,,,, crimes,1729
2023,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,37250
2023,Portugal,,Total,,,, crimes,371995
2024,Portugal,,1. Contra as pessoas,,,, crimes,91783
2024,Portugal,,2. Contra o património,,,, crimes,185930
2024,Portugal,,3. Contra a vida em sociedade,,,, crimes,38459
2024,Portugal,,4. Contra o Estado,,,, crimes,6694
2024,Portugal,,"5. Contra a identidade cultural, integridade pessoal",,,, crimes,454
2024,Portugal,,6. Contra animais companhia,,,, crimes,1670
2024,Portugal,,7. Legislação Avulsa e Outros,,,, crimes,29888
2024,Portugal,,Total,,,, crimes,354878
2009,Abrantes,Município,1. Contra as pessoas,,,, crimes,318
2009,Abrantes,Município,2. Contra o património,,,, crimes,684
2009,Abrantes,Município,3. Contra a vida em sociedade,,,, crimes,175
2009,Abrantes,Município,4. Contra o Estado,,,, crimes,15
2009,Abrantes,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Abrantes,Município,6. Contra animais companhia,,,-, crimes,
2009,Abrantes,Município,7. Legislação Avulsa e Outros,,,, crimes,159
2009,Abrantes,Município,Total,,,, crimes,1351
2009,Águeda,Município,1. Contra as pessoas,,,, crimes,449
2009,Águeda,Município,2. Contra o património,,,, crimes,1108
2009,Águeda,Município,3. Contra a vida em sociedade,,,, crimes,153
2009,Águeda,Município,4. Contra o Estado,,,, crimes,31
2009,Águeda,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Águeda,Município,6. Contra animais companhia,,,-, crimes,
2009,Águeda,Município,7. Legislação Avulsa e Outros,,,, crimes,89
2009,Águeda,Município,Total,,,, crimes,1830
2009,Aguiar da Beira,Município,1. Contra as pessoas,,,, crimes,31
2009,Aguiar da Beira,Município,2. Contra o património,,,, crimes,36
2009,Aguiar da Beira,Município,3. Contra a vida em sociedade,,,, crimes,34
2009,Aguiar da Beira,Município,4. Contra o Estado,,,, crimes,3
2009,Aguiar da Beira,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Aguiar da Beira,Município,6. Contra animais companhia,,,-, crimes,
2009,Aguiar da Beira,Município,7. Legislação Avulsa e Outros,,,, crimes,6
2009,Aguiar da Beira,Município,Total,,,, crimes,110
2009,Alandroal,Município,1. Contra as pessoas,,,, crimes,22
2009,Alandroal,Município,2. Contra o património,,,, crimes,28
2009,Alandroal,Município,3. Contra a vida em sociedade,,,, crimes,12
2009,Alandroal,Município,4. Contra o Estado,,,-, crimes,
2009,Alandroal,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alandroal,Município,6. Contra animais companhia,,,-, crimes,
2009,Alandroal,Município,7. Legislação Avulsa e Outros,,,, crimes,12
2009,Alandroal,Município,Total,,,, crimes,76
2009,Albergaria-a-Velha,Município,1. Contra as pessoas,,,, crimes,225
2009,Albergaria-a-Velha,Município,2. Contra o património,,,, crimes,455
2009,Albergaria-a-Velha,Município,3. Contra a vida em sociedade,,,, crimes,72
2009,Albergaria-a-Velha,Município,4. Contra o Estado,,,, crimes,8
2009,Albergaria-a-Velha,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Albergaria-a-Velha,Município,6. Contra animais companhia,,,-, crimes,
2009,Albergaria-a-Velha,Município,7. Legislação Avulsa e Outros,,,, crimes,60
2009,Albergaria-a-Velha,Município,Total,,,, crimes,820
2009,Albufeira,Município,1. Contra as pessoas,,,, crimes,599
2009,Albufeira,Município,2. Contra o património,,,, crimes,3734
2009,Albufeira,Município,3. Contra a vida em sociedade,,,, crimes,338
2009,Albufeira,Município,4. Contra o Estado,,,, crimes,35
2009,Albufeira,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Albufeira,Município,6. Contra animais companhia,,,-, crimes,
2009,Albufeira,Município,7. Legislação Avulsa e Outros,,,, crimes,142
2009,Albufeira,Município,Total,,,, crimes,4848
2009,Alcácer do Sal,Município,1. Contra as pessoas,,,, crimes,122
2009,Alcácer do Sal,Município,2. Contra o património,,,, crimes,237
2009,Alcácer do Sal,Município,3. Contra a vida em sociedade,,,, crimes,51
2009,Alcácer do Sal,Município,4. Contra o Estado,,,, crimes,10
2009,Alcácer do Sal,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alcácer do Sal,Município,6. Contra animais companhia,,,-, crimes,
2009,Alcácer do Sal,Município,7. Legislação Avulsa e Outros,,,, crimes,45
2009,Alcácer do Sal,Município,Total,,,, crimes,465
2009,Alcanena,Município,1. Contra as pessoas,,,, crimes,69
2009,Alcanena,Município,2. Contra o património,,,, crimes,292
2009,Alcanena,Município,3. Contra a vida em sociedade,,,, crimes,34
2009,Alcanena,Município,4. Contra o Estado,,,-, crimes,
2009,Alcanena,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alcanena,Município,6. Contra animais companhia,,,-, crimes,
2009,Alcanena,Município,7. Legislação Avulsa e Outros,,,, crimes,14
2009,Alcanena,Município,Total,,,, crimes,410
2009,Alcobaça,Município,1. Contra as pessoas,,,, crimes,428
2009,Alcobaça,Município,2. Contra o património,,,, crimes,1055
2009,Alcobaça,Município,3. Contra a vida em sociedade,,,, crimes,313
2009,Alcobaça,Município,4. Contra o Estado,,,, crimes,31
2009,Alcobaça,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alcobaça,Município,6. Contra animais companhia,,,-, crimes,
2009,Alcobaça,Município,7. Legislação Avulsa e Outros,,,, crimes,205
2009,Alcobaça,Município,Total,,,, crimes,2032
2009,Alcochete,Município,1. Contra as pessoas,,,, crimes,155
2009,Alcochete,Município,2. Contra o património,,,, crimes,429
2009,Alcochete,Município,3. Contra a vida em sociedade,,,, crimes,75
2009,Alcochete,Município,4. Contra o Estado,,,, crimes,5
2009,Alcochete,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alcochete,Município,6. Contra animais companhia,,,-, crimes,
2009,Alcochete,Município,7. Legislação Avulsa e Outros,,,, crimes,72
2009,Alcochete,Município,Total,,,, crimes,736
2009,Alcoutim,Município,1. Contra as pessoas,,,, crimes,17
2009,Alcoutim,Município,2. Contra o património,,,, crimes,22
2009,Alcoutim,Município,3. Contra a vida em sociedade,,,, crimes,17
2009,Alcoutim,Município,4. Contra o Estado,,,, crimes,5
2009,Alcoutim,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alcoutim,Município,6. Contra animais companhia,,,-, crimes,
2009,Alcoutim,Município,7. Legislação Avulsa e Outros,,,-, crimes,
2009,Alcoutim,Município,Total,,,, crimes,63
2009,Alenquer,Município,1. Contra as pessoas,,,, crimes,292
2009,Alenquer,Município,2. Contra o património,,,, crimes,795
2009,Alenquer,Município,3. Contra a vida em sociedade,,,, crimes,111
2009,Alenquer,Município,4. Contra o Estado,,,, crimes,10
2009,Alenquer,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alenquer,Município,6. Contra animais companhia,,,-, crimes,
2009,Alenquer,Município,7. Legislação Avulsa e Outros,,,, crimes,134
2009,Alenquer,Município,Total,,,, crimes,1342
2009,Alfândega da Fé,Município,1. Contra as pessoas,,,, crimes,40
2009,Alfândega da Fé,Município,2. Contra o património,,,, crimes,61
2009,Alfândega da Fé,Município,3. Contra a vida em sociedade,,,, crimes,55
2009,Alfândega da Fé,Município,4. Contra o Estado,,,-, crimes,
2009,Alfândega da Fé,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alfândega da Fé,Município,6. Contra animais companhia,,,-, crimes,
2009,Alfândega da Fé,Município,7. Legislação Avulsa e Outros,,,, crimes,3
2009,Alfândega da Fé,Município,Total,,,, crimes,159
2009,Alijó,Município,1. Contra as pessoas,,,, crimes,130
2009,Alijó,Município,2. Contra o património,,,, crimes,118
2009,Alijó,Município,3. Contra a vida em sociedade,,,, crimes,100
2009,Alijó,Município,4. Contra o Estado,,,, crimes,13
2009,Alijó,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alijó,Município,6. Contra animais companhia,,,-, crimes,
2009,Alijó,Município,7. Legislação Avulsa e Outros,,,, crimes,32
2009,Alijó,Município,Total,,,, crimes,393
2009,Aljezur,Município,1. Contra as pessoas,,,, crimes,29
2009,Aljezur,Município,2. Contra o património,,,, crimes,203
2009,Aljezur,Município,3. Contra a vida em sociedade,,,, crimes,46
2009,Aljezur,Município,4. Contra o Estado,,,, crimes,7
2009,Aljezur,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Aljezur,Município,6. Contra animais companhia,,,-, crimes,
2009,Aljezur,Município,7. Legislação Avulsa e Outros,,,, crimes,27
2009,Aljezur,Município,Total,,,, crimes,312
2009,Aljustrel,Município,1. Contra as pessoas,,,, crimes,54
2009,Aljustrel,Município,2. Contra o património,,,, crimes,92
2009,Aljustrel,Município,3. Contra a vida em sociedade,,,, crimes,27
2009,Aljustrel,Município,4. Contra o Estado,,,, crimes,3
2009,Aljustrel,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Aljustrel,Município,6. Contra animais companhia,,,-, crimes,
2009,Aljustrel,Município,7. Legislação Avulsa e Outros,,,, crimes,24
2009,Aljustrel,Município,Total,,,, crimes,200
2009,Almada,Município,1. Contra as pessoas,,,, crimes,1461
2009,Almada,Município,2. Contra o património,,,, crimes,4715
2009,Almada,Município,3. Contra a vida em sociedade,,,, crimes,454
2009,Almada,Município,4. Contra o Estado,,,, crimes,87
2009,Almada,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Almada,Município,6. Contra animais companhia,,,-, crimes,
2009,Almada,Município,7. Legislação Avulsa e Outros,,,, crimes,704
2009,Almada,Município,Total,,,, crimes,7422
2009,Almeida,Município,1. Contra as pessoas,,,, crimes,43
2009,Almeida,Município,2. Contra o património,,,, crimes,114
2009,Almeida,Município,3. Contra a vida em sociedade,,,, crimes,41
2009,Almeida,Município,4. Contra o Estado,,,, crimes,6
2009,Almeida,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Almeida,Município,6. Contra animais companhia,,,-, crimes,
2009,Almeida,Município,7. Legislação Avulsa e Outros,,,, crimes,23
2009,Almeida,Município,Total,,,, crimes,227
2009,Almeirim,Município,1. Contra as pessoas,,,, crimes,201
2009,Almeirim,Município,2. Contra o património,,,, crimes,535
2009,Almeirim,Município,3. Contra a vida em sociedade,,,, crimes,44
2009,Almeirim,Município,4. Contra o Estado,,,, crimes,7
2009,Almeirim,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Almeirim,Município,6. Contra animais companhia,,,-, crimes,
2009,Almeirim,Município,7. Legislação Avulsa e Outros,,,, crimes,53
2009,Almeirim,Município,Total,,,, crimes,840
2009,Almodôvar,Município,1. Contra as pessoas,,,, crimes,28
2009,Almodôvar,Município,2. Contra o património,,,, crimes,49
2009,Almodôvar,Município,3. Contra a vida em sociedade,,,, crimes,19
2009,Almodôvar,Município,4. Contra o Estado,,,, crimes,4
2009,Almodôvar,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Almodôvar,Município,6. Contra animais companhia,,,-, crimes,
2009,Almodôvar,Município,7. Legislação Avulsa e Outros,,,, crimes,25
2009,Almodôvar,Município,Total,,,, crimes,125
2009,Alpiarça,Município,1. Contra as pessoas,,,, crimes,58
2009,Alpiarça,Município,2. Contra o património,,,, crimes,107
2009,Alpiarça,Município,3. Contra a vida em sociedade,,,, crimes,20
2009,Alpiarça,Município,4. Contra o Estado,,,-, crimes,
2009,Alpiarça,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alpiarça,Município,6. Contra animais companhia,,,-, crimes,
2009,Alpiarça,Município,7. Legislação Avulsa e Outros,,,, crimes,36
2009,Alpiarça,Município,Total,,,, crimes,223
2009,Alter do Chão,Município,1. Contra as pessoas,,,, crimes,34
2009,Alter do Chão,Município,2. Contra o património,,,, crimes,41
2009,Alter do Chão,Município,3. Contra a vida em sociedade,,,, crimes,14
2009,Alter do Chão,Município,4. Contra o Estado,,,, crimes,6
2009,Alter do Chão,Município,"5. Contra a identidade cultural, integridade pessoal",,,-, crimes,
2009,Alter do Chão,Município,6. Contra animais companhia,,,-, crimes,
2009,Alter do Chão,Município,7. Legislação Avulsa e Outros,,,, crimes,8
2009,Alter do Chão,Município,Total,,,, crimes,103
2009,Alvaiázere,Município,1. Contra as pessoas,,,, crimes,50
