;location;YEAR_MONTH;YEAR;MONTH;QUARTER;Temp_Median_Max;Temp_Median_Min;Temp_Mean_Max;Temp_Mean_Min
1236;Portugal,+Beira+Baixa;202106;2021;06;2;32,5;16,0;32,5;16,27
1237;Portugal,+Beira+Baixa;202107;2021;07;3;34,0;15,0;33,87;14,9
1238;Portugal,+Beira+Baixa;202108;2021;08;3;32,0;17,0;32,06;16,71
1239;Portugal,+Beira+Baixa;202109;2021;09;3;31,0;18,0;31,2;18,23
1240;Portugal,+Beira+Baixa;202110;2021;10;4;30,0;19,0;29,74;18,74
1241;Portugal,+Beira+Baixa;202111;2021;11;4;30,0;19,0;28,64;19,27
1242;Portugal,+Beiras+e+Serra+da+Estrela;202001;2020;01;1;14,0;6,0;14,03;6,84
1243;Portugal,+Beiras+e+Serra+da+Estrela;202002;2020;02;1;17,0;8,0;18,0;8,52
1244;Portugal,+Beiras+e+Serra+da+Estrela;202003;2020;03;1;18,0;8,0;17,68;7,74
1245;Portugal,+Beiras+e+Serra+da+Estrela;202004;2020;04;2;18,0;9,0;18,13;9,13
1246;Portugal,+Beiras+e+Serra+da+Estrela;202005;2020;05;2;26,0;13,0;25,55;13,42
1247;Portugal,+Beiras+e+Serra+da+Estrela;202006;2020;06;2;24,0;12,5;24,4;13,13
1248;Portugal,+Beiras+e+Serra+da+Estrela;202007;2020;07;3;33,0;17,0;33,55;17,03
1249;Portugal,+Beiras+e+Serra+da+Estrela;202008;2020;08;3;27,0;15,0;28,16;14,87
1250;Portugal,+Beiras+e+Serra+da+Estrela;202009;2020;09;3;27,5;16,0;29,2;15,33
1251;Portugal,+Beiras+e+Serra+da+Estrela;202010;2020;10;4;21,0;12,0;21,06;11,16
1252;Portugal,+Beiras+e+Serra+da+Estrela;202011;2020;11;4;18,5;11,0;18,73;10,7
1253;Portugal,+Beiras+e+Serra+da+Estrela;202012;2020;12;4;13,0;6,0;12,97;6,42
1254;Portugal,+Beiras+e+Serra+da+Estrela;202101;2021;01;1;12,0;3,0;12,35;4,42
1255;Portugal,+Beiras+e+Serra+da+Estrela;202102;2021;02;1;14,5;8,0;14,79;8,07
1256;Portugal,+Beiras+e+Serra+da+Estrela;202103;2021;03;1;18,0;7,0;18,71;7,19
1257;Portugal,+Beiras+e+Serra+da+Estrela;202104;2021;04;2;21,0;10,0;20,03;9,73
1258;Portugal,+Beiras+e+Serra+da+Estrela;202105;2021;05;2;22,0;11,0;21,61;10,19
1259;Portugal,+Beiras+e+Serra+da+Estrela;202106;2021;06;2;26,5;13,0;25,4;12,93
1260;Portugal,+Beiras+e+Serra+da+Estrela;202107;2021;07;3;28,0;14,0;28,45;14,58
1261;Portugal,+Beiras+e+Serra+da+Estrela;202108;2021;08;3;31,0;14,0;30,97;14,23
1262;Portugal,+Beiras+e+Serra+da+Estrela;202109;2021;09;3;28,0;14,0;27,7;14,57
1263;Portugal,+Beiras+e+Serra+da+Estrela;202110;2021;10;4;25,0;13,0;24,74;13,03
1264;Portugal,+Beiras+e+Serra+da+Estrela;202111;2021;11;4;19,0;8,0;19,27;8,18
1265;Portugal,+Beja;202001;2020;01;1;14,0;7,0;14,48;6,87
1266;Portugal,+Beja;202002;2020;02;1;19,0;9,0;18,62;9,1
1267;Portugal,+Beja;202003;2020;03;1;18,0;8,0;18,48;8,06
1268;Portugal,+Beja;202004;2020;04;2;20,0;10,5;19,13;10,03
1269;Portugal,+Beja;202005;2020;05;2;28,0;16,0;27,19;15,03
1270;Portugal,+Beja;202006;2020;06;2;27,0;14,0;29,17;14,67
1271;Portugal,+Beja;202007;2020;07;3;39,0;19,0;37,87;18,81
1272;Portugal,+Beja;202008;2020;08;3;35,0;16,0;33,94;16,19
1273;Portugal,+Beja;202009;2020;09;3;30,5;18,0;30,57;17,37
1274;Portugal,+Beja;202010;2020;10;4;23,0;13,0;23,42;13,45
1275;Portugal,+Beja;202011;2020;11;4;19,5;13,0;19,3;12,77
1276;Portugal,+Beja;202012;2020;12;4;14,0;8,0;14,03;8,03
1277;Portugal,+Beja;202101;2021;01;1;13,0;4,0;12,52;5,26
1278;Portugal,+Beja;202102;2021;02;1;16,5;9,0;15,43;9,04
1279;Portugal,+Beja;202103;2021;03;1;18,0;8,0;18,23;7,81
1280;Portugal,+Beja;202104;2021;04;2;21,0;11,0;20,93;10,9
1281;Portugal,+Beja;202105;2021;05;2;27,0;12,0;26,74;12,23
1282;Portugal,+Beja;202106;2021;06;2;31,0;15,5;30,2;15,27
1283;Portugal,+Beja;202107;2021;07;3;34,0;16,0;34,19;17,03
1284;Portugal,+Beja;202108;2021;08;3;35,0;18,0;35,13;18,0
1285;Portugal,+Beja;202109;2021;09;3;30,0;18,0;29,87;18,03
1286;Portugal,+Beja;202110;2021;10;4;28,0;16,0;27,58;16,32
1287;Portugal,+Beja;202111;2021;11;4;19,0;10,0;19,55;10,09
1288;Portugal,+Belmonte;202001;2020;01;1;15,0;11,0;15,0;10,65
1289;Portugal,+Belmonte;202002;2020;02;1;17,0;13,0;17,52;13,03
1290;Portugal,+Belmonte;202003;2020;03;1;17,0;12,0;17,19;11,74
1291;Portugal,+Belmonte;202004;2020;04;2;18,0;13,5;17,97;13,1
1292;Portugal,+Belmonte;202005;2020;05;2;22,0;18,0;21,87;16,81
1293;Portugal,+Belmonte;202006;2020;06;2;23,0;17,0;23,47;16,57
1294;Portugal,+Belmonte;202007;2020;07;3;27,0;21,0;26,9;21,06
1295;Portugal,+Belmonte;202008;2020;08;3;26,0;19,0;27,19;19,13
1296;Portugal,+Belmonte;202009;2020;09;3;24,0;19,0;24,6;19,33
1297;Portugal,+Belmonte;202010;2020;10;4;21,0;16,0;21,45;16,26
1298;Portugal,+Belmonte;202011;2020;11;4;19,0;15,0;19,0;14,77
1299;Portugal,+Belmonte;202012;2020;12;4;16,0;11,0;15,74;11,1
1300;Portugal,+Belmonte;202101;2021;01;1;14,0;9,0;13,74;9,26
1301;Portugal,+Belmonte;202102;2021;02;1;16,0;13,0;15,89;12,46
1302;Portugal,+Belmonte;202103;2021;03;1;17,0;12,0;16,9;12,16
1303;Portugal,+Belmonte;202104;2021;04;2;18,0;14,0;18,23;13,6
1304;Portugal,+Belmonte;202105;2021;05;2;22,0;15,0;22,03;14,81
1305;Portugal,+Belmonte;202106;2021;06;2;23,0;16,0;23,07;16,03
1306;Portugal,+Belmonte;202107;2021;07;3;26,0;19,0;25,97;18,19
1307;Portugal,+Belmonte;202108;2021;08;3;26,0;18,0;26,58;19,61
1308;Portugal,+Belmonte;202109;2021;09;3;26,0;20,0;26,1;19,87
1309;Portugal,+Belmonte;202110;2021;10;4;25,0;19,0;24,29;18,55
1310;Portugal,+Belmonte;202111;2021;11;4;21,0;14,0;20,91;13,55
1311;Portugal,+Benavente;202001;2020;01;1;14,0;7,0;14,1;8,06
1312;Portugal,+Benavente;202002;2020;02;1;18,0;9,0;17,69;9,38
1313;Portugal,+Benavente;202003;2020;03;1;17,0;9,0;17,32;8,61
1314;Portugal,+Benavente;202004;2020;04;2;18,0;10,0;17,8;10,07
1315;Portugal,+Benavente;202005;2020;05;2;24,0;14,0;24,55;14,32
1316;Portugal,+Benavente;202006;2020;06;2;23,0;14,5;24,07;14,73
1317;Portugal,+Benavente;202007;2020;07;3;32,0;17,0;31,13;17,52
1318;Portugal,+Benavente;202008;2020;08;3;27,0;17,0;27,61;16,68
1319;Portugal,+Benavente;202009;2020;09;3;25,5;17,0;27,2;16,5
1320;Portugal,+Benavente;202010;2020;10;4;20,0;13,0;21,16;13,23
1321;Portugal,+Benavente;202011;2020;11;4;18,0;12,0;18,13;11,93
1322;Portugal,+Benavente;202012;2020;12;4;14,0;8,0;13,97;8,42
1323;Portugal,+Benavente;202101;2021;01;1;13,0;5,0;12,61;6,23
1324;Portugal,+Benavente;202102;2021;02;1;16,0;9,0;15,14;8,93
1325;Portugal,+Benavente;202103;2021;03;1;17,0;8,0;17,58;8,52
1326;Portugal,+Benavente;202104;2021;04;2;20,0;11,0;19,6;11,3
1327;Portugal,+Benavente;202105;2021;05;2;22,0;12,0;22,13;12,32
1328;Portugal,+Benavente;202106;2021;06;2;26,0;14,0;25,17;14,57
1329;Portugal,+Benavente;202107;2021;07;3;27,0;16,0;27,61;16,29
1330;Portugal,+Benavente;202108;2021;08;3;29,0;16,0;29,45;16,52
1331;Portugal,+Benavente;202109;2021;09;3;28,5;17,0;27,77;16,93
1332;Portugal,+Benavente;202110;2021;10;4;25,0;16,0;25,68;15,48
1333;Portugal,+Benavente;202111;2021;11;4;20,0;11,0;19,73;10,45
1334;Portugal,+Bombarral;202001;2020;01;1;14,0;8,0;14,35;8,81
1335;Portugal,+Bombarral;202002;2020;02;1;16,0;11,0;16,69;10,48
1336;Portugal,+Bombarral;202003;2020;03;1;16,0;10,0;15,81;9,61
1337;Portugal,+Bombarral;202004;2020;04;2;17,0;11,5;16,6;10,87
1338;Portugal,+Bombarral;202005;2020;05;2;21,0;14,0;21,58;14,48
1339;Portugal,+Bombarral;202006;2020;06;2;20,5;15,0;20,8;15,33
1340;Portugal,+Bombarral;202007;2020;07;3;24,0;17,0;25,32;17,29
1341;Portugal,+Bombarral;202008;2020;08;3;23,0;17,0;23,0;17,16
1342;Portugal,+Bombarral;202009;2020;09;3;23,5;17,0;24,77;16,83
1343;Portugal,+Bombarral;202010;2020;10;4;19,0;14,0;19,45;13,84
1344;Portugal,+Bombarral;202011;2020;11;4;19,0;12,0;18,33;12,23
1345;Portugal,+Bombarral;202012;2020;12;4;14,0;10,0;14,13;9,52
1346;Portugal,+Bombarral;202101;2021;01;1;13,0;6,0;12,58;7,26
1347;Portugal,+Bombarral;202102;2021;02;1;15,0;10,5;14,86;9,61
1348;Portugal,+Bombarral;202103;2021;03;1;16,0;9,0;16,55;9,71
1349;Portugal,+Bombarral;202104;2021;04;2;18,0;12,0;18,37;11,83
1350;Portugal,+Bombarral;202105;2021;05;2;19,0;13,0;19,0;12,94
1351;Portugal,+Bombarral;202106;2021;06;2;20,5;15,0;20,97;14,87
1352;Portugal,+Bombarral;202107;2021;07;3;22,0;16,0;22,68;16,16
1353;Portugal,+Bombarral;202108;2021;08;3;23,0;16,0;23,94;16,26
1354;Portugal,+Bombarral;202109;2021;09;3;25,0;17,0;24,97;16,97
1355;Portugal,+Bombarral;202110;2021;10;4;22,0;16,0;23,13;15,68
1356;Portugal,+Bombarral;202111;2021;11;4;19,0;11,0;18,36;11,09
1357;Portugal,+Borba;202001;2020;01;1;11,0;4,0;11,71;4,32
1358;Portugal,+Borba;202002;2020;02;1;15,0;7,0;15,1;7,59
1359;Portugal,+Borba;202003;2020;03;1;17,0;6,0;15,58;5,87
1360;Portugal,+Borba;202004;2020;04;2;16,5;8,5;16,57;8,4
1361;Portugal,+Borba;202005;2020;05;2;25,0;13,0;23,61;12,87
1362;Portugal,+Borba;202006;2020;06;2;22,5;12,0;22,8;12,17
1363;Portugal,+Borba;202007;2020;07;3;34,0;18,0;33,1;17,77
1364;Portugal,+Borba;202008;2020;08;3;28,0;15,0;27,58;14,71
1365;Portugal,+Borba;202009;2020;09;3;26,0;14,0;26,9;14,5
1366;Portugal,+Borba;202010;2020;10;4;18,0;9,0;17,84;9,68
1367;Portugal,+Borba;202011;2020;11;4;15,5;9,0;15,83;9,5
1368;Portugal,+Borba;202012;2020;12;4;10,0;4,0;9,97;4,39
1369;Portugal,+Borba;202101;2021;01;1;11,0;2,0;10,48;3,1
1370;Portugal,+Borba;202102;2021;02;1;12,0;6,5;12,14;6,18
1371;Portugal,+Borba;202103;2021;03;1;16,0;6,0;16,87;5,94
1372;Portugal,+Borba;202104;2021;04;2;18,0;8,5;17,57;8,17
1373;Portugal,+Borba;202105;2021;05;2;19,0;9,0;19,52;9,06
1374;Portugal,+Borba;202106;2021;06;2;25,0;13,0;24,2;13,03
1375;Portugal,+Borba;202107;2021;07;3;29,0;14,0;28,06;14,32
1376;Portugal,+Borba;202108;2021;08;3;31,0;14,0;30,61;14,58
1377;Portugal,+Borba;202109;2021;09;3;25,5;14,0;25,3;13,67
1378;Portugal,+Borba;202110;2021;10;4;21,0;12,0;21,87;11,74
1379;Portugal,+Borba;202111;2021;11;4;16,0;8,0;16,45;6,82
1380;Portugal,+Boticas;202001;2020;01;1;11,0;1,0;10,94;1,55
1381;Portugal,+Boticas;202002;2020;02;1;15,0;4,0;15,24;3,76
1382;Portugal,+Boticas;202003;2020;03;1;15,0;4,0;15,68;3,23
1383;Portugal,+Boticas;202004;2020;04;2;18,0;6,5;16,9;6,13
1384;Portugal,+Boticas;202005;2020;05;2;25,0;10,0;24,23;10,19
1385;Portugal,+Boticas;202006;2020;06;2;24,0;10,0;24,77;9,87
1386;Portugal,+Boticas;202007;2020;07;3;35,0;15,0;34,52;14,52
1387;Portugal,+Boticas;202008;2020;08;3;31,0;12,0;30,13;11,9
1388;Portugal,+Boticas;202009;2020;09;3;28,0;11,0;27,33;10,97
1389;Portugal,+Boticas;202010;2020;10;4;18,0;6,0;18,03;6,52
1390;Portugal,+Boticas;202011;2020;11;4;15,5;5,0;15,17;6,0
1391;Portugal,+Boticas;202012;2020;12;4;10,0;2,0;9,74;2,39
1392;Portugal,+Boticas;202101;2021;01;1;9,0;-1,0;9,74;0,19
1393;Portugal,+Boticas;202102;2021;02;1;12,0;4,0;11,86;3,46
1394;Portugal,+Boticas;202103;2021;03;1;17,0;2,0;16,68;2,19
1395;Portugal,+Boticas;202104;2021;04;2;18,0;5,5;17,97;5,6
1396;Portugal,+Boticas;202105;2021;05;2;21,0;7,0;20,87;6,52
1397;Portugal,+Boticas;202106;2021;06;2;26,5;11,0;26,03;10,53
1398;Portugal,+Boticas;202107;2021;07;3;30,0;11,0;30,45;11,9
1399;Portugal,+Boticas;202108;2021;08;3;34,0;12,0;33,48;11,77
1400;Portugal,+Boticas;202109;2021;09;3;26,0;12,0;25,97;11,57
1401;Portugal,+Boticas;202110;2021;10;4;21,0;9,0;21,77;8,84
1402;Portugal,+Boticas;202111;2021;11;4;15,0;4,0;15,82;4,0
1403;Portugal,+Braga;202001;2020;01;1;13,0;5,0;12,81;5,52
1404;Portugal,+Braga;202002;2020;02;1;15,0;8,0;15,97;8,31
1405;Portugal,+Braga;202003;2020;03;1;17,0;7,0;16,77;6,77
1406;Portugal,+Braga;202004;2020;04;2;17,0;9,0;17,53;9,03
1407;Portugal,+Braga;202005;2020;05;2;25,0;13,0;24,55;13,74
1408;Portugal,+Braga;202006;2020;06;2;23,5;13,0;23,6;12,6
1409;Portugal,+Braga;202007;2020;07;3;33,0;18,0;33,06;17,87
1410;Portugal,+Braga;202008;2020;08;3;28,0;16,0;27,65;15,03
1411;Portugal,+Braga;202009;2020;09;3;25,5;14,5;27,2;14,93
1412;Portugal,+Braga;202010;2020;10;4;19,0;10,0;18,74;10,35
1413;Portugal,+Braga;202011;2020;11;4;16,5;9,0;16,8;9,77
1414;Portugal,+Braga;202012;2020;12;4;11,0;5,0;11,29;5,32
1415;Portugal,+Braga;202101;2021;01;1;12,0;3,0;11,58;4,13
1416;Portugal,+Braga;202102;2021;02;1;13,0;7,0;13,57;7,21
1417;Portugal,+Braga;202103;2021;03;1;18,0;7,0;18,13;6,9
1418;Portugal,+Braga;202104;2021;04;2;19,0;9,0;18,87;9,47
1419;Portugal,+Braga;202105;2021;05;2;20,0;10,0;20,35;9,48
1420;Portugal,+Braga;202106;2021;06;2;25,5;13,5;24,8;13,2
1421;Portugal,+Braga;202107;2021;07;3;29,0;14,0;28,23;14,42
1422;Portugal,+Braga;202108;2021;08;3;30,0;15,0;30,19;14,94
1423;Portugal,+Braga;202109;2021;09;3;27,0;14,0;26,5;14,2
1424;Portugal,+Braga;202110;2021;10;4;23,0;13,0;23,0;12,55
1425;Portugal,+Braga;202111;2021;11;4;17,0;9,0;17,36;7,82
1426;Portugal,+Braganca;202001;2020;01;1;9,0;1,0;9,45;1,61
1427;Portugal,+Braganca;202002;2020;02;1;14,0;4,0;14,0;3,59
1428;Portugal,+Braganca;202003;2020;03;1;14,0;3,0;14,35;3,13
1429;Portugal,+Braganca;202004;2020;04;2;16,5;6,0;16,03;5,6
1430;Portugal,+Braganca;202005;2020;05;2;25,0;10,0;22,9;10,48
1431;Portugal,+Braganca;202006;2020;06;2;23,5;10,0;23,93;10,1
1432;Portugal,+Braganca;202007;2020;07;3;33,0;15,0;32,45;15,65
1433;Portugal,+Braganca;202008;2020;08;3;30,0;13,0;28,71;12,9
1434;Portugal,+Braganca;202009;2020;09;3;25,5;12,0;25,13;11,47
1435;Portugal,+Braganca;202010;2020;10;4;16,0;6,0;16,61;6,13
1436;Portugal,+Braganca;202011;2020;11;4;14,0;5,5;13,97;5,77
1437;Portugal,+Braganca;202012;2020;12;4;8,0;0,0;8,13;0,87
1438;Portugal,+Braganca;202101;2021;01;1;8,0;-2,0;8,29;-0,61
1439;Portugal,+Braganca;202102;2021;02;1;10,5;3,0;10,5;2,79
1440;Portugal,+Braganca;202103;2021;03;1;15,0;2,0;15,29;1,94
1441;Portugal,+Braganca;202104;2021;04;2;16,0;6,0;16,47;5,03
1442;Portugal,+Braganca;202105;2021;05;2;20,0;6,0;19,39;6,39
1443;Portugal,+Braganca;202106;2021;06;2;25,0;11,0;24,87;10,77
1444;Portugal,+Braganca;202107;2021;07;3;30,0;13,0;29,87;12,58
1445;Portugal,+Braganca;202108;2021;08;3;32,0;13,0;31,84;13,19
1446;Portugal,+Braganca;202109;2021;09;3;24,0;12,0;23,93;12,17
1447;Portugal,+Braganca;202110;2021;10;4;20,0;9,0;20,13;8,71
1448;Portugal,+Braganca;202111;2021;11;4;13,0;4,0;13,91;3,73
1449;Portugal,+Cabeceiras+de+Basto;202001;2020;01;1;11,0;4,0;11,71;4,32
1450;Portugal,+Cabeceiras+de+Basto;202002;2020;02;1;15,0;7,0;15,1;7,59
1451;Portugal,+Cabeceiras+de+Basto;202003;2020;03;1;17,0;6,0;15,58;5,87
1452;Portugal,+Cabeceiras+de+Basto;202004;2020;04;2;16,5;8,5;16,57;8,4
1453;Portugal,+Cabeceiras+de+Basto;202005;2020;05;2;25,0;13,0;23,61;12,87
1454;Portugal,+Cabeceiras+de+Basto;202006;2020;06;2;22,5;12,0;22,8;12,17
1455;Portugal,+Cabeceiras+de+Basto;202007;2020;07;3;34,0;18,0;33,1;17,77
1456;Portugal,+Cabeceiras+de+Basto;202008;2020;08;3;28,0;15,0;27,58;14,71
1457;Portugal,+Cabeceiras+de+Basto;202009;2020;09;3;26,0;14,0;26,9;14,5
1458;Portugal,+Cabeceiras+de+Basto;202010;2020;10;4;18,0;9,0;17,84;9,68
1459;Portugal,+Cabeceiras+de+Basto;202011;2020;11;4;15,5;9,0;15,83;9,5
1460;Portugal,+Cabeceiras+de+Basto;202012;2020;12;4;10,0;4,0;9,97;4,39
1461;Portugal,+Cabeceiras+de+Basto;202101;2021;01;1;11,0;2,0;10,48;3,1
1462;Portugal,+Cabeceiras+de+Basto;202102;2021;02;1;12,0;6,5;12,14;6,18
1463;Portugal,+Cabeceiras+de+Basto;202103;2021;03;1;16,0;6,0;16,87;5,94
1464;Portugal,+Cabeceiras+de+Basto;202104;2021;04;2;18,0;8,5;17,57;8,17
1465;Portugal,+Cabeceiras+de+Basto;202105;2021;05;2;19,0;9,0;19,52;9,06
1466;Portugal,+Cabeceiras+de+Basto;202106;2021;06;2;25,0;13,0;24,2;13,03
1467;Portugal,+Cabeceiras+de+Basto;202107;2021;07;3;29,0;14,0;28,06;14,32
1468;Portugal,+Cabeceiras+de+Basto;202108;2021;08;3;31,0;14,0;30,61;14,58
1469;Portugal,+Cabeceiras+de+Basto;202109;2021;09;3;25,5;14,0;25,3;13,67
1470;Portugal,+Cabeceiras+de+Basto;202110;2021;10;4;21,0;12,0;21,87;11,74
1471;Portugal,+Cabeceiras+de+Basto;202111;2021;11;4;16,0;8,0;16,45;6,82
1472;Portugal,+Cadaval;202001;2020;01;1;14,0;8,0;14,35;8,81
1473;Portugal,+Cadaval;202002;2020;02;1;16,0;11,0;16,69;10,48
1474;Portugal,+Cadaval;202003;2020;03;1;16,0;10,0;15,81;9,61
1475;Portugal,+Cadaval;202004;2020;04;2;17,0;11,5;16,6;10,87
1476;Portugal,+Cadaval;202005;2020;05;2;21,0;14,0;21,58;14,48
1477;Portugal,+Cadaval;202006;2020;06;2;20,5;15,0;20,8;15,33
1478;Portugal,+Cadaval;202007;2020;07;3;24,0;17,0;25,32;17,29
1479;Portugal,+Cadaval;202008;2020;08;3;23,0;17,0;23,0;17,16
1480;Portugal,+Cadaval;202009;2020;09;3;23,5;17,0;24,77;16,83
1481;Portugal,+Cadaval;202010;2020;10;4;19,0;14,0;19,45;13,84
1482;Portugal,+Cadaval;202011;2020;11;4;19,0;12,0;18,33;12,23
1483;Portugal,+Cadaval;202012;2020;12;4;14,0;10,0;14,13;9,52
1484;Portugal,+Cadaval;202101;2021;01;1;13,0;6,0;12,58;7,26
1485;Portugal,+Cadaval;202102;2021;02;1;15,0;10,5;14,86;9,61
1486;Portugal,+Cadaval;202103;2021;03;1;16,0;9,0;16,55;9,71
1487;Portugal,+Cadaval;202104;2021;04;2;18,0;12,0;18,37;11,83
1488;Portugal,+Cadaval;202105;2021;05;2;19,0;13,0;19,0;12,94
1489;Portugal,+Cadaval;202106;2021;06;2;20,5;15,0;20,97;14,87
1490;Portugal,+Cadaval;202107;2021;07;3;22,0;16,0;22,68;16,16
1491;Portugal,+Cadaval;202108;2021;08;3;23,0;16,0;23,94;16,26
1492;Portugal,+Cadaval;202109;2021;09;3;25,0;17,0;24,97;16,97
1493;Portugal,+Cadaval;202110;2021;10;4;22,0;16,0;23,13;15,68
1494;Portugal,+Cadaval;202111;2021;11;4;19,0;11,0;18,36;11,09
1495;Portugal,+Caldas+da+Rainha;202001;2020;01;1;14,0;8,0;14,35;8,81
1496;Portugal,+Caldas+da+Rainha;202002;2020;02;1;16,0;11,0;16,69;10,48
1497;Portugal,+Caldas+da+Rainha;202003;2020;03;1;16,0;10,0;15,81;9,61
1498;Portugal,+Caldas+da+Rainha;202004;2020;04;2;17,0;11,5;16,6;10,87
1499;Portugal,+Caldas+da+Rainha;202005;2020;05;2;21,0;14,0;21,58;14,48
1500;Portugal,+Caldas+da+Rainha;202006;2020;06;2;20,5;15,0;20,8;15,33
1501;Portugal,+Caldas+da+Rainha;202007;2020;07;3;24,0;17,0;25,32;17,29
1502;Portugal,+Caldas+da+Rainha;202008;2020;08;3;23,0;17,0;23,0;17,16
1503;Portugal,+Caldas+da+Rainha;202009;2020;09;3;23,5;17,0;24,77;16,83
1504;Portugal,+Caldas+da+Rainha;202010;2020;10;4;19,0;14,0;19,45;13,84
1505;Portugal,+Caldas+da+Rainha;202011;2020;11;4;19,0;12,0;18,33;12,23
1506;Portugal,+Caldas+da+Rainha;202012;2020;12;4;14,0;10,0;14,13;9,52
1507;Portugal,+Caldas+da+Rainha;202101;2021;01;1;13,0;6,0;12,58;7,26
1508;Portugal,+Caldas+da+Rainha;202102;2021;02;1;15,0;10,5;14,86;9,61
1509;Portugal,+Caldas+da+Rainha;202103;2021;03;1;16,0;9,0;16,55;9,71
1510;Portugal,+Caldas+da+Rainha;202104;2021;04;2;18,0;12,0;18,37;11,83
1511;Portugal,+Caldas+da+Rainha;202105;2021;05;2;19,0;13,0;19,0;12,94
1512;Portugal,+Caldas+da+Rainha;202106;2021;06;2;20,5;15,0;20,97;14,87
1513;Portugal,+Caldas+da+Rainha;202107;2021;07;3;22,0;16,0;22,68;16,16
1514;Portugal,+Caldas+da+Rainha;202108;2021;08;3;23,0;16,0;23,94;16,26
1515;Portugal,+Caldas+da+Rainha;202109;2021;09;3;25,0;17,0;24,97;16,97
1516;Portugal,+Caldas+da+Rainha;202110;2021;10;4;22,0;16,0;23,13;15,68
1517;Portugal,+Caldas+da+Rainha;202111;2021;11;4;19,0;11,0;18,36;11,09
1518;Portugal,+Calheta+[R.A.A.];202001;2020;01;1;13,0;8,0;13,48;8,55
1519;Portugal,+Calheta+[R.A.A.];202002;2020;02;1;15,0;11,0;15,28;10,69
1520;Portugal,+Calheta+[R.A.A.];202003;2020;03;1;13,0;9,0;13,74;8,9
1521;Portugal,+Calheta+[R.A.A.];202004;2020;04;2;14,0;10,0;14,6;10,0
1522;Portugal,+Calheta+[R.A.A.];202005;2020;05;2;17,0;13,0;17,97;13,32
1523;Portugal,+Calheta+[R.A.A.];202006;2020;06;2;18,5;13,0;18,57;13,1
1524;Portugal,+Calheta+[R.A.A.];202007;2020;07;3;21,0;16,0;22,0;16,81
1525;Portugal,+Calheta+[R.A.A.];202008;2020;08;3;22,0;16,0;22,61;16,52
1526;Portugal,+Calheta+[R.A.A.];202009;2020;09;3;20,5;15,0;20,5;14,8
1527;Portugal,+Calheta+[R.A.A.];202010;2020;10;4;18,0;12,0;17,81;12,39
1528;Portugal,+Calheta+[R.A.A.];202011;2020;11;4;15,5;10,5;15,73;10,57
1529;Portugal,+Calheta+[R.A.A.];202012;2020;12;4;13,0;9,0;13,19;8,48
1530;Portugal,+Calheta+[R.A.A.];202101;2021;01;1;13,0;8,0;13,0;8,35
1531;Portugal,+Calheta+[R.A.A.];202102;2021;02;1;14,5;9,0;13,57;9,25
1532;Portugal,+Calheta+[R.A.A.];202103;2021;03;1;13,0;9,0;13,19;8,65
1533;Portugal,+Calheta+[R.A.A.];202104;2021;04;2;15,0;11,0;15,33;10,83
1534;Portugal,+Calheta+[R.A.A.];202105;2021;05;2;17,0;12,0;18,03;12,23
1535;Portugal,+Calheta+[R.A.A.];202106;2021;06;2;19,0;13,0;19,0;12,5
1536;Portugal,+Calheta+[R.A.A.];202107;2021;07;3;25,0;18,0;24,19;17,65
1537;Portugal,+Calheta+[R.A.A.];202108;2021;08;3;23,0;16,0;23,39;17,0
1538;Portugal,+Calheta+[R.A.A.];202109;2021;09;3;22,0;16,0;21,93;16,2
1539;Portugal,+Calheta+[R.A.A.];202110;2021;10;4;21,0;15,0;21,13;15,68
1540;Portugal,+Calheta+[R.A.A.];202111;2021;11;4;17,0;15,0;17,55;13,91
1541;Portugal,+Calheta+[R.A.M.];202001;2020;01;1;13,0;8,0;13,48;8,55
1542;Portugal,+Calheta+[R.A.M.];202002;2020;02;1;15,0;11,0;15,28;10,69
1543;Portugal,+Calheta+[R.A.M.];202003;2020;03;1;13,0;9,0;13,74;8,9
1544;Portugal,+Calheta+[R.A.M.];202004;2020;04;2;14,0;10,0;14,6;10,0
1545;Portugal,+Calheta+[R.A.M.];202005;2020;05;2;17,0;13,0;17,97;13,32
1546;Portugal,+Calheta+[R.A.M.];202006;2020;06;2;18,5;13,0;18,57;13,1
1547;Portugal,+Calheta+[R.A.M.];202007;2020;07;3;21,0;16,0;22,0;16,81
1548;Portugal,+Calheta+[R.A.M.];202008;2020;08;3;22,0;16,0;22,61;16,52
1549;Portugal,+Calheta+[R.A.M.];202009;2020;09;3;20,5;15,0;20,5;14,8
1550;Portugal,+Calheta+[R.A.M.];202010;2020;10;4;18,0;12,0;17,81;12,39
1551;Portugal,+Calheta+[R.A.M.];202011;2020;11;4;15,5;10,5;15,73;10,57
1552;Portugal,+Calheta+[R.A.M.];202012;2020;12;4;13,0;9,0;13,19;8,48
1553;Portugal,+Calheta+[R.A.M.];202101;2021;01;1;13,0;8,0;13,0;8,35
1554;Portugal,+Calheta+[R.A.M.];202102;2021;02;1;14,5;9,0;13,57;9,25
1555;Portugal,+Calheta+[R.A.M.];202103;2021;03;1;13,0;9,0;13,19;8,65
1556;Portugal,+Calheta+[R.A.M.];202104;2021;04;2;15,0;11,0;15,33;10,83
1557;Portugal,+Calheta+[R.A.M.];202105;2021;05;2;17,0;12,0;18,03;12,23
