;location;YEAR_MONTH;YEAR;MONTH;QUARTER;Temp_Median_Max;Temp_Median_Min;Temp_Mean_Max;Temp_Mean_Min
0;Brasil,+Sao+Paulo;202001;2020;01;1;26,0;19,0;25,94;19,06
1;Brasil,+Sao+Paulo;202002;2020;02;1;25,0;19,0;24,83;19,07
2;Brasil,+Sao+Paulo;202003;2020;03;1;26,0;17,0;25,55;17,26
3;Brasil,+Sao+Paulo;202004;2020;04;2;25,0;16,0;24,6;15,97
4;Brasil,+Sao+Paulo;202005;2020;05;2;22,0;13,0;21,97;12,9
5;Brasil,+Sao+Paulo;202006;2020;06;2;24,0;15,0;23,67;15,07
6;Brasil,+Sao+Paulo;202007;2020;07;3;25,0;15,0;25,06;14,65
7;Brasil,+Sao+Paulo;202008;2020;08;3;27,0;13,0;26,77;14,42
8;Brasil,+Sao+Paulo;202009;2020;09;3;32,5;18,5;31,47;18,57
9;Brasil,+Sao+Paulo;202010;2020;10;4;31,0;19,0;30,55;19,71
10;Brasil,+Sao+Paulo;202011;2020;11;4;27,5;18,5;27,87;17,87
11;Brasil,+Sao+Paulo;202012;2020;12;4;27,0;19,0;26,71;19,23
12;Brasil,+Sao+Paulo;202101;2021;01;1;27,0;19,0;26,42;18,97
13;Brasil,+Sao+Paulo;202102;2021;02;1;26,0;19,0;26,36;18,25
14;Brasil,+Sao+Paulo;202103;2021;03;1;26,0;18,0;26,06;18,0
15;Brasil,+Sao+Paulo;202104;2021;04;2;27,0;15,5;26,57;15,4
16;Brasil,+Sao+Paulo;202105;2021;05;2;28,0;15,0;27,03;14,94
17;Brasil,+Sao+Paulo;202106;2021;06;2;27,0;15,5;26,1;14,87
18;Brasil,+Sao+Paulo;202107;2021;07;3;27,0;12,0;26,06;12,0
19;Brasil,+Sao+Paulo;202108;2021;08;3;30,0;16,0;29,74;15,81
20;Brasil,+Sao+Paulo;202109;2021;09;3;38,0;19,0;37,63;19,53
21;Brasil,+Sao+Paulo;202110;2021;10;4;26,0;18,0;27,71;18,06
22;Brasil,+Sao+Paulo;202111;2021;11;4;29,0;18,0;28,55;17,91
23;Portugal,+Abrantes;202001;2020;01;1;14,0;6,0;13,97;6,39
24;Portugal,+Abrantes;202002;2020;02;1;18,0;8,0;18,34;8,07
25;Portugal,+Abrantes;202003;2020;03;1;18,0;8,0;18,55;8,06
26;Portugal,+Abrantes;202004;2020;04;2;19,0;9,0;18,87;9,3
27;Portugal,+Abrantes;202005;2020;05;2;28,0;13,0;26,48;13,71
28;Portugal,+Abrantes;202006;2020;06;2;26,0;13,0;26,93;13,43
29;Portugal,+Abrantes;202007;2020;07;3;36,0;17,0;36,26;17,48
30;Portugal,+Abrantes;202008;2020;08;3;31,0;15,0;31,35;15,16
31;Portugal,+Abrantes;202009;2020;09;3;28,5;16,0;30,27;15,47
32;Portugal,+Abrantes;202010;2020;10;4;21,0;12,0;21,87;11,52
33;Portugal,+Abrantes;202011;2020;11;4;18,5;10,5;18,43;11,0
34;Portugal,+Abrantes;202012;2020;12;4;13,0;7,0;13,45;6,74
35;Portugal,+Abrantes;202101;2021;01;1;12,0;3,0;12,45;4,35
36;Portugal,+Abrantes;202102;2021;02;1;16,0;8,0;15,0;8,0
37;Portugal,+Abrantes;202103;2021;03;1;19,0;7,0;19,35;7,52
38;Portugal,+Abrantes;202104;2021;04;2;20,0;10,0;20,33;10,1
39;Portugal,+Abrantes;202105;2021;05;2;25,0;11,0;24,42;10,61
40;Portugal,+Abrantes;202106;2021;06;2;30,0;13,0;28,73;13,07
41;Portugal,+Abrantes;202107;2021;07;3;31,0;14,0;31,97;14,71
42;Portugal,+Abrantes;202108;2021;08;3;33,0;14,0;34,19;14,55
43;Portugal,+Abrantes;202109;2021;09;3;29,0;15,0;28,6;15,43
44;Portugal,+Abrantes;202110;2021;10;4;27,0;14,0;26,16;14,26
45;Portugal,+Abrantes;202111;2021;11;4;19,0;9,0;19,0;8,82
46;Portugal,+Agueda;202001;2020;01;1;14,0;7,0;14,23;6,94
47;Portugal,+Agueda;202002;2020;02;1;17,0;9,0;17,9;9,45
48;Portugal,+Agueda;202003;2020;03;1;19,0;9,0;17,65;8,26
49;Portugal,+Agueda;202004;2020;04;2;18,0;9,0;18,13;9,47
50;Portugal,+Agueda;202005;2020;05;2;25,0;14,0;25,26;14,0
51;Portugal,+Agueda;202006;2020;06;2;23,5;12,5;24,03;13,07
52;Portugal,+Agueda;202007;2020;07;3;32,0;19,0;32,35;18,16
53;Portugal,+Agueda;202008;2020;08;3;27,0;15,0;27,68;15,1
54;Portugal,+Agueda;202009;2020;09;3;27,0;15,5;28,77;16,07
55;Portugal,+Agueda;202010;2020;10;4;21,0;12,0;20,9;11,74
56;Portugal,+Agueda;202011;2020;11;4;19,0;11,0;19,03;11,4
57;Portugal,+Agueda;202012;2020;12;4;13,0;6,0;13,26;6,97
58;Portugal,+Agueda;202101;2021;01;1;13,0;5,0;12,87;5,39
59;Portugal,+Agueda;202102;2021;02;1;14,0;9,0;14,75;7,96
60;Portugal,+Agueda;202103;2021;03;1;18,0;7,0;18,65;7,94
61;Portugal,+Agueda;202104;2021;04;2;21,0;10,0;20,1;10,13
62;Portugal,+Agueda;202105;2021;05;2;22,0;10,0;21,23;10,03
63;Portugal,+Agueda;202106;2021;06;2;26,0;12,0;24,77;12,87
64;Portugal,+Agueda;202107;2021;07;3;27,0;14,0;27,71;14,74
65;Portugal,+Agueda;202108;2021;08;3;30,0;15,0;29,97;14,97
66;Portugal,+Agueda;202109;2021;09;3;28,0;15,0;27,6;14,97
67;Portugal,+Agueda;202110;2021;10;4;23,0;14,0;24,29;13,52
68;Portugal,+Agueda;202111;2021;11;4;18,0;10,0;19,09;9,09
69;Portugal,+Aguiar+da+Beira;202001;2020;01;1;11,0;5,0;11,35;4,9
70;Portugal,+Aguiar+da+Beira;202002;2020;02;1;15,0;7,0;15,83;7,03
71;Portugal,+Aguiar+da+Beira;202003;2020;03;1;16,0;6,0;15,77;6,03
72;Portugal,+Aguiar+da+Beira;202004;2020;04;2;16,0;8,0;16,27;7,9
73;Portugal,+Aguiar+da+Beira;202005;2020;05;2;26,0;13,0;24,35;12,94
74;Portugal,+Aguiar+da+Beira;202006;2020;06;2;23,5;11,5;24,23;12,6
75;Portugal,+Aguiar+da+Beira;202007;2020;07;3;35,0;19,0;34,35;18,16
76;Portugal,+Aguiar+da+Beira;202008;2020;08;3;29,0;15,0;28,9;14,9
77;Portugal,+Aguiar+da+Beira;202009;2020;09;3;27,0;14,0;27,3;14,77
78;Portugal,+Aguiar+da+Beira;202010;2020;10;4;19,0;9,0;18,48;9,58
79;Portugal,+Aguiar+da+Beira;202011;2020;11;4;15,0;9,0;15,83;9,23
80;Portugal,+Aguiar+da+Beira;202012;2020;12;4;10,0;4,0;9,97;4,29
81;Portugal,+Aguiar+da+Beira;202101;2021;01;1;10,0;1,0;10,23;2,84
82;Portugal,+Aguiar+da+Beira;202102;2021;02;1;12,0;6,0;12,04;5,43
83;Portugal,+Aguiar+da+Beira;202103;2021;03;1;16,0;6,0;16,68;5,87
84;Portugal,+Aguiar+da+Beira;202104;2021;04;2;19,0;8,5;18,03;8,2
85;Portugal,+Aguiar+da+Beira;202105;2021;05;2;21,0;9,0;20,84;9,23
86;Portugal,+Aguiar+da+Beira;202106;2021;06;2;27,0;13,0;25,33;13,17
87;Portugal,+Aguiar+da+Beira;202107;2021;07;3;30,0;14,0;29,65;14,39
88;Portugal,+Aguiar+da+Beira;202108;2021;08;3;32,0;15,0;32,23;14,74
89;Portugal,+Aguiar+da+Beira;202109;2021;09;3;26,0;14,0;26,07;13,97
90;Portugal,+Aguiar+da+Beira;202110;2021;10;4;22,0;12,0;22,26;11,84
91;Portugal,+Aguiar+da+Beira;202111;2021;11;4;15,0;8,0;16,27;6,55
92;Portugal,+Alandroal;202001;2020;01;1;13,0;6,0;13,58;6,52
93;Portugal,+Alandroal;202002;2020;02;1;18,0;8,0;17,59;8,07
94;Portugal,+Alandroal;202003;2020;03;1;17,0;7,0;17,42;7,42
95;Portugal,+Alandroal;202004;2020;04;2;19,0;9,5;18,3;9,5
96;Portugal,+Alandroal;202005;2020;05;2;27,0;14,0;26,06;13,61
97;Portugal,+Alandroal;202006;2020;06;2;26,5;13,5;28,1;13,6
98;Portugal,+Alandroal;202007;2020;07;3;37,0;19,0;37,06;18,32
99;Portugal,+Alandroal;202008;2020;08;3;34,0;16,0;33,29;15,74
100;Portugal,+Alandroal;202009;2020;09;3;29,0;17,0;30,0;16,37
101;Portugal,+Alandroal;202010;2020;10;4;23,0;12,0;22,58;12,13
102;Portugal,+Alandroal;202011;2020;11;4;18,5;11,5;18,5;11,47
103;Portugal,+Alandroal;202012;2020;12;4;14,0;7,0;13,48;7,35
104;Portugal,+Alandroal;202101;2021;01;1;12,0;3,0;11,9;4,48
105;Portugal,+Alandroal;202102;2021;02;1;15,5;8,0;14,61;7,86
106;Portugal,+Alandroal;202103;2021;03;1;17,0;7,0;17,52;7,03
107;Portugal,+Alandroal;202104;2021;04;2;20,5;10,0;19,97;9,5
108;Portugal,+Alandroal;202105;2021;05;2;25,0;10,0;25,39;10,68
109;Portugal,+Alandroal;202106;2021;06;2;30,5;14,0;29,67;13,93
110;Portugal,+Alandroal;202107;2021;07;3;34,0;15,0;34,1;15,55
111;Portugal,+Alandroal;202108;2021;08;3;34,0;16,0;35,26;16,1
112;Portugal,+Alandroal;202109;2021;09;3;29,5;16,0;29,4;16,47
113;Portugal,+Alandroal;202110;2021;10;4;27,0;15,0;26,9;15,0
114;Portugal,+Alandroal;202111;2021;11;4;18,0;9,0;18,64;9,0
115;Portugal,+Albergaria-a-Velha;202001;2020;01;1;14,0;7,0;14,23;6,94
116;Portugal,+Albergaria-a-Velha;202002;2020;02;1;17,0;9,0;17,9;9,45
117;Portugal,+Albergaria-a-Velha;202003;2020;03;1;19,0;9,0;17,65;8,26
118;Portugal,+Albergaria-a-Velha;202004;2020;04;2;18,0;9,0;18,13;9,47
119;Portugal,+Albergaria-a-Velha;202005;2020;05;2;25,0;14,0;25,26;14,0
120;Portugal,+Albergaria-a-Velha;202006;2020;06;2;23,5;12,5;24,03;13,07
121;Portugal,+Albergaria-a-Velha;202007;2020;07;3;32,0;19,0;32,35;18,16
122;Portugal,+Albergaria-a-Velha;202008;2020;08;3;27,0;15,0;27,68;15,1
123;Portugal,+Albergaria-a-Velha;202009;2020;09;3;27,0;15,5;28,77;16,07
124;Portugal,+Albergaria-a-Velha;202010;2020;10;4;21,0;12,0;20,9;11,74
125;Portugal,+Albergaria-a-Velha;202011;2020;11;4;19,0;11,0;19,03;11,4
126;Portugal,+Albergaria-a-Velha;202012;2020;12;4;13,0;6,0;13,26;6,97
127;Portugal,+Albergaria-a-Velha;202101;2021;01;1;13,0;5,0;12,87;5,39
128;Portugal,+Albergaria-a-Velha;202102;2021;02;1;14,0;9,0;14,75;7,96
129;Portugal,+Albergaria-a-Velha;202103;2021;03;1;18,0;7,0;18,65;7,94
130;Portugal,+Albergaria-a-Velha;202104;2021;04;2;21,0;10,0;20,1;10,13
131;Portugal,+Albergaria-a-Velha;202105;2021;05;2;22,0;10,0;21,23;10,03
132;Portugal,+Albergaria-a-Velha;202106;2021;06;2;26,0;12,0;24,77;12,87
133;Portugal,+Albergaria-a-Velha;202107;2021;07;3;27,0;14,0;27,71;14,74
134;Portugal,+Albergaria-a-Velha;202108;2021;08;3;30,0;15,0;29,97;14,97
135;Portugal,+Albergaria-a-Velha;202109;2021;09;3;28,0;15,0;27,6;14,97
136;Portugal,+Albergaria-a-Velha;202110;2021;10;4;23,0;14,0;24,29;13,52
137;Portugal,+Albergaria-a-Velha;202111;2021;11;4;18,0;10,0;19,09;9,09
138;Portugal,+Albufeira;202001;2020;01;1;15,0;10,0;15,29;10,35
139;Portugal,+Albufeira;202002;2020;02;1;18,0;12,0;17,9;12,34
140;Portugal,+Albufeira;202003;2020;03;1;17,0;12,0;17,45;11,29
141;Portugal,+Albufeira;202004;2020;04;2;18,0;13,0;18,17;13,1
142;Portugal,+Albufeira;202005;2020;05;2;23,0;17,0;22,65;16,26
143;Portugal,+Albufeira;202006;2020;06;2;25,0;16,5;24,87;16,63
144;Portugal,+Albufeira;202007;2020;07;3;28,0;20,0;28,55;19,97
145;Portugal,+Albufeira;202008;2020;08;3;28,0;18,0;28,48;18,19
146;Portugal,+Albufeira;202009;2020;09;3;25,0;19,0;25,37;18,67
147;Portugal,+Albufeira;202010;2020;10;4;21,0;16,0;21,84;15,58
148;Portugal,+Albufeira;202011;2020;11;4;19,0;15,0;18,87;14,53
149;Portugal,+Albufeira;202012;2020;12;4;15,0;11,0;15,42;10,81
150;Portugal,+Albufeira;202101;2021;01;1;14,0;9,0;13,84;8,84
151;Portugal,+Albufeira;202102;2021;02;1;16,0;12,0;15,75;11,82
152;Portugal,+Albufeira;202103;2021;03;1;17,0;11,0;17,48;11,06
153;Portugal,+Albufeira;202104;2021;04;2;19,0;14,0;18,83;13,4
154;Portugal,+Albufeira;202105;2021;05;2;24,0;14,0;22,9;14,19
155;Portugal,+Albufeira;202106;2021;06;2;25,0;16,5;24,67;16,33
156;Portugal,+Albufeira;202107;2021;07;3;28,0;18,0;27,81;17,77
157;Portugal,+Albufeira;202108;2021;08;3;29,0;18,0;28,84;18,94
158;Portugal,+Albufeira;202109;2021;09;3;28,5;19,0;27,6;18,93
159;Portugal,+Albufeira;202110;2021;10;4;25,0;18,0;25,45;17,45
160;Portugal,+Albufeira;202111;2021;11;4;20,0;13,0;20,55;12,82
161;Portugal,+Alcacer+do+Sal;202001;2020;01;1;14,0;9,0;14,32;9,26
162;Portugal,+Alcacer+do+Sal;202002;2020;02;1;17,0;11,0;17,38;10,79
163;Portugal,+Alcacer+do+Sal;202003;2020;03;1;17,0;10,0;17,29;10,06
164;Portugal,+Alcacer+do+Sal;202004;2020;04;2;18,0;12,0;17,87;11,77
165;Portugal,+Alcacer+do+Sal;202005;2020;05;2;25,0;15,0;23,58;14,97
166;Portugal,+Alcacer+do+Sal;202006;2020;06;2;23,0;15,5;24,37;15,7
167;Portugal,+Alcacer+do+Sal;202007;2020;07;3;29,0;18,0;29,23;18,16
168;Portugal,+Alcacer+do+Sal;202008;2020;08;3;27,0;17,0;27,48;17,06
169;Portugal,+Alcacer+do+Sal;202009;2020;09;3;24,0;18,0;25,8;17,47
170;Portugal,+Alcacer+do+Sal;202010;2020;10;4;21,0;14,0;21,32;14,26
171;Portugal,+Alcacer+do+Sal;202011;2020;11;4;19,0;13,0;18,13;13,27
172;Portugal,+Alcacer+do+Sal;202012;2020;12;4;15,0;10,0;14,87;10,26
173;Portugal,+Alcacer+do+Sal;202101;2021;01;1;13,0;7,0;12,77;7,61
174;Portugal,+Alcacer+do+Sal;202102;2021;02;1;15,5;11,0;15,25;10,71
175;Portugal,+Alcacer+do+Sal;202103;2021;03;1;17,0;9,0;17,68;9,77
176;Portugal,+Alcacer+do+Sal;202104;2021;04;2;19,0;13,0;19,0;12,23
177;Portugal,+Alcacer+do+Sal;202105;2021;05;2;23,0;13,0;22,61;13,1
178;Portugal,+Alcacer+do+Sal;202106;2021;06;2;25,0;15,0;24,77;15,0
179;Portugal,+Alcacer+do+Sal;202107;2021;07;3;28,0;16,0;28,0;16,26
180;Portugal,+Alcacer+do+Sal;202108;2021;08;3;28,0;17,0;28,87;16,61
181;Portugal,+Alcacer+do+Sal;202109;2021;09;3;27,5;17,0;27,0;17,37
182;Portugal,+Alcacer+do+Sal;202110;2021;10;4;26,0;16,0;25,84;16,13
183;Portugal,+Alcacer+do+Sal;202111;2021;11;4;20,0;12,0;20,27;11,55
184;Portugal,+Alcanena;202001;2020;01;1;14,0;6,0;14,16;6,68
185;Portugal,+Alcanena;202002;2020;02;1;18,0;8,0;18,31;8,48
186;Portugal,+Alcanena;202003;2020;03;1;18,0;8,0;18,45;8,16
187;Portugal,+Alcanena;202004;2020;04;2;18,5;10,0;18,73;9,2
188;Portugal,+Alcanena;202005;2020;05;2;27,0;12,0;25,84;13,29
189;Portugal,+Alcanena;202006;2020;06;2;25,0;13,0;25,73;13,43
190;Portugal,+Alcanena;202007;2020;07;3;36,0;17,0;34,9;16,87
191;Portugal,+Alcanena;202008;2020;08;3;29,0;15,0;29,45;15,42
192;Portugal,+Alcanena;202009;2020;09;3;28,0;15,0;29,67;15,33
193;Portugal,+Alcanena;202010;2020;10;4;22,0;11,0;21,74;11,39
194;Portugal,+Alcanena;202011;2020;11;4;18,5;10,5;18,37;10,87
195;Portugal,+Alcanena;202012;2020;12;4;14,0;7,0;13,77;7,23
196;Portugal,+Alcanena;202101;2021;01;1;13,0;3,0;12,58;4,94
197;Portugal,+Alcanena;202102;2021;02;1;16,0;8,0;15,18;7,82
198;Portugal,+Alcanena;202103;2021;03;1;18,0;7,0;19,1;7,48
199;Portugal,+Alcanena;202104;2021;04;2;20,5;10,0;20,27;10,17
200;Portugal,+Alcanena;202105;2021;05;2;23,0;11,0;23,48;10,58
201;Portugal,+Alcanena;202106;2021;06;2;28,0;12,5;27,3;12,9
202;Portugal,+Alcanena;202107;2021;07;3;30,0;14,0;30,19;14,84
203;Portugal,+Alcanena;202108;2021;08;3;32,0;15,0;32,35;15,06
204;Portugal,+Alcanena;202109;2021;09;3;30,0;15,0;28,93;15,43
205;Portugal,+Alcanena;202110;2021;10;4;25,0;14,0;26,16;13,97
206;Portugal,+Alcanena;202111;2021;11;4;20,0;9,0;19,27;8,64
207;Portugal,+Alcobaca;202001;2020;01;1;14,0;7,0;13,81;8,23
208;Portugal,+Alcobaca;202002;2020;02;1;16,0;10,0;16,31;9,86
209;Portugal,+Alcobaca;202003;2020;03;1;16,0;9,0;15,61;8,74
210;Portugal,+Alcobaca;202004;2020;04;2;16,0;11,0;16,4;10,5
211;Portugal,+Alcobaca;202005;2020;05;2;21,0;13,0;21,84;14,0
212;Portugal,+Alcobaca;202006;2020;06;2;20,0;14,0;20,2;14,67
213;Portugal,+Alcobaca;202007;2020;07;3;26,0;17,0;25,74;17,06
214;Portugal,+Alcobaca;202008;2020;08;3;22,0;17,0;22,84;16,74
215;Portugal,+Alcobaca;202009;2020;09;3;24,0;17,0;24,93;16,23
216;Portugal,+Alcobaca;202010;2020;10;4;19,0;13,0;19,26;13,16
217;Portugal,+Alcobaca;202011;2020;11;4;18,0;12,0;17,8;11,8
218;Portugal,+Alcobaca;202012;2020;12;4;13,0;9,0;13,52;8,52
219;Portugal,+Alcobaca;202101;2021;01;1;12,0;6,0;12,19;6,26
220;Portugal,+Alcobaca;202102;2021;02;1;14,5;10,0;14,64;9,21
221;Portugal,+Alcobaca;202103;2021;03;1;16,0;8,0;16,65;8,81
222;Portugal,+Alcobaca;202104;2021;04;2;18,5;11,0;18,53;11,33
223;Portugal,+Alcobaca;202105;2021;05;2;19,0;12,0;19,0;12,1
224;Portugal,+Alcobaca;202106;2021;06;2;21,0;14,0;21,23;14,33
225;Portugal,+Alcobaca;202107;2021;07;3;22,0;16,0;22,84;15,77
226;Portugal,+Alcobaca;202108;2021;08;3;24,0;16,0;24,13;16,06
227;Portugal,+Alcobaca;202109;2021;09;3;24,0;17,0;24,8;16,53
228;Portugal,+Alcobaca;202110;2021;10;4;22,0;15,0;23,0;15,06
229;Portugal,+Alcobaca;202111;2021;11;4;19,0;11,0;18,27;10,36
230;Portugal,+Alcochete;202001;2020;01;1;14,0;9,0;14,77;9,61
231;Portugal,+Alcochete;202002;2020;02;1;18,0;11,0;17,66;11,21
232;Portugal,+Alcochete;202003;2020;03;1;18,0;11,0;17,42;10,42
233;Portugal,+Alcochete;202004;2020;04;2;18,0;12,5;18,2;12,37
234;Portugal,+Alcochete;202005;2020;05;2;24,0;15,0;23,71;15,77
235;Portugal,+Alcochete;202006;2020;06;2;23,0;16,0;23,87;16,27
236;Portugal,+Alcochete;202007;2020;07;3;29,0;18,0;29,03;18,58
237;Portugal,+Alcochete;202008;2020;08;3;26,0;18,0;26,61;17,74
238;Portugal,+Alcochete;202009;2020;09;3;24,5;18,0;25,6;18,0
239;Portugal,+Alcochete;202010;2020;10;4;21,0;15,0;21,32;14,94
240;Portugal,+Alcochete;202011;2020;11;4;19,0;13,0;18,53;12,97
241;Portugal,+Alcochete;202012;2020;12;4;15,0;11,0;15,16;10,94
242;Portugal,+Alcochete;202101;2021;01;1;14,0;8,0;13,19;7,84
243;Portugal,+Alcochete;202102;2021;02;1;16,0;11,0;15,61;10,71
244;Portugal,+Alcochete;202103;2021;03;1;17,0;10,0;17,74;10,23
245;Portugal,+Alcochete;202104;2021;04;2;19,5;13,0;19,33;13,13
246;Portugal,+Alcochete;202105;2021;05;2;23,0;14,0;22,29;13,74
247;Portugal,+Alcochete;202106;2021;06;2;25,0;16,0;24,63;15,8
248;Portugal,+Alcochete;202107;2021;07;3;27,0;17,0;26,84;17,1
249;Portugal,+Alcochete;202108;2021;08;3;28,0;17,0;28,29;17,19
250;Portugal,+Alcochete;202109;2021;09;3;28,0;18,0;27,33;17,83
251;Portugal,+Alcochete;202110;2021;10;4;25,0;17,0;24,81;16,48
252;Portugal,+Alcochete;202111;2021;11;4;20,0;12,0;20,0;12,0
253;Portugal,+Alcoutim;202001;2020;01;1;15,0;10,0;15,03;9,84
254;Portugal,+Alcoutim;202002;2020;02;1;18,0;12,0;18,17;11,83
255;Portugal,+Alcoutim;202003;2020;03;1;18,0;12,0;17,77;11,0
256;Portugal,+Alcoutim;202004;2020;04;2;19,0;13,0;18,73;12,9
257;Portugal,+Alcoutim;202005;2020;05;2;24,0;17,0;23,52;16,45
258;Portugal,+Alcoutim;202006;2020;06;2;25,0;17,0;25,43;17,27
259;Portugal,+Alcoutim;202007;2020;07;3;30,0;21,0;29,9;20,65
260;Portugal,+Alcoutim;202008;2020;08;3;29,0;19,0;29,45;19,1
261;Portugal,+Alcoutim;202009;2020;09;3;26,0;19,0;26,27;18,9
262;Portugal,+Alcoutim;202010;2020;10;4;22,0;16,0;22,55;15,42
263;Portugal,+Alcoutim;202011;2020;11;4;19,0;15,0;19,0;14,47
264;Portugal,+Alcoutim;202012;2020;12;4;16,0;10,0;15,55;10,55
265;Portugal,+Alcoutim;202101;2021;01;1;14,0;8,0;13,84;8,65
266;Portugal,+Alcoutim;202102;2021;02;1;16,0;12,0;16,0;11,79
267;Portugal,+Alcoutim;202103;2021;03;1;18,0;11,0;17,61;10,74
268;Portugal,+Alcoutim;202104;2021;04;2;19,0;13,0;19,4;13,47
269;Portugal,+Alcoutim;202105;2021;05;2;24,0;15,0;23,71;14,77
270;Portugal,+Alcoutim;202106;2021;06;2;26,0;17,0;25,23;17,1
271;Portugal,+Alcoutim;202107;2021;07;3;29,0;19,0;28,61;18,9
272;Portugal,+Alcoutim;202108;2021;08;3;29,0;20,0;29,32;20,03
273;Portugal,+Alcoutim;202109;2021;09;3;29,0;19,0;28,23;19,37
274;Portugal,+Alcoutim;202110;2021;10;4;26,0;18,0;25,84;17,45
275;Portugal,+Alcoutim;202111;2021;11;4;21,0;12,0;21,09;12,55
276;Portugal,+Alenquer;202001;2020;01;1;14,0;7,0;14,1;8,06
277;Portugal,+Alenquer;202002;2020;02;1;18,0;9,0;17,69;9,38
278;Portugal,+Alenquer;202003;2020;03;1;17,0;9,0;17,32;8,61
279;Portugal,+Alenquer;202004;2020;04;2;18,0;10,0;17,8;10,07
280;Portugal,+Alenquer;202005;2020;05;2;24,0;14,0;24,55;14,32
281;Portugal,+Alenquer;202006;2020;06;2;23,0;14,5;24,07;14,73
282;Portugal,+Alenquer;202007;2020;07;3;32,0;17,0;31,13;17,52
283;Portugal,+Alenquer;202008;2020;08;3;27,0;17,0;27,61;16,68
284;Portugal,+Alenquer;202009;2020;09;3;25,5;17,0;27,2;16,5
285;Portugal,+Alenquer;202010;2020;10;4;20,0;13,0;21,16;13,23
286;Portugal,+Alenquer;202011;2020;11;4;18,0;12,0;18,13;11,93
287;Portugal,+Alenquer;202012;2020;12;4;14,0;8,0;13,97;8,42
288;Portugal,+Alenquer;202101;2021;01;1;13,0;5,0;12,61;6,23
289;Portugal,+Alenquer;202102;2021;02;1;16,0;9,0;15,14;8,93
290;Portugal,+Alenquer;202103;2021;03;1;17,0;8,0;17,58;8,52
291;Portugal,+Alenquer;202104;2021;04;2;20,0;11,0;19,6;11,3
292;Portugal,+Alenquer;202105;2021;05;2;22,0;12,0;22,13;12,32
293;Portugal,+Alenquer;202106;2021;06;2;26,0;14,0;25,17;14,57
294;Portugal,+Alenquer;202107;2021;07;3;27,0;16,0;27,61;16,29
295;Portugal,+Alenquer;202108;2021;08;3;29,0;16,0;29,45;16,52
296;Portugal,+Alenquer;202109;2021;09;3;28,5;17,0;27,77;16,93
297;Portugal,+Alenquer;202110;2021;10;4;25,0;16,0;25,68;15,48
298;Portugal,+Alenquer;202111;2021;11;4;20,0;11,0;19,73;10,45
299;Portugal,+Alentejo+Central;202001;2020;01;1;11,0;4,0;10,94;4,0
300;Portugal,+Alentejo+Central;202002;2020;02;1;14,0;7,0;14,59;6,86
301;Portugal,+Alentejo+Central;202003;2020;03;1;16,0;6,0;15,58;5,77
302;Portugal,+Alentejo+Central;202004;2020;04;2;17,0;8,0;17,27;7,63
303;Portugal,+Alentejo+Central;202005;2020;05;2;26,0;13,0;24,81;13,0
304;Portugal,+Alentejo+Central;202006;2020;06;2;24,0;13,0;24,07;13,23
305;Portugal,+Alentejo+Central;202007;2020;07;3;35,0;20,0;34,23;19,16
306;Portugal,+Alentejo+Central;202008;2020;08;3;30,0;16,0;28,58;15,84
307;Portugal,+Alentejo+Central;202009;2020;09;3;27,0;15,0;27,2;14,97
308;Portugal,+Alentejo+Central;202010;2020;10;4;17,0;9,0;17,16;9,16
309;Portugal,+Alentejo+Central;202011;2020;11;4;15,0;8,0;15,1;8,33
310;Portugal,+Alentejo+Central;202012;2020;12;4;9,0;3,0;9,32;3,48
311;Portugal,+Alentejo+Central;202101;2021;01;1;10,0;1,0;9,55;2,48
312;Portugal,+Alentejo+Central;202102;2021;02;1;12,0;6,0;11,5;4,86
313;Portugal,+Alentejo+Central;202103;2021;03;1;16,0;6,0;16,9;6,16
314;Portugal,+Alentejo+Central;202104;2021;04;2;19,0;8,0;18,13;7,93
315;Portugal,+Alentejo+Central;202105;2021;05;2;21,0;9,0;20,65;9,52
316;Portugal,+Alentejo+Central;202106;2021;06;2;26,5;14,5;25,23;14,07
317;Portugal,+Alentejo+Central;202107;2021;07;3;29,0;16,0;28,71;15,61
318;Portugal,+Alentejo+Central;202108;2021;08;3;31,0;16,0;31,03;15,81
319;Portugal,+Alentejo+Central;202109;2021;09;3;25,0;14,0;25,8;14,07
320;Portugal,+Alentejo+Central;202110;2021;10;4;21,0;12,0;20,97;11,45
321;Portugal,+Alentejo+Central;202111;2021;11;4;14,0;6,0;14,82;5,82
322;Portugal,+Alentejo+Litoral;202001;2020;01;1;11,0;4,0;10,94;4,0
323;Portugal,+Alentejo+Litoral;202002;2020;02;1;14,0;7,0;14,59;6,86
324;Portugal,+Alentejo+Litoral;202003;2020;03;1;16,0;6,0;15,58;5,77
325;Portugal,+Alentejo+Litoral;202004;2020;04;2;17,0;8,0;17,27;7,63
326;Portugal,+Alentejo+Litoral;202005;2020;05;2;26,0;13,0;24,81;13,0
327;Portugal,+Alentejo+Litoral;202006;2020;06;2;24,0;13,0;24,07;13,23
328;Portugal,+Alentejo+Litoral;202007;2020;07;3;35,0;20,0;34,23;19,16
329;Portugal,+Alentejo+Litoral;202008;2020;08;3;30,0;16,0;28,58;15,84
330;Portugal,+Alentejo+Litoral;202009;2020;09;3;27,0;15,0;27,2;14,97
331;Portugal,+Alentejo+Litoral;202010;2020;10;4;17,0;9,0;17,16;9,16
