;location;202001;202002;202003;202004;202005;202006;202007;202008;202009;202010;202011;202012;202101;202102;202103;202104;202105;202106;202107;202108;202109;202110;202111
127;Portugal,+Ilha+Graciosa;14,0;16,0;18,0;18,0;25,0;22,5;31,0;26,0;25,5;19,0;18,5;13,0;13,0;14,0;18,0;20,0;20,0;25,0;25,0;28,0;26,0;23,0;18,0
128;Portugal,+Ilha+Terceira;14,0;18,0;18,0;18,0;25,0;23,0;31,0;26,0;26,0;21,0;19,0;13,0;13,0;16,0;18,0;20,0;22,0;25,5;26,0;28,0;27,5;24,0;18,0
129;Portugal,+Ilha+da+Madeira;15,0;17,0;17,0;18,0;22,0;23,0;27,0;26,0;24,0;21,0;19,0;16,0;14,0;16,0;17,0;18,0;22,0;23,0;26,0;26,0;26,0;25,0;21,0
130;Portugal,+Ilha+das+Flores;33,0;33,0;33,0;31,0;29,0;27,5;27,0;27,0;28,0;31,0;31,0;32,0;31,0;33,0;32,0;31,0;28,0;27,0;27,0;27,0;30,0;33,0;35,0
131;Portugal,+Ilha+de+Porto+Santo;18,0;18,0;17,0;18,0;19,0;21,0;21,0;23,0;23,0;21,0;20,0;18,0;17,0;17,5;16,0;18,0;19,0;20,0;21,0;22,0;23,0;22,0;20,0
132;Portugal,+Ilha+de+Santa+Maria;14,0;18,0;18,0;18,0;25,0;23,0;31,0;26,0;26,0;21,0;19,0;13,0;13,0;16,0;18,0;20,0;22,0;25,5;26,0;28,0;27,5;24,0;18,0
133;Portugal,+Ilha+de+Sao+Jorge;13,0;16,0;18,0;17,0;23,0;21,5;28,0;24,0;24,5;19,0;18,0;13,0;13,0;14,5;17,0;19,0;19,0;22,5;23,0;25,0;24,0;23,0;17,0
134;Portugal,+Ilha+de+Sao+Miguel;13,0;18,0;17,0;19,0;27,0;26,5;37,0;34,0;29,0;23,0;18,5;14,0;12,0;15,5;17,0;20,5;25,0;30,5;34,0;34,0;29,5;27,0;18,0
135;Portugal,+Ilha+do+Corvo;14,0;18,0;16,0;18,0;23,0;25,0;29,0;29,0;25,0;21,0;18,0;14,0;13,0;15,5;17,0;19,0;24,0;26,0;29,0;30,0;29,0;25,0;21,0
136;Portugal,+Ilha+do+Faial;13,0;15,0;13,0;14,0;17,0;18,5;21,0;22,0;20,5;18,0;15,5;13,0;13,0;14,5;13,0;15,0;17,0;19,0;25,0;23,0;22,0;21,0;17,0
137;Portugal,+Ilha+do+Pico;15,0;17,0;17,0;18,0;22,0;23,0;27,0;26,0;24,0;21,0;19,0;16,0;14,0;16,0;17,0;18,0;22,0;23,0;26,0;26,0;26,0;25,0;21,0
138;Portugal,+Ilhavo;14,0;16,0;17,0;17,0;21,0;20,5;26,0;23,0;24,5;19,0;19,0;13,0;13,0;14,5;17,0;19,0;19,0;21,5;22,0;24,0;24,5;22,0;17,0
139;Portugal,+Lagoa;15,0;18,0;17,0;18,0;23,0;24,0;28,0;28,0;24,5;21,0;19,0;15,0;14,0;16,0;17,0;19,0;23,0;25,0;28,0;29,0;28,0;25,0;21,0
140;Portugal,+Lagoa+[R.A.A.];15,0;18,0;17,0;18,0;23,0;24,0;28,0;28,0;24,5;21,0;19,0;15,0;14,0;16,0;17,0;19,0;23,0;25,0;28,0;29,0;28,0;25,0;21,0
141;Portugal,+Lagos;15,0;18,0;17,0;18,0;22,0;22,0;27,0;25,0;24,0;20,0;19,0;16,0;14,0;16,0;17,0;18,5;21,0;22,0;25,0;26,0;26,0;24,0;21,0
142;Portugal,+Lajes+das+Flores;16,0;16,0;15,0;16,0;17,0;18,0;21,0;23,0;21,0;20,0;17,0;16,0;17,0;15,0;16,0;16,0;17,0;20,0;21,0;23,0;21,0;21,0;21,0
143;Portugal,+Lajes+do+Pico;16,0;15,0;15,0;16,0;17,0;18,0;21,0;23,0;20,5;20,0;16,0;15,0;16,0;14,0;15,0;15,5;17,0;19,5;21,0;23,0;21,5;21,0;20,0
144;Portugal,+Lamego;10,0;14,0;16,0;17,0;26,0;24,0;34,0;29,0;27,0;17,0;15,0;10,0;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0
145;Portugal,+Leiria;14,0;17,0;17,0;17,0;22,0;21,0;28,0;24,0;24,5;20,0;18,0;13,0;12,0;15,0;16,0;19,0;20,0;22,5;24,0;26,0;26,0;23,0;19,0
146;Portugal,+Leziria+do+Tejo;14,0;18,0;18,0;19,0;28,0;26,0;36,0;31,0;28,5;21,0;18,5;13,0;12,0;16,0;19,0;20,0;25,0;30,0;31,0;33,0;29,0;27,0;19,0
147;Portugal,+Lisboa;15,0;18,0;17,0;18,0;24,0;23,0;28,0;26,0;24,0;21,0;19,0;15,0;14,0;16,0;17,0;19,0;22,0;24,0;26,0;27,0;27,0;25,0;20,0
148;Portugal,+Loule;14,0;18,0;16,0;18,0;23,0;25,0;29,0;29,0;25,0;21,0;18,0;14,0;13,0;15,5;17,0;19,0;24,0;26,0;29,0;30,0;29,0;25,0;21,0
149;Portugal,+Loures;15,0;17,0;17,0;18,0;24,0;22,5;29,0;25,0;24,0;20,0;19,0;15,0;14,0;16,0;17,0;19,0;22,0;24,0;25,0;27,0;27,0;25,0;20,0
150;Portugal,+Lourinha;15,0;17,0;17,0;17,0;22,0;22,0;27,0;25,0;24,5;20,0;19,0;15,0;13,0;15,0;16,0;19,0;20,0;22,5;24,0;26,0;26,5;24,0;20,0
151;Portugal,+Lousa;15,0;17,0;16,0;17,0;21,0;20,0;25,0;24,0;23,5;20,0;18,0;15,0;14,0;15,0;16,0;18,0;20,0;21,0;23,0;25,0;26,0;24,0;19,0
152;Portugal,+Lousada;13,0;16,0;18,0;18,0;26,0;23,5;34,0;28,0;26,5;18,0;17,5;11,0;12,0;14,0;17,0;19,5;20,0;25,5;28,0;29,0;27,0;23,0;17,0
153;Portugal,+Macao;14,0;18,0;18,0;19,0;28,0;26,0;36,0;31,0;28,5;21,0;18,5;13,0;12,0;16,0;19,0;20,0;25,0;30,0;31,0;33,0;29,0;27,0;19,0
154;Portugal,+Macedo+de+Cavaleiros;9,0;14,0;14,0;16,5;25,0;23,5;33,0;30,0;25,5;16,0;14,0;8,0;8,0;10,5;15,0;16,0;20,0;25,0;30,0;32,0;24,0;20,0;13,0
155;Portugal,+Machico;17,0;18,0;17,0;18,0;20,0;21,0;22,0;23,0;23,0;21,0;20,0;18,0;17,0;18,0;16,0;19,0;19,0;21,0;22,0;24,0;24,0;23,0;21,0
156;Portugal,+Madalena;13,0;16,0;18,0;18,0;26,0;23,5;34,0;28,0;26,5;18,0;17,5;11,0;12,0;14,0;17,0;19,5;20,0;25,5;28,0;29,0;27,0;23,0;17,0
157;Portugal,+Mafra;15,0;17,0;16,0;17,0;21,0;20,0;25,0;24,0;23,5;20,0;18,0;15,0;14,0;15,0;16,0;18,0;20,0;21,0;23,0;25,0;26,0;24,0;19,0
158;Portugal,+Maia;13,0;15,0;15,0;16,0;20,0;19,0;24,0;21,0;21,0;17,0;17,0;13,0;13,0;14,0;15,0;17,0;17,0;19,0;20,0;22,0;22,0;20,0;17,0
159;Portugal,+Mangualde;11,0;15,0;16,0;16,0;26,0;23,5;35,0;29,0;27,0;19,0;15,0;10,0;10,0;12,0;16,0;19,0;21,0;27,0;30,0;32,0;26,0;22,0;15,0
160;Portugal,+Manteigas;11,0;15,0;16,0;16,0;25,0;25,0;35,0;30,0;26,5;19,0;16,0;10,0;10,0;11,0;16,0;17,5;21,0;26,5;31,0;33,0;27,0;23,0;15,0
161;Portugal,+Marco+de+Canaveses;11,0;14,0;16,0;17,0;26,0;24,0;35,0;30,0;27,0;17,0;15,0;9,0;10,0;12,0;16,0;19,0;21,0;26,5;29,0;31,0;25,0;21,0;14,0
162;Portugal,+Marinha+Grande;14,0;17,0;17,0;17,0;22,0;21,0;28,0;24,0;24,5;20,0;18,0;13,0;12,0;15,0;16,0;19,0;20,0;22,5;24,0;26,0;26,0;23,0;19,0
163;Portugal,+Marvao;15,0;17,0;16,0;17,0;21,0;20,0;25,0;24,0;23,5;20,0;18,0;15,0;14,0;15,0;16,0;18,0;20,0;21,0;23,0;25,0;26,0;24,0;19,0
164;Portugal,+Matosinhos;13,0;15,0;15,0;16,0;20,0;19,0;24,0;21,0;21,0;17,0;17,0;13,0;13,0;14,0;15,0;17,0;17,0;19,0;20,0;22,0;22,0;20,0;17,0
165;Portugal,+Mealhada;14,0;17,0;17,0;17,5;23,0;22,0;29,0;26,0;26,0;21,0;19,0;13,0;13,0;15,0;17,0;20,0;21,0;24,0;25,0;27,0;27,0;23,0;18,0
166;Portugal,+Meda;8,0;13,0;14,0;14,0;23,0;21,5;33,0;29,0;24,5;16,0;13,0;8,0;7,0;10,0;14,0;15,5;19,0;25,0;28,0;31,0;24,0;21,0;13,0
167;Portugal,+Medio+Tejo;12,0;17,0;17,0;18,0;28,0;27,0;38,0;34,0;28,0;20,0;16,5;12,0;11,0;13,5;18,0;19,0;25,0;30,5;34,0;35,0;29,0;25,0;18,0
168;Portugal,+Melgaco;12,0;14,0;14,0;15,0;20,0;19,0;26,0;22,0;22,0;17,0;16,0;12,0;11,0;12,5;15,0;16,5;16,0;20,0;20,0;22,0;22,0;20,0;16,0
169;Portugal,+Mertola;14,0;19,0;18,0;20,0;28,0;27,0;39,0;35,0;30,5;23,0;19,5;14,0;13,0;16,5;18,0;21,0;27,0;31,0;34,0;35,0;30,0;28,0;19,0
170;Portugal,+Mesao+Frio;13,0;16,0;18,0;17,5;26,0;24,0;34,0;29,0;26,5;19,0;17,5;11,0;12,0;13,0;18,0;19,5;20,0;26,0;29,0;31,0;27,5;22,0;17,0
171;Portugal,+Mira;14,0;17,0;17,0;17,5;23,0;22,0;29,0;26,0;26,0;21,0;19,0;13,0;13,0;15,0;17,0;20,0;21,0;24,0;25,0;27,0;27,0;23,0;18,0
172;Portugal,+Miranda+do+Corvo;14,0;17,0;18,0;18,0;26,0;24,0;33,0;27,0;27,5;21,0;18,5;13,0;12,0;14,5;18,0;21,0;22,0;26,5;28,0;31,0;28,0;25,0;19,0
173;Portugal,+Miranda+do+Douro;9,0;14,0;15,0;16,5;26,0;24,0;34,0;30,0;25,5;17,0;14,5;8,0;8,0;11,5;15,0;17,0;21,0;25,5;30,0;32,0;24,0;21,0;14,0
174;Portugal,+Mirandela;11,0;15,0;15,0;18,0;25,0;24,0;35,0;31,0;28,0;18,0;15,5;10,0;9,0;12,0;17,0;18,0;21,0;26,5;30,0;34,0;26,0;21,0;15,0
175;Portugal,+Mogadouro;14,0;18,0;18,0;18,0;25,0;23,0;31,0;26,0;26,0;21,0;19,0;13,0;13,0;16,0;18,0;20,0;22,0;25,5;26,0;28,0;27,5;24,0;18,0
176;Portugal,+Moimenta+da+Beira;10,0;14,0;16,0;17,0;26,0;24,0;34,0;29,0;27,0;17,0;15,0;10,0;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0
177;Portugal,+Moita;14,0;17,0;18,0;18,0;26,0;24,0;33,0;27,0;27,5;21,0;18,5;13,0;12,0;14,5;18,0;21,0;22,0;26,5;28,0;31,0;28,0;25,0;19,0
178;Portugal,+Moncao;13,0;15,0;16,0;16,0;21,0;20,0;26,0;23,0;22,0;17,0;17,0;13,0;12,0;13,0;16,0;17,5;17,0;20,0;22,0;23,0;23,0;21,0;17,0
179;Portugal,+Monchique;13,0;17,0;16,0;17,0;24,0;23,0;30,0;28,0;24,5;20,0;17,5;13,0;12,0;14,5;16,0;18,0;22,0;24,5;28,0;29,0;28,0;25,0;19,0
180;Portugal,+Mondim+de+Basto;11,0;15,0;17,0;16,5;25,0;22,5;34,0;28,0;26,0;18,0;15,5;10,0;11,0;12,0;16,0;18,0;19,0;25,0;29,0;31,0;25,5;21,0;16,0
181;Portugal,+Monforte;14,0;17,0;18,0;18,0;26,0;24,0;33,0;27,0;27,5;21,0;18,5;13,0;12,0;14,5;18,0;21,0;22,0;26,5;28,0;31,0;28,0;25,0;19,0
182;Portugal,+Montalegre;11,0;15,0;15,0;18,0;25,0;24,0;35,0;31,0;28,0;18,0;15,5;10,0;9,0;12,0;17,0;18,0;21,0;26,5;30,0;34,0;26,0;21,0;15,0
183;Portugal,+Montemor-o-Novo;14,0;18,0;18,0;19,0;27,0;26,0;37,0;33,0;29,0;23,0;20,0;14,0;13,0;16,0;18,0;21,0;25,0;30,0;33,0;34,0;30,0;28,0;19,0
184;Portugal,+Montemor-o-Velho;14,0;16,0;16,0;17,0;20,0;20,0;24,0;22,0;22,5;18,0;18,0;14,0;13,0;15,0;16,0;18,0;18,0;19,5;21,0;23,0;24,0;21,0;19,0
185;Portugal,+Montijo;14,0;18,0;18,0;18,0;24,0;23,0;29,0;26,0;24,5;21,0;19,0;15,0;14,0;16,0;17,0;19,5;23,0;25,0;27,0;28,0;28,0;25,0;20,0
186;Portugal,+Mora;9,0;14,0;15,0;16,5;26,0;24,0;34,0;30,0;25,5;17,0;14,5;8,0;8,0;11,5;15,0;17,0;21,0;25,5;30,0;32,0;24,0;21,0;14,0
187;Portugal,+Mortagua;11,0;14,0;16,0;15,0;25,0;22,0;32,0;27,0;25,0;18,0;15,5;10,0;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0
188;Portugal,+Moura;14,0;19,0;18,0;20,0;28,0;27,0;39,0;35,0;30,5;23,0;19,5;14,0;13,0;16,5;18,0;21,0;27,0;31,0;34,0;35,0;30,0;28,0;19,0
189;Portugal,+Mourao;14,0;15,0;15,0;15,0;19,0;19,0;23,0;21,0;21,0;17,0;17,0;13,0;13,0;14,0;15,0;16,0;16,0;18,5;19,0;21,0;22,0;20,0;17,0
190;Portugal,+Murca;10,0;14,0;16,0;17,0;26,0;24,0;34,0;29,0;27,0;17,0;15,0;10,0;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0
191;Portugal,+Murtosa;14,0;16,0;17,0;17,0;21,0;20,5;26,0;23,0;24,5;19,0;19,0;13,0;13,0;14,5;17,0;19,0;19,0;21,5;22,0;24,0;24,5;22,0;17,0
192;Portugal,+Nazare;14,0;16,0;16,0;16,0;21,0;20,0;26,0;22,0;24,0;19,0;18,0;13,0;12,0;14,5;16,0;18,5;19,0;21,0;22,0;24,0;24,0;22,0;19,0
193;Portugal,+Nelas;11,0;15,0;16,0;16,0;26,0;23,5;35,0;29,0;27,0;19,0;15,0;10,0;10,0;12,0;16,0;19,0;21,0;27,0;30,0;32,0;26,0;22,0;15,0
194;Portugal,+Nisa;11,0;15,0;15,0;16,0;26,0;25,5;36,0;32,0;27,0;20,0;16,0;11,0;10,0;12,5;15,0;17,5;23,0;28,5;32,0;33,0;27,0;25,0;16,0
195;Portugal,+Nordeste;17,0;17,0;16,0;17,0;18,0;19,5;22,0;24,0;22,0;21,0;17,0;16,0;16,0;15,0;16,0;17,0;18,0;21,0;22,0;24,0;23,0;22,0;21,0
196;Portugal,+Odemira;13,0;17,0;16,0;17,0;24,0;23,0;30,0;28,0;24,5;20,0;17,5;13,0;12,0;14,5;16,0;18,0;22,0;24,5;28,0;29,0;28,0;25,0;19,0
197;Portugal,+Odivelas;15,0;17,0;17,0;18,0;24,0;22,5;29,0;25,0;24,0;20,0;19,0;15,0;14,0;16,0;17,0;19,0;22,0;24,0;25,0;27,0;27,0;25,0;20,0
198;Portugal,+Oeiras;16,0;17,0;17,0;18,0;23,0;22,0;27,0;24,0;23,0;20,0;19,0;15,0;14,0;16,0;18,0;18,5;20,0;21,5;23,0;24,0;26,0;23,0;20,0
199;Portugal,+Oeste;13,0;14,0;16,0;16,5;23,0;21,0;30,0;25,0;24,0;17,0;16,5;11,0;12,0;13,0;16,0;19,0;18,0;22,0;25,0;28,0;23,0;22,0;16,0
200;Portugal,+Oleiros;11,0;14,0;16,0;17,0;26,0;24,0;35,0;30,0;27,0;17,0;15,0;9,0;10,0;12,0;16,0;19,0;21,0;26,5;29,0;31,0;25,0;21,0;14,0
201;Portugal,+Olhao;15,0;17,0;17,0;18,0;21,0;23,0;27,0;26,0;24,0;21,0;19,0;16,0;13,0;16,0;17,0;18,0;22,0;23,0;25,0;26,0;26,0;24,0;21,0
202;Portugal,+Oliveira+de+Azemeis;14,0;16,0;18,0;18,0;25,0;22,5;31,0;26,0;25,5;19,0;18,5;13,0;13,0;14,0;18,0;20,0;20,0;25,0;25,0;28,0;26,0;23,0;18,0
203;Portugal,+Oliveira+de+Frades;11,0;14,0;16,0;15,0;25,0;22,0;32,0;27,0;25,0;18,0;15,5;10,0;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0
204;Portugal,+Oliveira+do+Bairro;14,0;17,0;19,0;18,0;25,0;23,5;32,0;27,0;27,0;21,0;19,0;13,0;13,0;14,0;18,0;21,0;22,0;26,0;27,0;30,0;28,0;23,0;18,0
205;Portugal,+Oliveira+do+Hospital;11,0;15,0;16,0;16,0;25,0;25,0;35,0;30,0;26,5;19,0;16,0;10,0;10,0;11,0;16,0;17,5;21,0;26,5;31,0;33,0;27,0;23,0;15,0
206;Portugal,+Ourem;14,0;17,0;17,0;17,0;25,0;23,0;34,0;27,0;26,5;20,0;18,0;13,0;12,0;15,0;18,0;20,0;22,0;26,0;28,0;30,0;29,0;24,0;18,0
207;Portugal,+Ourique;13,0;17,0;16,0;17,0;24,0;23,0;30,0;28,0;24,5;20,0;17,5;13,0;12,0;14,5;16,0;18,0;22,0;24,5;28,0;29,0;28,0;25,0;19,0
208;Portugal,+Ovar;13,0;16,0;18,0;17,0;23,0;21,5;28,0;24,0;24,5;19,0;18,0;13,0;13,0;14,5;17,0;19,0;19,0;22,5;23,0;25,0;24,0;23,0;17,0
209;Portugal,+Pacos+de+Ferreira;13,0;16,0;18,0;18,0;26,0;23,5;34,0;28,0;26,5;18,0;17,5;11,0;12,0;14,0;17,0;19,5;20,0;25,5;28,0;29,0;27,0;23,0;17,0
210;Portugal,+Palmela;14,0;17,0;17,0;18,0;25,0;23,0;29,0;27,0;24,0;21,0;19,0;15,0;13,0;15,5;17,0;19,0;23,0;25,0;28,0;28,0;27,5;26,0;20,0
211;Portugal,+Pampilhosa+da+Serra;14,0;17,0;18,0;18,0;26,0;24,0;33,0;27,0;27,5;21,0;18,5;13,0;12,0;14,5;18,0;21,0;22,0;26,5;28,0;31,0;28,0;25,0;19,0
212;Portugal,+Paredes;13,0;16,0;18,0;18,0;26,0;23,5;34,0;28,0;26,5;18,0;17,5;11,0;12,0;14,0;17,0;19,5;20,0;25,5;28,0;29,0;27,0;23,0;17,0
213;Portugal,+Paredes+de+Coura;13,0;16,0;18,0;17,0;25,0;23,0;33,0;27,0;26,5;18,0;17,0;12,0;12,0;13,0;17,0;19,0;20,0;25,0;28,0;31,0;27,0;22,0;18,0
214;Portugal,+Pedrogao+Grande;14,0;17,0;18,0;18,0;26,0;24,0;33,0;27,0;27,5;21,0;18,5;13,0;12,0;14,5;18,0;21,0;22,0;26,5;28,0;31,0;28,0;25,0;19,0
215;Portugal,+Penacova;14,0;16,0;18,0;18,0;26,0;24,0;33,0;29,0;26,5;19,0;17,5;11,0;12,0;13,0;18,0;19,5;20,0;26,0;28,0;31,0;27,5;22,0;19,0
216;Portugal,+Penafiel;13,0;16,0;18,0;18,0;26,0;23,5;34,0;28,0;26,5;18,0;17,5;11,0;12,0;14,0;17,0;19,5;20,0;25,5;28,0;29,0;27,0;23,0;17,0
217;Portugal,+Penalva+do+Castelo;11,0;15,0;16,0;16,0;26,0;23,5;35,0;29,0;27,0;19,0;15,0;10,0;10,0;12,0;16,0;19,0;21,0;27,0;30,0;32,0;26,0;22,0;15,0
218;Portugal,+Penamacor;10,0;16,0;15,0;16,0;25,0;24,5;35,0;31,0;26,0;18,0;15,0;10,0;10,0;12,0;16,0;17,0;22,0;28,0;31,0;33,0;26,0;23,0;16,0
219;Portugal,+Penedono;10,0;14,0;16,0;17,0;26,0;24,0;34,0;29,0;27,0;17,0;15,0;10,0;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0
220;Portugal,+Penela;14,0;17,0;18,0;18,0;26,0;24,0;33,0;27,0;27,5;21,0;18,5;13,0;12,0;14,5;18,0;21,0;22,0;26,5;28,0;31,0;28,0;25,0;19,0
221;Portugal,+Peniche;14,0;16,0;16,0;17,0;21,0;20,5;24,0;23,0;23,5;19,0;19,0;14,0;13,0;15,0;16,0;18,0;19,0;20,5;22,0;23,0;25,0;22,0;19,0
222;Portugal,+Peso+da+Regua;10,0;14,0;16,0;17,0;26,0;24,0;34,0;29,0;27,0;17,0;15,0;10,0;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0
223;Portugal,+Pinhel;8,0;13,0;14,0;14,0;23,0;21,5;33,0;29,0;24,5;16,0;13,0;8,0;7,0;10,0;14,0;15,5;19,0;25,0;28,0;31,0;24,0;21,0;13,0
224;Portugal,+Pombal;14,0;18,0;16,0;18,0;23,0;25,0;29,0;29,0;25,0;21,0;18,0;14,0;13,0;15,5;17,0;19,0;24,0;26,0;29,0;30,0;29,0;25,0;21,0
225;Portugal,+Ponta+Delgada;17,0;17,0;16,0;17,0;18,0;19,5;22,0;24,0;22,0;21,0;17,0;16,0;16,0;15,0;16,0;17,0;18,0;21,0;22,0;24,0;23,0;22,0;21,0
226;Portugal,+Ponta+do+Sol;13,0;15,0;13,0;14,0;17,0;18,5;21,0;22,0;20,5;18,0;15,5;13,0;13,0;14,5;13,0;15,0;17,0;19,0;25,0;23,0;22,0;21,0;17,0
227;Portugal,+Ponte+da+Barca;13,0;16,0;18,0;17,0;25,0;23,0;33,0;27,0;26,5;18,0;17,0;12,0;12,0;13,0;17,0;19,0;20,0;25,0;28,0;31,0;27,0;22,0;18,0
228;Portugal,+Ponte+de+Lima;13,0;16,0;18,0;17,0;25,0;23,0;33,0;27,0;26,5;18,0;17,0;12,0;12,0;13,0;17,0;19,0;20,0;25,0;28,0;31,0;27,0;22,0;18,0
229;Portugal,+Ponte+de+Sor;14,0;18,0;18,0;19,0;28,0;26,0;36,0;31,0;28,5;21,0;18,5;13,0;12,0;16,0;19,0;20,0;25,0;30,0;31,0;33,0;29,0;27,0;19,0
230;Portugal,+Portalegre;11,0;15,0;15,0;16,0;26,0;25,5;36,0;32,0;27,0;20,0;16,0;11,0;10,0;12,5;15,0;17,5;23,0;28,5;32,0;33,0;27,0;25,0;16,0
231;Portugal,+Portel;13,0;18,0;17,0;19,0;27,0;26,5;37,0;34,0;29,0;23,0;18,5;14,0;12,0;15,5;17,0;20,5;25,0;30,5;34,0;34,0;29,5;27,0;18,0
232;Portugal,+Portimao;15,0;18,0;17,0;18,0;23,0;23,0;28,0;28,0;25,0;21,0;19,0;16,0;14,0;16,0;18,0;19,0;23,0;24,5;27,0;28,0;28,0;25,0;21,0
233;Portugal,+Porto;13,0;16,0;16,0;17,0;22,0;20,0;27,0;23,0;23,0;18,0;18,0;13,0;13,0;14,0;17,0;18,0;18,0;20,5;22,0;23,0;23,0;22,0;17,0
234;Portugal,+Porto+Moniz;13,0;15,0;13,0;14,0;17,0;18,5;21,0;22,0;20,5;18,0;15,5;13,0;13,0;14,5;13,0;15,0;17,0;19,0;25,0;23,0;22,0;21,0;17,0
235;Portugal,+Porto+Santo;14,0;16,0;18,0;18,0;25,0;21,0;32,0;27,0;25,0;19,0;17,0;12,0;17,0;14,0;18,0;19,5;20,0;24,5;26,0;28,0;26,0;23,0;18,0
236;Portugal,+Porto+de+Mos;14,0;16,0;16,0;16,0;21,0;20,0;26,0;22,0;24,0;19,0;18,0;13,0;12,0;14,5;16,0;18,5;19,0;21,0;22,0;24,0;24,0;22,0;19,0
237;Portugal,+Povoa+de+Lanhoso;13,0;15,0;17,0;17,0;25,0;23,5;33,0;28,0;25,5;19,0;16,5;11,0;12,0;13,0;18,0;19,0;20,0;25,5;29,0;30,0;27,0;23,0;17,0
238;Portugal,+Povoa+de+Varzim;14,0;15,0;15,0;15,0;19,0;19,0;23,0;21,0;21,0;17,0;17,0;13,0;13,0;14,0;15,0;16,0;16,0;18,5;19,0;21,0;22,0;20,0;17,0
239;Portugal,+Povoacao;14,0;17,0;15,0;17,0;19,0;19,0;23,0;24,0;21,0;17,0;17,0;13,0;13,0;15,0;16,0;17,0;18,0;18,5;22,0;21,0;23,0;22,0;17,0
240;Portugal,+Proenca-a-Nova;12,0;17,0;17,0;18,0;28,0;27,0;38,0;34,0;28,0;20,0;16,5;12,0;11,0;13,5;18,0;19,0;25,0;30,5;34,0;35,0;29,0;25,0;18,0
241;Portugal,+Redondo;13,0;15,0;17,0;17,0;25,0;23,5;33,0;28,0;25,5;19,0;16,5;11,0;12,0;13,0;18,0;19,0;20,0;25,5;29,0;30,0;27,0;23,0;17,0
242;Portugal,+Regiao+de+Aveiro;14,0;16,0;17,0;17,0;21,0;20,5;26,0;23,0;24,5;19,0;19,0;13,0;13,0;14,5;17,0;19,0;19,0;21,5;22,0;24,0;24,5;22,0;17,0
243;Portugal,+Regiao+de+Coimbra;14,0;17,0;18,0;18,0;26,0;24,0;33,0;27,0;27,5;21,0;18,5;13,0;12,0;14,5;18,0;21,0;22,0;26,5;28,0;31,0;28,0;25,0;19,0
244;Portugal,+Regiao+de+Leiria;14,0;17,0;17,0;17,0;22,0;21,0;28,0;24,0;24,5;20,0;18,0;13,0;12,0;15,0;16,0;19,0;20,0;22,5;24,0;26,0;26,0;23,0;19,0
245;Portugal,+Reguengos+de+Monsaraz;13,0;18,0;17,0;19,0;27,0;26,5;37,0;34,0;29,0;23,0;18,5;14,0;12,0;15,5;17,0;20,5;25,0;30,5;34,0;34,0;29,5;27,0;18,0
246;Portugal,+Resende;11,0;14,0;16,0;17,0;26,0;24,0;35,0;30,0;27,0;17,0;15,0;9,0;10,0;12,0;16,0;19,0;21,0;26,5;29,0;31,0;25,0;21,0;14,0
247;Portugal,+Ribeira+Brava;13,0;15,0;13,0;14,0;17,0;18,5;21,0;22,0;20,5;18,0;15,5;13,0;13,0;14,5;13,0;15,0;17,0;19,0;25,0;23,0;22,0;21,0;17,0
248;Portugal,+Ribeira+Grande;17,0;16,0;16,0;16,0;17,0;18,0;21,0;23,0;21,0;21,0;16,0;16,0;17,0;15,0;16,0;16,0;17,0;20,0;22,0;23,0;22,0;22,0;21,0
249;Portugal,+Ribeira+de+Pena;10,0;14,0;16,0;17,0;26,0;24,0;34,0;29,0;27,0;17,0;15,0;10,0;9,0;12,0;16,0;17,0;20,0;26,0;29,0;31,0;25,0;20,0;14,0
250;Portugal,+Rio+Maior;14,0;16,0;16,0;17,0;21,0;20,5;24,0;23,0;23,5;19,0;19,0;14,0;13,0;15,0;16,0;18,0;19,0;20,5;22,0;23,0;25,0;22,0;19,0
251;Portugal,+Sabrosa;11,0;14,0;16,0;15,0;25,0;22,0;32,0;27,0;25,0;18,0;15,5;10,0;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0
252;Portugal,+Sabugal;8,0;13,0;14,0;14,0;23,0;21,5;33,0;29,0;24,5;16,0;13,0;8,0;7,0;10,0;14,0;15,5;19,0;25,0;28,0;31,0;24,0;21,0;13,0
253;Portugal,+Salvaterra+de+Magos;14,0;18,0;17,0;18,0;24,0;23,0;32,0;27,0;25,5;20,0;18,0;14,0;13,0;16,0;17,0;20,0;22,0;26,0;27,0;29,0;28,5;25,0;20,0
254;Portugal,+Santa+Comba+Dao;11,0;14,0;16,0;15,0;25,0;22,0;32,0;27,0;25,0;18,0;15,5;10,0;10,0;11,0;16,0;18,0;20,0;24,5;27,0;29,0;25,0;22,0;16,0
