
Quadro extraído em 28 de Julho de 2025 (19:21:17)
http://www.ine.pt



Localização geográfica (NUTS - 2024);Taxa de criminalidade (?) por Localização geográfica (NUTS - 2024) e Categoria de crime -  Anual;;;;;;;
;Período de referência dos dados (1) ;;;;;;;
;2024;;;;;;;
;Categoria de crime;;;;;;;
;Total;Crimes contra a integridade física;Furto/roubo por esticão e na via pública;Furto de veículo e em veículo motorizado;Condução de veículo com taxa de álcool igual ou superior a 1,2g/l;Condução sem habilitação legal;Crimes contra o património;
;? ;? ;? ;? ;? ;? ;? ;
2004302: Vila da Praia da Vitória;29,8;7,5;? ?;1,6;1,1;1,1;13,6;
2004101: Vila do Porto;24,3;7,4;? ?;? ?;2,4;0,5;8,2;
2004206: Vila Franca do Campo;25,4;7,7;0;1,5;1,7;0,8;9,4;
3: Região Autónoma da Madeira;26,5;6,3;0,5;1,2;3,6;0,9;9,3;
30: Região Autónoma da Madeira;26,5;6,3;0,5;1,2;3,6;0,9;9,3;
300: Região Autónoma da Madeira;26,5;6,3;0,5;1,2;3,6;0,9;9,3;
3003101: Calheta (R.A.M.);12,9;2,3;? ?;? ?;1,1;? ?;6;
3003102: Câmara de Lobos;29;5,7;0,8;1,6;5,5;2,1;8,5;
3003103: Funchal;32,8;8,6;0,8;1,8;4,6;1,1;11,9;
3003104: Machico;24,1;5,7;? ?;0,7;2;0,6;8,9;
3003105: Ponta do Sol;12,8;1,7;? ?;? ?;0,9;? ?;5,9;
3003106: Porto Moniz;27,7;8,1;0;? ?;1,5;? ?;10;
3003107: Ribeira Brava;19,5;5,9;? ?;0,6;1,3;? ?;5,1;
3003108: Santa Cruz;17,3;4,2;0,3;0,5;1,7;0,5;6,8;
3003109: Santana;16,4;4,1;0;0,9;1,2;0,8;6,8;
3003110: São Vicente;17,2;3,5;0;0,6;2,9;? ?;6,1;
3003201: Porto Santo;41,8;6,5;0;1,2;12,2;? ?;11,2;

Taxa de criminalidade (?) por Localização geográfica (NUTS - 2024) e Categoria de crime -  Anual - Direcção-Geral da Política de Justiça

Nota(s):
(1) Os valores de 2024 são provisórios e foram revistos em função das estimativas de população residente. Os totais contemplam os dados da Polícia Judiciária (PJ), da Polícia de Segurança Pública (PSP), da Guarda Nacional Republicana (GNR), da Autoridade Tributária e Aduaneira (AT), da Polícia Marítima (PM), da Polícia Judiciária Militar (PJM), do Serviço de Estrangeiros e Fronteiras (SEF), da Autoridade de Segurança Alimentar e Económica (ASAE) e incluem crimes de localização desconhecida ou não classificável, registados por entidades que operam a nível nacional. Em 2024, o crime de Furto em veículo motorizado inclui: Furto de combustível em veículo motorizado, Furto de acessórios/peças em veículo motorizado e Outros crimes em veículo motorizado. A informação relativa a crimes contra animais de companhia resulta da entrada em vigor da Lei nº 69/2014 de 29 de agosto.



Última atualização destes dados: 03 de julho de 2025


Metainformação associada ao quadro

Taxa de criminalidade (?)
Designação;Taxa de criminalidade (?) por Localização geográfica (NUTS - 2024) e Categoria de crime -  Anual
Periodicidade;Anual
Fonte;Direcção-Geral da Política de Justiça
Primeiro período disponível;2021
Último período disponível;2024
Dimensões
     Dimensão 1;Período de referência dos dados
     Dimensão 2;Localização geográfica (NUTS - 2024)
     Dimensão 3;Categoria de crime
Conceitos
     PERÍODO DE REFERÊNCIA;Período a que a informação se refere e que pode ser um dia específico ou um intervalo de tempo (mês, ano fiscal, ano civil, entre outros).
     CRIME;Todo o facto descrito e declarado passível de pena criminal por lei anterior ao momento da sua prática.
     CRIME REGISTADO;Crime detetado pelas autoridades policiais ou levado ao seu conhecimento por meio de denúncia ou queixa.
Definição;
Fórmula;&lt - p&gt - (N&uacute - mero de crimes/ Popula&ccedil - &atilde - o residente)*1000&lt - /p&gt - 
Unidade de Medida (símbolo);Permilagem (?)
Potência de 10;0
Data da última atualização;03-Jul-2025
