01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,08. Símbolo,07. Escala,09. Valor
2014,Armamar,Município,,,,, sessões,0
2014,Arouca,Município,,,,, sessões,59
2014,Arraiolos,Município,,,,, sessões,45
2014,Arronches,Município,,,,, sessões,0
2014,Arruda dos Vinhos,Município,,,,, sessões,27
2014,Aveiro,Município,,,,, sessões,275
2014,Avis,Município,,,,, sessões,68
2014,Azambuja,Município,,,,, sessões,34
2014,Baião,Município,,,,, sessões,14
2014,Barcelos,Município,,,,..., sessões,
2014,Barrancos,Município,,,,, sessões,0
2014,Barreiro,Município,,,,, sessões,117
2014,Batalha,Município,,,,, sessões,6
2014,Beja,Município,,,,, sessões,89
2014,Belmonte,Município,,,,..., sessões,
2014,Benavente,Município,,,,, sessões,0
2014,Bombarral,Município,,,,, sessões,0
2014,Borba,Município,,,,, sessões,68
2014,Boticas,Município,,,,, sessões,19
2014,Braga,Município,,,,, sessões,530
2014,Bragança,Município,,,,, sessões,135
2014,Cabeceiras de Basto,Município,,,,..., sessões,
2014,Cadaval,Município,,,,, sessões,8
2014,Caldas da Rainha,Município,,,,, sessões,43
2014,Calheta [R.A.A.],Município,,,,..., sessões,
2014,Calheta [R.A.M.],Município,,,,, sessões,17
2014,Câmara de Lobos,Município,,,,, sessões,46
2014,Caminha,Município,,,,, sessões,48
2014,Campo Maior,Município,,,,, sessões,27
2014,Cantanhede,Município,,,,, sessões,192
2014,Carrazeda de Ansiães,Município,,,,, sessões,0
2014,Carregal do Sal,Município,,,,..., sessões,
2014,Cartaxo,Município,,,,, sessões,86
2014,Cascais,Município,,,,, sessões,239
2014,Castanheira de Pêra,Município,,,,, sessões,0
2014,Castelo Branco,Município,,,,, sessões,70
2014,Castelo de Paiva,Município,,,,, sessões,0
2014,Castelo de Vide,Município,,,,, sessões,54
2014,Castro Daire,Município,,,,, sessões,30
2014,Castro Marim,Município,,,,, sessões,0
2014,Castro Verde,Município,,,,, sessões,504
2014,Celorico da Beira,Município,,,,, sessões,0
2014,Celorico de Basto,Município,,,,, sessões,0
2014,Chamusca,Município,,,,, sessões,0
2014,Chaves,Município,,,,, sessões,106
2014,Cinfães,Município,,,,..., sessões,
2014,Coimbra,Município,,,,, sessões,802
2014,Condeixa-a-Nova,Município,,,,..., sessões,
2014,Constância,Município,,,,, sessões,29
2014,Coruche,Município,,,,, sessões,134
2014,Corvo,Município,,,,, sessões,0
2014,Covilhã,Município,,,,, sessões,46
2014,Crato,Município,,,,..., sessões,
2014,Cuba,Município,,,,, sessões,0
2014,Elvas,Município,,,,, sessões,90
2014,Entroncamento,Município,,,,, sessões,55
2014,Espinho,Município,,,,, sessões,65
2014,Esposende,Município,,,,, sessões,44
2014,Estarreja,Município,,,,, sessões,206
2014,Estremoz,Município,,,,, sessões,24
2014,Évora,Município,,,,, sessões,58
2014,Fafe,Município,,,,, sessões,102
2014,Faro,Município,,,,, sessões,142
2014,Felgueiras,Município,,,,, sessões,56
2014,Ferreira do Alentejo,Município,,,,, sessões,0
2014,Ferreira do Zêzere,Município,,,,, sessões,16
2014,Figueira da Foz,Município,,,,, sessões,124
2014,Figueira de Castelo Rodrigo,Município,,,,, sessões,0
2014,Figueiró dos Vinhos,Município,,,,, sessões,0
2014,Fornos de Algodres,Município,,,,, sessões,10
2014,Freixo de Espada à Cinta,Município,,,,, sessões,0
2014,Fronteira,Município,,,,, sessões,0
2014,Funchal,Município,,,,, sessões,425
2014,Fundão,Município,,,,, sessões,536
2014,Gavião,Município,,,,..., sessões,
2014,Góis,Município,,,,, sessões,0
2014,Golegã,Município,,,,, sessões,0
2014,Gondomar,Município,,,,, sessões,21
2014,Gouveia,Município,,,,..., sessões,
2014,Grândola,Município,,,,, sessões,51
2014,Guarda,Município,,,,, sessões,83
2014,Guimarães,Município,,,,, sessões,191
2014,Horta,Município,,,,, sessões,0
2014,Idanha-a-Nova,Município,,,,, sessões,0
2014,Ílhavo,Município,,,,, sessões,11
2014,Lagoa,Município,,,,, sessões,169
2014,Lagoa [R.A.A.],Município,,,,..., sessões,
2014,Lagos,Município,,,,, sessões,273
2014,Lajes das Flores,Município,,,,, sessões,0
2014,Lajes do Pico,Município,,,,, sessões,0
2014,Lamego,Município,,,,, sessões,84
2014,Leiria,Município,,,,, sessões,352
2014,Lisboa,Município,,,,, sessões,7400
2014,Loulé,Município,,,,, sessões,156
2014,Loures,Município,,,,, sessões,40
2014,Lourinhã,Município,,,,..., sessões,
2014,Lousã,Município,,,,, sessões,8
2014,Lousada,Município,,,,, sessões,87
2014,Mação,Município,,,,, sessões,0
2014,Macedo de Cavaleiros,Município,,,,..., sessões,
2014,Machico,Município,,,,, sessões,86
2014,Madalena,Município,,,,, sessões,0
2014,Mafra,Município,,,,, sessões,8
2014,Maia,Município,,,,, sessões,127
2014,Mangualde,Município,,,,, sessões,6
2014,Manteigas,Município,,,,, sessões,60
2014,Marco de Canaveses,Município,,,,, sessões,27
2014,Marinha Grande,Município,,,,..., sessões,
2014,Marvão,Município,,,,..., sessões,
2014,Matosinhos,Município,,,,, sessões,349
2014,Mealhada,Município,,,,, sessões,8
2014,Mêda,Município,,,,, sessões,0
2014,Melgaço,Município,,,,, sessões,0
2014,Mértola,Município,,,,, sessões,96
2014,Mesão Frio,Município,,,,, sessões,44
2014,Mira,Município,,,,, sessões,0
2014,Miranda do Corvo,Município,,,,..., sessões,
2014,Miranda do Douro,Município,,,,..., sessões,
2014,Mirandela,Município,,,,, sessões,0
2014,Mogadouro,Município,,,,, sessões,0
2014,Moimenta da Beira,Município,,,,..., sessões,
2014,Moita,Município,,,,, sessões,49
2014,Monção,Município,,,,, sessões,68
2014,Monchique,Município,,,,, sessões,0
2014,Mondim de Basto,Município,,,,..., sessões,
2014,Monforte,Município,,,,, sessões,20
2014,Montalegre,Município,,,,, sessões,0
2014,Montemor-o-Novo,Município,,,,, sessões,107
2014,Montemor-o-Velho,Município,,,,, sessões,121
2014,Montijo,Município,,,,..., sessões,
2014,Mora,Município,,,,, sessões,0
2014,Mortágua,Município,,,,, sessões,17
2014,Moura,Município,,,,, sessões,56
2014,Mourão,Município,,,,, sessões,11
2014,Murça,Município,,,,, sessões,0
2014,Murtosa,Município,,,,, sessões,0
2014,Nazaré,Município,,,,..., sessões,
2014,Nelas,Município,,,,, sessões,24
2014,Nisa,Município,,,,..., sessões,
2014,Nordeste,Município,,,,, sessões,0
2014,Óbidos,Município,,,,..., sessões,
2014,Odemira,Município,,,,, sessões,65
2014,Odivelas,Município,,,,..., sessões,
2014,Oeiras,Município,,,,, sessões,927
2014,Oleiros,Município,,,,..., sessões,
2014,Olhão,Município,,,,, sessões,41
2014,Oliveira de Azeméis,Município,,,,, sessões,31
2014,Oliveira de Frades,Município,,,,..., sessões,
2014,Oliveira do Bairro,Município,,,,..., sessões,
2014,Oliveira do Hospital,Município,,,,, sessões,57
2014,Ourém,Município,,,,, sessões,95
2014,Ourique,Município,,,,..., sessões,
2014,Ovar,Município,,,,, sessões,40
2014,Paços de Ferreira,Município,,,,..., sessões,
2014,Palmela,Município,,,,, sessões,145
2014,Pampilhosa da Serra,Município,,,,..., sessões,
2014,Paredes,Município,,,,, sessões,23
2014,Paredes de Coura,Município,,,,, sessões,46
2014,Pedrógão Grande,Município,,,,, sessões,0
2014,Penacova,Município,,,,, sessões,0
2014,Penafiel,Município,,,,, sessões,52
2014,Penalva do Castelo,Município,,,,, sessões,171
2014,Penamacor,Município,,,,, sessões,0
2014,Penedono,Município,,,,, sessões,0
2014,Penela,Município,,,,..., sessões,
2014,Peniche,Município,,,,, sessões,40
2014,Peso da Régua,Município,,,,, sessões,0
2014,Pinhel,Município,,,,, sessões,12
2014,Pombal,Município,,,,, sessões,60
2014,Ponta Delgada,Município,,,,, sessões,79
2014,Ponta do Sol,Município,,,,, sessões,92
2014,Ponte da Barca,Município,,,,, sessões,0
2014,Ponte de Lima,Município,,,,, sessões,154
2014,Ponte de Sor,Município,,,,..., sessões,
2014,Portalegre,Município,,,,, sessões,101
2014,Portel,Município,,,,..., sessões,
2014,Portimão,Município,,,,, sessões,236
2014,Porto,Município,,,,, sessões,3581
2014,Porto de Mós,Município,,,,, sessões,0
2014,Porto Moniz,Município,,,,, sessões,5
2014,Porto Santo,Município,,,,, sessões,24
2014,Póvoa de Lanhoso,Município,,,,, sessões,0
2014,Póvoa de Varzim,Município,,,,, sessões,34
2014,Povoação,Município,,,,, sessões,0
2014,Proença-a-Nova,Município,,,,, sessões,0
2014,Redondo,Município,,,,, sessões,12
2014,Reguengos de Monsaraz,Município,,,,, sessões,0
2014,Resende,Município,,,,, sessões,21
2014,Ribeira Brava,Município,,,,, sessões,30
2014,Ribeira de Pena,Município,,,,, sessões,0
2014,Ribeira Grande,Município,,,,, sessões,18
2014,Rio Maior,Município,,,,, sessões,0
2014,Sabrosa,Município,,,,, sessões,0
2014,Sabugal,Município,,,,, sessões,0
2014,Salvaterra de Magos,Município,,,,..., sessões,
2014,Santa Comba Dão,Município,,,,..., sessões,
2014,Santa Cruz,Município,,,,, sessões,16
2014,Santa Cruz da Graciosa,Município,,,,, sessões,46
2014,Santa Cruz das Flores,Município,,,,, sessões,0
2014,Santa Maria da Feira,Município,,,,, sessões,468
2014,Santa Marta de Penaguião,Município,,,,, sessões,0
2014,Santana,Município,,,,, sessões,24
2014,Santarém,Município,,,,, sessões,129
2014,Santiago do Cacém,Município,,,,..., sessões,
2014,Santo Tirso,Município,,,,, sessões,33
2014,São Brás de Alportel,Município,,,,, sessões,25
2014,São João da Madeira,Município,,,,, sessões,126
2014,São João da Pesqueira,Município,,,,..., sessões,
2014,São Pedro do Sul,Município,,,,, sessões,3
2014,São Roque do Pico,Município,,,,, sessões,0
2014,São Vicente,Município,,,,, sessões,36
2014,Sardoal,Município,,,,, sessões,0
2014,Sátão,Município,,,,..., sessões,
2014,Seia,Município,,,,, sessões,26
2014,Seixal,Município,,,,, sessões,141
2014,Sernancelhe,Município,,,,, sessões,0
2014,Serpa,Município,,,,, sessões,94
2014,Sertã,Município,,,,..., sessões,
2014,Sesimbra,Município,,,,, sessões,206
2014,Setúbal,Município,,,,, sessões,531
2014,Sever do Vouga,Município,,,,..., sessões,
2014,Silves,Município,,,,, sessões,39
2014,Sines,Município,,,,, sessões,130
2014,Sintra,Município,,,,, sessões,778
2014,Sobral de Monte Agraço,Município,,,,..., sessões,
2014,Soure,Município,,,,, sessões,4
2014,Sousel,Município,,,,..., sessões,
2014,Tábua,Município,,,,, sessões,54
2014,Tabuaço,Município,,,,, sessões,0
2014,Tarouca,Município,,,,, sessões,0
2014,Tavira,Município,,,,, sessões,89
2014,Terras de Bouro,Município,,,,, sessões,0
2014,Tomar,Município,,,,..., sessões,
2014,Tondela,Município,,,,, sessões,166
2014,Torre de Moncorvo,Município,,,,..., sessões,
2014,Torres Novas,Município,,,,, sessões,14
2014,Torres Vedras,Município,,,,, sessões,222
2014,Trancoso,Município,,,,, sessões,0
2014,Trofa,Município,,,,..., sessões,
2014,Vagos,Município,,,,..., sessões,
2014,Vale de Cambra,Município,,,,..., sessões,
2014,Valença,Município,,,,, sessões,30
2014,Valongo,Município,,,,, sessões,102
2014,Valpaços,Município,,,,, sessões,0
2014,Velas,Município,,,,..., sessões,
2014,Vendas Novas,Município,,,,, sessões,15
2014,Viana do Alentejo,Município,,,,, sessões,0
2014,Viana do Castelo,Município,,,,, sessões,260
2014,Vidigueira,Município,,,,, sessões,0
2014,Vieira do Minho,Município,,,,..., sessões,
2014,Vila da Praia da Vitória,Município,,,,, sessões,36
2014,Vila de Rei,Município,,,,..., sessões,
2014,Vila do Bispo,Município,,,,, sessões,26
2014,Vila do Conde,Município,,,,, sessões,78
2014,Vila do Porto,Município,,,,, sessões,0
2014,Vila Flor,Município,,,,, sessões,12
2014,Vila Franca de Xira,Município,,,,, sessões,400
2014,Vila Franca do Campo,Município,,,,..., sessões,
2014,Vila Nova da Barquinha,Município,,,,..., sessões,
2014,Vila Nova de Cerveira,Município,,,,, sessões,42
2014,Vila Nova de Famalicão,Município,,,,, sessões,218
2014,Vila Nova de Foz Côa,Município,,,,, sessões,0
2014,Vila Nova de Gaia,Município,,,,, sessões,310
2014,Vila Nova de Paiva,Município,,,,..., sessões,
2014,Vila Nova de Poiares,Município,,,,, sessões,0
2014,Vila Pouca de Aguiar,Município,,,,, sessões,20
2014,Vila Real,Município,,,,, sessões,44
2014,Vila Real de Santo António,Município,,,,..., sessões,
2014,Vila Velha de Ródão,Município,,,,..., sessões,
2014,Vila Verde,Município,,,,, sessões,0
2014,Vila Viçosa,Município,,,,..., sessões,
2014,Vimioso,Município,,,,, sessões,15
2014,Vinhais,Município,,,,, sessões,31
2014,Viseu,Município,,,,, sessões,543
2014,Vizela,Município,,,,, sessões,0
2014,Vouzela,Município,,,,, sessões,39
2015,Abrantes,Município,,,,, sessões,13
2015,Águeda,Município,,,,, sessões,19
2015,Aguiar da Beira,Município,,,,..., sessões,
2015,Alandroal,Município,,,,, sessões,0
2015,Albergaria-a-Velha,Município,,,,, sessões,10
2015,Albufeira,Município,,,,..., sessões,
2015,Alcácer do Sal,Município,,,,..., sessões,
2015,Alcanena,Município,,,,, sessões,14
2015,Alcobaça,Município,,,,, sessões,165
2015,Alcochete,Município,,,,, sessões,26
2015,Alcoutim,Município,,,,..., sessões,
2015,Alenquer,Município,,,,, sessões,22
2015,Alfândega da Fé,Município,,,,, sessões,0
2015,Alijó,Município,,,,..., sessões,
2015,Aljezur,Município,,,,, sessões,0
2015,Aljustrel,Município,,,,, sessões,47
2015,Almada,Município,,,,, sessões,451
2015,Almeida,Município,,,,, sessões,0
2015,Almeirim,Município,,,,, sessões,43
2015,Almodôvar,Município,,,,, sessões,46
2015,Alpiarça,Município,,,,..., sessões,
2015,Alter do Chão,Município,,,,..., sessões,
2015,Alvaiázere,Município,,,,..., sessões,
2015,Alvito,Município,,,,, sessões,15
2015,Amadora,Município,,,,, sessões,229
2015,Amarante,Município,,,,..., sessões,
2015,Amares,Município,,,,, sessões,27
2015,Anadia,Município,,,,, sessões,15
2015,Angra do Heroísmo,Município,,,,, sessões,90
2015,Ansião,Município,,,,, sessões,0
2015,Arcos de Valdevez,Município,,,,, sessões,63
2015,Arganil,Município,,,,, sessões,51
2015,Armamar,Município,,,,, sessões,0
2015,Arouca,Município,,,,, sessões,77
2015,Arraiolos,Município,,,,, sessões,44
2015,Arronches,Município,,,,, sessões,0
2015,Arruda dos Vinhos,Município,,,,, sessões,30
2015,Aveiro,Município,,,,, sessões,168
2015,Avis,Município,,,,, sessões,62
2015,Azambuja,Município,,,,, sessões,21
2015,Baião,Município,,,,, sessões,27
2015,Barcelos,Município,,,,, sessões,13
2015,Barrancos,Município,,,,, sessões,0
2015,Barreiro,Município,,,,, sessões,195
2015,Batalha,Município,,,,, sessões,11
2015,Beja,Município,,,,, sessões,64
2015,Belmonte,Município,,,,, sessões,11
2015,Benavente,Município,,,,, sessões,21
2015,Bombarral,Município,,,,..., sessões,
2015,Borba,Município,,,,, sessões,69
2015,Boticas,Município,,,,, sessões,26
2015,Braga,Município,,,,, sessões,546
2015,Bragança,Município,,,,, sessões,93
2015,Cabeceiras de Basto,Município,,,,..., sessões,
2015,Cadaval,Município,,,,, sessões,10
2015,Caldas da Rainha,Município,,,,, sessões,9
2015,Calheta [R.A.A.],Município,,,,, sessões,5
2015,Calheta [R.A.M.],Município,,,,, sessões,16
2015,Câmara de Lobos,Município,,,,, sessões,48
2015,Caminha,Município,,,,, sessões,47
2015,Campo Maior,Município,,,,, sessões,33
2015,Cantanhede,Município,,,,, sessões,155
2015,Carrazeda de Ansiães,Município,,,,, sessões,0
2015,Carregal do Sal,Município,,,,..., sessões,
2015,Cartaxo,Município,,,,, sessões,44
2015,Cascais,Município,,,,, sessões,191
2015,Castanheira de Pêra,Município,,,,..., sessões,
2015,Castelo Branco,Município,,,,, sessões,66
2015,Castelo de Paiva,Município,,,,, sessões,0
2015,Castelo de Vide,Município,,,,, sessões,30
2015,Castro Daire,Município,,,,, sessões,20
2015,Castro Marim,Município,,,,, sessões,0
2015,Castro Verde,Município,,,,, sessões,108
2015,Celorico da Beira,Município,,,,, sessões,0
2015,Celorico de Basto,Município,,,,, sessões,0
2015,Chamusca,Município,,,,, sessões,0
2015,Chaves,Município,,,,, sessões,85
2015,Cinfães,Município,,,,, sessões,42
2015,Coimbra,Município,,,,, sessões,674
2015,Condeixa-a-Nova,Município,,,,..., sessões,
2015,Constância,Município,,,,, sessões,20
2015,Coruche,Município,,,,, sessões,124
2015,Corvo,Município,,,,, sessões,0
2015,Covilhã,Município,,,,, sessões,47
2015,Crato,Município,,,,..., sessões,
2015,Cuba,Município,,,,, sessões,0
2015,Elvas,Município,,,,, sessões,94
2015,Entroncamento,Município,,,,, sessões,53
2015,Espinho,Município,,,,, sessões,70
2015,Esposende,Município,,,,, sessões,60
2015,Estarreja,Município,,,,, sessões,207
2015,Estremoz,Município,,,,, sessões,41
2015,Évora,Município,,,,, sessões,124
2015,Fafe,Município,,,,..., sessões,
2015,Faro,Município,,,,, sessões,273
2015,Felgueiras,Município,,,,, sessões,78
2015,Ferreira do Alentejo,Município,,,,..., sessões,
2015,Ferreira do Zêzere,Município,,,,, sessões,17
2015,Figueira da Foz,Município,,,,, sessões,168
2015,Figueira de Castelo Rodrigo,Município,,,,, sessões,0
2015,Figueiró dos Vinhos,Município,,,,, sessões,24
2015,Fornos de Algodres,Município,,,,..., sessões,
2015,Freixo de Espada à Cinta,Município,,,,, sessões,0
2015,Fronteira,Município,,,,, sessões,0
2015,Funchal,Município,,,,, sessões,530
2015,Fundão,Município,,,,, sessões,343
2015,Gavião,Município,,,,, sessões,7
2015,Góis,Município,,,,..., sessões,
2015,Golegã,Município,,,,, sessões,0
2015,Gondomar,Município,,,,, sessões,17
2015,Gouveia,Município,,,,..., sessões,
2015,Grândola,Município,,,,, sessões,52
2015,Guarda,Município,,,,, sessões,63
2015,Guimarães,Município,,,,, sessões,165
2015,Horta,Município,,,,..., sessões,
2015,Idanha-a-Nova,Município,,,,, sessões,0
2015,Ílhavo,Município,,,,..., sessões,
2015,Lagoa,Município,,,,, sessões,138
2015,Lagoa [R.A.A.],Município,,,,..., sessões,
2015,Lagos,Município,,,,, sessões,139
2015,Lajes das Flores,Município,,,,, sessões,0
2015,Lajes do Pico,Município,,,,, sessões,0
2015,Lamego,Município,,,,, sessões,19
2015,Leiria,Município,,,,, sessões,280
2015,Lisboa,Município,,,,, sessões,7473
2015,Loulé,Município,,,,, sessões,216
2015,Loures,Município,,,,, sessões,36
2015,Lourinhã,Município,,,,, sessões,4
2015,Lousã,Município,,,,, sessões,25
2015,Lousada,Município,,,,, sessões,153
2015,Mação,Município,,,,, sessões,0
2015,Macedo de Cavaleiros,Município,,,,, sessões,0
2015,Machico,Município,,,,, sessões,87
2015,Madalena,Município,,,,..., sessões,
2015,Mafra,Município,,,,..., sessões,
2015,Maia,Município,,,,, sessões,144
2015,Mangualde,Município,,,,..., sessões,
2015,Manteigas,Município,,,,, sessões,46
2015,Marco de Canaveses,Município,,,,, sessões,41
2015,Marinha Grande,Município,,,,, sessões,3
2015,Marvão,Município,,,,..., sessões,
2015,Matosinhos,Município,,,,, sessões,325
2015,Mealhada,Município,,,,..., sessões,
2015,Mêda,Município,,,,, sessões,0
2015,Melgaço,Município,,,,, sessões,0
2015,Mértola,Município,,,,, sessões,79
2015,Mesão Frio,Município,,,,, sessões,30
2015,Mira,Município,,,,, sessões,0
2015,Miranda do Corvo,Município,,,,, sessões,0
2015,Miranda do Douro,Município,,,,, sessões,0
2015,Mirandela,Município,,,,, sessões,0
2015,Mogadouro,Município,,,,, sessões,0
2015,Moimenta da Beira,Município,,,,..., sessões,
2015,Moita,Município,,,,, sessões,88
2015,Monção,Município,,,,, sessões,78
2015,Monchique,Município,,,,..., sessões,
2015,Mondim de Basto,Município,,,,, sessões,0
2015,Monforte,Município,,,,, sessões,17
2015,Montalegre,Município,,,,..., sessões,
2015,Montemor-o-Novo,Município,,,,, sessões,90
2015,Montemor-o-Velho,Município,,,,, sessões,93
2015,Montijo,Município,,,,, sessões,3
2015,Mora,Município,,,,, sessões,0
2015,Mortágua,Município,,,,, sessões,9
2015,Moura,Município,,,,, sessões,41
2015,Mourão,Município,,,,, sessões,0
2015,Murça,Município,,,,, sessões,0
2015,Murtosa,Município,,,,..., sessões,
2015,Nazaré,Município,,,,..., sessões,
2015,Nelas,Município,,,,, sessões,12
2015,Nisa,Município,,,,, sessões,4
2015,Nordeste,Município,,,,, sessões,0
2015,Óbidos,Município,,,,..., sessões,
2015,Odemira,Município,,,,, sessões,32
2015,Odivelas,Município,,,,..., sessões,
2015,Oeiras,Município,,,,, sessões,936
2015,Oleiros,Município,,,,, sessões,0
2015,Olhão,Município,,,,, sessões,51
2015,Oliveira de Azeméis,Município,,,,, sessões,52
2015,Oliveira de Frades,Município,,,,..., sessões,
2015,Oliveira do Bairro,Município,,,,, sessões,3
2015,Oliveira do Hospital,Município,,,,, sessões,21
2015,Ourém,Município,,,,, sessões,77
2015,Ourique,Município,,,,..., sessões,
2015,Ovar,Município,,,,, sessões,6
2015,Paços de Ferreira,Município,,,,..., sessões,
2015,Palmela,Município,,,,, sessões,488
2015,Pampilhosa da Serra,Município,,,,..., sessões,
2015,Paredes,Município,,,,, sessões,24
2015,Paredes de Coura,Município,,,,, sessões,67
2015,Pedrógão Grande,Município,,,,, sessões,0
2015,Penacova,Município,,,,, sessões,0
2015,Penafiel,Município,,,,, sessões,31
2015,Penalva do Castelo,Município,,,,, sessões,71
2015,Penamacor,Município,,,,, sessões,0
2015,Penedono,Município,,,,, sessões,0
2015,Penela,Município,,,,, sessões,0
2015,Peniche,Município,,,,, sessões,26
2015,Peso da Régua,Município,,,,, sessões,0
2015,Pinhel,Município,,,,, sessões,14
2015,Pombal,Município,,,,, sessões,92
2015,Ponta Delgada,Município,,,,, sessões,67
2015,Ponta do Sol,Município,,,,, sessões,151
2015,Ponte da Barca,Município,,,,, sessões,0
2015,Ponte de Lima,Município,,,,, sessões,138
2015,Ponte de Sor,Município,,,,..., sessões,
2015,Portalegre,Município,,,,, sessões,105
2015,Portel,Município,,,,, sessões,0
2015,Portimão,Município,,,,, sessões,192
2015,Porto,Município,,,,, sessões,3323
2015,Porto de Mós,Município,,,,, sessões,47
2015,Porto Moniz,Município,,,,..., sessões,
2015,Porto Santo,Município,,,,, sessões,40
2015,Póvoa de Lanhoso,Município,,,,, sessões,0
2015,Póvoa de Varzim,Município,,,,, sessões,52
2015,Povoação,Município,,,,, sessões,0
2015,Proença-a-Nova,Município,,,,, sessões,0
2015,Redondo,Município,,,,..., sessões,
2015,Reguengos de Monsaraz,Município,,,,, sessões,0
2015,Resende,Município,,,,, sessões,18
2015,Ribeira Brava,Município,,,,, sessões,33
2015,Ribeira de Pena,Município,,,,..., sessões,
2015,Ribeira Grande,Município,,,,, sessões,51
2015,Rio Maior,Município,,,,..., sessões,
2015,Sabrosa,Município,,,,..., sessões,
2015,Sabugal,Município,,,,, sessões,0
2015,Salvaterra de Magos,Município,,,,, sessões,0
2015,Santa Comba Dão,Município,,,,, sessões,0
2015,Santa Cruz,Município,,,,..., sessões,
2015,Santa Cruz da Graciosa,Município,,,,, sessões,40
2015,Santa Cruz das Flores,Município,,,,, sessões,0
2015,Santa Maria da Feira,Município,,,,, sessões,424
2015,Santa Marta de Penaguião,Município,,,,, sessões,0
2015,Santana,Município,,,,, sessões,28
2015,Santarém,Município,,,,, sessões,109
2015,Santiago do Cacém,Município,,,,..., sessões,
2015,Santo Tirso,Município,,,,, sessões,36
2015,São Brás de Alportel,Município,,,,, sessões,25
2015,São João da Madeira,Município,,,,, sessões,40
2015,São João da Pesqueira,Município,,,,..., sessões,
2015,São Pedro do Sul,Município,,,,..., sessões,
2015,São Roque do Pico,Município,,,,, sessões,0
2015,São Vicente,Município,,,,, sessões,38
2015,Sardoal,Município,,,,, sessões,0
2015,Sátão,Município,,,,, sessões,0
2015,Seia,Município,,,,, sessões,37
2015,Seixal,Município,,,,, sessões,101
2015,Sernancelhe,Município,,,,, sessões,0
2015,Serpa,Município,,,,, sessões,128
2015,Sertã,Município,,,,..., sessões,
2015,Sesimbra,Município,,,,, sessões,180
2015,Setúbal,Município,,,,, sessões,520
2015,Sever do Vouga,Município,,,,..., sessões,
2015,Silves,Município,,,,, sessões,66
2015,Sines,Município,,,,, sessões,104
2015,Sintra,Município,,,,, sessões,610
2015,Sobral de Monte Agraço,Município,,,,, sessões,10
2015,Soure,Município,,,,..., sessões,
2015,Sousel,Município,,,,..., sessões,
2015,Tábua,Município,,,,, sessões,46
2015,Tabuaço,Município,,,,, sessões,0
2015,Tarouca,Município,,,,, sessões,0
2015,Tavira,Município,,,,, sessões,90
2015,Terras de Bouro,Município,,,,, sessões,0
2015,Tomar,Município,,,,..., sessões,
2015,Tondela,Município,,,,, sessões,90
2015,Torre de Moncorvo,Município,,,,..., sessões,
2015,Torres Novas,Município,,,,, sessões,11
2015,Torres Vedras,Município,,,,, sessões,227
2015,Trancoso,Município,,,,, sessões,0
2015,Trofa,Município,,,,, sessões,0
2015,Vagos,Município,,,,..., sessões,
2015,Vale de Cambra,Município,,,,, sessões,4
2015,Valença,Município,,,,, sessões,22
2015,Valongo,Município,,,,, sessões,40
2015,Valpaços,Município,,,,..., sessões,
2015,Velas,Município,,,,, sessões,19
2015,Vendas Novas,Município,,,,, sessões,17
2015,Viana do Alentejo,Município,,,,..., sessões,
2015,Viana do Castelo,Município,,,,, sessões,259
2015,Vidigueira,Município,,,,..., sessões,
2015,Vieira do Minho,Município,,,,, sessões,0
2015,Vila da Praia da Vitória,Município,,,,, sessões,14
2015,Vila de Rei,Município,,,,, sessões,0
2015,Vila do Bispo,Município,,,,, sessões,27
2015,Vila do Conde,Município,,,,, sessões,19
2015,Vila do Porto,Município,,,,..., sessões,
2015,Vila Flor,Município,,,,, sessões,8
2015,Vila Franca de Xira,Município,,,,, sessões,582
2015,Vila Franca do Campo,Município,,,,..., sessões,
2015,Vila Nova da Barquinha,Município,,,,..., sessões,
2015,Vila Nova de Cerveira,Município,,,,, sessões,54
2015,Vila Nova de Famalicão,Município,,,,, sessões,76
2015,Vila Nova de Foz Côa,Município,,,,, sessões,0
2015,Vila Nova de Gaia,Município,,,,, sessões,200
2015,Vila Nova de Paiva,Município,,,,, sessões,0
2015,Vila Nova de Poiares,Município,,,,, sessões,0
2015,Vila Pouca de Aguiar,Município,,,,, sessões,34
2015,Vila Real,Município,,,,, sessões,36
2015,Vila Real de Santo António,Município,,,,, sessões,20
2015,Vila Velha de Ródão,Município,,,,, sessões,8
2015,Vila Verde,Município,,,,, sessões,0
2015,Vila Viçosa,Município,,,,..., sessões,
2015,Vimioso,Município,,,,, sessões,8
2015,Vinhais,Município,,,,, sessões,18
2015,Viseu,Município,,,,, sessões,597
2015,Vizela,Município,,,,, sessões,0
2015,Vouzela,Município,,,,, sessões,33
2016,Abrantes,Município,,,,, sessões,48
2016,Águeda,Município,,,,, sessões,19
2016,Aguiar da Beira,Município,,,,, sessões,0
2016,Alandroal,Município,,,,..., sessões,
2016,Albergaria-a-Velha,Município,,,,, sessões,7
2016,Albufeira,Município,,,,, sessões,6
2016,Alcácer do Sal,Município,,,,..., sessões,
2016,Alcanena,Município,,,,, sessões,57
2016,Alcobaça,Município,,,,, sessões,222
2016,Alcochete,Município,,,,, sessões,24
2016,Alcoutim,Município,,,,..., sessões,
2016,Alenquer,Município,,,,, sessões,35
2016,Alfândega da Fé,Município,,,,, sessões,0
2016,Alijó,Município,,,,, sessões,2
2016,Aljezur,Município,,,,, sessões,0
